SA1_7DIGITCODE_2016	Sex	labourForceParticipation
2132115	F	54.9
2132115	M	65.2
2132116	F	71.1
2132116	M	71.6
2132117	F	52.6
2132117	M	62.9
2132118	F	44.7
2132118	M	54.3
2132119	F	50.4
2132119	M	56.2
2132120	F	51.8
2132120	M	64.2
2132121	F	52.1
2132121	M	56.7
2132122	F	55
2132122	M	63.9
2132123	F	44.9
2132123	M	64.8
2132124	F	47.7
2132124	M	60
2132125	F	48.1
2132125	M	57.3
2132126	F	46.9
2132126	M	61.7
2132127	F	44.9
2132127	M	64.6
2132128	F	35.2
2132128	M	52.9
2132129	F	50.6
2132129	M	63.8
2132130	F	48.6
2132130	M	60.3
2132131	F	55.7
2132131	M	66.1
2132132	F	56.2
2132132	M	64.3
2132133	F	46.4
2132133	M	59.2
2132134	F	53.6
2132134	M	58.4
2132135	F	55.6
2132135	M	69.9
2132136	F	56.2
2132136	M	68.5
2132137	F	49.1
2132137	M	57.2
2132138	F	28.2
2132138	M	46
2132139	F	57.5
2132139	M	72
2132140	F	45
2132140	M	59.5
2132141	F	60.3
2132141	M	67.4
2132142	F	54
2132142	M	62.7
2132143	F	47.6
2132143	M	65.2
2132144	F	61.5
2132144	M	65.9
2132145	F	43.8
2132145	M	57
2132146	F	54.5
2132146	M	66.9
2132147	F	50.3
2132147	M	63.4
2132148	F	47.1
2132148	M	58.3
2132149	F	43.6
2132149	M	73.6
2132150	F	53.9
2132150	M	60.4
2132151	F	60.3
2132151	M	67.2
2132152	F	51.8
2132152	M	54.8
2132153	F	47.9
2132153	M	62.6
2132154	F	52.6
2132154	M	64.8
2132201	F	55.5
2132201	M	63
2132202	F	63.9
2132202	M	80.1
2132203	F	52.5
2132203	M	70.1
2132204	F	49.7
2132204	M	62.9
2132205	F	47.1
2132205	M	59.6
2132206	F	53.8
2132206	M	67.6
2132207	F	57.9
2132207	M	71.2
2132208	F	36.7
2132208	M	40.4
2132209	F	45.5
2132209	M	50.9
2132210	F	47.5
2132210	M	55.6
2132211	F	47.2
2132211	M	61.8
2132212	F	48.6
2132212	M	61.2
2132213	F	44.3
2132213	M	53.5
2132214	F	42.7
2132214	M	58.3
2132215	F	52.1
2132215	M	69.1
2132216	F	52.1
2132216	M	64.2
2132217	F	48.1
2132217	M	60.5
2132218	F	49.4
2132218	M	60
2132219	F	51.4
2132219	M	56.9
2132220	F	47.5
2132220	M	65.5
2132221	F	55
2132221	M	62.3
2132222	F	49.2
2132222	M	55.6
2132223	F	51.6
2132223	M	57.7
2132224	F	56.1
2132224	M	61.2
2132225	F	58.1
2132225	M	66.3
2132226	F	32.4
2132226	M	57.8
2132227	F	49.5
2132227	M	62.6
2132228	F	52.9
2132228	M	68.8
2132229	F	50.8
2132229	M	63.2
2132230	F	55.2
2132230	M	62.2
2132231	F	43.9
2132231	M	59.4
2132232	F	53.6
2132232	M	63.6
2132233	F	51.7
2132233	M	60.9
2132234	F	66.2
2132234	M	65.5
2132235	F	53.3
2132235	M	58.5
2132236	F	45.3
2132236	M	61.9
2132237	F	52.2
2132237	M	55.1
2132238	F	45.3
2132238	M	60.7
2132239	F	51.8
2132239	M	63.7
2132240	F	55.4
2132240	M	64.1
2132241	F	54
2132241	M	64.5
2132242	F	52.8
2132242	M	58.6
2132243	F	48.9
2132243	M	53.8
2132244	F	56.3
2132244	M	69.7
2132245	F	47.5
2132245	M	54.3
2132246	F	51.7
2132246	M	57.6
2132248	F	37.8
2132248	M	53.4
2132249	F	53.5
2132249	M	60.4
2132250	F	56.7
2132250	M	67.4
2132251	F	50.6
2132251	M	66.7
2132252	F	70.6
2132252	M	73.7
2132301	F	49.5
2132301	M	57.4
2132302	F	49.5
2132302	M	64.6
2132303	F	54.6
2132303	M	63.3
2132304	F	43.1
2132304	M	49.5
2132305	F	56.4
2132305	M	68.7
2132306	F	56
2132306	M	61.4
2132307	F	57.4
2132307	M	64.6
2132308	F	54.3
2132308	M	69
2132309	F	49.7
2132309	M	63.2
2132310	F	55.6
2132310	M	70
2132311	F	53.8
2132311	M	62
2132313	F	50.9
2132313	M	56.8
2132314	F	54.8
2132314	M	56.9
2132315	F	68.5
2132315	M	62.4
2132316	F	56.7
2132316	M	63
2132317	F	51.3
2132317	M	58.4
2132318	F	51.2
2132318	M	61.1
2132319	F	56.1
2132319	M	56.5
2132320	F	53.5
2132320	M	63
2132321	F	51.4
2132321	M	68.1
2132322	F	55.9
2132322	M	53.8
2132323	F	47.3
2132323	M	66.7
2132324	F	55.1
2132324	M	62.5
2132325	F	52
2132325	M	67.3
2132326	F	70.8
2132326	M	69
2132327	F	62.4
2132327	M	64
2132328	F	57.3
2132328	M	57.2
2132329	F	51
2132329	M	60.4
2132330	F	60.1
2132330	M	65.6
2132331	F	45.7
2132331	M	62.5
2132332	F	50.8
2132332	M	71.9
2132333	F	53.4
2132333	M	64.6
2132334	F	48.4
2132334	M	51.6
2132335	F	60.5
2132335	M	67.4
2132336	F	57
2132336	M	65.7
2132337	F	50
2132337	M	55.1
2132401	F	60.7
2132401	M	70.7
2132402	F	57.2
2132402	M	61.4
2132403	F	56.4
2132403	M	60
2132404	F	54.3
2132404	M	64.5
2132405	F	52.2
2132405	M	64.5
2132406	F	51.7
2132406	M	67.4
2132407	F	58.5
2132407	M	66.5
2132408	F	57.1
2132408	M	70.1
2132409	F	53.8
2132409	M	64.1
2132411	F	41.7
2132411	M	58.6
2132412	F	62.4
2132412	M	79
2132413	F	54.3
2132413	M	67.8
2132414	F	48
2132414	M	61.2
2132415	F	41
2132415	M	58.3
2132416	F	54.7
2132416	M	69.7
2132417	F	48
2132417	M	61.4
2132418	F	61.7
2132418	M	70.7
2132419	F	55.6
2132419	M	66.3
2132420	F	45.9
2132420	M	56
2132421	F	44.4
2132421	M	53
2132422	F	44.3
2132422	M	54.2
2132423	F	55.7
2132423	M	62.6
2132424	F	57.4
2132424	M	64.7
2132425	F	52.6
2132425	M	63.9
2132426	F	55.8
2132426	M	67.3
2132427	F	65.8
2132427	M	65.7
2132428	F	50.6
2132428	M	66
2132429	F	59.8
2132429	M	68.4
2132430	F	48.6
2132430	M	70.4
2132431	F	55.6
2132431	M	66.1
2132432	F	64.4
2132432	M	70.3
2132433	F	55
2132433	M	71.3
2132434	F	57.1
2132434	M	62
2132435	F	53.4
2132435	M	56.6
2132436	F	56.1
2132436	M	63
2132437	F	51
2132437	M	49.6
2132438	F	48.7
2132438	M	57.4
2132439	F	42.8
2132439	M	50.5
2132440	F	62.7
2132440	M	73.4
2132501	F	49.5
2132501	M	62.2
2132502	F	52
2132502	M	60.5
2132503	F	50.2
2132503	M	63.1
2132504	F	43.2
2132504	M	55.6
2132505	F	52.2
2132505	M	64.8
2132506	F	52.3
2132506	M	64.6
2132507	F	49.4
2132507	M	61.2
2132508	F	57.8
2132508	M	60
2132509	F	58.6
2132509	M	62.5
2132510	F	63.2
2132510	M	67.4
2132511	F	54.2
2132511	M	63.7
2132512	F	50
2132512	M	62.4
2132513	F	47
2132513	M	59.1
2132515	F	57.1
2132515	M	64.5
2132516	F	62
2132516	M	67
2132518	F	48.7
2132518	M	62.4
2132519	F	59.1
2132519	M	68.1
2132520	F	56.6
2132520	M	68.6
2132522	F	56.5
2132522	M	65.3
2132523	F	52.1
2132523	M	63.1
2132525	F	49
2132525	M	62.4
2132526	F	66.4
2132526	M	64.4
2132527	F	49
2132527	M	60.2
2132528	F	43.5
2132528	M	61.3
2132529	F	50
2132529	M	67.3
2132530	F	57.2
2132530	M	59.9
2132531	F	52.5
2132531	M	57.4
2132532	F	30.2
2132532	M	52.9
2132533	F	13.1
2132533	M	23.3
2132534	F	48.2
2132534	M	66.5
2132535	F	46.7
2132535	M	64.6
2132536	F	52.3
2132536	M	62.9
2132537	F	54.1
2132537	M	65.2
2132538	F	51.6
2132538	M	63.9
2132539	F	50.5
2132539	M	54.1
2132540	F	48.4
2132540	M	67.6
2132541	F	57.2
2132541	M	69.6
2132542	F	56.6
2132542	M	66.7
2132544	F	67.6
2132544	M	77
2132545	F	64.2
2132545	M	74.4
2132546	F	69.3
2132546	M	77.3
2132547	F	66.5
2132547	M	79.8
2132548	F	58.5
2132548	M	69.5
2132601	F	48.9
2132601	M	54.9
2132602	F	63.6
2132602	M	73.7
2132603	F	53.6
2132603	M	67.5
2132605	F	59.8
2132605	M	72.1
2132606	F	62.9
2132606	M	71
2132607	F	59.1
2132607	M	67.1
2132608	F	41.6
2132608	M	62.7
2132609	F	68.4
2132609	M	76.8
2132610	F	53.6
2132610	M	56.1
2132611	F	54.5
2132611	M	63.9
2132612	F	56.9
2132612	M	71.8
2132613	F	57.8
2132613	M	71.3
2132614	F	49.4
2132614	M	62.1
2132615	F	51.8
2132615	M	62
2132616	F	54.9
2132616	M	68.3
2132617	F	69.7
2132617	M	74.3
2132618	F	59.4
2132618	M	64.7
2132619	F	60.3
2132619	M	69.5
2132620	F	57.6
2132620	M	63.2
2132621	F	67.1
2132621	M	73.3
2132622	F	62.3
2132622	M	72.2
2132623	F	50.8
2132623	M	62.5
2132624	F	56.6
2132624	M	66.9
2132625	F	60.6
2132625	M	71.2
2132626	F	52.7
2132626	M	71
2132627	F	58.6
2132627	M	63.9
2132628	F	41.2
2132628	M	41.8
2132629	F	56.1
2132629	M	69
2132630	F	66.4
2132630	M	76
2132631	F	61.1
2132631	M	69.8
2132632	F	32.5
2132632	M	43.9
2132633	F	54.4
2132633	M	64.4
2132634	F	44.4
2132634	M	84.4
2132635	F	48.7
2132635	M	60.2
2132636	F	61.6
2132636	M	71.9
2132637	F	58.4
2132637	M	67.5
2132638	F	55
2132638	M	64.8
2132639	F	48.4
2132639	M	58.9
2132640	M	66.7
2132641	F	78
2132641	M	66.7
2132642	F	63
2132642	M	65.7
2132643	F	50
2132643	M	58.6
2132644	F	63.7
2132644	M	65.1
2132646	F	62
2132646	M	64.6
2132647	F	61.5
2132647	M	70.5
2132648	F	50.3
2132648	M	54.9
2132649	F	53.8
2132649	M	63.2
2132650	F	31.2
2132650	M	40
2132651	F	61.8
2132651	M	71.4
2132652	F	53.5
2132652	M	60.6
2132653	F	51
2132653	M	63.4
2132701	F	58.6
2132701	M	70.4
2132702	F	58.2
2132702	M	60.4
2132703	F	52.8
2132703	M	63.4
2132704	F	57.6
2132704	M	60.6
2132705	F	41.5
2132705	M	64.1
2132706	F	56.6
2132706	M	67
2132707	F	61.9
2132707	M	67.8
2132708	F	55.9
2132708	M	64.9
2132709	F	42.5
2132709	M	58
2132710	F	53.2
2132710	M	57.4
2132711	F	50.6
2132711	M	60.3
2132712	F	47.2
2132712	M	63.2
2132713	F	49.7
2132713	M	67.7
2132714	F	54
2132714	M	63.5
2132715	F	58.1
2132715	M	69.5
2132716	F	60.9
2132716	M	73.2
2132717	F	54.7
2132717	M	58.2
2132718	F	57.8
2132718	M	67.7
2132719	F	52.5
2132719	M	61.1
2132720	F	59.7
2132720	M	75.4
2132721	F	52.3
2132721	M	63.5
2132722	F	53.7
2132722	M	61.7
2132723	F	56.4
2132723	M	53.1
2132724	F	60.3
2132724	M	66.5
2132725	F	58
2132725	M	53.5
2132726	F	44.5
2132726	M	59.6
2132727	F	58.2
2132727	M	68.6
2132729	F	60.3
2132729	M	64.6
2132730	F	64.1
2132730	M	68.7
2132731	F	61.2
2132731	M	63.9
2132732	F	63.6
2132732	M	69.6
2132733	F	25.1
2132733	M	39.8
2132734	F	69.6
2132734	M	73.8
2132735	F	47.7
2132735	M	65.1
2132736	F	46.5
2132736	M	50.9
2132737	F	11.6
2132737	M	26
2132738	F	52
2132738	M	68.7
2132739	F	56.3
2132739	M	65.5
2132740	F	54.8
2132740	M	59.9
2132741	F	46
2132741	M	58.7
2132742	F	56.5
2132742	M	65
2132743	F	55.6
2132743	M	63.2
2132744	F	50.6
2132744	M	58.4
2132745	F	50
2132745	M	63.6
2132747	F	51.6
2132747	M	58.5
2132748	F	51.9
2132748	M	62
2132801	F	44.4
2132801	M	52.3
2132802	F	38.6
2132802	M	61
2132803	F	55.8
2132803	M	74
2132804	F	42.2
2132804	M	62.1
2132805	F	50.5
2132805	M	65
2132807	F	38.4
2132807	M	55.3
2132808	F	49.8
2132808	M	62.2
2132809	F	58.7
2132809	M	60.5
2132810	F	57.3
2132810	M	67.3
2132811	F	65.8
2132811	M	73.2
2132812	F	53.6
2132812	M	64.8
2132813	F	65
2132813	M	62.6
2132814	F	45.3
2132814	M	54.6
2132815	F	55.5
2132815	M	65.7
2132816	F	50
2132816	M	62.6
2132817	F	53.1
2132817	M	63.6
2132818	F	47.2
2132818	M	67.7
2132819	F	36.1
2132819	M	57.3
2132901	F	58.6
2132901	M	74.5
2132902	F	46.4
2132902	M	61.5
2132903	F	59.3
2132903	M	68.9
2132904	F	52.6
2132904	M	66.7
2132905	F	53.4
2132905	M	68
2132906	F	50
2132906	M	61.7
2132907	F	60
2132907	M	72.9
2132908	F	62.9
2132908	M	71.5
2132909	F	57.9
2132909	M	70.4
2132910	F	58.5
2132910	M	78.3
2132911	F	67.4
2132911	M	72.8
2132912	F	56.1
2132912	M	72.4
2132913	F	54.7
2132913	M	68.6
2132914	F	62
2132914	M	70.9
2132915	F	61.3
2132915	M	73.6
2132916	F	62.6
2132916	M	66
2132917	F	57.6
2132917	M	70.5
2132918	F	63.2
2132918	M	73.5
2132919	F	61
2132919	M	71.2
2133001	F	36.1
2133001	M	50
2133002	F	44.5
2133002	M	55.7
2133003	F	45.3
2133003	M	68.4
2133004	F	52.6
2133004	M	72.6
2133005	F	49.3
2133005	M	66.3
2133006	F	41.4
2133006	M	61.7
2133007	F	44.7
2133007	M	65.5
2133009	F	37.5
2133009	M	75
2133012	F	42.1
2133012	M	55.9
2133013	F	46
2133013	M	59.7
2133014	F	52.1
2133014	M	61.9
2133015	F	42.6
2133015	M	59.6
2133016	F	45.7
2133016	M	62.2
2133017	F	43.9
2133017	M	55.8
2133018	F	50.7
2133018	M	56.4
2133019	F	41.7
2133019	M	52.8
2133020	F	52.2
2133020	M	72.1
2133022	F	41.6
2133022	M	57.7
2133023	F	42.7
2133023	M	53.8
2133024	F	46
2133024	M	62.9
2133028	F	43.9
2133028	M	57.1
2133029	F	45.8
2133029	M	62.7
2133030	F	54.5
2133030	M	62.9
2133031	F	44.6
2133031	M	47.2
2133032	F	49.2
2133032	M	57.3
2133033	F	44.9
2133033	M	57.5
2133034	F	45.5
2133034	M	53.3
2133035	F	43.1
2133035	M	55.7
2133036	F	46
2133036	M	60.4
2133037	F	31.2
2133037	M	46.3
2133038	F	47.9
2133038	M	49.2
2133039	F	37.2
2133039	M	43.4
2133040	F	51.6
2133040	M	54.8
2133041	F	38.2
2133041	M	55.8
2133042	F	50.3
2133042	M	67.3
2133043	F	37.3
2133043	M	53.9
2133045	F	50
2133045	M	61.5
2133047	F	69.2
2133047	M	78.2
2133048	F	62
2133048	M	81.3
2133049	F	70.5
2133049	M	76.6
2133050	F	58.8
2133050	M	71.9
2133051	F	60.2
2133051	M	75
2133052	F	64.2
2133052	M	71.3
2133053	F	63.1
2133053	M	76.9
2133054	F	67.2
2133054	M	75.3
2133055	F	57.4
2133055	M	74.5
2133056	F	66
2133056	M	74.9
2133057	F	56.2
2133057	M	78.3
2133058	F	69.5
2133058	M	81.6
2133059	F	62.9
2133059	M	74.2
2133060	F	71.1
2133060	M	79.7
2133061	F	54.9
2133061	M	76.5
2133062	F	55.1
2133062	M	72.2
2133063	F	62.8
2133063	M	74.7
2133064	F	66.4
2133064	M	85.3
2133065	F	56.3
2133065	M	74.8
2133066	F	60.8
2133066	M	84.9
2133067	F	58.4
2133067	M	74.9
2133068	F	59.9
2133068	M	84.7
2133069	F	67.5
2133069	M	81.4
2133101	F	53.6
2133101	M	69.7
2133102	F	55.8
2133102	M	69
2133103	F	44.9
2133103	M	68.8
2133105	F	56.2
2133105	M	73.9
2133106	F	54.2
2133106	M	60.1
2133107	F	57.8
2133107	M	75.2
2133108	F	49.2
2133108	M	72.8
2133109	F	61.9
2133109	M	68.2
2133110	F	50
2133110	M	65.4
2133111	F	54
2133111	M	66.1
2133112	F	23.4
2133112	M	42.3
2133113	F	54.4
2133113	M	56.2
2133114	F	60
2133114	M	68.8
2133115	F	66.4
2133115	M	76.3
2133116	F	55.7
2133116	M	68.2
2133117	F	55.5
2133117	M	68
2133118	F	52.3
2133118	M	69.8
2133119	F	36.2
2133119	M	36.5
2133120	F	51.7
2133120	M	58.6
2133121	F	56.3
2133121	M	71.1
2133122	F	52
2133122	M	67.1
2133123	F	56.7
2133123	M	63.9
2133201	F	47.5
2133201	M	64.6
2133202	F	37.9
2133202	M	38.3
2133203	F	61.3
2133203	M	73.5
2133204	F	61.9
2133204	M	71.3
2133205	F	58.8
2133205	M	63.6
2133206	F	62.1
2133206	M	77.3
2133207	F	62.1
2133207	M	70.5
2133208	F	36.8
2133208	M	57.7
2133209	F	55.9
2133209	M	57.9
2133211	F	53.9
2133211	M	72.5
2133212	F	46.3
2133212	M	57.2
2133213	F	52.4
2133213	M	62.2
2133214	F	53.8
2133214	M	61.7
2133216	F	59.5
2133216	M	70
2133217	F	54.4
2133217	M	67.1
2133218	F	47.5
2133218	M	63.7
2133219	F	49.2
2133219	M	67.8
2133220	F	53.7
2133220	M	64.5
2133221	F	46.6
2133221	M	54.9
2133222	F	46.7
2133222	M	66.4
2133223	F	46.8
2133223	M	56.3
2133224	F	50.4
2133224	M	70.6
2133225	F	57.3
2133225	M	62.4
2133226	F	48.4
2133226	M	62.6
2133227	F	55.6
2133227	M	60.8
2133228	F	45.1
2133228	M	64.8
2133229	F	68.3
2133229	M	71.4
2133230	F	55.8
2133230	M	55.4
2133231	F	45.9
2133231	M	60
2133232	F	44.6
2133232	M	54.2
2133233	F	52.8
2133233	M	69.4
2133235	F	53.8
2133235	M	65.3
2133236	F	41.1
2133236	M	54.8
2133237	F	60.7
2133237	M	70.1
2133238	F	55.4
2133238	M	74.1
2133239	F	53.1
2133239	M	63
2133240	F	73.3
2133240	M	75
2133301	F	32.8
2133301	M	51.9
2133302	F	46.7
2133302	M	59.6
2133303	F	44.7
2133303	M	61.2
2133304	F	47.2
2133304	M	65.8
2133305	F	45.6
2133305	M	55.6
2133306	F	43.9
2133306	M	53.8
2133307	F	48.9
2133307	M	66
2133308	F	41.7
2133308	M	72.4
2133309	F	38.2
2133309	M	51.2
2133310	F	38
2133310	M	57.6
2133311	F	41.7
2133311	M	48.3
2133312	F	40.1
2133312	M	53
2133313	F	39.6
2133313	M	51.8
2133314	F	33.1
2133314	M	46.2
2133315	F	41.2
2133315	M	53.1
2133316	F	48.7
2133316	M	55.1
2133317	F	48.5
2133317	M	60
2133318	F	33.6
2133318	M	51.2
2133319	F	43.5
2133319	M	56.1
2133320	F	41.6
2133320	M	49.4
2133321	F	42.9
2133321	M	59.4
2133322	F	40.2
2133322	M	68.9
2133323	F	49.3
2133323	M	56.9
2133324	F	52.7
2133324	M	61.7
2133325	F	55.2
2133325	M	63.3
2133326	F	43.8
2133326	M	60.7
2133327	F	49.2
2133327	M	58
2133328	F	45.7
2133328	M	70.2
2133329	F	51.3
2133329	M	67.2
2133330	F	52
2133330	M	69.2
2133331	F	43.1
2133331	M	56.4
2133332	F	43.8
2133332	M	47.3
2133333	F	50
2133333	M	65.4
2133401	F	40
2133401	M	50.5
2133402	F	54
2133402	M	60.1
2133403	F	40.1
2133403	M	54.8
2133404	F	42.9
2133404	M	59.2
2133405	F	49.7
2133405	M	57.5
2133406	F	38.6
2133406	M	51.1
2133407	F	47.9
2133407	M	55.8
2133408	F	43.8
2133408	M	57.1
2133409	F	42.6
2133409	M	59.9
2133410	F	38
2133410	M	58
2133411	F	49.4
2133411	M	60.7
2133412	F	36.6
2133412	M	50.5
2133413	F	38.6
2133413	M	56.5
2133414	F	39.3
2133414	M	48.1
2133415	F	37.3
2133415	M	51.6
2133416	F	42.6
2133416	M	56.3
2133417	F	42.3
2133417	M	55.9
2133418	F	36.9
2133418	M	56.7
2133419	F	31.6
2133419	M	55.7
2133420	F	46.8
2133420	M	67.4
2133421	F	35.6
2133421	M	42.8
2133422	F	44.9
2133422	M	47.7
2133423	F	35
2133423	M	58
2133424	F	49.5
2133424	M	63.1
2133425	F	40.9
2133425	M	52
2133426	F	38.9
2133426	M	53.6
2133427	F	38.5
2133427	M	53.2
2133428	F	38.6
2133428	M	52.1
2133429	F	36.8
2133429	M	52.9
2133430	F	36.2
2133430	M	52.8
2133431	F	30.6
2133431	M	59.4
2133432	F	38.8
2133432	M	58.7
2133433	F	52.4
2133433	M	61.5
2133434	F	39.6
2133434	M	53.3
2133435	F	40.3
2133435	M	51.2
2133436	F	46.5
2133436	M	64.5
2133437	F	46.9
2133437	M	61
2133438	F	37.1
2133438	M	53.3
2133439	F	52.3
2133439	M	60.2
2133440	F	43.7
2133440	M	62.7
2133441	F	41.6
2133441	M	54.8
2133442	F	30.4
2133442	M	52.1
2133443	F	35.3
2133443	M	52
2133444	F	30.8
2133444	M	54.3
2133445	F	38.5
2133445	M	53.4
2133501	F	45.5
2133501	M	58.8
2133502	F	35.5
2133502	M	51.4
2133503	F	51.5
2133503	M	61.9
2133504	F	47.4
2133504	M	64.9
2133505	F	40.1
2133505	M	60.2
2133506	F	35.6
2133506	M	55.8
2133507	F	39.6
2133507	M	56.1
2133508	F	40.8
2133508	M	52.4
2133509	F	44.8
2133509	M	59
2133510	F	41.6
2133510	M	50.3
2133511	F	45.1
2133511	M	53.3
2133512	F	43.5
2133512	M	54.6
2133513	F	36.4
2133513	M	49.6
2133514	F	36.8
2133514	M	51.5
2133515	F	38.8
2133515	M	50.2
2133516	F	47.9
2133516	M	57.2
2133517	F	43.3
2133517	M	54.3
2133518	F	42.2
2133518	M	57.4
2133519	F	41.4
2133519	M	58.2
2133520	F	39.5
2133520	M	49.4
2133521	F	44.2
2133521	M	59.9
2133522	F	31.7
2133522	M	52.9
2133523	F	36.6
2133523	M	47.7
2133524	F	28.2
2133524	M	28.2
2133525	F	46.3
2133525	M	65.6
2133526	F	46.8
2133526	M	60.7
2133527	F	50
2133527	M	61.3
2133528	F	30.7
2133528	M	53.8
2133529	F	53.1
2133529	M	66
2133530	F	45.5
2133530	M	56.9
2133531	F	37.7
2133531	M	48
2133532	F	38.8
2133532	M	54.4
2133533	F	41.1
2133533	M	58.5
2133534	F	49.1
2133534	M	54.9
2133535	F	27.2
2133535	M	46.2
2133536	F	45.6
2133536	M	62
2133537	F	43.8
2133537	M	58
2133538	F	39.1
2133538	M	55.2
2133601	F	48.6
2133601	M	54.2
2133602	F	45.9
2133602	M	56.4
2133603	F	57.5
2133603	M	62.3
2133604	F	33.6
2133604	M	62.9
2133605	F	47.6
2133605	M	55.6
2133606	F	52.2
2133606	M	69.4
2133607	F	45.6
2133607	M	64.7
2133608	F	50
2133608	M	59.4
2133609	F	47.7
2133609	M	70.4
2133610	F	53.4
2133610	M	63.5
2133611	F	44.6
2133611	M	59.9
2133612	F	56.7
2133612	M	64.2
2133613	F	60.4
2133613	M	71.9
2133614	F	51.5
2133614	M	58.1
2133615	F	52.5
2133615	M	62.6
2133616	F	63.2
2133616	M	67.7
2133617	F	52.7
2133617	M	67.1
2133618	F	45.3
2133618	M	53.1
2133619	F	50.2
2133619	M	59.9
2133701	F	42.6
2133701	M	66.5
2133702	F	41
2133702	M	50.5
2133703	F	52
2133703	M	56.7
2133704	F	50
2133704	M	56.6
2133705	F	37.7
2133705	M	53.3
2133706	F	42.6
2133706	M	54.2
2133707	F	36.8
2133707	M	60.6
2133708	F	41
2133708	M	59
2133709	F	53
2133709	M	62.7
2133710	F	48.5
2133710	M	61.1
2133711	F	41
2133711	M	58.3
2133712	F	42.7
2133712	M	59.7
2133713	F	47.2
2133713	M	65.4
2133714	F	69
2133714	M	82.4
2133715	F	47.2
2133715	M	54.2
2133716	F	40.8
2133716	M	47.7
2133717	F	47.5
2133717	M	64.5
2133718	F	34.8
2133718	M	55.2
2133719	F	44.7
2133719	M	47.8
2133720	F	49.2
2133720	M	57.9
2133721	F	51.5
2133721	M	65.4
2133722	F	48
2133722	M	58.6
2133723	F	54
2133723	M	61.2
2133724	F	46.9
2133724	M	56.9
2133726	F	48.5
2133726	M	57.3
2133801	F	45.5
2133801	M	62.4
2133802	F	30.1
2133802	M	47.5
2133803	F	35.7
2133803	M	48.5
2133804	F	46.1
2133804	M	56.7
2133805	F	60.4
2133805	M	75.1
2133806	F	38.6
2133806	M	55.5
2133807	F	45.7
2133807	M	53.4
2133808	F	40.1
2133808	M	59.9
2133809	F	39.1
2133809	M	49.6
2133810	F	49.2
2133810	M	53.2
2133811	F	44.1
2133811	M	57.1
2133812	F	45.8
2133812	M	56.7
2133813	F	46.5
2133813	M	60.9
2133814	F	42.1
2133814	M	62.2
2133815	F	39.8
2133815	M	62.2
2133816	F	34.5
2133816	M	61.8
2133817	F	40.2
2133817	M	61.2
2133818	F	38.2
2133818	M	52.6
2133819	F	43.9
2133819	M	61.3
2133820	F	25
2133820	M	38.9
2133821	F	34.5
2133821	M	56.1
2133822	F	47.7
2133822	M	61.3
2133823	F	42.5
2133823	M	53.5
2133824	F	48.8
2133824	M	64.9
2133825	F	42.2
2133825	M	54.5
2133826	F	37.1
2133826	M	58.4
2133827	F	42.4
2133827	M	55.2
2133828	F	59.7
2133828	M	70.2
2133829	F	44.7
2133829	M	59.6
2133830	F	35.6
2133830	M	50.3
2133831	F	40
2133831	M	61.8
2133832	M	44.4
2133833	M	62.5
2133834	F	43.5
2133834	M	52.9
2133835	F	38.8
2133835	M	50.9
2133836	F	34.7
2133836	M	58.8
2133837	F	33.8
2133837	M	48.7
2133838	F	53.3
2133838	M	61.9
2133839	F	63.4
2133839	M	68.4
2133840	F	63.2
2133840	M	78.9
2133841	F	36.7
2133841	M	54.3
2133842	F	53.9
2133842	M	63.6
2133843	F	59.1
2133843	M	69.9
2133844	F	49.7
2133844	M	58.8
2133845	F	44.2
2133845	M	55.6
2133901	F	63.4
2133901	M	64
2133902	F	55.3
2133902	M	66.1
2133903	F	57.4
2133903	M	74.5
2133904	F	54
2133904	M	74.7
2133905	F	60.7
2133905	M	73.2
2133906	F	64.2
2133906	M	73.2
2133907	F	64.3
2133907	M	71.8
2133908	F	55.2
2133908	M	78.3
2133909	F	62.5
2133909	M	75.5
2133910	F	67.1
2133910	M	73
2133911	F	58.8
2133911	M	66.4
2133912	F	65.4
2133912	M	77.8
2133913	F	62.6
2133913	M	79.9
2133914	F	55.8
2133914	M	66.7
2133915	F	65
2133915	M	68.3
2133916	F	60.7
2133916	M	67.2
2133917	F	52.7
2133917	M	59.7
2133918	F	54
2133918	M	71.9
2133919	F	46.2
2133919	M	67.7
2133920	F	56.4
2133920	M	74.5
2133921	F	45.2
2133921	M	69.9
2133922	F	62.5
2133922	M	70.1
2133923	F	46.1
2133923	M	61.4
2133924	F	60.8
2133924	M	77.4
2133925	F	62.8
2133925	M	72.3
2133926	F	62.2
2133926	M	70.5
2133927	F	57.7
2133927	M	72.2
2134001	F	57.7
2134001	M	66.1
2134002	F	54
2134002	M	62.2
2134003	F	56.5
2134003	M	71.3
2134004	F	67.4
2134004	M	69.1
2134005	F	73.2
2134005	M	79.3
2134006	F	64.8
2134006	M	76.8
2134007	F	54.2
2134007	M	64.7
2134008	F	72.5
2134008	M	75.3
2134009	F	61.4
2134009	M	75.1
2134010	F	75
2134010	M	100
2134011	F	49.1
2134011	M	64.3
2134012	F	70.3
2134012	M	76.8
2134013	F	37
2134013	M	63
2134015	F	72.4
2134015	M	78.8
2134016	F	58.3
2134016	M	77.2
2134017	F	57.9
2134017	M	63.9
2134018	F	67.3
2134018	M	72.7
2134019	F	60
2134019	M	69.7
2134020	F	74.3
2134020	M	72
2134021	F	59.2
2134021	M	70.3
