SA1_7DIGITCODE_2016	unemployment
3105104	4.4
3105105	5.2
3105106	3.2
3105107	4.6
3105108	6.2
3105109	6.3
3105110	3.7
3105111	9.4
3105112	4.2
3105113	6.3
3105114	5.5
3105115	6.7
3105116	5.7
3105117	7.2
3105118	5.3
3105119	6.9
3105120	7
3105121	5.6
3105122	8
3105123	7.3
3105124	4.8
3105125	5
3105126	4.4
3105127	1.8
3105128	6.3
3105130	2.2
3105131	5.8
3105134	5.3
3105135	5.3
3105136	4.2
3105137	3.6
3105138	3.4
3105139	8.4
3105140	7.3
3105141	5.9
3105143	5.2
3105201	10.2
3105202	10.1
3105203	6
3105204	6.9
3105205	7.1
3105206	6.5
3105207	7.5
3105208	5.4
3105209	8.5
3105210	5.4
3105211	2.3
3105212	5.6
3105213	9.2
3105214	10.6
3105215	7.6
3105216	7.4
3105217	7.9
3105218	2
3105219	7.4
3105221	8.9
3105222	5
3105223	8.3
3105224	6.8
3105225	5.9
3105226	6.6
3105227	10.4
3105301	4.7
3105302	6.6
3105303	5.2
3105305	5
3105306	4.8
3105307	5.9
3105308	5.6
3105309	5.8
3105310	5.6
3105311	4.7
3105312	6.2
3105313	5.9
3105314	6.6
3105315	8.1
3105316	5.2
3105317	4.5
3105318	4.2
3105319	5.9
3105320	3.9
3105321	6.8
3105322	5.2
3105323	5.9
3105324	5.5
3105325	3.4
3105326	9.4
3105327	4.2
3105328	2.9
3105329	3.3
3105330	1.4
3105331	5.4
3105332	1.4
3105333	2.4
3105334	2.4
3105335	1.9
3105336	3.9
3105337	4.7
3105402	7.5
3105403	8
3105404	5.9
3105405	5.5
3105406	9.8
3105407	10
3105408	10.2
3105409	13
3105410	7
3105501	4.2
3105502	10
3105503	2.7
3105504	7.8
3105505	10.3
3105506	6
3105507	5.9
3105508	7.2
3105509	6.7
3105510	7.1
3105511	4.5
3105512	7
3105513	7
3105514	4.4
3105515	2.8
3105516	1.6
3105517	7.7
3105518	6.3
3105519	6.5
3105520	5.5
3105521	7.6
3105522	4.5
3105523	2
3105601	8.7
3105602	6.2
3105603	4.7
3105604	8.9
3105605	2.8
3105606	5.9
3105607	1.6
3105608	10.4
3105609	5.7
3105610	4.1
3105611	4.2
3105612	5.8
3105613	2.3
3105614	2.9
3105615	3
3105616	3.8
3105617	11.8
3105618	10.7
3105619	3.9
3105620	5.9
3105621	12.6
3105701	8.4
3105702	2
3105703	3.4
3105704	5.9
3105705	7.5
3105706	7.6
3105707	3.6
3105708	4.7
3105709	5.3
3105710	3.3
3105711	3.6
3105712	5.8
3105713	6.3
3105714	5.5
3105715	2.4
3105716	6.6
3105801	19.3
3105803	14.8
3105804	11.9
3105805	6.1
3105807	7.8
3105808	7.3
3105809	8.6
3105810	7.5
3105811	8.3
3105812	3.5
3105814	8.8
3105815	8
3105816	16.2
3105901	3.7
3105902	1.7
3105904	7.9
3105905	12.6
3105906	7.5
3105908	10
3105909	8.3
3105911	5.3
3105912	7.8
3105913	8.2
3105914	9.6
3105915	5.8
3105916	4.4
3105917	2.6
3105918	4.8
3105919	3.5
3105920	3.9
3105921	9.2
3105923	4.3
3105925	6.3
3105928	6.8
3105930	5.6
3105931	3.6
3106001	9.4
3106002	7.2
3106003	6.9
3106004	9.1
3106005	7.8
3106008	8.1
3106009	10.7
3106010	4.7
3106011	6.6
3106013	8.3
3106014	4.8
3106015	9.4
3106016	8.8
3106017	8.1
3106020	9.3
3106021	5.1
3106022	11.3
3106023	6.2
3106024	6.9
3106025	8.9
3106027	10.6
3106028	8.6
3106029	11
3106030	13.5
3106031	11.8
3106034	11.6
3106035	6.7
3106036	7.8
3106037	11
3106038	6.1
3106039	6.9
3106040	8.6
3106041	4.4
3106042	6.5
3106043	8.9
3106044	8.1
3106045	11.2
3106101	13.8
3106102	10.8
3106103	8
3106104	14
3106105	6
3106106	15.3
3106107	16.3
3106109	12
3106110	11.1
3106111	10.3
3106112	9.8
3106113	11.6
3106201	36.4
3106202	12.1
3106203	11
3106204	7.9
3106205	8.7
3106206	6.9
3106207	7.3
3106208	6.8
3106209	2.2
3106210	7.4
3106211	6.2
3106212	4.7
3106213	7.4
3106214	3.1
3106215	6.6
3106216	12.4
3106217	8.2
3106218	8.4
3106219	6.4
3106220	6.7
3106222	9.5
3106301	4.3
3106302	5.8
3106303	9
3106304	4
3106305	3.7
3106306	3.8
3106307	2.9
3106311	12.5
3106312	11.5
3106313	5.3
3106314	5
3106315	8.5
3106316	7.6
3106317	5.1
3106318	7
3106319	3.9
3106320	11.7
3106321	4.8
3106322	4.6
3106323	6.4
3106324	21.1
3106325	6.5
3106326	1.3
3106328	6.5
3106329	4.4
3106331	6.5
3106332	7.8
3106333	6.5
3106334	12.5
3106335	2.4
3106336	7.2
3106337	2.8
3106338	18.8
3106339	5.2
3106340	7.4
3106401	4.2
3106402	5.6
3106403	2.5
3106404	5.4
3106406	4.4
3106407	6.2
3106408	5.1
3106409	10.2
3106411	6.7
3106412	5.4
3106413	5.6
3106414	6.8
3106415	6.4
3106416	5.9
3106417	3.7
3106501	4.6
3106502	4.8
3106503	7.7
3106504	7.9
3106505	7.5
3106506	6.7
3106507	4.4
3106508	7.7
3106509	18.1
3106510	19.2
3106512	7.5
3106513	6.2
3106514	13.5
3106515	13.2
3106516	11.3
3106517	13.5
3106518	11.8
3106519	9.4
3106520	4.2
3106601	3.6
3106602	4.7
3106603	4.1
3106604	5.9
3106605	6.6
3106606	2.1
3106607	1.5
3106608	10.6
3106609	7.9
3106610	11
3106611	8.1
3106612	9.7
3106613	6.6
3106614	6.3
3106615	6.1
3106616	5.4
3106617	3.2
3106618	7.7
3106619	6.2
3106620	7
3106621	5.3
3106622	6.4
3106623	8.7
3106624	12.2
3106625	7.1
3106701	9.9
3106702	12
3106703	8.5
3106704	8.1
3106705	11.2
3106706	10.8
3106707	10.9
3106708	6.6
3106709	6.7
3106710	12.3
3106712	8.9
3106713	13.6
3106714	18.7
3106801	3.8
3106802	7.8
3106803	5.8
3106804	11
3106805	6.8
3106807	7.4
3106808	7
3106809	9.4
3106810	8.1
3106811	7.4
3106812	8.4
3106813	8.7
3106814	5.5
3106815	5.4
3106816	5
3106817	2.1
3106818	5.6
3106819	7.8
3106820	7.6
3106821	4.9
3106822	7.3
3106901	11.4
3106902	8.8
3106903	10.7
3106904	16.8
3106905	10.7
3106906	18.2
3106907	4.7
3106908	4.5
3106909	3.8
3106910	8.1
3106911	9.6
3106912	10.2
3106913	8
3107001	8.3
3107002	8.2
3107003	6.5
3107004	8.6
3107005	6
3107007	6.8
3107008	35
3107009	10.7
3107010	7.4
3107011	9.6
3107012	7.1
3107013	11.3
3107014	5
3107015	5.4
3107016	6.3
3107017	8.3
3107018	4.8
3107019	7.6
3107101	1.3
3107102	5
3107103	5.8
3107104	4.9
3107105	7.6
3107106	5.8
3107107	5.8
3107108	5.2
3107109	10.6
3107110	4.6
3107111	3.8
3107112	1.8
3107113	3.6
3107114	3.8
3107115	5.3
3107116	5.4
3107117	6.7
3107118	5.2
3107119	3.4
3107120	6.2
3107121	4.1
3107122	4.8
3107201	10.2
3107202	8.6
3107205	6.6
3107206	4.7
3107207	8.3
3107208	8.8
3107209	8.4
3107210	9.4
3107211	8.4
3107212	7.9
3107213	4.3
3107215	4.4
3107216	4.5
3107217	3.7
3107218	6.5
3107219	12.9
3107220	11.1
3107221	12.9
3107222	5
3107223	5
3107302	8.6
3107303	10.5
3107304	11.4
3107305	5.5
3107307	9.2
3107308	5.8
3107309	13.7
3107310	10.9
3107311	5.1
3107312	7.5
3107313	9.3
3107315	14.2
3107316	7.7
3107317	3.8
3107318	6.6
3107319	5.4
3107320	8.3
3107321	7.6
3107322	6.3
3107323	9.8
3107324	8.7
3107325	6.5
3107326	4.8
3107327	8.3
3107328	10.9
3107329	9.3
3107330	7.3
3107332	10.8
3107333	7.4
3107335	7.8
3107337	8.5
3107338	9.1
3107339	8.1
3107340	8.5
3107341	6.7
3107342	5.2
3107343	7.5
3107344	8.2
3107345	13.7
3107346	4.8
3107402	8.1
3107404	11.2
3107405	10.9
3107407	5.7
3107409	5.7
3107410	7.8
3107411	6.7
3107412	7.2
3107413	7.8
3107414	5.3
3107415	6.5
3107501	7.2
3107502	10.7
3107503	6.9
3107504	2.9
3107505	6.9
3107506	12.9
3107507	9
3107508	8.5
3107509	6.2
3107510	5
3107511	7.7
3107512	3
3107513	7.7
3107515	2.6
3107516	8.2
3107517	7.6
3107518	4.7
3107519	3.9
3107520	10.2
3107521	6.1
3107523	7.5
3107524	4.1
3107525	5.1
3107526	6.4
3107527	7.9
3107528	6.6
3107529	10.5
3107530	7.4
3107531	4.7
3107532	11.1
3107533	11.1
3107534	6.6
3107601	11
3107603	11.2
3107604	17.1
3107606	34.4
3107607	15.4
3107608	13.2
3107609	22.6
3107610	9.6
3107611	14.4
3107612	15.3
3107613	17.7
3107614	12
3107615	10.1
3107616	24
3107617	8.4
3107618	7.8
3107619	19.3
3107620	8.8
3107621	14.3
3107622	11.1
3107623	15.7
3107624	19.8
3107626	14.9
3107627	16
3107628	10.8
3107629	10.8
3107701	6.9
3107702	5
3107703	4.4
3107704	4.2
3107705	11.1
3107706	8
3107707	7.6
3107708	8.4
3107709	14.7
3107710	9.8
3107711	13.1
3107712	17.2
3107713	10
3107714	11.6
3107715	13
3107716	5.3
3107717	8.2
3107801	11.3
3107802	7.7
3107803	7.3
3107804	7.8
3107805	9.7
3107806	10.6
3107807	7.5
3107808	6.4
3107809	8.5
3107810	11.3
3107811	9.7
3107812	5.6
3107813	8
3107814	9.5
3107815	11
3107816	9.8
3107817	9.5
3107818	11.6
3107819	12.2
3107820	12.1
3107821	6.9
3107822	9.8
3107823	12.6
3107824	16.1
3107825	10
3107826	11
3107827	8.3
3107828	8.5
3107829	9.9
3107830	11.1
3107831	6.2
3107832	10
3107901	12
3107902	12.8
3107903	12.8
3107904	9.2
3107905	10.6
3107906	8.7
3107907	14.3
3107908	17
3107909	11.7
3107910	15.9
3107911	14.4
3107912	15
3107913	7.3
3107914	8.7
3107915	14.2
3107916	12.4
3107917	10.9
3107918	11.9
3107919	7.8
3107920	10.3
3108001	2.3
3108002	15.2
3108003	4.7
3108004	8.9
3108005	12.8
3108006	9.9
3108007	9.2
3108008	9.7
3108009	16.8
3108010	7.2
3108011	10.9
3108012	8.5
3108013	9.9
3108014	10.3
3108015	19
3108016	7.4
3108017	6.2
3108018	6
3108019	7.5
3108020	6.6
3108021	8.8
3108022	9.5
3108023	9.9
3108024	15
3108025	7.3
3108026	11.3
3108027	6.9
3108028	14.2
3108029	10.1
3108030	9.1
3108031	10.7
3108032	13.4
3108033	9.5
3108034	12
3108035	7.5
3108036	8.4
3108037	11.7
3108038	11.2
3108039	12.6
3108101	7.1
3108102	6.5
3108103	5.3
3108104	6.1
3108105	5.7
3108106	6
3108107	3.5
3108108	4.2
3108109	3.7
3108112	9.1
3108113	5.2
3108114	10.8
3108115	7
3108116	6.6
3108117	5.4
3108118	5.8
3108119	5.5
3108120	7.8
3108201	8.3
3108202	2.4
3108203	10.5
3108204	9
3108205	3
3108206	2.3
3108207	5.4
3108208	6
3108209	4.6
3108210	5.3
3108211	7.6
3108212	8.9
3108213	5.2
3108214	6
3108215	6.1
3108216	5.7
3108217	7.7
3108218	6.3
3108219	5.9
3108220	4.5
3108301	10.4
3108302	4.8
3108303	5.3
3108304	6.2
3108305	9.9
3108306	6.3
3108307	4
3108308	4.2
3108309	7.1
3108310	10.1
3108311	5.5
3108401	3.3
3108402	3.6
3108403	4.6
3108404	3.1
3108407	2.2
3108408	6.6
3108409	4.3
3108410	9.3
3108411	3.4
3108412	5.4
3108413	5.2
3108414	7.9
3108415	4.6
3108416	6.7
3108417	4.3
3108418	3.4
3108419	2.9
3108421	6.1
3108422	7.8
3108423	6.4
3108424	6.7
3108425	5.8
3108501	5.2
3108502	6.8
3108503	4.4
3108504	4.3
3108505	6.1
3108506	3
3108507	6.4
3108508	5.8
3108509	3.5
3108510	10.7
3108511	5.3
3108601	4.8
3108603	7.8
3108604	5.8
3108605	5.3
3108611	5.2
3108612	5.4
3108613	8.6
3108614	6.8
3108615	5.9
3108618	4.5
3108619	5.9
3108620	7.1
3108621	2.2
3108622	7.5
3108623	9.1
3108624	2.3
3108625	6.2
3108627	5.9
3108628	2.7
3108629	6.9
3108630	8.1
3108631	5
3108632	4.7
3108633	4.2
3108634	5.4
3108635	5.7
3108702	5.3
3108703	6.8
3108704	2.8
3108705	6.5
3108706	4.2
3108708	5.7
3108709	3.1
3108710	6.8
3108711	7.5
3108713	5.7
3108714	7.1
3108715	6.6
3108716	4.6
3108717	8.8
3108718	2.1
3108719	3.8
3108720	7.8
3108721	6.6
3108801	7
3108802	4
3108803	5.8
3108804	9.1
3108805	5.8
3108806	6.7
3108807	4.5
3108808	8.5
3108809	8.7
3108810	5.4
3108811	4.9
3108812	9.6
3108813	15.9
3108814	6
3108815	3.9
3108816	3.5
3108817	7.1
3108818	10.8
3108819	4.3
3108820	7.7
3108821	4.9
3108822	6.7
3108823	4.5
3108824	8.1
3108901	4.4
3108903	4.1
3108904	4.8
3108905	5.5
3108906	7.4
3108907	7.7
3108908	7
3108909	6
3108910	4.4
3109001	6.5
3109002	7.5
3109003	4.5
3109004	9.1
3109005	8.3
3109006	9.2
3109007	5.8
3109008	6.3
3109009	8.9
3109010	4.2
3109011	6.2
3109012	6.4
3109013	6.8
3109014	7.1
3109015	2.5
3109016	7
3109017	6.5
3109018	8.2
3109019	4.7
3109101	4.8
3109102	9.2
3109103	3
3109104	4.4
3109105	5.9
3109106	7.5
3109107	3.9
3109108	4.9
3109109	4.5
3109110	4.5
3109111	3.1
3109112	3.2
3109201	2.5
3109202	4.3
3109203	5.3
3109204	5.6
3109205	4.6
3109206	3.2
3109207	7.3
3109208	4.8
3109209	4
3109210	7.4
3109211	4.5
3109212	13.4
3109213	3
3109214	5.1
3109215	5.9
3109216	4.9
3109301	6.8
3109302	1.7
3109303	8.2
3109305	7.2
3109306	3.6
3109307	4.5
3109308	5.2
3109309	6.4
3109310	7.4
3109311	5.3
3109312	6.8
3109401	15
3109402	7.4
3109403	5.6
3109404	6.3
3109406	8.3
3109407	9.1
3109408	8.4
3109409	13.5
3109410	10
3109411	11.9
3109412	9.2
3109413	6.1
3109414	6.5
3109415	12.7
3109416	11.8
3109417	11.2
3109418	8.6
3109419	6.1
3109420	6.6
3109421	4.3
3109422	8.1
3109423	6.5
3109424	7.8
3109425	13.3
3109426	13
3109427	7.4
3109428	9.3
3109429	6.1
3109430	8.9
3109431	6.2
3109501	5.2
3109502	9.9
3109503	6.4
3109504	4.8
3109505	4.2
3109506	2.4
3109507	5.9
3109508	4.5
3109509	9.5
3109510	5.2
3109511	2.3
3109512	6.8
3109513	5.2
3109514	4.8
3109601	20.2
3109602	24.7
3109603	12.8
3109604	26.6
3109605	17.8
3109606	25.4
3109607	22.4
3109608	13.4
3109609	7
3109610	12.8
3109611	13.3
3109612	3.3
3109613	6.8
3109614	4.2
3109615	30.9
3109616	14.5
3109617	13.4
3109618	14.4
3109619	10.2
3109620	18.7
3109621	13.3
3109622	7
3109623	5.9
3109701	10.1
3109702	7.8
3109703	12.2
3109704	7.3
3109705	17.7
3109706	7.1
3109707	8.6
3109708	10.1
3109709	10.7
3109710	10
3109711	13.9
3109712	8.3
3109713	7.6
3109714	8
3109715	8.5
3109716	9.2
3109717	4.5
3109718	5.7
3109719	3.3
3109720	6.4
3109721	6.3
3109801	3
3109802	4.9
3109803	4.9
3109805	2.3
3109806	6.5
3109807	9.2
3109808	4.3
3109809	6.7
3109810	8.4
3109811	6.7
3109812	7.3
3109813	13.5
3109815	6.7
3109816	7
3109817	5.7
3109818	7.9
3110001	3.7
3110002	8.5
3110003	11.5
3110004	10.3
3110005	11.2
3110006	11.6
3110008	66.7
3110009	9.3
3110010	3.2
3110011	7.1
3110012	8.2
3110013	9.1
3110014	3.9
3110015	7
3110016	1.9
3110017	3.2
3110018	9.4
3110019	4.4
3110101	5.7
3110102	8
3110103	5.9
3110104	2.6
3110105	2.3
3110106	7.8
3110107	6.5
3110109	6
3110110	7.1
3110111	4
3110112	2.6
3110113	2.7
3110114	3.9
3110115	6.9
3110116	5
3110117	8.1
3110118	10.9
3110119	2.7
3110120	7.1
3110301	10.4
3110302	4.3
3110303	8.2
3110304	4.1
3110305	3
3110306	3.7
3110307	5.8
3110308	5.1
3110309	4.5
3110311	10.5
3110312	6.6
3110313	5
3110314	4.1
3110315	8.3
3110316	7.7
3110317	8.5
3110318	6.6
3110319	7.1
3110320	3.5
3110321	8
3110322	4.3
3110323	6.8
3110324	9.7
3110325	5.1
3110326	10.5
3110327	6.8
3110328	4.5
3110329	5.6
3110330	6.6
3110331	4.7
3110332	8
3110333	3
3110334	5.2
3110335	3.9
3110336	6.7
3110337	3.1
3110338	8.3
3110339	7.7
3110340	6.9
3110401	4.2
3110402	6.2
3110403	3.9
3110404	6.9
3110405	4.7
3110406	7.6
3110407	3.1
3110408	9
3110409	5.2
3110410	5.7
3110411	7.4
3110412	7.2
3110413	4.2
3110414	8.3
3110415	3.8
3110416	8.6
3110417	6.5
3110418	7.3
3110419	5.6
3110420	7.8
3110421	7.3
3110501	9.6
3110502	13.2
3110503	5.4
3110504	9.6
3110505	11.4
3110506	8.1
3110508	17.8
3110509	13
3110512	10.6
3110515	6.3
3110516	13.6
3110517	6.7
3110518	18.8
3110519	5.7
3110520	6.1
3110522	38.1
3110523	12.9
3110524	8.5
3110525	9
3110526	8.8
3110527	7.3
3110601	3
3110603	7.2
3110604	9.6
3110605	7
3110606	8.8
3110607	7
3110608	9.6
3110609	3.6
3110610	5
3110611	5
3110612	7.8
3110613	5.8
3110701	4.8
3110702	6.4
3110703	4.7
3110704	8.1
3110705	15.5
3110706	9.1
3110707	5.2
3110708	9.9
3110709	6.8
3110710	10
3110711	6.7
3110712	10.3
3110713	13.9
3110714	9.8
3110715	3.3
3110801	2.7
3110802	5.2
3110803	8
3110804	9.4
3110805	14.1
3110806	5.9
3110807	6.9
3110808	4.3
3110809	8.8
3110810	9.6
3110811	7.4
3110812	9.2
3110813	10.8
3110814	6.8
3110815	10.1
3110816	6.9
3110817	5.2
3110901	4.2
3110902	3.9
3110903	6.2
3110904	5.7
3110905	2.7
3110906	7
3110907	2.3
3110908	4.3
3110909	7
3110910	8.1
3110911	4.1
3110912	4.8
3110913	5.4
3110914	4.1
3110915	1.9
3110916	10.1
3110917	6.6
3110918	5.9
3110919	5.1
3110920	7.4
3110921	7.7
3110922	4
3110923	3.5
3110924	2.7
3110925	9
3110926	6.4
3110927	5.6
3110928	1.8
3110929	4.7
3110930	3.9
3110931	1.5
3111001	12.1
3111002	6.9
3111004	4.9
3111006	8.9
3111008	8.6
3111009	7.7
3111010	4.7
3111011	11.3
3111012	10.4
3111013	10.2
3111014	7.3
3111015	7.7
3111016	51.1
3111017	10.7
3111018	8.9
3111101	4.8
3111102	9.3
3111103	14.2
3111104	5.4
3111105	11.1
3111106	11.7
3111107	9.3
3111108	8.4
3111109	11
3111110	11.5
3111111	9.6
3111112	3.8
3111113	21.8
3111202	17
3111203	9.2
3111204	13.2
3111205	4.8
3111206	7.5
3111207	11
3111208	3.8
3111209	8.9
3111210	6.3
3111211	5.1
3111212	5.6
3111213	4.5
3111215	11
3111216	6.7
3111217	7.7
3111218	7.7
3111219	3.5
3111220	4.6
3111221	9.1
3111222	3.2
3111223	4.4
3111301	3.8
3111302	3
3111303	5.1
3111304	5.7
3111305	6
3111306	5.7
3111307	5.7
3111308	3.7
3111309	3
3111310	4.6
3111401	3.6
3111402	3.3
3111403	4.3
3111404	6.3
3111405	2.4
3111406	5.3
3111407	7.5
3111408	5
3111409	3.1
3111410	3.4
3111411	5.1
3111412	3.3
3111413	4.3
3111501	2.2
3111502	7.1
3111503	3.1
3111504	8.7
3111505	6.3
3111506	6.5
3111507	5.3
3111508	9.8
3111509	8.2
3111510	5.8
3111511	7.6
3111512	5.9
3111513	8.3
3111601	3.8
3111602	6.1
3111603	5
3111604	3.4
3111605	5
3111606	3.8
3111607	3.8
3111608	4.1
3111609	4.5
3111610	3.8
3111611	3.8
3111701	5.5
3111702	4.2
3111703	8.7
3111704	3.1
3111705	6.1
3111706	8.4
3111707	7.2
3111709	4.8
3111710	4.3
3111711	6
3111712	1.3
3111713	5.8
3111714	1.4
3111715	3.9
3111716	4.7
3111717	7.9
3111718	4.1
3111719	3.2
3111720	6.4
3111721	6.9
3111723	5.7
3111724	5.1
3111725	5.5
3111726	7.3
3111727	2
3111728	2.1
3111730	1.8
3111731	2.1
3111732	5.2
3111733	4.9
3111801	3
3111803	4
3111804	3.9
3111805	6
3111806	4.6
3111807	5.3
3111808	5
3111809	7
3111810	7.9
3111811	2.6
3111812	2.7
3111813	4
3111814	4.6
3111815	5.3
3111904	7.1
3111905	5.7
3111906	1.5
3111907	5.8
3111909	6.2
3111910	25
3111911	6.8
3111912	2.6
3111913	5
3112001	4.6
3112002	4.5
3112003	2.2
3112004	3.8
3112005	1.6
3112006	5.7
3112007	3.4
3112008	10.6
3112009	5.2
3112010	2.6
3112011	5.1
3112012	3.6
3112015	2.9
3112016	5.4
3112101	6.3
3112102	4
3112103	3.2
3112104	4.4
3112105	3.2
3112106	4.1
3112107	5.3
3112108	5.7
3112109	5.8
3112110	6.9
3112111	1.3
3112201	3.8
3112202	5.4
3112203	8.4
3112204	1.5
3112205	2.5
3112206	2.7
3112207	4.5
3112208	6.1
3112209	4
3112210	3.4
3112211	6.4
3112212	5.2
3112213	4.9
3112214	8.4
3112215	4.7
3112216	4.7
3112217	5.5
3112218	5.7
3112219	6.4
3112220	4.8
3112221	6
3112222	6.4
3112223	7.5
3112224	4.8
3112301	3.9
3112302	4.1
3112303	3.9
3112304	3.6
3112305	2.8
3112306	3.6
3112307	5.9
3112308	5.6
3112309	6.4
3112310	5.1
3112401	4.1
3112402	4.4
3112403	3.2
3112404	5.2
3112405	4.4
3112406	5.6
3112407	5.7
3112408	5.2
3112409	5.4
3112410	3
3112411	3
3112412	4.2
3112501	3.3
3112502	6.2
3112503	1.7
3112504	3.7
3112506	2.3
3112507	4.3
3112508	4.3
3112509	6.9
3112510	6.3
3112511	4.9
3112512	3.7
3112513	2.3
3112601	6
3112602	8.5
3112603	6.3
3112604	4.2
3112605	9.2
3112606	6.2
3112607	14.5
3112608	12.4
3112609	13.5
3112610	11
3112611	10.9
3112612	4.4
3112613	11.2
3112614	6
3112617	13.8
3112618	10.1
3112619	38.2
3112621	20.6
3112622	8.8
3112623	20.5
3112624	17.8
3112701	5
3112702	4.6
3112703	5.7
3112704	6.1
3112705	8.5
3112706	5.5
3112707	3.7
3112708	7.4
3112709	6.9
3112710	8.7
3112801	3.9
3112802	4.9
3112803	3.8
3112804	5.7
3112805	7.3
3112806	8.9
3112807	4
3112808	5.5
3112809	5.7
3112811	2.3
3112812	4.1
3112813	4.5
3112814	3.6
3112815	4.3
3112816	2
3112817	4.7
3112818	1.8
3112819	3.1
3112901	3.5
3112902	5.2
3112903	4.7
3112904	6.9
3112905	3.7
3112906	4.5
3112907	2.3
3112908	3.4
3112909	3.2
3112910	3.1
3113001	8.8
3113002	9.4
3113003	7.6
3113004	4.5
3113005	6.9
3113006	7.8
3113007	7.4
3113008	6.5
3113009	8
3113010	4.5
3113011	1.2
3113012	2
3113013	8.4
3113014	6.8
3113015	6.1
3113016	6.6
3113101	5.6
3113102	5.1
3113103	4.3
3113104	2.9
3113105	5.3
3113106	3.2
3113107	10.5
3113108	6.6
3113109	5.8
3113110	5.3
3113111	5.4
3113112	8.2
3113113	9
3113114	5.6
3113115	8.5
3113116	6.9
3113117	5.5
3113118	3.4
3113119	2.8
3113120	4.2
3113121	3.8
3113122	4.2
3113201	5.3
3113202	8.2
3113203	4.5
3113204	4.1
3113205	3.6
3113206	2.5
3113207	5.8
3113208	5.5
3113209	7.2
3113210	8.7
3113211	3.6
3113212	4.2
3113213	4
3113214	5.9
3113215	3.5
3113216	9.5
3113217	2.8
3113218	7.1
3113219	4.3
3113220	5.9
3113221	4
3113222	2.8
3113223	2.9
3113224	2.7
3113225	3.3
3113226	2.9
3113227	4.5
3113228	4.9
3113229	4.8
3113230	4.5
3113231	5.6
3113301	10.8
3113302	6.3
3113303	5.1
3113304	5.4
3113305	6.6
3113306	8.7
3113307	7.2
3113308	7.2
3113309	4.1
3113310	11.9
3113311	7
3113312	8.7
3113313	4.5
3113401	2.2
3113402	5.6
3113403	4.5
3113404	4.2
3113405	4.7
3113406	3
3113407	8.6
3113408	6.1
3113409	4.3
3113410	5.2
3113411	5.6
3113412	5.3
3113413	5.1
3113414	5.2
3113415	1.3
3113416	5.3
3113417	8.1
3113418	3.7
3113419	8.3
3113420	5.5
3113421	5.3
3113422	6.3
3113501	6.2
3113502	5.5
3113503	7.7
3113504	6.3
3113505	8
3113506	6
3113507	3.5
3113508	3.6
3113509	4.1
3113510	4.7
3113511	2.4
3113512	3.6
3113513	3.4
3113514	3.6
3113515	7.6
3113516	5.5
3113517	3.5
3113518	4.4
3113519	4.3
3113520	4.8
3113521	4.6
3113522	6.3
3113523	5
3113524	8
3113525	6
3113601	5.6
3113602	1.7
3113603	4.9
3113604	3.6
3113605	11.8
3113606	3.1
3113607	6
3113608	5.4
3113609	7.6
3113610	4.3
3113611	5.7
3113612	5.3
3113613	5
3113614	10.8
3113701	7
3113702	9.4
3113703	3.9
3113704	6.5
3113705	9.6
3113706	6.8
3113707	7.8
3113708	7.2
3113709	4.5
3113710	14.6
3113711	8.9
3113712	4
3113713	8.8
3113714	6.6
3113715	3.6
3113716	7.2
3113717	6.2
3113718	7.4
3113719	9
3113720	8.1
3113721	13.4
3113722	11.1
3113723	7.5
3113724	8.3
3113725	15.9
3113801	4
3113802	5.2
3113803	3.5
3113804	6.1
3113805	2.9
3113806	3.6
3113807	6.2
3113808	6
3113809	6.3
3113810	3.4
3113811	8
3113812	9.2
3113813	4.1
3113814	3
3113901	6
3113902	7.7
3113903	8.6
3113904	4
3113905	5.2
3113906	5.6
3113907	6.4
3113909	2.8
3113910	10.5
3113911	4.4
3113912	7.5
3113913	6.2
3113914	7.5
3113915	5.7
3113916	7.2
3113917	6.7
3113918	4.9
3113919	4.3
3113920	9.3
3113921	2.8
3113923	10.7
3113924	8.8
3114001	3.3
3114002	3.4
3114003	3.4
3114005	6
3114006	6.5
3114007	3.4
3114008	6.9
3114009	1.9
3114101	5.3
3114102	6.8
3114103	5.2
3114104	2.2
3114105	9.6
3114106	5.4
3114108	4.7
3114109	5.5
3114110	4
3114111	4.2
3114112	8.3
3114113	5.8
3114114	6
3114115	7.4
3114117	8.1
3114118	5.6
3114119	8.2
3114122	7.7
3114123	3.9
3114124	6
3114125	8.5
3114126	2.4
3114127	7.6
3114128	7.3
3114129	5
3114131	2.4
3114132	5.3
3114133	1.1
3114136	4
3114201	6
3114202	8.8
3114205	7.9
3114206	10
3114207	6.4
3114208	6.4
3114209	12.6
3114210	8.2
3114212	5.8
3114213	9.8
3114214	7.6
3114215	11.9
3114216	6.3
3114217	3.4
3114218	5.8
3114219	4.5
3114220	5.3
3114221	11.8
3114223	4.3
3114224	4.6
3114225	6.5
3114226	7.1
3114227	9
3114229	3.8
3114230	6.1
3114231	19.5
3114232	6.2
3114233	5.5
3114234	11.3
3114235	6.4
3114303	4.9
3114304	8.4
3114305	15.5
3114306	5.2
3114307	7
3114308	6.8
3114309	12.1
3114310	5.7
3114311	9.1
3114312	12.8
3114314	6.7
3114315	8.6
3114316	8.7
3114317	3.5
3114318	9
3114319	10.3
3114401	8.8
3114402	15.2
3114403	10.7
3114404	8.9
3114405	10.1
3114406	4.9
3114407	2.9
3114408	10.1
3114409	10.5
3114410	5.2
