SA1_7DIGITCODE_2016	labourForceParticipation
2114902	61.6
2114903	60.5
2114904	52.5
2114905	63.4
2114906	53.1
2114907	66.8
2114908	59.6
2114909	68.2
2114910	70.2
2114911	67.6
2114912	58.3
2114913	39
2114914	64.8
2114915	63.2
2114916	69.4
2114917	61.3
2114918	65.5
2114919	64.2
2114920	62.7
2114921	71.9
2114922	48.3
2114923	52.6
2114924	62.2
2114925	54.8
2114926	51.3
2114927	47.6
2114928	58
2114929	56.5
2114930	58.4
2114931	66.3
2114932	62.7
2114933	66.9
2114934	70.9
2114936	73.3
2114937	63.4
2114938	36.7
2114939	55
2114940	65.2
2114941	65.7
2114942	63.7
2114943	70.8
2114944	65.2
2114945	61.5
2114946	58.4
2114947	62.7
2114948	59.2
2114949	62.8
2114950	69.9
2114951	49.3
2115001	74.8
2115002	69.5
2115003	70.4
2115004	70.3
2115005	61.6
2115006	66.8
2115007	62.8
2115008	71.1
2115009	62
2115010	67.2
2115011	71.5
2115012	74.6
2115013	66.7
2115014	67.8
2115015	61.4
2115016	71.3
2115017	61.7
2115018	68.2
2115019	72.7
2115020	65.9
2115021	66.4
2115022	62.4
2115023	63.3
2115024	61.6
2115025	69.2
2115026	66.2
2115028	61.8
2115029	73.7
2115030	64
2115031	68.6
2115032	68
2115033	64
2115034	74
2115035	62.8
2115036	66.3
2115037	62.7
2115038	59.4
2115039	72.7
2115040	71.3
2115041	64
2115101	68.4
2115102	78.2
2115103	71.6
2115104	71.9
2115105	70.6
2115106	73
2115107	64.7
2115108	72.4
2115109	68.8
2115110	46
2115111	66
2115112	67.7
2115113	71.7
2115114	72.8
2115115	68.2
2115116	63.3
2115117	63.6
2115118	72
2115119	66.7
2115120	51.7
2115121	68.8
2115122	72.7
2115123	75.4
2115124	66
2115125	74.7
2115126	64.4
2115127	70
2115128	72.5
2115129	67.1
2115130	56.8
2115131	69.6
2115132	72.5
2115133	68.9
2115134	63.3
2115135	62.3
2115136	56.9
2115137	72.4
2115138	73.7
2115139	75.9
2115140	57.9
2115141	51.3
2115142	71.5
2115143	68.6
2115144	70.8
2115145	74.8
2115146	66.6
2115147	61.6
2115201	64.4
2115202	62.8
2115203	71.4
2115204	67.9
2115205	63.8
2115206	61.1
2115207	69.1
2115208	62.7
2115209	68.8
2115210	67.6
2115211	71.1
2115212	76.9
2115213	73.6
2115214	59
2115215	69.7
2115216	74.7
2115217	70.8
2115218	59.9
2115219	70.2
2115220	73
2115221	49.5
2115222	67.1
2115223	69.1
2115224	68.9
2115225	61.8
2115226	61.3
2115227	75.1
2115228	60.2
2115229	71.6
2115230	64.4
2115231	55.8
2115301	48.7
2115302	49.7
2115303	69.4
2115304	60.3
2115305	58.7
2115306	56.9
2115307	50.7
2115308	57.8
2115309	59.2
2115310	52.3
2115311	64.7
2115312	67.9
2115313	71.7
2115314	80.6
2115315	69.8
2115316	69.8
2115317	62.2
2115318	66.1
2115319	66.2
2115320	54.4
2115321	57.5
2115322	54.9
2115323	55.4
2115324	40.2
2115325	63.7
2115326	63.5
2115327	62.7
2115328	65.1
2115329	57.8
2115330	59.5
2115332	66.3
2115333	61.8
2115334	60.4
2115335	70.1
2115336	67.9
2115337	65.5
2115338	69.3
2115339	57.8
2115340	71
2115341	72.1
2115342	71.5
2115343	76
2115344	41.8
2115345	72.2
2115346	69.3
2115347	65.6
2115349	62.9
2115350	67.5
2115351	64
2115352	58.1
2115353	55.7
2115354	60.4
2115356	71.9
2115357	67.7
2115358	60.1
2115359	71.9
2115360	65.9
2115361	54.8
2115401	65.7
2115402	65.5
2115403	59.3
2115404	62.7
2115405	63.1
2115406	70.6
2115407	69.1
2115408	65.9
2115409	59.2
2115410	64.5
2115411	62.1
2115412	61.4
2115413	56.7
2115414	69.4
2115415	63.3
2115416	70.8
2115417	67.7
2115501	68.4
2115502	68.5
2115503	70.5
2115504	63.4
2115505	32
2115506	59.9
2115507	61.5
2115508	62.3
2115509	54.3
2115510	60.4
2115511	62.1
2115512	65.9
2115513	59.1
2115514	64.6
2115515	65.7
2115516	67.6
2115517	60.8
2115518	57
2115519	60.6
2115520	39.9
2115521	58.1
2115522	55.6
2115523	60.9
2115524	62.1
2115525	57
2115526	60.1
2115527	64.9
2115528	64.2
2115529	62.3
2115530	64.2
2115531	64.4
2115532	61.6
2115533	62.3
2115534	68.6
2115535	68.2
2115536	64.7
2115537	73.2
2115538	72
2115539	67.5
2115540	66.8
2115541	61.7
2115542	62.2
2115543	64.7
2115601	54.8
2115602	60.5
2115603	50.1
2115604	55.4
2115605	59.2
2115607	50.3
2115608	50
2115609	57.1
2115610	58.9
2115611	63.7
2115612	68.7
2115613	53.6
2115614	58.2
2115615	48.2
2115616	51.1
2115617	45.2
2115618	58.1
2115619	52.7
2115620	57.1
2115621	60.4
2115622	56.4
2115623	56
2115624	55.4
2115625	56.6
2115626	52.9
2115627	60.8
2115628	55.4
2115701	16.2
2115702	57.2
2115703	51
2115704	55
2115705	50.2
2115706	55.6
2115707	49.8
2115708	50.9
2115709	54.4
2115710	61.2
2115711	53.7
2115712	51.2
2115713	61.2
2115714	63.9
2115715	59
2115716	59.4
2115717	59.1
2115718	58.3
2115720	59.2
2115721	55.4
2115722	58.9
2115723	49.3
2115724	57.4
2115725	38.4
2115726	46
2115727	52
2115728	59.5
2115729	61.1
2115730	50.3
2115731	55.2
2115732	55.2
2115733	57.1
2115734	62
2115735	55.1
2115736	58.7
2115737	57.5
2115738	52.1
2115739	54.2
2115740	58.1
2115741	53.5
2115742	56.4
2115743	54.9
2115744	56.9
2115745	56.1
2115746	62.6
2115901	51
2115902	53.8
2115903	68.2
2115904	60.9
2115905	60.2
2115906	65.8
2115907	67.9
2115908	50.4
2115909	62.4
2115910	65.1
2115911	59.2
2115912	62.8
2115913	65.7
2115914	57.8
2115915	60.9
2115916	56.5
2115917	59.5
2115918	60
2115919	45.5
2115920	58.8
2115921	62
2115922	57.5
2115923	67.6
2115924	58.1
2115926	55.7
2115927	49.4
2115928	62.6
2115929	62.9
2115930	57.3
2115931	56.5
2115932	57.9
2115933	60.2
2115934	61
2115935	48.5
2115936	29.3
2115937	59.5
2115938	55
2115939	54.5
2115940	62.2
2115941	64.3
2115942	58.8
2115943	57.6
2115944	26.9
2116001	55.6
2116002	52.6
2116003	65.2
2116004	63.6
2116005	56.2
2116006	58.9
2116007	55.3
2116008	58.5
2116009	58.3
2116010	32.6
2116011	57.4
2116012	54.3
2116013	49.9
2116014	55.7
2116015	62.5
2116016	62.7
2116017	50
2116018	44.3
2116019	57.6
2116020	57.8
2116021	60.3
2116022	64.6
2116023	49.7
2116024	55.6
2116025	56.1
2116026	56.3
2116027	58.2
2116028	60.2
2116029	49.4
2116030	54.5
2116031	55.8
2116032	58.5
2116033	58.4
2116101	63.7
2116102	57.5
2116103	57.6
2116104	55.8
2116105	65.4
2116106	59.3
2116107	58.8
2116108	60.2
2116109	60.5
2116110	66.8
2116111	62.8
2116112	59.2
2116113	71.2
2116114	62.7
2116115	71.9
2116116	62.2
2116117	59.8
2116118	66.3
2116119	64.7
2116120	62.2
2116121	61.4
2116122	59.2
2116123	55.7
2116124	63.8
2116125	36.8
2116126	63.8
2116127	64.5
2116128	71.9
2116129	64.4
2116130	71.4
2116131	58.2
2116132	62.3
2116133	62.7
2116134	62.5
2116135	63.9
2116136	58.6
2116137	61.4
2116138	63.8
2116139	68
2116140	65.3
2116141	66
2116142	63.8
2116143	56
2116144	100
2116145	60.3
2116201	63.7
2116202	62.2
2116203	48.7
2116204	56.6
2116205	62.2
2116206	59
2116207	60.7
2116208	63.9
2116209	57.8
2116210	58.1
2116211	62.1
2116212	65.7
2116213	51.9
2116214	59.3
2116215	45.4
2116216	57
2116217	3.1
2116218	65.2
2116219	64.4
2116220	67.4
2116221	64.3
2116222	60.2
2116223	61.7
2116224	72
2116225	51.6
2116301	60.9
2116302	64.9
2116303	53
2116304	53.6
2116305	60.1
2116306	58.3
2116307	68.8
2116308	26.9
2116309	62.7
2116310	64.7
2116311	59.6
2116312	50.5
2116313	56.7
2116314	62.5
2116315	62.3
2116316	54.4
2116318	57
2116319	60.2
2116320	65.2
2116321	62.5
2116322	39.3
2116323	57.6
2116324	54.8
2116325	60.7
2116326	62
2116327	62.4
2116328	67.4
2116329	67.6
2116330	69
2116331	62.6
2116332	58.1
2116333	60.3
2116334	44.1
2116335	57.8
2116336	63.4
2116337	61
2116338	53.7
2116339	63.9
2116340	63.3
2116341	69.4
2116342	36.2
2116344	47.7
2116401	65.1
2116402	58.2
2116403	58.2
2116404	62
2116405	54.3
2116406	64.1
2116407	58.6
2116408	59.4
2116409	54.2
2116410	59.6
2116411	60.9
2116412	63.9
2116413	57.4
2116414	58.1
2116415	65.8
2116416	69
2116417	60.8
2116418	57.8
2116419	61.7
2116420	61.4
2116421	59
2116422	62
2116423	57.8
2116424	54
2116425	64
2116426	64.2
2116427	66.1
2116428	56.1
2116429	62.3
2116430	61.5
2116431	59.2
2116432	60.3
2116433	68.6
2116434	53.4
2116435	63
2116436	64.2
2116437	58.3
2116501	60.1
2116502	58.9
2116503	34.7
2116504	56.6
2116505	53.6
2116506	49.2
2116507	51.2
2116508	57.7
2116509	52
2116510	56.1
2116511	52.2
2116512	51.3
2116513	55.4
2116514	57.8
2116515	56.7
2116516	55.9
2116517	61.6
2116518	34.7
2116520	47
2116521	62.8
2116522	59.9
2116523	52.8
2116524	53.8
2116526	49.1
2116527	59.8
2116528	34.9
2116529	53.6
2116601	52.9
2116602	55.4
2116603	49.6
2116604	58.9
2116605	59.1
2116606	51.6
2116607	60
2116608	53.8
2116609	47.5
2116610	58.5
2116611	49.8
2116612	57.1
2116613	42.2
2116614	60.4
2116615	49.2
2116616	58.2
2116617	57.1
2116618	62
2116619	52.7
2116620	53.1
2116621	62.1
2116622	49.6
2116623	51.4
2116624	65
2116625	49.1
2116626	55.3
2116627	55.7
2116701	63.1
2116702	63.4
2116703	61.7
2116704	60.4
2116705	64.1
2116706	66.1
2116707	67.2
2116708	67.9
2116709	61.6
2116710	70.1
2116711	64.8
2116712	69.9
2116713	53.6
2116714	67.3
2116715	70.6
2116716	67.2
2116717	71.1
2116718	57.7
2116719	69.2
2116720	66.8
2116721	61.7
2116722	63.3
2116723	65.5
2116802	61.7
2116803	52.7
2116804	62.9
2116805	56.6
2116806	61.3
2116807	56.6
2116808	64.2
2116809	62.9
2116810	54.4
2116811	58.7
2116812	55.1
2116813	55.8
2116814	62.1
2116815	62.7
2116816	46.3
2116817	60.6
2116818	67.1
2116819	61.7
2116820	59.1
2116821	63
2116822	63.3
2116823	65.6
2116824	64.2
2116825	63.3
2116826	63.5
2116827	60.6
2116828	72.8
2116829	66.3
2116830	67.8
2116831	61.5
2116832	64.9
2116901	58.1
2116902	60.2
2116903	50.9
2116904	58.7
2116905	51.9
2116906	67
2116907	60.7
2116908	56.3
2116909	65.4
2116910	55.5
2116911	68.6
2116912	56.1
2116913	58.2
2116914	57.6
2116915	46.5
2116916	47.3
2116917	64.3
2116918	56.4
2116919	63.3
2116920	66.3
2116921	48.5
2116922	48.6
2116923	63.6
2116924	58.7
2116925	60.2
2116926	55.2
2116927	27.1
2116928	58.3
2116929	58.3
2116930	59.7
2116931	57.8
2116932	68.5
2116933	64.8
2116934	56.6
2116935	59.6
2116936	67.8
2116937	57.4
2116938	52.7
2116939	49.7
2116940	63.1
2116941	68.2
2116942	63.8
2116943	67.8
2116944	60.9
2116945	51.7
2116946	57.8
2116947	58.9
2116948	57.9
2116949	54.5
2116950	52.3
2116951	54.9
2116952	57.9
2116953	68.3
2117001	61
2117002	64.1
2117003	65.4
2117004	69.2
2117005	65.6
2117006	67.8
2117007	60.5
2117008	65.7
2117009	65
2117010	68.1
2117011	65.5
2117012	59.2
2117013	63.5
2117014	64.5
2117015	60.3
2117016	68.1
2117017	68.7
2117018	65.1
2117019	49.1
2117020	48.4
2117021	65.9
2117022	65.5
2117023	71.2
2117024	55.2
2117025	58.8
2117026	59.8
2117027	66.3
2117028	66.6
2117029	63.1
2117030	22.2
2117031	72.3
2117032	49.8
2117033	59.2
2117034	59.9
2117035	67.2
2117036	61.2
2117037	59.3
2117038	60.4
2117101	71.3
2117102	60.7
2117103	70.2
2117104	69.2
2117105	69.7
2117106	68.8
2117107	58.8
2117108	71
2117109	64.1
2117110	61.2
2117111	62.9
2117112	59.5
2117113	61.8
2117114	77.1
2117115	68.8
2117116	65.2
2117117	70.1
2117118	67.8
2117119	70.7
2117120	56.2
2117121	65.7
2117122	64.1
2117123	60.7
2117201	60.9
2117202	59.2
2117203	61
2117204	65.6
2117205	56.6
2117206	63.4
2117207	60.4
2117208	61.6
2117209	66.4
2117210	60.2
2117211	70.8
2117212	63.3
2117213	72.7
2117214	64.4
2117215	61.7
2117216	57.6
2117217	55.4
2117218	51.3
2117219	64.8
2117220	46.1
2117221	51.7
2117222	67.7
2117223	67.6
2117224	69.6
2117225	68.7
2117226	65.9
2117227	61.8
2117228	66.6
2117229	73.8
2117230	65.8
2117231	61.7
2117232	64.3
2117233	61.2
2117234	67.2
2117235	70.7
2117236	58.2
2117237	61.3
2117238	62.4
2117301	75.9
2117302	60.4
2117303	60.4
2117304	48.6
2117305	69.9
2117306	69.3
2117307	62.1
2117308	73.3
2117309	65
2117310	69.1
2117311	51.9
2117312	63
2117313	62
2117314	67.4
2117315	60.4
2117316	61.8
2117317	73.8
2117318	61.4
2117319	61.1
2117320	68.7
2117321	64.3
2117322	36.1
2117323	53.8
2117324	69.4
2117325	65
2117326	58.3
2117327	56.2
2117328	62.9
2117329	57.2
2117330	60.3
2117331	59.8
2117332	60.9
2117333	57
2117334	60.1
2117335	56.7
2117336	61.3
2117401	66.2
2117402	59.6
2117403	47.2
2117404	66.2
2117405	67.3
2117406	60.9
2117407	64
2117408	53.2
2117409	60.4
2117410	61.6
2117411	64.8
2117412	62.8
2117413	64.7
2117414	61.3
2117415	62.5
2117416	68
2117417	68
2117418	60.4
2117419	66.6
2117420	71.9
2117421	61.7
2117422	65.3
2117423	69.7
2117424	70.4
2117425	65.2
2117426	64.2
2117427	61.6
2117428	66.7
2117429	68
2117430	70.7
2117431	49.7
2117432	65
2117433	65.8
2117434	56.6
2117435	60.7
2117436	61
2117437	60.7
2117438	67.4
2117439	66.6
2117440	65.6
2117441	68.8
2117442	68.8
2117443	68.3
2117444	64.3
2117445	70.7
2117446	62
2117447	69.4
2117448	72.2
2117449	4.4
2117450	73.4
2117451	73
2117452	74.4
2117601	67.4
2117602	60.6
2117603	70.2
2117604	66.6
2117605	63.8
2117606	67.2
2117607	71.9
2117608	65.2
2117609	62.5
2117610	46
2117611	55.4
2117612	63.3
2117613	66.8
2117614	60.3
2117615	66.1
2117616	65
2117617	53.1
2117618	63.5
2117619	68.4
2117620	52.5
2117621	68.9
2117622	66.4
2117623	63.4
2117624	70
2117625	61.2
2117626	66.5
2117627	58.2
2117628	63.5
2117629	63.3
2117630	68.2
2117631	67.6
2117632	65.8
2117633	65
2117634	56.4
2117635	67.5
2117636	66.3
2117637	64.3
2117638	71.8
2117639	54.7
2117701	43
2117702	64.3
2117703	62.2
2117704	73.6
2117705	66.2
2117706	69.1
2117707	62.7
2117708	59
2117709	67.2
2117710	56.3
2117711	67.2
2117712	69.5
2117713	57
2117714	76.8
2117715	74.2
2117716	70
2117717	73.7
2117718	67.7
2117719	70.2
2117720	56.6
2117721	67.2
2117722	67.6
2117723	67.5
2117724	69.6
2117725	66.8
2117726	63.2
2117727	69
2117728	72.4
2117729	62
2117730	45.6
2117731	56.5
2117732	56.8
2117733	64.3
2117734	56.9
2117735	65.7
2117736	61
2117737	65.4
2117738	63.6
2117739	60.3
2117740	47.9
2117741	47.3
2117742	67.7
2117743	60.8
2117744	47.6
2117745	69.9
2117746	62.4
2117747	63.9
2117748	60.9
2117749	59
2117750	69.9
2117751	70.2
2117752	67.5
2117753	58.1
2117754	69.4
2117755	60.8
2117801	65.8
2117802	71.3
2117803	64.5
2117804	68.6
2117805	66.1
2117806	59.7
2117807	62.9
2117808	65.9
2117809	61.9
2117810	57
2117811	65.8
2117812	68.8
2117813	67.4
2117814	65.6
2117815	66.6
2117816	59
2117817	60.1
2117818	49
2117819	55.8
2117820	63.6
2117821	54
2117822	64.5
2117823	55.4
2117824	55.1
2117825	59
2117826	68.5
2117827	62.8
2117828	69.7
2117829	69.4
2117830	70.3
2117831	65.8
2117832	63.9
2117833	68.4
2117834	62.8
2117835	70.3
2117836	58.5
2117837	63.6
2117838	64.6
2117839	64.3
2117840	65.2
2117841	62.4
2117842	46
2117843	30.5
2117901	67.1
2117902	60.7
2117903	67
2117904	64
2117905	68.4
2117906	66.5
2117907	72.5
2117908	72.8
2117909	67.4
2117910	72
2117911	69.6
2117912	63.4
2117913	65.3
2117914	66.7
2117915	70.3
2117916	66.8
2117917	66.9
2117918	52.3
2117919	54.1
2117920	70.5
2117921	60.5
2117922	74.7
2117923	76.1
2117924	71.2
2117925	63.1
2117926	66.3
2117927	67.8
2117928	60.1
2118001	59
2118002	57.6
2118003	64.5
2118004	65.1
2118005	69.1
2118006	68.4
2118007	69.8
2118008	67.6
2118009	62.5
2118010	65.3
2118011	58.5
2118012	67.4
2118013	75.4
2118014	69.9
2118015	60.9
2118016	65.6
2118017	57.9
2118101	67.4
2118102	69.7
2118103	63.6
2118104	63.6
2118105	72.3
2118106	67
2118107	74
2118108	59.9
2118109	69.5
2118110	67.1
2118111	68.8
2118112	67.6
2118113	75
2118114	65.6
2118115	66.3
2118116	65.4
2118117	69
2118118	68.7
2118119	62.6
2118120	73.5
2118201	60.8
2118202	68.4
2118203	69.6
2118204	62.8
2118205	69.7
2118206	71
2118207	75
2118208	68
2118209	62.8
2118210	60.2
2118211	69.9
2118212	65.2
2118213	58.8
2118214	62.8
2118215	65.8
2118216	69.5
2118217	72.3
2118218	64.3
2118219	69.2
2118220	68.6
2118221	71.4
2118222	69.9
2118223	61.7
2118224	70.8
2118225	63.8
2118226	70.8
2118227	70.7
2118301	65
2118302	68.1
2118303	70.4
2118304	66.6
2118307	69.1
2118308	73.3
2118309	68.3
2118310	76.9
2118311	73.7
2118312	73.7
2118313	72.8
2118315	78.7
2118318	72
2118319	68.8
2118321	66.8
2118322	70.2
2118323	70.3
2118324	4.1
2118325	69
2118326	68.9
2118327	76
2118401	50
2118501	57.9
2118502	66.3
2118503	67.3
2118504	65.8
2118505	62.1
2118506	64.6
2118507	72.6
2118508	67.3
2118509	67
2118510	61.8
2118511	65.6
2118512	66.2
2118513	58.6
2118514	59.7
2118515	62.4
2118516	72.9
2118517	68.6
2118518	73.3
2118520	60.9
2118521	59.6
2118522	56.7
2118523	45.9
2118524	69
2118525	70.2
2118526	52.4
2118527	64.6
2118528	3.2
2118529	75.5
2118530	76.3
2118601	63.9
2118603	68.3
2118604	57.9
2118605	44.7
2118606	57.8
2118607	64.8
2118608	53.6
2118609	40.9
2118610	63.4
2118611	63.3
2118612	67.6
2118613	59.6
2118614	64.2
2118615	60.4
2118616	60.6
2118617	61.8
2118618	66.4
2118619	71.7
2118620	66.9
2118621	66.5
2118622	67.5
2118623	55.9
2118624	61
2118625	64.9
2118626	53.7
2118627	62.9
2118628	58.6
2118629	72.1
2118630	65.4
2118631	55.8
2118701	65.1
2118702	72.9
2118703	66.7
2118704	60.6
2118705	72.5
2118706	56.6
2118707	66.5
2118708	69.9
2118709	72
2118710	73.7
2118711	66.9
2118712	68.2
2118713	13.2
2118801	61.3
2118802	57.4
2118803	59.6
2118804	73.8
2118805	66
2118806	64.2
2118807	63.7
2118808	70.9
2118809	64.8
2118810	66.8
2118811	63.3
2118812	57
2118813	58.5
2118814	57.7
2118815	67.7
2118816	59.6
2118817	60
2118818	40.7
2118819	62.7
2118820	49.3
2118821	56.2
2118822	62.6
2118823	70.6
2118824	51.5
2118825	69.5
2118826	65.7
2118827	67.2
2118828	61
2118829	43.8
2118830	53.3
2118831	62.8
2118832	61.3
2118833	60.9
2118834	64.8
2118835	71.5
2118836	54.2
2118837	70.1
2118838	60.9
2118839	70.8
2118840	73.3
2118841	72
2118842	65.5
2118843	60.5
2118844	62.6
2118845	61.1
2118846	56.5
2118847	68
2118848	64
2118849	68.1
2118850	63
2118901	62.5
2118902	66.7
2118903	69.7
2118904	72.4
2118905	65.8
2118906	61.8
2118907	53
2118908	67.6
2118909	67.5
2118910	68.6
2118911	70.2
2118912	66.7
2118913	64.7
2118914	73.6
2118915	64.7
2118916	54.2
2118917	66.5
2118918	65.1
2118919	72.7
2118920	66.2
2118921	68.6
2118922	65.2
2118923	60.6
2118924	75.6
2118925	64.5
2118926	68.1
2118927	72.4
2118928	62.3
2118929	67.3
2118930	61.7
2119001	48.7
2119002	67.3
2119003	72
2119004	69.6
2119005	64.9
2119006	69.3
2119007	66.7
2119008	60.2
2119009	65.9
2119010	76.1
2119011	67.6
2119012	59.6
2119013	70.8
2119014	66.3
2119016	67.2
2119017	59.9
2119018	59.9
2119019	64.5
2119020	66.2
2119021	64.3
2119022	68.5
2119023	55.7
2119024	64.8
2119025	70.8
2119026	48.7
2119027	55.9
2119028	59.9
2119029	69.1
2119030	58.7
2119031	71.2
2119032	57.4
2119033	58.4
2119034	70.5
2119101	79.4
2119102	63.5
2119104	63.2
2119105	74.9
2119106	62.1
2119107	59.8
2119108	59.4
2119109	65.6
2119110	66.2
2119111	65.5
2119112	63
2119113	50
2119114	63.1
2119115	70.1
2119116	61.6
2119117	56.7
2119118	53.5
2119119	47.6
2119120	58.4
2119121	64.3
2119122	79.9
2119123	63.9
2119301	67.6
2119302	67.6
2119303	67.4
2119304	67.6
2119305	63.6
2119306	57.1
2119307	65.2
2119308	72.1
2119309	57.3
2119310	69
2119311	61.8
2119312	67.4
2119313	64.4
2119314	64.6
2119315	68.2
2119316	63.7
2119317	68.2
2119318	56.3
2119319	66.8
2119320	68.3
2119321	70.7
2119322	58.1
2119323	65
2119324	60.6
2119325	77.2
2119326	75.9
2119327	70.5
2119328	69
2119329	61.9
2119330	63.2
2119331	63
2119332	61.8
2119333	59.9
2119334	66.7
2119335	66.4
2119336	66.5
2119337	65.9
2119338	68.6
2119339	67.2
2119340	66.3
2119341	70.1
2119342	68.9
2119343	77.8
2119401	62.2
2119402	66.7
2119403	72.6
2119404	52.7
2119405	75.1
2119406	79.8
2119407	75.3
2119408	65.3
2119409	68.4
2119410	72.7
2119411	77.6
2119412	55.7
2119413	65.3
2119414	63.9
2119415	69
2119416	61.2
2119417	60
2119418	61.8
2119419	78
2119420	72.3
2119421	60.1
2119422	57.5
2119423	67.3
2119424	62.6
2119425	70
2119426	79.9
2119427	72.3
2119428	65.3
2119429	22.1
2119430	60
2119431	54.3
2119432	67.8
2119433	66.7
2119434	67.6
2119435	66
2119436	59.1
2119437	63.7
2119438	47.4
2119439	61.6
2119440	67.9
2119441	60.7
2119442	55.8
2119443	69.7
2119444	67.5
2119445	65.2
2119446	59.5
2119447	52.9
2119448	60
2119449	62.7
2119501	51.4
2119502	70.9
2119503	56.6
2119504	62.4
2119505	66.9
2119506	69.1
2119507	67.1
2119508	61.2
2119509	69.7
2119510	62.3
2119511	64.4
2119512	60.3
2119513	66
2119514	63.4
2119515	51.8
2119516	54.2
2119517	70.5
2119518	64.7
2119519	60.6
2119520	68.6
2119521	68.4
2119522	68.4
2119523	74.6
2119525	67
2119526	56.8
2119527	55.1
2119528	71
2119529	63.8
2119530	65.1
2119531	62.9
2119532	57.6
2119533	59.9
2119534	65
2119535	62.5
2119536	61
2119537	58.6
2119538	52.2
2119539	65.5
2119540	56.8
2119541	64.8
2119542	69.6
2119543	61.9
2119544	70.2
2119545	66.7
2119546	49.8
2119547	60.1
2119548	68.2
2119549	57.3
2119551	59.3
2119601	55
2119602	53.8
2119603	51.5
2119604	53.8
2119605	56.5
2119606	57.1
2119607	45.8
2119608	57.6
2119609	47.3
2119610	59
2119612	71.1
2119613	42
2119614	62.5
2119615	49.5
2119616	51.9
2119617	54.7
2119618	57.8
2119619	57.3
2119620	55.6
2119621	59.4
2119622	64.4
2119623	76.1
2119624	74.9
2119701	65.8
2119702	65.5
2119703	66.1
2119704	64.2
2119705	62.7
2119706	64
2119707	64.1
2119708	67.3
2119709	61.5
2119710	65.4
2119711	66.7
2119712	69.9
2119713	63.9
2119714	72.3
2119715	63.4
2119716	57.9
2119717	62.3
2119718	69.7
2119719	72
2119720	37.5
2119721	73.7
2119722	72.1
2119723	68.3
2119724	73.3
2119725	68.2
2119726	70.8
2119727	60.2
2119728	65.9
2119729	61.2
2119730	66.3
2119731	53.4
2119732	80.6
2119733	67.7
2119734	72.9
2119735	76.7
2119736	72.5
2119737	77.7
2119738	71.2
2119739	61.1
2119740	63.4
2119741	51
2119742	70.4
2119743	66.2
2119744	65.1
2119745	56.9
2119746	73.2
2119747	65.5
2119748	67.3
2119749	58.2
2119750	65.5
2119751	59
2119752	69.3
2119753	74.3
2119801	63.4
2119802	64.8
2119803	63.5
2119804	68.5
2119805	68.5
2119806	66.8
2119807	64.5
2119808	68.5
2119809	69.4
2119810	63.9
2119811	56.4
2119812	61.2
2119813	66.4
2119814	60.2
2119815	33.3
2119816	63
2119817	64.3
2119818	63.6
2119819	60.4
2119820	54.6
2119821	65.6
2119822	54.5
2119823	59.2
2119824	60.2
2119825	56.2
2119826	65.7
2119827	62
2119828	70.3
2119829	66
2119830	71.9
2119831	58.4
2119832	60.3
2119833	58.7
2119901	43.3
2119902	42.3
2119903	48
2119904	55.9
2119905	53.4
2119906	50
2119907	49.4
2119908	36.8
2119909	42.7
2119910	53.3
2119911	47.3
2119912	56.5
2119913	41.3
2119914	60.9
2119915	61.7
2119916	56.6
2119917	37.6
2119918	63.9
2119919	70.9
2119920	62.1
2119921	58
2119922	66.8
2119923	63.7
2119924	64.1
2119925	61.3
2119926	59.4
2119927	60.4
2119928	65.5
2119929	57.6
2119930	68.2
2119931	60.9
2119932	51.8
2120001	68.3
2120002	66.7
2120003	64.7
2120004	60.6
2120005	65.9
2120006	68.9
2120007	65.9
2120008	59.8
2120009	66.5
2120010	64.7
2120011	68.9
2120012	69.7
2120013	64.5
2120014	64.5
2120015	66.4
2120016	68
2120017	68.4
2120018	68
2120019	68.5
2120020	69.2
2120021	63.2
2120022	66.9
2120023	70.5
2120024	67.1
2120025	67
2120026	66.3
2120101	65.5
2120102	69
2120103	63.2
2120104	67
2120105	72.9
2120106	57
2120107	64.5
2120108	64.5
2120109	71.7
2120110	61.4
2120111	58.4
2120112	61.7
2120113	60.4
2120114	67.4
2120115	60
2120116	65.4
2120117	67.3
2120118	65.8
2120119	71.1
2120201	69
2120202	59.7
2120203	62.6
2120204	60.3
2120205	67.6
2120206	72.4
2120207	61.7
2120208	68.7
2120209	66.2
2120210	60
2120211	60.3
2120212	68.3
2120213	68.7
2120214	46.5
2120215	67.4
2120216	60
2120217	71.4
2120218	57.9
2120219	73.3
2120220	72.3
2120221	54.1
2120222	63.5
2120223	69.7
2120224	65.4
2120225	76.1
2120226	60.5
2120227	65.4
2120228	70.5
2120229	62
2120230	63
2120231	60.2
2120232	63
2120233	60.6
2120234	74.6
2120235	68.2
2120236	59.8
2120237	66.7
2120238	63.5
2120239	61.5
2120240	57.5
2120241	69.4
2120301	72.7
2120302	53.9
2120303	61.5
2120304	65.8
2120305	60.9
2120306	60.6
2120307	62.9
2120308	63.8
2120309	66.4
2120310	58.9
2120311	73.7
2120312	67.1
2120313	68.7
2120314	61.7
2120315	60.9
2120316	62.8
2120317	53.7
2120318	62.1
2120319	73.5
2120320	70.7
2120321	70.7
2120322	68.2
2120323	60.1
2120324	57.3
2120325	71.2
2120326	65.4
2120327	60
2120328	66.9
2120329	55.6
2120330	66
2120331	60.1
2120332	48.8
2120333	58.6
2120334	87.4
