SA1_7DIGITCODE_2016	labourForceParticipation
2120335	64
2120336	70.6
2120337	50.9
2120338	61.2
2120339	32.8
2120340	60.1
2120341	60.5
2120342	69.6
2120343	55.1
2120344	57.9
2120345	51.2
2120346	54.1
2120401	62.8
2120402	68.1
2120403	58.2
2120404	59.8
2120405	58.7
2120406	65.7
2120407	60.8
2120408	63.7
2120409	62.1
2120410	56.4
2120411	55.9
2120412	67.4
2120413	62.1
2120414	63.8
2120415	68.8
2120416	61.9
2120417	58.8
2120418	64.5
2120419	61.3
2120420	62.2
2120421	50
2120422	66.1
2120501	48.4
2120502	65
2120503	61
2120504	64.2
2120505	73.9
2120507	51.6
2120508	34.8
2120509	53
2120510	52.2
2120511	51.9
2120512	64.6
2120514	45.5
2120516	70
2120518	56.3
2120520	56.7
2120521	64.7
2120523	63.6
2120524	74.4
2120526	56.5
2120527	66.6
2120528	59.4
2120701	69.3
2120702	64.6
2120703	65.1
2120704	64.4
2120705	59.6
2120706	63.5
2120707	61.5
2120708	62.4
2120709	62.6
2120710	60.4
2120711	59.6
2120712	40.2
2120713	58.7
2120714	57.6
2120715	36.4
2120716	46.9
2120717	65.5
2120718	59.6
2120719	65.4
2120720	60.8
2120721	66.6
2120722	65.7
2120723	58.8
2120724	58.3
2120725	54.4
2120726	42.5
2120727	37.4
2120728	61.1
2120729	51.4
2120730	48.5
2120731	52
2120732	59.7
2120733	51.2
2120734	54.4
2120735	53.6
2120736	49.2
2120737	65.4
2120738	67.1
2120739	62.8
2120740	59.1
2120741	42.9
2120742	61.6
2120743	36.7
2120744	3.2
2120745	45.3
2120746	52.9
2120747	41.7
2120748	49.8
2120749	23
2120750	59.9
2120751	57.9
2120752	65.8
2120753	53.4
2120754	56.9
2120755	49.2
2120756	59.9
2120757	65.5
2120758	61.3
2120801	60.3
2120802	46.1
2120803	59.5
2120805	43.5
2120806	43.2
2120807	37.6
2120808	56.5
2120809	40.5
2120810	56.2
2120811	31.7
2120812	60.4
2120813	60.8
2120814	58.5
2120815	40.8
2120816	42.7
2120817	66.1
2120818	66.5
2120819	67.2
2120820	58.3
2120821	63
2120822	58.1
2120823	53.8
2120824	64.8
2120825	69
2120826	65.6
2120827	65.8
2120828	59.5
2120829	59
2120830	43.8
2120831	66
2120832	60.2
2120833	40.9
2120834	62.4
2120835	64.1
2120836	60.2
2120837	71.7
2120838	43.7
2120839	50.4
2120840	59.6
2120841	59.9
2120842	55.1
2120843	52.9
2120844	49.8
2120846	45.8
2120847	41.6
2120849	62.9
2120850	50.7
2120851	53.3
2120852	54.6
2120853	58.2
2120854	45.3
2120855	66.4
2120856	56
2120857	70.9
2120858	55.9
2120901	64.7
2120902	58.5
2120903	57.8
2120904	76
2120905	69.2
2120906	74.6
2120907	79.9
2120908	68.4
2120909	72.9
2120910	74.1
2120911	69.2
2120912	69.5
2120913	67.4
2120914	66.8
2120915	59.6
2120916	68.6
2120917	63.2
2120918	69.5
2120919	70.3
2120920	74.4
2120921	70.2
2120922	72.2
2120923	63.3
2120924	70.6
2120925	73.4
2120926	71.9
2120927	71.3
2120928	76
2120929	71.7
2120930	69.6
2120931	72.5
2120932	80.9
2120933	72.6
2120934	68.8
2120935	73.6
2120936	72.9
2120937	65.2
2120938	64.9
2120939	67.9
2120940	71.4
2120941	71.4
2120942	70.3
2120943	68.8
2120944	70.6
2120945	44.8
2120946	60.8
2120947	66.7
2120948	78.5
2120949	73.9
2120950	71.2
2120951	77.1
2120952	70.6
2120953	64
2120954	64
2120955	75.4
2120956	70.3
2120957	61.4
2120958	67.9
2120959	54.8
2120960	68.2
2121001	66
2121002	66.8
2121003	67.4
2121004	69
2121005	66.1
2121006	66
2121007	77.8
2121008	63.7
2121009	76.8
2121010	79.2
2121101	64.7
2121102	63.4
2121103	62.8
2121104	60.7
2121105	56.4
2121106	63.6
2121107	64.6
2121108	59.3
2121109	63.1
2121110	67.6
2121111	61.4
2121112	66
2121201	62.2
2121202	62.1
2121203	60.2
2121204	73.9
2121205	65
2121206	66
2121207	64.1
2121208	71.3
2121211	71.2
2121212	62.9
2121213	65.6
2121214	59.5
2121215	70.1
2121216	64.2
2121217	54.4
2121218	60.7
2121219	58
2121220	70.8
2121301	68.4
2121302	72.3
2121303	76.5
2121304	78.7
2121305	69.5
2121306	80.9
2121307	73.6
2121308	67.1
2121309	73.6
2121310	58.9
2121311	69.5
2121312	76.7
2121313	71.4
2121314	63.7
2121315	73.6
2121316	69.2
2121317	54.1
2121318	71.8
2121319	67.2
2121320	63.3
2121321	68.4
2121322	66.9
2121323	63.2
2121324	66.4
2121325	63.9
2121401	72.4
2121402	68.9
2121403	72.3
2121404	65.1
2121405	72.7
2121406	62.7
2121407	72.2
2121408	71.6
2121409	69.4
2121410	68.6
2121411	69.2
2121412	62.8
2121413	67.4
2121414	64.5
2121415	68.8
2121416	55
2121417	70.8
2121501	70.8
2121502	59.7
2121503	57
2121504	78.3
2121505	78.7
2121507	77.3
2121508	74.4
2121509	80.2
2121510	65.4
2121511	70.6
2121513	76.2
2121514	79.4
2121515	66
2121516	66.7
2121517	65.2
2121518	54.3
2121519	77.4
2121520	73.1
2121521	75.1
2121522	77.1
2121523	69.8
2121524	66.2
2121525	70.6
2121526	70.2
2121527	74.6
2121528	79
2121529	75
2121530	84.2
2121531	78.3
2121532	52.9
2121533	66
2121534	75.3
2121535	75.4
2121536	71.1
2121601	50.4
2121603	53.4
2121604	59.9
2121605	68.5
2121606	74.1
2121607	69.3
2121608	71
2121609	66.7
2121611	74.6
2121612	69.4
2121613	61.6
2121614	1.4
2121615	75
2121616	64.6
2121701	60.6
2121702	62.1
2121703	53.9
2121704	51
2121705	51.5
2121706	59.8
2121707	50.9
2121708	48.2
2121709	54.8
2121710	51.7
2121711	57.2
2121712	53
2121713	45.5
2121714	62.1
2121715	58.1
2121716	43.6
2121717	58.6
2121718	53.9
2121901	44.3
2121902	44.3
2121903	46.4
2121904	50.8
2121905	42
2121906	51.6
2121907	41.3
2121908	45.3
2121909	50.6
2121910	48
2121911	43.2
2121912	49.2
2121913	47.1
2121914	48.5
2121915	42.5
2121916	46.3
2121917	46.6
2121918	46.6
2121919	49
2121920	50.4
2121921	47.5
2121922	47.5
2121923	48.5
2121924	47.9
2121925	48.5
2121926	57.9
2121927	55.9
2121928	58.2
2121929	48.6
2121930	69
2121932	41.1
2121933	42.1
2121934	41.2
2121935	43.1
2121936	45.5
2121937	39.4
2121938	45.7
2121939	36.4
2121940	37.4
2121941	45.8
2121942	45.2
2121943	43
2121944	45.3
2121945	40.6
2121946	42.5
2121947	46.3
2121948	41
2121949	46.7
2121950	48.4
2121951	54.4
2122001	70.6
2122003	63.2
2122004	57.4
2122005	65
2122006	71.5
2122007	69.2
2122008	68.6
2122009	72.2
2122010	73.3
2122011	56.9
2122012	64.4
2122013	61.3
2122014	66.7
2122015	66.1
2122016	63.9
2122017	70.6
2122018	64.9
2122019	60.6
2122020	65.9
2122021	65
2122022	64.5
2122023	68.1
2122024	61.7
2122025	66.5
2122026	69.8
2122027	65.1
2122028	48.2
2122029	74
2122030	67.7
2122031	65.6
2122032	55.4
2122033	78.2
2122034	58.2
2122035	62.2
2122036	63.7
2122037	68.1
2122038	53.5
2122039	60.9
2122040	64
2122041	59.6
2122042	70.8
2122043	66.2
2122044	62.9
2122045	64
2122046	61.9
2122101	62.9
2122102	69
2122103	60.5
2122104	68.2
2122105	61.2
2122106	60.4
2122107	66.7
2122108	63.8
2122109	58.5
2122110	64.3
2122111	65.2
2122112	65.9
2122113	69.5
2122114	63.9
2122115	60.2
2122116	61.9
2122117	56.1
2122118	57.7
2122119	59.2
2122120	64.7
2122121	65
2122122	57.2
2122123	62.8
2122124	63.3
2122125	61.4
2122126	63.6
2122127	57.3
2122128	54.7
2122129	57
2122301	46.3
2122302	48.1
2122303	41.1
2122304	50.8
2122305	47.5
2122306	35.8
2122307	52.4
2122308	54.5
2122309	42.5
2122310	51
2122311	45.7
2122312	48.2
2122313	45
2122314	39.5
2122315	46.7
2122316	51.2
2122317	44.6
2122318	45.7
2122319	52.6
2122320	68.9
2122321	69.7
2122322	52.4
2122323	47.6
2122325	75
2122326	46.2
2122327	43.5
2122328	51.3
2122329	47.4
2122330	44.3
2122331	54.8
2122332	45.7
2122333	43.7
2122334	48.6
2122336	47.2
2122337	49.7
2122338	57
2122339	45.2
2122340	50.4
2122341	46.5
2122342	43.4
2122343	47.9
2122344	100
2122345	34.8
2122346	44.2
2122347	40.4
2122348	47.1
2122349	42.2
2122351	45.3
2122352	45.1
2122353	47.2
2122354	47.8
2122401	70.4
2122402	64.3
2122403	69.7
2122404	67.3
2122405	53.4
2122406	56.7
2122407	67.2
2122408	58
2122409	66.3
2122410	68.4
2122411	63.8
2122413	68.1
2122414	68.6
2122415	61
2122416	65.7
2122417	66.7
2122418	56.3
2122419	70.3
2122420	69.3
2122421	67.9
2122422	71.8
2122423	73.8
2122424	60.8
2122425	58.8
2122426	70.4
2122428	69
2122429	67.2
2122430	74.4
2122431	61.9
2122501	55.4
2122502	69.6
2122503	62
2122504	60.7
2122505	67.8
2122506	61.2
2122507	34.8
2122508	52.4
2122509	57.2
2122510	65.8
2122511	51.8
2122512	58.2
2122513	100
2122514	66.3
2122516	64
2122517	47.6
2122518	39.7
2122519	67.5
2122520	55.8
2122521	65.8
2122601	53.4
2122602	56.9
2122603	57.9
2122604	59.5
2122605	60.1
2122606	62.9
2122607	53.6
2122608	56.9
2122609	56.3
2122610	64.8
2122611	60
2122612	58.5
2122613	62.9
2122614	59.2
2122615	71.3
2122617	53
2122801	64.7
2122802	64.6
2122803	17.1
2122804	58.3
2122806	51.4
2122807	53
2122808	54.5
2122809	51.5
2122810	51.3
2122811	54.8
2122812	64.1
2122813	60.2
2122814	67.5
2122815	59.1
2122816	64.1
2122817	60
2122818	100
2122819	60.4
2122820	68.8
2122821	70.3
2122822	62.7
2122823	65.5
2122824	52.8
2122825	44.4
2122826	72
2122901	57.6
2122902	44.5
2122903	59.4
2122904	55.2
2122905	56.4
2122906	58
2122907	38.6
2122908	63.1
2122909	51.3
2122910	50.3
2122911	58.7
2122912	50.2
2122913	65.3
2122914	59.7
2122915	64.5
2122916	51.9
2122917	50.9
2122918	50.7
2122919	55.6
2122920	64.1
2122921	52.5
2122922	61.2
2122923	53
2122924	68.3
2122925	62.4
2122926	46.4
2122927	53.9
2122928	54.8
2122929	52
2122930	55.6
2122931	44.3
2122932	39.2
2122933	47.1
2122934	60.5
2122935	55.9
2122936	39.9
2122937	51.2
2122938	49.3
2122939	51.8
2122940	48.6
2122941	52.7
2122942	54.5
2122943	72.5
2122944	59.5
2122945	56.2
2122946	62.2
2122947	57.1
2122948	59.2
2122949	52.9
2122950	53.3
2122951	55.5
2122952	43.8
2122953	55.1
2122954	52.1
2122955	57.6
2122957	45.7
2122958	56.3
2122959	67.5
2122960	63.9
2122961	46.3
2122962	55.3
2122963	43
2122964	51.1
2123001	67.7
2123002	78.5
2123003	52.2
2123004	60.2
2123005	74.6
2123006	68.6
2123007	67.3
2123008	62.4
2123009	64.7
2123010	62.1
2123011	59.4
2123012	62.7
2123013	66.1
2123014	76.4
2123015	74.2
2123016	62
2123017	58.8
2123101	61.7
2123102	66.7
2123103	75
2123104	66.1
2123105	64.6
2123106	63.4
2123107	60.6
2123108	66
2123109	66.5
2123110	59.8
2123111	64.9
2123112	62.3
2123113	57.8
2123114	71.8
2123115	70.3
2123116	68
2123117	67.8
2123118	72.8
2123119	70.7
2123120	68.4
2123121	71.6
2123122	66.3
2123201	72.6
2123202	67.3
2123203	62.6
2123205	69
2123206	61
2123207	70.1
2123208	57.1
2123209	64.1
2123210	64.1
2123211	60.1
2123212	78.8
2123213	70.2
2123214	57.1
2123215	66.5
2123216	58.1
2123217	59.1
2123218	76.5
2123219	69
2123220	61.6
2123221	70.3
2123222	66.8
2123223	74.4
2123224	67.9
2123226	53.8
2123227	61.2
2123228	63.4
2123229	60.7
2123230	18.4
2123232	62.8
2123301	61
2123302	67.6
2123303	58.5
2123304	65.6
2123305	60.8
2123306	60.6
2123307	65.2
2123308	61.6
2123309	59.8
2123310	66.5
2123401	67.7
2123402	74.4
2123403	67.2
2123404	66
2123405	73.4
2123406	68.4
2123407	63.5
2123408	63.8
2123409	65.2
2123501	61.7
2123502	66.7
2123503	62.2
2123504	57.5
2123505	61.7
2123506	62.9
2123507	63.9
2123508	53.3
2123509	65.8
2123510	60.8
2123511	67.5
2123512	57.4
2123513	59
2123514	56.4
2123515	69
2123516	57.2
2123517	65.5
2123518	58.8
2123519	63.2
2123520	54.7
2123521	64
2123601	48.5
2123602	64.6
2123603	63.7
2123604	64.4
2123605	112.5
2123606	48.2
2123607	46.4
2123608	59.9
2123609	42.5
2123610	62.4
2123611	63.5
2123612	62.9
2123613	57.3
2123614	66.8
2123615	61.2
2123616	58.1
2123617	60.9
2123618	70.1
2123702	40.6
2123703	49.8
2123704	47.3
2123705	59.2
2123706	40.7
2123707	57.7
2123708	62.8
2123709	50.5
2123710	56
2123712	49.3
2123713	13.6
2123714	49.8
2123715	43.7
2123716	45.5
2123717	50.7
2123718	49.9
2123719	42.4
2123720	54.7
2123721	52.3
2123722	43.7
2123723	43.6
2123724	55.5
2123725	50.4
2123726	49.5
2123727	64.7
2123728	52
2123729	46.7
2123730	50
2123731	52.3
2123901	70
2123902	61
2123903	63.9
2123904	64
2123905	60.1
2123906	59
2123907	65.9
2123908	64.4
2123909	24
2123910	61.7
2123911	69.6
2123912	63.8
2123913	61.8
2123914	68.5
2123915	63
2123916	58.3
2123918	69.9
2123919	66.7
2123920	62.1
2123921	73.2
2123922	64.3
2123923	67.1
2123924	68
2123925	62.3
2123926	66.7
2123927	63.6
2123928	65.2
2123929	68.2
2123930	55.5
2123931	70.1
2123932	68.8
2123933	68.8
2123934	66.1
2123935	59.5
2123936	53.3
2123937	66.8
2123938	66.8
2123939	67.5
2123940	60.8
2123941	57.5
2123942	61.4
2123943	64.6
2123944	64.9
2123945	59.9
2123946	60.3
2123947	70
2123948	66.8
2123949	66
2124001	69.7
2124002	61.2
2124003	65.4
2124004	62.2
2124005	63.3
2124006	59.1
2124007	100
2124008	56.5
2124009	66
2124010	57.6
2124011	51.9
2124012	79.6
2124013	75.2
2124014	73.4
2124015	73
2124016	72.6
2124017	57.1
2124018	74.2
2124019	69.9
2124020	66
2124021	63.3
2124022	61.2
2124023	76.7
2124024	65.6
2124025	53.5
2124026	68.3
2124027	61.3
2124028	53.7
2124029	70.6
2124030	70
2124031	68.2
2124032	63.9
2124101	77.6
2124102	66.1
2124103	71.5
2124104	69.2
2124106	79.1
2124107	66.5
2124108	62.8
2124109	65.5
2124110	65.9
2124111	65.4
2124112	68.1
2124113	41.1
2124114	68
2124115	58.3
2124116	63.5
2124117	60.2
2124118	58.8
2124119	62.3
2124120	71.1
2124121	72.8
2124122	72.4
2124123	71.4
2124124	72.2
2124125	69.8
2124126	65.4
2124127	68.2
2124128	63.1
2124129	64.6
2124130	71.9
2124132	72.8
2124134	48.8
2124135	28.7
2124136	48.9
2124137	58.2
2124138	61.9
2124139	67.8
2124140	71.2
2124141	61.4
2124142	59.5
2124143	66.9
2124144	71.4
2124145	74.4
2124146	69.5
2124147	74
2124148	52.2
2124149	70.5
2124150	58.8
2124151	72.2
2124152	56.3
2124153	55.8
2124154	41.7
2124155	76.4
2124156	72.9
2124157	77.9
2124158	72.5
2124159	69.7
2124160	75.9
2124161	62.9
2124162	76.3
2124201	50.5
2124202	43.8
2124203	40.7
2124204	46.3
2124205	46.5
2124206	37.3
2124207	44.9
2124208	44.3
2124209	39.7
2124210	33.4
2124211	40.4
2124212	45.8
2124213	47.9
2124214	52.3
2124215	53
2124216	19
2124217	43.4
2124218	49.8
2124219	28.2
2124220	46.1
2124221	44.6
2124222	41.3
2124223	38.2
2124224	41.7
2124225	43.2
2124226	100
2124227	53.5
2124301	43.8
2124302	34.8
2124303	25
2124305	46.9
2124306	35.5
2124307	36.3
2124308	42.4
2124309	36.6
2124310	37.3
2124311	41.2
2124312	35.2
2124313	37.9
2124314	40
2124315	34.7
2124316	40.9
2124317	35.3
2124318	40
2124319	47.1
2124320	37.2
2124321	43.6
2124322	100
2124323	39.6
2124324	39
2124325	34.8
2124326	39.7
2124327	37.2
2124328	38.7
2124329	35.3
2124330	43.6
2124331	40.7
2124332	37.6
2124333	40.1
2124334	48
2124335	35.7
2124336	36.4
2124337	41.2
2124338	39.6
2124339	45.4
2124340	44
2124341	37.4
2124342	45
2124343	36
2124344	43
2124501	54.3
2124502	60.2
2124503	59.3
2124504	58.4
2124505	54.9
2124506	50.6
2124507	52.6
2124508	54.4
2124509	67
2124510	66.9
2124511	60.9
2124512	61.3
2124513	63.2
2124514	64.6
2124515	56.6
2124516	60.9
2124517	57
2124518	50.7
2124519	51.9
2124520	54.8
2124521	56.7
2124522	50.9
2124523	51.2
2124524	52.5
2124525	33
2124526	64.2
2124527	48.5
2124528	58
2124529	66.1
2124530	76.5
2124531	47.8
2124532	51.3
2124533	64.9
2124538	48.8
2124539	65.9
2124540	61.2
2124541	66.9
2124542	73.5
2124543	72.1
2124544	63.7
2124545	68.9
2124546	65.1
2124547	58.4
2124548	53.8
2124601	60.4
2124602	65
2124603	65.6
2124604	65.6
2124605	63.7
2124606	66.6
2124607	71.1
2124608	72.9
2124609	61.6
2124610	62.9
2124611	64.5
2124612	69.4
2124613	65.4
2124614	65.2
2124615	64.3
2124616	68.1
2124617	72
2124618	62.2
2124619	68.7
2124620	58.5
2124621	52.2
2124622	36.5
2124624	60.9
2124625	64.2
2124627	65.1
2124628	71.7
2124629	62.6
2124630	74.7
2124631	71.6
2124633	54.6
2124634	67.5
2124701	38.7
2124702	48.6
2124703	39.3
2124704	44.8
2124705	36.5
2124706	39.9
2124707	45.9
2124708	47.3
2124709	54.1
2124710	34
2124711	49.8
2124712	47.1
2124713	44.2
2124714	48.9
2124715	43.4
2124716	44.2
2124717	42
2124718	47.9
2124719	37.4
2124720	43.6
2124721	42.5
2124722	43.9
2124723	51.5
2124724	50.4
2124725	43.7
2124726	41.2
2124727	47.3
2124728	37.7
2124729	30.7
2124730	36.3
2124801	36.1
2124901	51.8
2124902	51.4
2124903	53.2
2124904	48.5
2124905	55.6
2124906	54.2
2124907	47.1
2124909	48.3
2124910	55.5
2124911	54.8
2124913	53.1
2124914	56
2124915	50.5
2124916	55.8
2124917	46.7
2124918	53.3
2124919	54.2
2124920	52.8
2124921	58
2124922	56.9
2124923	49.4
2124924	54.1
2124925	24.2
2124926	50.8
2124927	50.5
2124928	46.1
2124929	57.6
2124930	48.5
2124931	55.7
2124932	54.3
2124933	56.6
2124934	56.1
2124936	57.2
2124937	54.6
2124938	47.1
2124939	52.1
2124940	52.2
2124941	53.1
2124942	49.8
2124943	54.3
2124944	52.7
2124945	54.3
2124946	64
2124947	55.8
2124949	45.8
2125001	65.7
2125002	52.9
2125003	61.6
2125004	69.4
2125005	59.1
2125006	55.8
2125007	54.5
2125009	52.3
2125010	52.6
2125011	55.3
2125012	53.5
2125013	54.8
2125014	61.6
2125015	56
2125016	61
2125017	40
2125018	62.8
2125101	72.2
2125102	62.6
2125103	60.3
2125104	61.5
2125105	63.8
2125106	62.6
2125107	58.9
2125108	60
2125109	67.3
2125110	65.6
2125111	54
2125112	66.8
2125113	67.7
2125114	56.9
2125115	63.4
2125116	55.1
2125117	56.2
2125118	52.3
2125119	58.7
2125120	70.1
2125121	70
2125122	44.4
2125123	61.1
2125124	61
2125125	32.8
2125126	64.5
2125127	65
2125128	55.2
2125401	58.1
2125402	63.6
2125403	67.5
2125404	60.4
2125405	60.1
2125406	66.4
2125407	100
2125408	65.6
2125409	64.3
2125410	64.4
2125411	66.4
2125412	73.7
2125413	57.8
2125414	59.5
2125415	65.8
2125416	65.6
2125417	56.7
2125418	100
2125419	64.6
2125420	67.1
2125421	66.3
2125422	67.3
2125423	66.9
2125424	70.2
2125425	69.2
2125427	73.5
2125428	65.4
2125429	73
2125430	58.1
2125431	58.4
2125432	5.8
2125433	68.9
2125434	66.7
2125501	75.5
2125502	73.8
2125503	75.6
2125505	70.6
2125506	68.1
2125507	70.5
2125508	71.9
2125509	75.3
2125510	76.3
2125511	69.7
2125512	67.5
2125513	75.1
2125514	73.2
2125515	74.9
2125516	71.2
2125517	78.5
2125518	72.8
2125601	60
2125602	77.3
2125603	71.7
2125604	74.6
2125605	72.1
2125606	63.8
2125608	71.6
2125609	73.1
2125610	72
2125611	61.8
2125612	69.6
2125613	74.3
2125614	78.8
2125615	68.6
2125616	64.3
2125617	67.2
2125618	66.1
2125619	68.9
2125620	63
2125621	63.4
2125622	71
2125623	1.7
2125624	69.4
2125625	68.8
2125626	77.4
2125627	66.3
2125628	64.1
2125629	65.3
2125630	69.6
2125631	68.9
2125632	73
2125633	74.3
2125634	73.5
2125635	71.1
2125636	72
2125637	71.3
2125638	65
2125639	68.8
2125702	74.8
2125703	70.8
2125704	79.1
2125705	73.1
2125706	76
2125707	71.9
2125708	79.4
2125709	75.4
2125710	73
2125711	72.9
2125712	68
2125713	72.8
2125714	75.6
2125715	81.4
2125716	71.7
2125717	4.9
2125718	70.6
2125719	66.5
2125802	23.1
2125803	69
2125804	66.9
2125805	71.3
2125806	72.7
2125807	69.9
2125809	35.9
2125810	69.5
2125811	72.5
2125812	71.8
2125813	74.2
2125814	73.6
2125815	71.7
2125816	70.5
2125817	70.1
2125818	73.3
2125819	71.5
2125820	73.4
2125821	72
2125822	74.2
2125823	73.3
2125824	71.1
2125825	70.8
2125826	68.6
2125827	70
2125828	69.4
2125901	73.1
2125902	64.4
2125903	65.5
2125904	62.2
2125905	68.1
2125906	63.3
2125907	59.4
2125908	60.9
2125909	59.7
2125910	68.5
2125911	67.7
2125912	71.4
2125913	64.1
2125914	65.1
2125915	55.4
2125917	67.3
2125918	57.8
2125919	64.4
2125920	53.1
2125921	63.4
2125922	67.6
2125923	69
2125924	0.9
2125925	63.2
2125926	61.8
2125927	61.9
2125928	31.6
2125929	69.4
2125930	65
2125931	61.2
2125932	67.1
2125933	55.9
2125934	64.2
2125935	63.4
2125936	55.2
2125937	73.1
2125938	68
2126001	100
2126002	63.6
2126004	59.8
2126005	64.9
2126006	62.1
2126007	65
2126008	65.7
2126009	70.3
2126010	66.5
2126011	64.3
2126012	66.7
2126013	67
2126014	59.1
2126015	65.3
2126016	65.4
2126017	60.1
2126018	60.7
2126019	57.3
2126020	72.4
2126021	24.1
2126022	72.4
2126023	62.5
2126024	1.4
2126025	67.3
2126026	49
2126027	63.5
2126028	63.5
2126029	66.3
2126030	61.7
2126031	70.5
2126032	65.2
2126033	62.8
2126034	73.5
2126035	67.4
2126036	72.9
2126037	73.6
2126038	71.1
2126039	22.2
2126040	69.8
2126041	48
2126042	62.8
2126043	67.9
2126044	60.4
2126045	64.7
2126046	60.7
2126047	67.9
2126101	62.2
2126102	63.5
2126103	64.6
2126104	61.9
2126105	59
2126106	55.3
2126107	64.1
2126108	58.5
2126109	24.5
2126110	59.6
2126111	59.7
2126112	67.7
2126113	70.8
2126114	68.1
2126115	67.4
2126116	59.2
2126117	62.2
2126118	38.8
2126119	70
2126120	67.2
2126121	69.3
2126122	69.5
2126123	60.2
2126124	57.7
2126125	62.8
2126126	61.1
2126127	60.6
2126128	60.8
2126129	66.8
2126130	71.4
2126131	64.7
2126132	66.7
2126133	67.6
2126134	64
2126135	75.8
2126136	67.1
2126137	58.7
2126138	57
2126139	62.1
2126201	66.7
2126202	62.1
2126203	71.7
2126204	72.9
2126205	63.3
2126206	63.8
2126207	71.9
2126208	62.5
2126209	68.5
2126210	68.3
2126211	35.7
2126212	64
2126213	71
2126214	64.3
2126215	57.7
2126216	73.3
2126217	67.3
2126218	59.9
2126219	65.1
2126220	75.2
2126221	77.9
2126222	71.6
2126223	63.8
2126224	67.6
2126225	70.8
2126226	73.6
2126227	66.5
2126228	67.4
2126229	65.4
2126230	71.7
2126231	67
2126232	69.9
2126301	66.8
2126302	68.5
2126303	60.3
2126304	76.2
2126305	64.7
2126306	72.6
2126307	66.6
2126308	67.1
2126309	44.7
2126310	74.3
2126311	74.8
2126312	67.8
2126313	70
2126314	77.2
2126315	71.4
2126316	63.8
2126317	69.6
2126318	67.5
2126319	68.1
2126320	71.8
2126321	53.9
2126322	67.9
2126323	77.1
2126324	77.8
2126325	63
2126326	54.3
2126329	68.5
2126330	72.4
2126501	66.6
2126502	50.3
2126503	78.2
2126504	66.9
2126505	60.9
2126506	72.1
2126507	72.8
2126508	78.9
2126509	77.8
2126510	73.5
2126511	70.7
2126512	65.4
2126513	74.3
2126514	78.5
2126515	69.9
2126516	62.9
2126517	71.8
2126518	75.2
2126519	70.4
2126520	72.2
2126521	62.7
2126522	67.1
2126523	69.9
2126524	72.9
2126525	74.9
2126526	80.4
2126527	73.4
2126528	72.2
2126529	80.8
2126530	72.3
2126531	77.2
2126532	75.7
2126533	73.1
2126534	77.5
2126535	79.8
2126536	74.3
2126537	71.4
2126538	70.2
2126539	81
2126540	65
2126541	47.3
2126542	68.6
2126543	60.4
2126544	64.6
2126601	67.6
2126602	62.1
2126603	133.3
2126604	100
2126606	47.4
2126607	66.1
2126608	59.7
2126609	62.6
2126611	56.1
2126612	33.3
2126613	70.1
2126614	63.9
2126615	62.5
2126616	60
2126617	60
2126618	64.6
2126619	60.9
2126620	62.1
2126621	64.7
2126622	59.7
2126623	67.8
2126624	65.4
2126625	66.9
2126626	45.2
2126627	59.3
2126628	66.3
2126630	61.2
2126631	62.2
2126632	54.7
2126633	63.8
2126634	50.3
2126635	64.7
2126636	68.1
2126637	70.4
2126638	68.9
2126639	62.4
2126640	61.7
2126641	62.2
2126642	63.8
2126643	67.1
2126644	66.7
2126645	70.8
2126646	59.1
2126647	66.5
2126648	68.2
2126701	68.4
2126702	64.5
2126703	69.2
2126704	69.6
2126705	73.3
2126706	65
2126707	63.2
2126708	70
2126709	70.8
2126710	64.5
2126711	68.4
2126712	66.4
2126713	65.1
2126714	59.7
2126715	59.6
2126716	67.5
2126717	39.4
2126718	67.2
2126719	61.3
2126720	56.7
2126721	56.2
2126722	59.3
2126723	66.5
2126724	66.8
2126725	57.6
2126726	60
2126727	68.9
2126728	59.7
2126729	62.1
2126730	68.8
2126731	63.8
2126732	69.1
2126733	63.2
2126734	66.3
2126735	61.6
2126736	66.3
2126737	63.5
2126738	66.8
2126739	52.5
2126740	69.7
2126741	74.1
2126742	47
2126743	62.2
2126744	59.4
2126745	62.8
2126746	69.7
2126747	59
2126801	39.2
2126802	62.7
2126803	49.7
2126804	68.5
2126805	70.1
2126806	69.3
2126807	67.9
2126808	68.3
2126809	70.7
2126810	61.4
2126811	68.4
2126812	72.4
