SA1_7DIGITCODE_2016	Sex	employmentToPopulation
2144215	M	76
2144216	F	56
2144216	M	76.4
2144217	F	52.9
2144217	M	68.2
2144218	F	51.9
2144218	M	69.5
2144219	F	52.5
2144219	M	67.8
2144220	F	56.8
2144220	M	75.3
2144221	F	49.2
2144221	M	66.9
2144222	F	55.8
2144222	M	67.8
2144223	F	57.5
2144223	M	72.2
2144224	F	50.8
2144224	M	75.2
2144225	F	56.9
2144225	M	79.8
2144226	F	47.4
2144226	M	73.5
2144227	F	57.3
2144227	M	73.1
2144302	F	51.2
2144302	M	76.3
2144303	F	51.2
2144303	M	59.6
2144304	F	44.7
2144304	M	63.1
2144305	F	52.3
2144305	M	64.3
2144306	F	47.8
2144306	M	59.5
2144307	F	44.6
2144307	M	63.6
2144308	F	48
2144308	M	67.9
2144309	F	42.3
2144309	M	60.8
2144310	F	53.9
2144310	M	63.6
2144311	F	48.7
2144311	M	75.7
2144312	F	58.3
2144312	M	69.6
2144313	F	44.4
2144313	M	68.5
2144314	F	53.2
2144314	M	62.9
2144315	F	56.3
2144315	M	60.7
2144316	F	50.7
2144316	M	63.4
2144317	F	54.8
2144317	M	63.9
2144318	F	54.1
2144318	M	71.2
2144319	F	38.6
2144319	M	55.2
2144320	F	41.5
2144320	M	56.6
2144321	F	48.4
2144321	M	51.2
2144322	F	55.5
2144322	M	61.8
2144324	F	55.2
2144324	M	60.3
2144325	F	44.8
2144325	M	65.4
2144326	F	41.3
2144326	M	62.2
2144327	F	64.4
2144327	M	59
2144328	F	50
2144328	M	67.8
2144329	F	51.2
2144329	M	70.6
2144330	F	52.1
2144330	M	74.3
2144331	F	52.6
2144331	M	68
2144332	F	64.7
2144332	M	58.3
2144333	F	37.7
2144333	M	59.4
2144334	F	55.2
2144334	M	66.1
2144335	F	52
2144335	M	70.4
2144336	F	52.7
2144336	M	62.3
2144401	F	57.1
2144401	M	77.7
2144402	F	48.9
2144402	M	71.1
2144403	F	52.7
2144403	M	67.6
2144404	F	45.3
2144404	M	66.7
2144405	F	53.9
2144405	M	71.4
2144406	F	53.7
2144406	M	71.9
2144407	F	52.4
2144407	M	65.6
2144408	F	54.5
2144408	M	71.6
2144409	F	55.1
2144409	M	71.4
2144410	F	47.2
2144410	M	67.2
2144411	F	48
2144411	M	74
2144412	F	47.8
2144412	M	68.5
2144413	F	35.1
2144413	M	57.5
2144414	F	48.3
2144414	M	66.9
2144415	F	21.8
2144415	M	47.4
2144416	F	52.7
2144416	M	70.8
2144417	F	58
2144417	M	72
2144418	F	54.1
2144418	M	76.7
2144419	F	50.9
2144419	M	71.3
2144420	F	54.8
2144420	M	75.9
2144421	F	53.2
2144421	M	77.9
2144423	F	56.8
2144423	M	67.5
2144424	F	4.9
2144501	F	47.8
2144501	M	34
2144502	F	60.5
2144502	M	73.1
2144503	F	60.4
2144503	M	67.4
2144504	F	64.5
2144504	M	73.1
2144505	F	62.4
2144505	M	69.2
2144601	F	56.7
2144601	M	63.8
2144602	F	52.8
2144602	M	64.9
2144603	F	60.1
2144603	M	69.8
2144604	F	48.6
2144604	M	64.7
2144605	F	47.7
2144605	M	65.3
2144606	F	31.5
2144606	M	44.2
2144607	F	60.5
2144607	M	65.5
2144608	F	57.4
2144608	M	58.5
2144609	F	56.5
2144609	M	67.1
2144610	F	58.1
2144610	M	63.9
2144611	F	55.9
2144611	M	66.5
2144612	F	62.8
2144612	M	67.9
2144613	F	52.5
2144613	M	57.3
2144614	F	60.3
2144614	M	69.6
2144615	F	35
2144615	M	57.3
2144616	F	59.4
2144616	M	66.9
2144617	F	50.6
2144617	M	63.6
2144618	F	53.6
2144618	M	59.6
2144619	F	52.7
2144619	M	60.7
2144620	F	53.9
2144620	M	65.8
2144621	F	44.9
2144621	M	48.7
2144622	F	62.4
2144622	M	68.5
2144623	F	53.4
2144623	M	55.1
2144624	F	40.9
2144624	M	51.7
2144625	F	53.2
2144625	M	62.4
2144626	F	52.3
2144626	M	73.1
2144627	F	63.2
2144627	M	67.5
2144628	F	38.6
2144628	M	53.4
2144629	F	45.3
2144629	M	67.2
2144630	F	46
2144630	M	51.8
2144631	F	45.1
2144631	M	57.1
2144632	F	39.7
2144632	M	59.9
2144633	F	64.6
2144633	M	68.2
2144634	F	53.8
2144634	M	69
2144635	F	49.4
2144635	M	63.5
2144636	F	58.8
2144636	M	61
2144637	F	41.7
2144637	M	60.7
2144638	F	58.8
2144638	M	68.3
2144639	F	63.4
2144639	M	76
2144640	F	100
2144641	F	57
2144641	M	70.1
2144642	F	56.8
2144642	M	68.2
2144643	F	54.2
2144643	M	68
2144644	F	53.9
2144644	M	64.9
2144645	F	57.6
2144645	M	68.3
2144646	F	53.1
2144646	M	61.8
2144647	F	59.9
2144647	M	61.4
2144648	F	68.1
2144648	M	64
2144649	F	60.7
2144649	M	76.3
2144650	F	49
2144650	M	64.1
2144652	F	60
2144652	M	69.1
2144653	F	61.5
2144653	M	71
2144654	F	51.1
2144654	M	64.3
2144701	F	55.3
2144701	M	67.9
2144702	F	45.7
2144702	M	54.3
2144703	F	57
2144703	M	56
2144704	F	27.8
2144704	M	43.1
2144705	F	55.5
2144705	M	69.6
2144706	F	55
2144706	M	67.5
2144707	F	53.7
2144707	M	58.5
2144708	F	65.7
2144708	M	70.8
2144709	F	64.2
2144709	M	67.7
2144710	F	51.7
2144710	M	57.5
2144711	F	48.3
2144711	M	61.2
2144712	F	50.6
2144712	M	61.9
2144713	F	62.1
2144713	M	67
2144714	F	45.3
2144714	M	68.9
2144715	F	57
2144715	M	69
2144716	F	59.9
2144716	M	68
2144717	F	62.1
2144717	M	72.7
2144718	F	38.1
2144718	M	50.4
2144719	F	59.5
2144719	M	69.1
2144720	F	55.5
2144720	M	53.6
2144721	F	61.2
2144721	M	66.7
2144722	F	51.2
2144722	M	60.7
2144723	F	53.6
2144723	M	64.8
2144724	F	57.4
2144724	M	68.9
2144725	F	46
2144725	M	57.9
2144726	F	57.3
2144726	M	73.8
2144727	F	57.5
2144727	M	66.9
2144728	F	58.3
2144728	M	65
2144729	F	61.2
2144729	M	65.3
2144730	F	58.3
2144730	M	64.3
2144801	F	52.1
2144801	M	63.9
2144802	F	62.8
2144802	M	66.8
2144803	F	68.3
2144803	M	58.1
2144804	F	68.4
2144804	M	74.3
2144805	F	51.9
2144805	M	62.7
2144806	F	56.8
2144806	M	64.8
2144807	F	68.9
2144807	M	77.7
2144808	F	47.6
2144808	M	52.9
2144809	F	61.4
2144809	M	75.7
2144810	F	59.6
2144810	M	68.4
2144811	F	43.7
2144811	M	60.6
2144812	F	51.7
2144812	M	69.3
2144813	F	57.7
2144813	M	63.6
2144814	F	52.9
2144814	M	55.2
2144815	F	64.2
2144815	M	71.6
2144816	F	52.4
2144816	M	71.6
2144817	F	66.1
2144817	M	71.9
2144818	F	47
2144818	M	59.9
2144819	F	63.9
2144819	M	65.4
2144820	F	57.6
2144820	M	68.4
2144821	F	56.7
2144821	M	68.6
2144822	F	50.4
2144822	M	63.3
2144823	F	47.1
2144823	M	56.6
2144824	F	73.3
2144824	M	75.2
2144825	F	71.3
2144825	M	74.4
2144826	F	63.7
2144826	M	67.9
2144827	F	54.5
2144827	M	68
2144828	F	68
2144828	M	76.7
2144829	F	63.1
2144829	M	72
2144830	F	68.7
2144830	M	75.7
2144832	F	61.5
2144832	M	74.4
2144833	F	53.1
2144833	M	65.3
2144834	F	61.9
2144834	M	64.3
2144835	F	55.7
2144835	M	68.2
2144901	F	60.9
2144901	M	67.4
2144902	F	73.9
2144902	M	71.9
2144903	F	60.2
2144903	M	64.3
2144904	F	61.9
2144904	M	63.2
2144905	F	53.3
2144905	M	63.8
2144906	F	68.2
2144906	M	70.7
2144907	F	58.3
2144907	M	65.3
2144908	F	74.5
2144908	M	75.9
2145001	F	56.7
2145001	M	59.5
2145002	F	52.3
2145002	M	62.9
2145003	F	44.9
2145003	M	62.4
2145004	F	60.3
2145004	M	62.9
2145005	F	37.2
2145005	M	60.8
2145006	F	40.1
2145006	M	56.7
2145007	F	55.3
2145007	M	61.1
2145008	F	61.2
2145008	M	76.7
2145009	F	56.6
2145009	M	64
2145010	F	49.8
2145010	M	55.8
2145011	F	52.3
2145011	M	67.7
2145012	F	56.5
2145012	M	61.5
2145013	F	44.8
2145013	M	63.4
2145014	F	53.3
2145014	M	53.9
2145015	F	58.6
2145015	M	62.9
2145016	F	52.2
2145016	M	66.5
2145017	F	60.4
2145017	M	74.4
2145018	F	55.5
2145018	M	70.8
2145019	F	44.9
2145019	M	56.2
2145021	F	58.2
2145021	M	68.6
2145022	F	48
2145022	M	72.9
2145023	F	60.6
2145023	M	70.2
2145024	F	59.5
2145024	M	67.5
2145025	F	53.6
2145025	M	64.2
2145026	F	59.3
2145026	M	70.1
2145027	F	46.3
2145027	M	57.9
2145028	F	66.9
2145028	M	71.4
2145029	F	57.9
2145029	M	59.1
2145030	F	60.5
2145030	M	69.3
2145031	F	42.5
2145031	M	52
2145032	F	62.6
2145032	M	76.1
2145033	F	62.7
2145033	M	68.7
2145034	F	53.5
2145034	M	61
2145035	F	59.1
2145035	M	73.1
2145036	F	57.4
2145036	M	63.2
2145037	F	57.9
2145037	M	65.8
2145038	F	63.2
2145038	M	63.2
2145101	F	65.2
2145101	M	77.8
2145102	F	60.8
2145102	M	68
2145103	F	26.1
2145103	M	35.3
2145104	F	36.5
2145104	M	49.6
2145105	F	56.2
2145105	M	61.4
2145106	F	52.7
2145106	M	63.8
2145107	F	56.7
2145107	M	54.5
2145108	F	45.2
2145108	M	65.8
2145109	F	51.2
2145109	M	65.3
2145110	F	47.6
2145110	M	70.5
2145111	F	65.2
2145111	M	61.2
2145112	F	46.1
2145112	M	59.7
2145113	F	56.2
2145113	M	69.4
2145114	F	59.8
2145114	M	66.9
2145115	F	60.3
2145115	M	68.2
2145116	F	56.8
2145116	M	69.3
2145117	F	50
2145117	M	57.7
2145118	F	62.3
2145118	M	60.7
2145119	F	62.7
2145119	M	71.3
2145120	F	56.9
2145120	M	55.1
2145121	F	64.7
2145121	M	64.1
2145122	F	61.4
2145122	M	67
2145123	F	55.2
2145123	M	62.4
2145124	F	37.5
2145124	M	48.4
2145125	F	52.8
2145125	M	58.3
2145126	F	2.2
2145126	M	2.7
2145201	F	55.4
2145201	M	62.3
2145202	F	55.7
2145202	M	67.9
2145203	F	51.3
2145203	M	65.3
2145204	F	52.9
2145204	M	64
2145205	F	57.9
2145205	M	70.1
2145206	F	62.7
2145206	M	70.5
2145208	F	58.9
2145208	M	66.4
2145209	F	54.9
2145209	M	68.4
2145210	F	60.1
2145210	M	62.7
2145211	F	60.5
2145211	M	63.9
2145212	F	68.7
2145212	M	70.2
2145213	F	56.9
2145213	M	68.2
2145301	F	53.3
2145301	M	57.2
2145302	F	49
2145302	M	76.1
2145303	F	63.2
2145303	M	74.2
2145304	F	57
2145304	M	72.1
2145305	F	46.6
2145305	M	48.1
2145306	F	42.8
2145306	M	51
2145307	F	53.4
2145307	M	66.4
2145308	F	42.9
2145308	M	52.6
2145309	F	53.2
2145309	M	63.2
2145310	F	47.7
2145310	M	64.6
2145312	F	50
2145312	M	62.3
2145313	F	58.1
2145313	M	54.9
2145314	F	49.6
2145314	M	74.8
2145315	F	47.1
2145315	M	55.1
2145316	F	41.5
2145316	M	60.5
2145317	F	48.4
2145317	M	68.3
2145318	F	35.4
2145318	M	46
2145319	F	67.5
2145319	M	55.9
2145320	F	43.3
2145320	M	57.1
2145321	F	54.4
2145321	M	68.8
2145322	F	45.1
2145322	M	68.8
2145323	F	50.2
2145323	M	68.2
2145324	F	55.9
2145324	M	66.8
2145325	F	49.2
2145325	M	54.9
2145326	F	59.1
2145326	M	71.2
2145327	F	52.3
2145327	M	59
2145328	F	52.8
2145328	M	64
2145329	F	50
2145329	M	58.6
2145330	F	26
2145330	M	51.5
2145331	F	48.8
2145331	M	60.9
2145332	F	43.2
2145332	M	51.4
2145333	F	51.9
2145333	M	60.2
2145401	F	55.8
2145401	M	68.8
2145402	F	65.1
2145402	M	61.8
2145403	F	41.5
2145403	M	58.9
2145404	F	45.6
2145404	M	67
2145405	F	48.9
2145405	M	60.4
2145406	F	56.6
2145406	M	58.1
2145407	F	46.2
2145407	M	54.5
2145408	F	53.2
2145408	M	64
2145409	F	50
2145409	M	61
2145410	F	55.6
2145410	M	64.8
2145411	F	46.2
2145411	M	60.6
2145412	F	45.6
2145412	M	62.3
2145413	F	51.1
2145413	M	63.1
2145414	F	46.1
2145414	M	52
2145415	F	50.3
2145415	M	61.9
2145416	F	39.4
2145416	M	59.8
2145417	F	62.8
2145417	M	70.8
2145418	F	52
2145418	M	63.5
2145419	F	48.9
2145419	M	61.8
2145420	F	47.1
2145420	M	67.8
2145421	F	48.6
2145421	M	59.6
2145422	F	54
2145422	M	58.5
2145423	F	58.3
2145423	M	66.4
2145424	F	40.4
2145424	M	51.2
2145425	F	56.5
2145425	M	61.7
2145426	F	49.5
2145426	M	66.2
2145427	F	60.8
2145427	M	69.6
2145428	F	45.8
2145428	M	59.8
2145429	F	51.5
2145429	M	53.5
2145430	F	55.9
2145430	M	71.7
2145431	F	43.5
2145431	M	54.9
2145432	F	53
2145432	M	64
2145433	F	51.1
2145433	M	62.8
2145435	F	48.9
2145435	M	59.7
2145436	F	48.4
2145436	M	67.2
2145501	F	64.1
2145501	M	72.6
2145502	F	51.5
2145502	M	74.3
2145503	F	52
2145503	M	69.1
2145504	F	64.3
2145504	M	78.5
2145505	F	58.1
2145505	M	66.4
2145506	F	51.2
2145506	M	68.5
2145507	F	56.2
2145507	M	73.8
2145508	F	62.4
2145508	M	71.4
2145509	F	59.5
2145509	M	68.3
2145510	F	51.3
2145510	M	69
2145511	F	59.7
2145511	M	72.8
2145512	F	50
2145512	M	66.9
2145513	F	65.7
2145513	M	68.1
2145514	F	50.9
2145514	M	69.9
2145515	F	53.3
2145515	M	71.4
2145516	F	56.4
2145516	M	66.9
2145517	F	37.1
2145517	M	56.7
2145518	F	61
2145518	M	69.9
2145519	F	55.4
2145519	M	67.2
2145520	F	55
2145520	M	63.1
2145521	F	58.1
2145521	M	72.8
2145522	F	56.1
2145522	M	70.9
2145523	F	58.6
2145523	M	67.2
2145524	F	59.3
2145524	M	65.7
2145525	F	58.5
2145525	M	72.4
2145526	F	50.6
2145526	M	62.7
2145527	F	54.8
2145527	M	67.3
2145528	F	49.1
2145528	M	61.9
2145529	F	55.2
2145529	M	78.7
2145530	F	50.5
2145530	M	63.9
2145531	F	60.3
2145531	M	63.5
2145532	F	54.4
2145532	M	67
2145533	F	53.9
2145533	M	68.9
2145534	F	46.2
2145534	M	73.4
2145601	F	51.7
2145601	M	67.1
2145602	F	43.5
2145602	M	59.9
2145603	F	62.5
2145603	M	69.4
2145604	F	59.2
2145604	M	64.5
2145605	F	43.5
2145605	M	58.8
2145607	F	48.6
2145607	M	72.8
2145608	F	37
2145608	M	56.1
2145609	F	47
2145609	M	70.3
2145610	F	50.6
2145610	M	71.8
2145611	F	58.2
2145611	M	76.2
2145612	F	60.8
2145612	M	68.7
2145613	F	57.3
2145613	M	66.3
2145614	F	40.5
2145614	M	56.3
2145615	F	55
2145615	M	72.4
2145616	F	45.9
2145616	M	65.2
2145617	F	46.8
2145617	M	56.3
2145618	F	48.7
2145618	M	71.1
2145619	F	46.6
2145619	M	61.9
2145620	F	46.2
2145620	M	60.5
2145621	F	42
2145621	M	54.1
2145622	F	39.8
2145622	M	48.2
2145623	F	37.5
2145623	M	64.4
2145624	F	49.4
2145624	M	66.2
2145625	F	52.9
2145625	M	73.8
2145626	F	60.8
2145626	M	67.2
2145629	F	54.6
2145629	M	58.3
2145630	F	48
2145630	M	63.3
2145631	F	55
2145631	M	68.7
2145632	F	50.8
2145632	M	65.1
2145701	F	66.7
2145701	M	69.1
2145702	F	65.3
2145702	M	72.2
2145703	F	66
2145703	M	73.5
2145704	F	59
2145704	M	71.4
2145705	F	55.6
2145705	M	78.7
2145706	F	59.7
2145706	M	71.1
2145707	F	58.5
2145707	M	69.8
2145708	F	63.7
2145708	M	72.7
2145709	F	55.5
2145709	M	73.6
2145710	F	63.6
2145710	M	77.3
2145711	F	61.2
2145711	M	73.4
2145712	F	65.8
2145712	M	74.3
2145713	F	67.4
2145713	M	66.5
2145714	F	61.5
2145714	M	65.4
2145715	F	51.6
2145715	M	66.7
2145716	F	55.8
2145716	M	65.8
2145717	F	57.3
2145717	M	75.8
2145718	F	68.1
2145718	M	75.4
2145719	F	54.1
2145719	M	64.9
2145720	F	60.4
2145720	M	71.8
2145722	F	68.5
2145722	M	74.1
2145723	F	64.1
2145723	M	64
2145724	F	72.5
2145724	M	67.3
2145725	F	58.7
2145725	M	67.1
2145726	F	59.1
2145726	M	72.9
2145727	F	57.7
2145727	M	64.5
2145728	F	58.4
2145728	M	65.9
2145729	F	70.6
2145729	M	77.1
2145730	F	58.5
2145730	M	70.5
2145731	F	60
2145731	M	70.9
2145801	F	51.9
2145801	M	72.6
2145802	F	51.5
2145802	M	69.4
2145803	F	48.1
2145803	M	66.5
2145804	F	49.5
2145804	M	67.8
2145805	F	59
2145805	M	71.5
2145806	F	50.7
2145806	M	68
2145807	F	59.7
2145807	M	62.4
2145808	F	55.9
2145808	M	68.2
2145809	F	50.4
2145809	M	66.4
2145810	F	54.3
2145810	M	61.5
2145811	F	52.9
2145811	M	70.3
2145812	F	50.7
2145812	M	71.5
2145813	F	51.1
2145813	M	61.8
2145814	F	49
2145814	M	62.8
2145815	F	52.2
2145815	M	68.7
2145816	F	56.9
2145816	M	63.3
2145817	F	56
2145817	M	67.6
2145818	F	58.5
2145818	M	76.1
2145819	F	57.6
2145819	M	68.2
2145820	F	48.4
2145820	M	63.2
2145821	F	66.2
2145821	M	70.9
2145822	F	57.8
2145822	M	62
2145823	F	52
2145823	M	68.9
2145824	F	59.2
2145824	M	74.6
2145825	F	53.2
2145825	M	69.3
2145826	F	50.4
2145826	M	65.8
2145827	F	52.4
2145827	M	65.7
2145828	F	49.7
2145828	M	65.2
2145829	F	52
2145829	M	64.1
2145830	F	54.6
2145830	M	67.9
2145831	F	63.2
2145831	M	65
2145832	F	52.8
2145832	M	71.1
2145833	F	51.8
2145833	M	70.2
2145834	F	48.8
2145834	M	69.8
2145835	F	66.1
2145835	M	73.8
2145836	F	47.6
2145836	M	61.1
2145837	F	59.4
2145837	M	67.5
2145901	F	42.8
2145901	M	58.5
2145902	F	37.6
2145902	M	59.9
2145903	F	47.4
2145903	M	63.7
2145904	F	38.3
2145904	M	57.2
2145905	F	45.4
2145905	M	61.8
2145906	F	51.5
2145906	M	68.5
2145907	F	36.3
2145907	M	56.7
2145908	F	51.2
2145908	M	62.2
2145909	F	38.1
2145909	M	57.1
2145910	F	46.3
2145910	M	67.8
2145911	F	44.7
2145911	M	62.8
2145912	F	32.8
2145912	M	47.7
2145913	F	29.9
2145913	M	50.3
2145914	F	39.6
2145914	M	46.4
2145915	F	44.7
2145915	M	61.3
2145916	F	41
2145916	M	66.4
2145917	F	52.1
2145917	M	60.8
2145918	F	40.5
2145918	M	59.4
2145919	F	42
2145919	M	59.8
2145920	F	39.1
2145920	M	62.7
2145921	F	48.1
2145921	M	50
2145922	F	48.7
2145922	M	70.2
2145923	F	51.7
2145923	M	59.9
2146001	F	40
2146001	M	57.1
2146002	F	43
2146002	M	56.9
2146003	F	38.5
2146003	M	54.6
2146004	F	41.4
2146004	M	58
2146005	F	25.1
2146005	M	37.1
2146006	F	46.3
2146006	M	61.2
2146007	F	40.5
2146007	M	46.3
2146008	F	37.2
2146008	M	59.5
2146009	F	42.2
2146009	M	54.3
2146010	F	44.7
2146010	M	55.3
2146011	F	39.3
2146011	M	61.8
2146012	F	46.2
2146012	M	54.5
2146013	F	37.5
2146013	M	52.1
2146014	F	42.7
2146014	M	51.5
2146015	F	44.8
2146015	M	61.4
2146016	F	49.1
2146016	M	59.3
2146017	F	36.9
2146017	M	47.6
2146018	F	42.6
2146018	M	53.2
2146019	F	42.6
2146019	M	53.8
2146020	F	27.8
2146020	M	43.4
2146021	F	43.4
2146021	M	59.4
2146022	F	44.1
2146022	M	60.7
2146023	F	23.5
2146023	M	42.2
2146024	F	45
2146024	M	57.6
2146025	F	36.7
2146025	M	54.3
2146026	F	46.4
2146026	M	58.1
2146027	F	40.5
2146027	M	52.8
2146028	F	38.3
2146028	M	57.5
2146029	F	45.9
2146029	M	59.9
2146030	F	38.5
2146030	M	48.5
2146031	F	42.4
2146031	M	58.1
2146032	F	47.1
2146032	M	56.4
2146033	F	39.2
2146033	M	56.3
2146034	F	42.6
2146034	M	57
2146035	F	32.4
2146035	M	47
2146101	F	48.6
2146101	M	64.7
2146102	F	53.6
2146102	M	69.7
2146103	F	54.5
2146103	M	57.7
2146104	F	57.7
2146104	M	66.7
2146105	F	46.1
2146105	M	71.8
2146106	F	43.6
2146106	M	62.8
2146107	F	47.9
2146107	M	71.6
2146109	F	63.9
2146109	M	75.6
2146110	F	59.3
2146110	M	60.4
2146111	F	49.7
2146111	M	62.3
2146112	F	10.4
2146112	M	19.1
2146113	F	68.7
2146113	M	69.9
2146201	F	55
2146201	M	66.5
2146202	F	60.8
2146202	M	79.3
2146203	F	65.2
2146203	M	62.6
2146204	F	62.1
2146204	M	67
2146205	F	56.7
2146205	M	67.7
2146206	F	57.6
2146206	M	72.5
2146207	F	41.9
2146207	M	70.1
2146208	F	62.9
2146208	M	74.6
2146209	F	59.6
2146209	M	75.7
2146210	F	53.3
2146210	M	68.9
2146211	F	60.9
2146211	M	76.5
2146212	F	58.1
2146212	M	76.9
2146213	F	66.2
2146213	M	79.7
2146301	F	59.2
2146301	M	65.7
2146302	F	59.1
2146302	M	67.3
2146303	F	55.9
2146303	M	69.8
2146304	F	62.8
2146304	M	71.4
2146305	F	65.3
2146305	M	67.8
2146306	F	60.5
2146306	M	71.7
2146307	F	59.5
2146307	M	68.2
2146308	F	60.9
2146308	M	62.9
2146309	F	65.4
2146309	M	74.8
2146310	F	54.4
2146310	M	70
2146311	F	62.2
2146311	M	68
2146312	F	57
2146312	M	79.2
2146313	F	61.9
2146313	M	70.8
2146314	F	53.5
2146314	M	66.4
2146315	F	57.9
2146315	M	74.5
2146316	F	61.7
2146316	M	64.9
2146317	F	58.7
2146317	M	72.5
2146318	F	53.5
2146318	M	74.8
2146319	F	62.1
2146319	M	73.1
2146320	F	58.7
2146320	M	65.5
2146321	F	57.9
2146321	M	75.9
2146322	F	60.4
2146322	M	66.3
2146323	F	43.8
2146323	M	52.4
2146324	F	64.8
2146324	M	71.7
2146325	F	65.4
2146325	M	74
2146326	F	63.9
2146326	M	68.4
2146327	F	56.5
2146327	M	66.7
2146328	F	63.8
2146328	M	70.2
2146329	F	57.4
2146329	M	68.9
2146330	F	65.8
2146330	M	77.3
2146331	F	55.5
2146331	M	52.7
2146332	F	54.4
2146332	M	77.3
2146333	F	60.5
2146333	M	59.6
2146334	F	52
2146334	M	55.9
2146335	F	61.7
2146335	M	66.5
2146336	F	56.4
2146336	M	67.4
2146337	F	62.1
2146337	M	77.6
2146338	F	50
2146338	M	100
2146339	F	51.9
2146339	M	71.4
2146340	F	55.6
2146340	M	68.4
2146341	F	63.2
2146341	M	74
2146342	F	59.6
2146342	M	78.9
2146343	F	56.4
2146343	M	72.3
2146344	F	69.3
2146344	M	70.3
2146401	F	62.1
2146401	M	77
2146402	F	57.2
2146402	M	74.8
2146403	F	56.1
2146403	M	81.1
2146404	F	59.4
2146404	M	69.6
2146405	F	58.8
2146405	M	76
2146406	F	51
2146406	M	69.9
2146407	F	60
2146407	M	70
2146408	F	61.8
2146408	M	76.6
2146409	F	63.4
2146409	M	73.2
2146410	F	48.8
2146410	M	70.4
2146411	F	59.3
2146411	M	65
2146412	F	58.2
2146412	M	76.6
2146413	F	52.7
2146413	M	68.8
2146414	F	47.6
2146414	M	95.2
2146415	F	48.9
2146415	M	62.2
2146501	F	48.5
2146501	M	66.4
2146502	F	24.1
2146502	M	36.4
2146503	F	67.3
2146503	M	83.1
2146504	F	58.5
2146504	M	79.4
2146505	F	58.2
2146505	M	72.2
2146506	F	58.2
2146506	M	77
2146507	F	58.7
2146507	M	70.3
2146508	F	63.5
2146508	M	80.1
2146509	F	55.1
2146509	M	76.4
2146510	F	64.6
2146510	M	76.2
2146511	F	62.4
2146511	M	72.8
2146512	F	64.7
2146512	M	72.3
2146513	F	64.2
2146513	M	73.1
2146514	F	56.3
2146514	M	78.9
2146515	F	55.3
2146515	M	70.6
2146516	F	51.7
2146516	M	75
2146517	F	59.6
2146517	M	82.3
2146518	F	61.1
2146518	M	74.3
2146519	F	61.5
2146519	M	76.7
2146521	F	65.9
2146521	M	74.1
2146522	F	60
2146522	M	71.2
2146523	F	62
2146523	M	80.7
2146524	F	62.9
2146524	M	74.8
2146525	F	66.1
2146525	M	83.4
2146526	F	62.5
2146526	M	73.2
2146527	F	60
2146527	M	72.6
2146528	F	57.3
2146528	M	79.5
2146529	F	63.2
2146529	M	77.5
2146530	F	64.9
2146530	M	82.1
2146531	F	61.2
2146531	M	76
2146532	F	62.1
2146532	M	75.8
2146533	F	59.9
2146533	M	77.7
2146534	F	55.2
2146534	M	70.9
2146535	F	57.1
2146535	M	71.1
2146537	F	59.9
2146537	M	77.7
2146538	F	58
2146538	M	75.2
2146539	F	62.6
2146539	M	71.4
2146540	F	56
2146540	M	68.9
2146541	F	57.4
2146541	M	66.7
2146542	F	62.3
2146542	M	76.4
2146543	F	51.5
2146543	M	70.7
2146544	F	57.3
2146544	M	75.7
2146545	F	53.5
2146545	M	70.8
2146546	F	61
2146546	M	80.1
2146547	F	62.8
2146547	M	78.9
2146601	F	56.7
2146601	M	73.2
2146602	F	66.5
2146602	M	77.6
2146603	F	57.8
2146603	M	74.3
2146604	F	54.1
2146604	M	70.5
2146605	F	66
2146605	M	78.8
2146606	F	100
2146606	M	33.3
2146607	F	62
2146607	M	75.2
2146608	F	63.1
2146608	M	72.5
2146609	F	68.8
2146609	M	78.7
2146610	F	54.5
2146610	M	77
2146611	F	56.9
2146611	M	77.5
2146612	F	55.5
2146612	M	79.3
2146613	F	52.3
2146613	M	80.2
2146614	F	67.1
2146614	M	79.3
2146615	F	56.8
2146615	M	77.3
2146616	F	52.1
2146616	M	78.5
2146617	F	66.2
2146617	M	75
2146618	F	66.1
2146618	M	81.6
2146619	F	53.5
2146619	M	74.2
2146620	F	57.2
2146620	M	79.1
2146621	F	63.6
2146621	M	81.3
2146622	F	62.9
2146622	M	73.3
2146623	F	66
2146623	M	77
2146624	F	53.1
2146624	M	70
2146625	F	85.7
2146625	M	63.9
2146626	F	59
2146626	M	78.4
2146701	F	39.1
2146701	M	63.9
2146702	F	69.4
2146702	M	77.9
2146703	F	56.6
2146703	M	64.8
2146704	F	43.7
2146704	M	73.3
2146705	F	45.7
2146705	M	65.6
2146706	F	39.5
2146706	M	52
2146707	F	30.3
2146707	M	49.7
2146708	F	51.7
2146708	M	69.6
2146709	F	34.3
2146709	M	55
2146710	F	45.7
2146710	M	58.7
2146711	F	52.1
2146711	M	67.1
2146712	F	38.7
2146712	M	51
2146713	F	37.8
2146713	M	60.2
2146715	F	57.1
2146715	M	70
2146716	F	43.8
2146716	M	60.4
2146717	F	29.4
2146717	M	40.4
2146718	F	64.6
2146718	M	71.8
2146719	F	31.6
2146719	M	43.4
2146720	F	42.9
2146720	M	59
2146721	F	58.8
2146721	M	56.1
2146722	F	25.5
2146722	M	47.7
2146723	F	50.4
2146723	M	60.5
2146724	F	60.9
2146724	M	73.4
2146725	F	23
2146725	M	33.8
2146726	F	31.5
2146726	M	52.1
2146727	M	2.8
2146728	F	48.3
2146728	M	58
2146729	F	65.3
2146729	M	71.2
2146730	F	38.9
2146730	M	58.5
