SA1_7DIGITCODE_2016	medianRent
2124930	18980
2124931	17160
2124932	19500
2124933	19760
2124934	17680
2124935	
2124936	17732
2124937	17992
2124938	17420
2124939	16796
2124940	17160
2124941	16380
2124942	17212
2124943	18252
2124944	17732
2124945	17992
2124946	16276
2124947	17680
2124949	18824
2125001	16536
2125002	17160
2125003	17160
2125004	16536
2125005	14872
2125006	17992
2125007	15600
2125008	
2125009	17472
2125010	16744
2125011	16692
2125012	16692
2125013	17680
2125014	18200
2125015	17160
2125016	17680
2125017	
2125018	15652
2125019	
2125101	18356
2125102	19188
2125103	16640
2125104	18356
2125105	16796
2125106	17420
2125107	17212
2125108	17992
2125109	17992
2125110	17212
2125111	16016
2125112	18252
2125113	20072
2125114	17680
2125115	17160
2125116	18772
2125117	19032
2125118	7540
2125119	19032
2125120	17160
2125121	18200
2125122	11648
2125123	16224
2125124	17732
2125125	15600
2125126	17212
2125127	18200
2125128	14352
2125401	18200
2125402	19240
2125403	19812
2125404	18772
2125405	20592
2125406	18772
2125407	
2125408	19240
2125409	22932
2125410	21840
2125411	19032
2125412	19760
2125413	18096
2125414	19448
2125415	18720
2125416	20072
2125417	18980
2125418	
2125419	20540
2125420	19136
2125421	17160
2125422	18772
2125423	18720
2125424	19552
2125425	21736
2125426	
2125427	24024
2125428	19240
2125429	18720
2125430	19812
2125431	18252
2125432	
2125433	19084
2125434	20072
2125501	26000
2125502	19968
2125503	22048
2125505	20592
2125506	23972
2125507	
2125508	
2125509	
2125510	
2125511	14664
2125512	18720
2125513	23556
2125514	20956
2125515	
2125516	
2125517	
2125518	19500
2125601	26780
2125602	19240
2125603	19292
2125604	20332
2125605	20852
2125606	19240
2125607	
2125608	19500
2125609	19812
2125610	26780
2125611	19812
2125612	20800
2125613	19916
2125614	28236
2125615	22620
2125616	28132
2125617	19240
2125618	26000
2125619	20332
2125620	20072
2125621	23140
2125622	22360
2125623	
2125624	20800
2125625	23296
2125626	26000
2125627	25116
2125628	21112
2125629	21528
2125630	19760
2125631	19812
2125632	21216
2125633	19812
2125634	18616
2125635	19240
2125636	18720
2125637	18460
2125638	22672
2125639	27040
2125701	
2125702	
2125703	25740
2125704	24596
2125705	22880
2125706	19760
2125707	21632
2125708	23972
2125709	20280
2125710	22516
2125711	20800
2125712	19552
2125713	21476
2125714	23764
2125715	25220
2125716	26832
2125717	4680
2125718	19812
2125719	16796
2125801	
2125802	
2125803	29900
2125804	19032
2125805	20280
2125806	23452
2125807	18252
2125808	
2125809	18252
2125810	25532
2125811	
2125812	23972
2125813	23660
2125814	24960
2125815	28600
2125816	22828
2125817	22360
2125818	
2125819	21320
2125820	
2125821	22360
2125822	23400
2125823	21320
2125824	22932
2125825	23452
2125826	21476
2125827	9828
2125828	18616
2125901	20280
2125902	20280
2125903	20540
2125904	22776
2125905	20592
2125906	24960
2125907	20332
2125908	22152
2125909	13520
2125910	22308
2125911	25220
2125912	21632
2125913	31252
2125914	19760
2125915	10504
2125916	
2125917	26416
2125918	20800
2125919	22256
2125920	21372
2125921	19032
2125922	21372
2125923	19708
2125924	5668
2125925	18772
2125926	18356
2125927	21892
2125928	9672
2125929	17940
2125930	18252
2125931	20800
2125932	20384
2125933	18512
2125934	19552
2125935	18772
2125936	20488
2125937	20540
2125938	17992
2126001	
2126002	16068
2126003	
2126004	22152
2126005	18200
2126006	17160
2126007	25012
2126008	20696
2126009	18512
2126010	21840
2126011	21840
2126012	32396
2126013	16224
2126014	19240
2126015	19396
2126016	19760
2126017	18876
2126018	19760
2126019	19500
2126020	21112
2126021	8788
2126022	22932
2126023	19500
2126024	
2126025	22984
2126026	22568
2126027	23140
2126028	20956
2126029	23036
2126030	22880
2126031	25532
2126032	23400
2126033	18980
2126034	20852
2126035	21892
2126036	25376
2126037	
2126038	21892
2126039	15600
2126040	20696
2126041	16380
2126042	23192
2126043	21112
2126044	25844
2126045	28808
2126046	20852
2126047	20852
2126101	20488
2126102	21528
2126103	18512
2126104	16900
2126105	
2126106	19240
2126107	19188
2126108	21840
2126109	19708
2126110	
2126111	24440
2126112	
2126113	
2126114	20696
2126115	
2126116	20540
2126117	22204
2126118	17108
2126119	31200
2126120	27144
2126121	32396
2126122	31928
2126123	18252
2126124	
2126125	18616
2126126	
2126127	32500
2126128	26416
2126129	20748
2126130	
2126131	26780
2126132	30160
2126133	
2126134	
2126135	20436
2126136	20800
2126137	
2126138	18512
2126139	20592
2126201	
2126202	
2126203	12740
2126204	
2126205	16640
2126206	20176
2126207	26000
2126208	
2126209	7956
2126210	
2126211	20228
2126212	16900
2126213	23192
2126214	20800
2126215	13000
2126216	21112
2126217	
2126218	
2126219	
2126220	
2126221	22152
2126222	27612
2126223	16120
2126224	18200
2126225	
2126226	
2126227	14404
2126228	20072
2126229	15600
2126230	
2126231	14664
2126232	18460
2126301	15600
2126302	16120
2126303	15652
2126304	
2126305	17992
2126306	18200
2126307	14820
2126308	16796
2126309	16172
2126310	18200
2126311	20020
2126312	20332
2126313	20332
2126314	23400
2126315	18876
2126316	19916
2126317	17992
2126318	18200
2126319	18200
2126320	18252
2126321	13208
2126322	18616
2126323	20540
2126324	18200
2126325	15392
2126326	16536
2126327	
2126328	
2126329	20800
2126330	18720
2126501	18200
2126502	16900
2126503	21060
2126504	19292
2126505	18200
2126506	22412
2126507	18200
2126508	23192
2126509	21892
2126510	
2126511	22412
2126512	16952
2126513	20228
2126514	25376
2126515	23400
2126516	19084
2126517	26728
2126518	22100
2126519	22568
2126520	25012
2126521	25740
2126522	
2126523	17992
2126524	22932
2126525	23400
2126526	23400
2126527	20644
2126528	
2126529	20280
2126530	20800
2126531	25220
2126532	17212
2126533	20332
2126534	
2126535	23400
2126536	26052
2126537	26936
2126538	13520
2126539	23036
2126540	21892
2126541	19448
2126542	
2126543	8268
2126544	20800
2126601	19552
2126602	18356
2126603	
2126604	
2126605	
2126606	17160
2126607	17732
2126608	19500
2126609	23400
2126610	
2126611	20696
2126612	19240
2126613	17472
2126614	16900
2126615	16692
2126616	20800
2126617	16796
2126618	17212
2126619	16172
2126620	16796
2126621	17680
2126622	16172
2126623	18980
2126624	20332
2126625	18720
2126626	21164
2126627	20384
2126628	16536
2126629	
2126630	19812
2126631	18408
2126632	18200
2126633	18200
2126634	13832
2126635	16692
2126636	16380
2126637	17992
2126638	16640
2126639	21528
2126640	19448
2126641	19812
2126642	19552
2126643	17732
2126644	16640
2126645	29900
2126646	24336
2126647	16952
2126648	20852
2126701	17888
2126702	18356
2126703	19656
2126704	19604
2126705	18096
2126706	17992
2126707	18408
2126708	19916
2126709	16640
2126710	18200
2126711	18200
2126712	18772
2126713	19240
2126714	16276
2126715	18252
2126716	14560
2126717	16692
2126718	21216
2126719	18252
2126720	17160
2126721	16120
2126722	21008
2126723	20332
2126724	18720
2126725	16952
2126726	17680
2126727	17732
2126728	16796
2126729	17056
2126730	17160
2126731	20852
2126732	19292
2126733	23920
2126734	18096
2126735	18252
2126736	18772
2126737	18460
2126738	18720
2126739	18772
2126740	19812
2126741	16744
2126742	17160
2126743	16744
2126744	18148
2126745	17212
2126746	21112
2126747	21320
2126801	17108
2126802	21372
2126803	17940
2126804	19500
2126805	22932
2126806	21112
2126807	22672
2126808	26572
2126809	19604
2126810	17524
2126811	21736
2126812	25636
2126813	17108
2126814	18720
2126815	17992
2126816	19032
2126817	18772
2126818	24024
2126819	
2126820	18928
2126821	20800
2126822	22360
2126823	
2126901	18200
2126902	21840
2126903	19240
2126904	18096
2126905	18772
2126906	7800
2126907	20540
2126908	30680
2126909	20332
2126910	8580
2126911	20280
2126912	20800
2126913	20592
2126914	18772
2126915	16224
2126916	19032
2126917	18200
2126918	19188
2126919	18200
2126920	18616
2126921	20020
2126922	8944
2127001	20800
2127002	19760
2127003	19604
2127004	18252
2127005	20800
2127006	19240
2127007	17940
2127008	16692
2127009	19500
2127010	18200
2127011	18772
2127012	18980
2127013	18200
2127014	22880
2127015	20540
2127016	17992
2127017	18720
2127018	19084
2127019	16796
2127020	18356
2127021	20800
2127022	16224
2127023	20332
2127024	20384
2127025	20956
2127026	18564
2127027	20540
2127028	17888
2127029	20280
2127030	20124
2127031	16848
2127032	19760
2127033	21580
2127034	19292
2127035	19188
2127036	
2127037	18200
2127038	18460
2127039	16744
2127040	
2127101	
2127102	17940
2127103	21372
2127104	17160
2127105	20072
2127106	20800
2127107	19760
2127108	18772
2127109	18876
2127110	20176
2127111	20592
2127112	18772
2127113	17836
2127114	19500
2127115	18616
2127116	20072
2127117	19916
2127118	19812
2127119	18200
2127120	17420
2127121	17472
2127122	20072
2127123	17160
2127124	14404
2127125	13052
2127126	12012
2127127	20384
2127128	5408
2127129	
2127201	17836
2127202	22360
2127203	20280
2127204	16796
2127205	17420
2127206	9880
2127207	20280
2127208	17056
2127209	21372
2127210	20436
2127211	21996
2127212	18096
2127213	20696
2127214	19812
2127215	21112
2127216	20280
2127217	16640
2127218	20956
2127219	20020
2127220	20800
2127221	21008
2127222	19916
2127223	18772
2127224	26000
2127225	17732
2127301	21320
2127302	25428
2127303	22100
2127304	
2127305	21840
2127306	25792
2127307	24180
2127308	17576
2127309	21892
2127310	24024
2127311	11856
2127312	21372
2127313	21996
2127314	22880
2127315	20852
2127316	23036
2127317	26000
2127318	20124
2127319	21736
2127320	21632
2127321	23400
2127322	26208
2127323	25012
2127324	26520
2127325	22360
2127326	22672
2127327	16016
2127328	26364
2127329	24648
2127330	24128
2127401	16120
2127402	
2127403	19188
2127404	18720
2127405	14820
2127406	16276
2127407	21320
2127408	17212
2127409	9620
2127410	12012
2127411	17576
2127412	18876
2127413	13936
2127414	18096
2127415	15236
2127416	19500
2127417	
2127418	17680
2127419	14612
2127420	15600
2127421	13520
2127422	17680
2127423	14300
2127424	20800
2127425	20020
2127426	
2127427	16484
2127428	18512
2127429	21840
2127430	15600
2127431	
2127501	18252
2127502	19240
2127503	18304
2127504	19136
2127505	21372
2127506	20332
2127507	21736
2127508	15652
2127509	
2127510	20176
2127511	18200
2127512	20852
2127513	19760
2127514	18408
2127515	16380
2127516	23972
2127517	13520
2127518	19916
2127519	19500
2127520	
2127521	22412
2127522	20280
2127523	21372
2127524	18460
2127525	20020
2127601	16432
2127602	15600
2127603	16640
2127604	15600
2127605	17472
2127606	16432
2127607	16900
2127608	16692
2127609	15600
2127610	17420
2127611	9360
2127612	7280
2127613	15600
2127614	13260
2127615	
2127616	14040
2127617	12116
2127618	13000
2127619	15028
2127620	9256
2127621	20800
2127622	12220
2127623	10400
2127624	17992
2127625	18200
2127626	16120
2127627	16276
2127628	4004
2127629	7800
2127630	2392
2127631	10920
2127632	14560
2127633	19240
2127634	15600
2127635	15600
2127701	18252
2127702	17836
2127703	17888
2127704	18772
2127705	19812
2127706	
2127707	20020
2127708	18720
2127709	17680
2127710	18096
2127711	
2127712	18408
2127713	18200
2127714	18252
2127715	
2127716	16120
2127717	15652
2127718	18720
2127719	15600
2127720	18252
2127801	17316
2127802	
2127803	17732
2127804	14300
2127805	13728
2127806	11960
2127807	17992
2127808	17940
2127809	18772
2127810	20540
2127811	
2127812	20800
2127813	24024
2127814	24440
2127815	18356
2127816	17056
2127817	15600
2127818	22100
2127819	20592
2127820	23400
2127821	
2127822	16328
2127823	15600
2127824	17992
2127825	18460
2127826	15600
2127827	19916
2127828	13000
2127829	16692
2127830	15600
2127831	17992
2127832	18980
2127833	24024
2127834	19552
2127835	17992
2127836	17160
2127837	16224
2127838	
2127839	18096
2127840	17420
2127841	17680
2127842	17212
2127843	22152
2127844	16640
2127845	17732
2127846	25532
2127847	23400
2127901	10816
2127902	
2127903	17576
2127904	16900
2127905	17576
2127906	18252
2127907	17212
2127908	17420
2127909	17160
2127910	14300
2127911	16172
2127912	
2127913	15600
2127914	
2128001	19812
2128002	18200
2128003	11284
2128004	15912
2128005	17992
2128006	19500
2128007	17160
2128008	14976
2128009	14560
2128010	17472
2128011	16692
2128012	18200
2128013	19812
2128014	16484
2128015	19812
2128016	17992
2128017	
2128018	17940
2128101	14560
2128102	18772
2128103	17264
2128104	18304
2128105	15600
2128106	18200
2128107	18096
2128108	24856
2128109	20800
2128110	17264
2128111	18616
2128112	22620
2128113	25532
2128114	18980
2128115	18304
2128116	18200
2128117	18720
2128118	16640
2128119	12480
2128120	19396
2128121	20800
2128122	20956
2128123	19916
2128124	19032
2128125	18200
2128126	17680
2128127	19136
2128128	18980
2128129	18772
2128130	19760
2128131	18616
2128132	18772
2128133	18200
2128134	18304
2128135	17680
2128136	
2128137	17940
2128138	20488
2128139	20540
2128140	20800
2128141	21320
2128142	25220
2128143	18096
2128144	21580
2128145	16224
2128146	19760
2128147	17472
2128201	14560
2128202	18252
2128203	14456
2128204	15600
2128205	15808
2128206	15080
2128207	20800
2128208	11752
2128209	18200
2128210	14404
2128211	21892
2128212	15600
2128213	23400
2128214	12792
2128215	19292
2128216	16276
2128217	
2128218	19396
2128219	15600
2128220	20280
2128221	15496
2128222	18772
2128223	16120
2128224	15600
2128225	23140
2128226	20228
2128227	
2128228	15080
2128229	
2128230	
2128231	
2128232	20592
2128301	16692
2128302	15600
2128303	17732
2128304	10660
2128305	11752
2128306	15600
2128307	18200
2128308	16900
2128309	14352
2128310	17732
2128311	17888
2128312	15600
2128313	17056
2128314	10556
2128315	20280
2128316	16068
2128317	10400
2128318	18460
2128319	16380
2128320	15600
2128321	10400
2128322	15080
2128323	15860
2128324	16796
2128325	15704
2128326	16692
2128401	18772
2128402	19396
2128403	17784
2128404	19916
2128405	15600
2128406	18720
2128407	15808
2128408	17680
2128409	19396
2128410	15184
2128411	16016
2128412	20540
2128413	18512
2128414	19240
2128415	15600
2128416	7020
2128417	16120
2128418	17680
2128419	17628
2128420	18200
2128421	5460
2128422	18980
2128423	18720
2128424	15860
2128425	17316
2128426	19760
2128427	17420
2128501	
2128502	19760
2128503	17940
2128504	18200
2128505	19292
2128506	17160
2128507	18980
2128508	
2128509	12480
2128510	7800
2128511	18616
2128512	
2128513	14092
2128514	12740
2128515	17680
2128516	16640
2128517	16120
2128518	16900
2128519	6500
2128520	16796
2128521	10400
2128522	16900
2128523	
2128524	16640
2128525	18252
2128526	15756
2128601	10920
2128602	13676
2128603	9776
2128604	16640
2128605	15704
2128606	15080
2128607	13000
2128608	15600
2128609	
2128610	13780
2128612	14560
2128613	12896
2128614	13000
2128615	15600
2128616	15600
2128617	12480
2128618	14040
2128619	13000
2128620	14820
2128621	14560
2128622	13520
2128623	11752
2128625	14300
2128626	13780
2128627	14040
2128628	12636
2128629	13520
2128630	13780
2128631	13260
2128632	16120
2128633	
2128634	7800
2128635	10400
2128636	
2128637	15080
2128638	13520
2128639	14560
2128640	
2128641	10036
2128642	5772
2128643	11128
2128644	15340
2128645	
2128646	13208
2128647	13416
2128648	15080
2128649	13260
2128650	15860
2128651	
2128652	14040
2128653	
2128654	16120
2128655	17160
2128656	
2128657	18200
2128701	11492
2128702	20852
2128703	14820
2128705	28496
2128706	20956
2128707	19240
2128708	20696
2128710	14560
2128711	20800
2128712	17680
2128713	20020
2128714	15080
2128715	
2128716	19760
2128717	23400
2128718	18876
2128719	19760
2128720	18824
2128721	14300
2128722	18720
2128723	18200
2128724	
2128725	19240
2128726	
2128801	5200
2128802	12480
2128803	13260
2128804	13000
2128805	9100
2128806	9100
2128807	15600
2128808	9880
2128809	14196
2128810	15340
2128811	13000
2128812	11440
2128813	14300
2128814	14196
2128815	13520
2128816	15080
2128817	14976
2128818	
2128819	5408
2128820	13260
2128821	19500
2128822	11440
2128823	15340
2128901	
2128902	18720
2128903	15184
2128904	13520
2128905	18876
2128906	14300
2128907	16640
2128908	16588
2128909	18720
2128910	18200
2128911	18720
2128912	17992
2128913	
2128914	16640
2128915	
2128916	19240
2128917	18928
2128918	19812
2128919	
2128920	17160
2128921	22100
2128922	14196
2128923	10660
2128924	10036
2128925	18200
2128926	15600
2128927	15860
2128928	26000
2128929	18200
2128930	17680
2128931	19760
2128932	16016
2128933	
2128934	15600
2128935	17940
2128936	13000
2128937	10400
2128938	16120
2128939	
2128940	19500
2128941	
2128942	16120
2128943	17056
2128944	15600
2128945	15600
2128946	
2128947	17056
2128948	
2128949	16796
2128950	16796
2128951	18980
2128952	
2128953	15600
2129001	13000
2129002	14040
2129003	7956
2129004	18200
2129005	11440
2129006	13000
2129007	11440
2129008	10400
2129009	14040
2129010	12792
2129011	13000
2129012	12480
2129013	9620
2129014	10400
2129015	13780
2129016	13572
2129017	15600
2129103	15080
2129104	15600
2129105	15600
2129109	15080
2129110	14820
2129111	16276
2129112	
2129113	14300
2129114	15340
2129115	17160
2129116	16172
2129117	14560
2129118	16640
2129119	14560
2129121	15600
2129122	14924
2129123	16432
2129124	16900
2129125	16640
2129126	16640
2129127	17160
2129128	15652
2129129	15600
2129130	17160
2129131	16692
2129132	16640
2129133	20800
2129134	17680
2129135	18720
2129136	16380
2129137	15132
2129138	14976
2129139	20280
2129140	19500
2129141	19760
2129142	17264
2129206	14560
2129207	13520
2129208	14300
2129209	13780
2129210	17680
2129211	14404
2129212	14872
2129214	17940
2129215	16380
2129216	17732
2129217	15080
2129218	14456
2129219	15392
2129220	15236
2129221	15600
2129222	14820
2129223	15340
2129225	20800
2129227	14560
2129229	17732
2129230	16640
2129231	20228
2129232	19500
2129233	17836
2129235	
2129236	17680
2129237	17160
2129238	23400
2129239	17420
2129240	18252
2129241	3952
2129242	18720
2129243	
2129244	16432
2129245	19708
2129246	18772
2129247	22620
2129248	17160
2129249	18720
2129250	18720
2129251	17680
2129252	19500
2129253	18200
2129254	18460
2129255	17420
2129256	18720
2129257	17576
2129258	16120
2129259	
2129260	18200
2129261	17992
2129262	18720
2129263	18200
2129264	18720
2129265	15600
2129266	
2129267	18096
2129268	17420
2129269	18252
2129301	19240
2129302	17940
2129303	17680
2129304	17732
2129305	19240
2129306	17160
2129308	22880
2129309	22308
2129310	17680
2129311	18980
2129312	16640
2129313	17108
2129314	23660
2129315	20020
2129316	18512
2129317	24024
2129318	20332
2129319	18252
2129320	21216
2129321	
2129322	19240
2129323	23400
2129324	26520
2129325	20800
2129326	21580
2129327	17420
2129328	19396
2129329	
2129331	24024
2129332	18720
2129333	20280
2129334	16744
2129335	23712
2129336	22880
2129337	
2129338	17732
2129339	17056
2129340	16588
2129341	17212
2129342	16640
2129343	17420
2129344	16692
2129345	15132
2129346	18720
2129347	
2129348	16640
2129349	21320
2129350	17004
2129351	20384
2129352	20540
2129353	22360
2129354	
2129355	29328
2129356	25220
2129357	10920
2129401	21320
2129404	18980
2129405	18616
2129408	17160
2129409	20800
2129411	19292
2129412	18980
2129413	18408
2129414	18772
2129415	20800
2129416	16692
2129417	16640
2129418	18720
2129419	17160
2129420	20540
2129421	19240
2129422	21372
2129424	18772
2129425	17160
2129426	17940
2129427	18200
2129428	20800
2129429	22880
2129432	19136
2129433	17992
2129434	18720
2129435	23712
2129437	
2129438	20072
2129439	23556
2129440	
2129441	23972
2129442	18720
2129443	23140
2129444	
2129445	22880
2129446	22880
2129447	23400
2129448	22100
2129449	22620
2129450	18824
2129451	22932
2129452	7176
2129453	22360
2129454	23140
2129455	22776
2129456	20800
2129457	23608
2129458	18720
2129459	21372
2129460	22360
2129461	20852
2129462	26000
2129463	20696
2129464	21320
2129465	18720
2129466	26000
2129467	21580
2129468	19136
2129469	24128
2129501	13936
2129502	
2129503	
2129504	16640
2129505	14508
2129506	16224
2129507	14872
2129508	15496
2129509	
2129510	15600
2129511	12740
2129512	14560
2129513	15132
2129514	15600
2129515	15600
2129516	14716
2129517	14196
2129518	14092
2129519	14560
2129520	15496
2129521	11076
2129522	14300
2129523	8112
2129524	15600
2129525	15600
2129526	14768
2129701	17160
2129702	17160
2129703	18460
2129704	18200
2129705	19188
2129706	18772
2129707	18200
2129708	17680
2129709	17316
2129710	17316
2129711	17160
2129712	20800
2129713	16536
2129714	16952
2129715	14872
2129716	15600
2129717	15600
2129718	14716
2129719	18096
2129720	
2129721	16224
2129722	15600
2129723	16692
2129724	18252
2129725	16380
2129726	18096
2129901	14716
2129902	
2129903	
2129904	
2129905	19656
2129906	23400
2129908	16900
2129909	18720
2129910	18200
2129911	23400
2129912	
2129913	
2129914	31200
2129915	14040
2129916	
2129917	
2129918	24700
2129919	17680
2129920	18200
2130001	14820
2130002	18460
2130003	15236
2130004	14508
2130005	15600
2130006	15600
2130007	16640
2130008	16640
2130009	14924
2130010	20436
2130013	19760
2130016	15600
2130017	14300
2130018	14976
2130019	14040
2130021	14976
2130022	16120
2130023	15600
2130024	14040
2130025	15132
2130026	15236
2130027	14924
2130028	15600
2130029	15080
2130030	14040
2130031	15600
2130032	15600
2130033	15600
2130034	15600
2130035	11492
2130036	
2130037	
2130038	14560
2130039	15132
2130040	14040
2130041	18512
2130042	17212
2130043	19240
2130044	18252
2130045	14040
2130046	19656
2130047	18252
2130048	19708
2130049	18200
2130050	
2130051	
2130052	19760
2130053	19240
2130054	18252
2130055	16692
2130056	13000
2130101	18720
2130102	18200
2130103	18720
2130104	18824
2130105	19188
2130108	17472
2130109	18980
2130110	19552
2130111	20800
2130113	20800
2130114	19760
2130115	19812
2130116	19812
2130117	20800
2130118	19292
2130119	21216
2130120	5148
2130121	19760
2130122	18200
2130123	20800
2130124	20800
2130125	20280
2130126	19500
2130127	18200
2130128	19240
2130129	21060
2130130	20280
2130131	20228
2130132	20800
2130133	19812
2130134	19760
2130135	19812
2130136	21840
2130137	19812
2130201	15600
2130202	16016
2130203	15912
2130204	15600
2130205	15600
2130206	16640
2130207	16120
2130208	16068
2130209	16120
2130210	15600
2130211	17056
2130212	16796
2130214	16172
2130215	16640
2130216	16640
2130217	15340
2130218	
2130219	16380
2130220	16640
2130221	15600
2130222	16952
2130223	16796
2130224	16640
2130225	16952
2130228	20436
2130229	19760
2130230	20800
2130231	18512
2130232	19552
2130233	20748
2130234	19812
2130235	20332
2130236	20332
2130237	19760
2130238	19916
2130239	19344
2130240	20384
2130241	19240
2130242	20384
2130243	20176
2130301	17992
2130302	15808
2130303	17576
2130305	15600
2130306	22880
2130307	
2130308	16120
2130309	15600
2130310	8580
2130311	13676
2130312	15600
2130313	16120
2130314	15600
2130315	23920
2130316	29016
2130317	21840
2130318	25376
2130319	23400
2130401	16640
2130402	16172
2130403	16120
2130404	17680
2130405	16640
2130406	17264
2130407	16120
2130408	17732
2130412	16432
2130413	16432
2130414	16120
2130416	16432
2130417	15600
2130418	15600
2130419	16120
2130420	16380
2130421	19760
2130422	19032
2130423	20332
2130424	20280
2130425	19760
2130426	16120
2130427	18096
2130428	17680
2130429	17680
2130430	18460
2130431	16120
2130432	18720
2130433	18772
2130434	17888
2130445	17680
2130501	15964
2130502	16380
2130503	16848
2130504	17212
2130505	16640
2130506	16640
2130507	16120
2130508	16536
2130509	15600
2130510	15600
2130511	16744
2130512	16016
2130513	17420
2130514	16744
2130515	17680
2130516	15860
2130517	15080
2130518	16692
2130519	16120
2130520	16016
2130521	16640
2130522	17992
2130523	15600
2130524	15652
2130525	16016
2130526	
2130527	17992
2130528	17420
2130529	18252
2130530	16536
2130531	16120
2130532	16692
2130533	16640
2130534	16380
2130535	16380
2130536	16900
2130537	16796
2130538	16536
2130539	16796
2130540	16380
2130541	16848
2130542	18200
2130544	17160
2130545	16796
2130546	16796
2130547	16172
2130548	16692
2130549	17056
2130550	19656
2130551	18460
2130601	20332
2130602	
2130603	
2130605	18200
2130606	19812
2130607	18200
2130608	19292
2130609	
2130611	18356
2130612	13468
2130614	20800
2130615	20800
2130616	23400
2130617	17680
2130618	22464
2130619	21424
2130620	20852
2130621	20332
2130622	19812
2130623	19292
2130624	22412
2130625	19292
2130626	19500
2130627	19760
2130628	18200
2130629	20280
2130630	19084
2130631	20592
2130801	16276
2130802	17524
2130803	17680
2130804	20800
2130805	18096
2130806	19760
2130807	
2130808	14560
2130809	13000
2130810	17160
2130811	13520
2130812	19240
2130813	15340
2130814	21424
2130815	
2130816	16640
2130817	13000
2130818	10660
2130819	9620
2130820	15860
2130821	15340
2130822	14820
2130901	20176
2130902	20332
2130903	19656
2130904	18200
2130905	22516
2130906	22100
2130907	18980
2130908	18096
2130909	17992
2130910	20072
2130911	17992
2130912	18252
2130913	18200
2130914	18720
2130915	13052
2130916	18772
2130917	20436
2130918	17940
2130919	20384
2130920	
2130921	24128
2130922	17732
2130923	20800
2130924	19552
2130925	20384
2130926	21008
2130927	10400
2130928	18200
2130929	5720
2130930	17992
2130931	
2130932	21944
2131001	19760
2131002	19760
2131003	18200
2131004	17212
2131005	18200
2131006	18200
2131007	17680
2131008	17680
2131009	18772
2131010	16796
2131011	19188
2131012	16328
2131013	15392
2131014	16172
2131015	18252
2131016	17732
2131017	19812
2131018	18720
2131019	19032
2131020	17992
2131021	15756
2131022	18720
2131023	18668
2131024	18668
2131025	17368
2131026	17732
2131027	
2131028	17680
2131029	20644
2131030	18356
2131101	15600
2131102	15496
2131103	15184
2131104	15600
2131105	15600
2131106	14820
2131107	15184
2131108	17888
2131109	16848
2131110	13936
2131111	15236
2131112	16640
2131113	15600
2131114	11856
2131116	
2131117	15600
2131118	15600
2131119	13572
2131120	13520
2131121	13000
2131122	16692
2131123	15392
2131124	15964
2131125	14612
2131126	17160
2131127	15548
2131128	14560
2131129	14976
2131130	16640
2131131	17212
2131132	13000
2131133	13000
2131134	15860
2131135	15600
2131136	14560
2131137	16640
2131138	15600
2131139	13520
2131140	12948
2131141	16640
2131142	14404
2131143	13520
2131144	14404
2131145	14976
2131146	14040
2131147	17212
2131148	14820
2131149	14560
2131150	7956
2131151	15860
2131152	15600
2131153	16224
2131154	14456
2131155	14404
2131156	15652
2131157	12792
2131158	15600
2131159	14040
2131160	
2131161	14092
2131162	15132
2131163	15600
2131164	20280
2131201	13208
2131202	17056
2131203	16432
2131204	17004
2131205	16692
2131206	14040
2131207	15600
2131208	16328
2131209	14560
2131210	13572
2131211	14560
2131212	16796
2131213	16692
2131214	18720
2131215	17108
2131216	16380
2131217	15340
2131218	15600
2131219	14404
2131220	15236
2131221	14508
2131222	16744
2131223	16952
2131224	14560
2131225	14456
2131226	17160
2131227	15600
2131228	13988
2131229	15340
2131230	8840
2131231	15652
2131232	13260
2131233	20540
2131234	16380
2131235	16172
2131236	17316
2131237	15600
2131238	17680
2131239	18200
2131240	
2131241	17160
2131242	17160
2131243	17680
2131244	17160
2131245	16692
2131246	17680
2131247	20280
2131248	19812
2131249	17472
2131250	17628
2131251	18304
2131252	18200
2131253	13000
2131254	15652
2131255	17472
2131301	18408
2131302	16692
2131303	23712
2131304	15600
2131305	19032
2131306	20800
2131307	21840
2131308	23556
2131309	6240
2131310	19396
2131311	26052
2131312	20800
2131313	21840
2131314	18356
2131315	17940
2131316	19188
2131317	22464
2131318	21372
2131319	21320
2131320	21320
2131321	21320
2131322	17680
2131323	20384
2131324	19240
2131325	11440
2131326	
2131401	16796
2131404	15600
2131405	31200
2131406	19604
2131407	19292
2131408	22152
2131409	15080
2131410	14664
2131411	20384
2131412	13000
2131413	16900
2131414	18200
2131415	18512
2131416	19760
2131417	
2131418	17420
2131419	17108
2131420	16900
2131421	17680
2131422	18408
2131423	
2131424	
2131425	14404
2131426	17160
2131427	18408
2131428	18252
2131429	19604
2131430	18304
2131431	13052
2131432	18616
2131433	18772
2131434	17472
2131435	16848
2131436	17992
2131437	18720
2131438	17160
2131439	17420
2131440	16796
2131441	17836
2131442	17680
2131443	18980
2131444	19812
2131445	17732
2131446	19292
2131447	26520
2131448	23400
2131449	22568
2131450	25480
2131451	23660
2131452	27040
2131453	22620
2131454	22776
2131455	22828
2131456	26000
2131457	27092
2131458	26000
2131459	
2131460	26260
2131461	26052
2131601	16692
2131602	10400
2131603	17004
2131604	15600
2131605	14404
2131606	15600
2131607	17472
2131608	17680
