SA1_7DIGITCODE_2016	medianRent
1147723	
1147724	14144
1147725	21424
1147726	24856
1147727	21840
1147728	21840
1147729	28600
1147730	
1147731	28600
1147732	24960
1147733	10452
1147734	13000
1147735	10972
1147736	14040
1147737	23400
1147738	26676
1147739	
1147740	26520
1147741	13468
1147742	23400
1147743	20800
1147744	18980
1147745	25220
1147746	25480
1147747	20280
1147748	8060
1147749	21840
1147750	25740
1147751	16484
1147752	10816
1147801	21320
1147802	25740
1147803	9100
1147804	28600
1147805	10400
1147806	6084
1147807	13208
1147808	20800
1147809	10452
1147810	31200
1147811	30940
1147812	28080
1147813	27976
1147814	
1147815	30680
1147816	28600
1147817	21320
1147818	27040
1147819	25480
1147820	9620
1147821	29640
1147822	16120
1147823	16640
1147824	13000
1147825	28600
1147826	20800
1147827	21996
1147828	12168
1147829	23972
1147830	22360
1147831	23556
1147832	22880
1147833	27560
1147834	27560
1147835	31460
1147836	24700
1147837	11700
1147838	11960
1147901	19240
1147902	21320
1147903	22620
1147904	20800
1147905	21840
1147906	20800
1147907	15496
1147908	23400
1147909	
1147910	21840
1147911	21840
1147912	11128
1147913	23660
1147914	19084
1147915	12480
1147916	9100
1147917	
1147918	19500
1147919	6812
1147920	6500
1147921	20800
1147922	20800
1147923	21840
1147924	18980
1147925	19760
1147926	21320
1147927	20800
1147928	
1147929	24440
1147930	20280
1147931	8996
1147932	6760
1147933	16640
1147934	20540
1147935	33540
1147936	
1147937	
1147938	
1147939	13000
1147940	17680
1147941	10764
1147942	16744
1147943	23920
1148001	15600
1148002	8320
1148003	8580
1148004	7436
1148005	18200
1148006	14248
1148007	20280
1148008	18200
1148009	22620
1148010	19760
1148011	18460
1148012	16120
1148013	20800
1148014	19500
1148015	18200
1148016	8060
1148017	10400
1148018	
1148019	20280
1148020	19760
1148021	18200
1148022	19760
1148023	11752
1148024	24960
1148025	10452
1148026	10296
1148027	11752
1148028	9568
1148029	16120
1148030	15080
1148031	15080
1148032	14820
1148101	21840
1148102	23920
1148103	21840
1148104	22880
1148105	21996
1148106	20800
1148107	21840
1148108	23920
1148109	10400
1148110	23920
1148111	22100
1148112	22360
1148113	20800
1148114	19500
1148115	13416
1148116	21580
1148117	22516
1148118	22360
1148119	19760
1148120	19760
1148121	17160
1148122	23400
1148123	20020
1148124	19760
1148125	22360
1148126	20644
1148127	15600
1148128	22880
1148129	19240
1148130	17420
1148131	19136
1148132	19240
1148133	
1148134	
1148135	17680
1148136	21580
1148137	19240
1148138	18720
1148139	19500
1148140	23140
1148141	25896
1148142	22880
1148143	
1148144	
1148145	20800
1148146	21840
1148202	31200
1148203	32240
1148205	22360
1148206	22880
1148207	
1148208	23920
1148209	23920
1148210	19760
1148211	8580
1148212	20800
1148213	22620
1148214	9880
1148215	21840
1148216	15340
1148217	25480
1148218	23140
1148219	24180
1148220	25480
1148221	23400
1148222	26000
1148223	24440
1148224	21060
1148225	22360
1148226	22880
1148227	22360
1148228	23400
1148229	25740
1148230	23660
1148231	22880
1148232	27300
1148233	24960
1148234	21320
1148235	7280
1148236	24960
1148237	23140
1148238	22360
1148239	22256
1148240	22620
1148241	23296
1148242	26000
1148243	26676
1148244	23400
1148245	24440
1148246	24076
1148247	30160
1148248	21996
1148249	23920
1148250	23660
1148251	24700
1148252	23920
1148253	24180
1148254	20540
1148255	23296
1148257	24700
1148258	23920
1148259	32656
1148260	32240
1148261	31460
1148262	28600
1148263	23660
1148264	22360
1148301	10920
1148302	15704
1148303	11024
1148304	11960
1148305	21840
1148306	
1148307	20020
1148308	9620
1148309	13000
1148310	8788
1148311	13780
1148312	22100
1148313	23400
1148314	8476
1148316	22360
1148317	21060
1148318	18876
1148319	18200
1148320	21320
1148321	18720
1148322	20800
1148323	19344
1148324	21580
1148325	19500
1148326	20800
1148327	20800
1148328	19760
1148329	18200
1148330	11960
1148331	14248
1148332	23400
1148333	20800
1148334	
1148335	17316
1148336	13000
1148337	20020
1148338	8008
1148339	8372
1148340	10920
1148341	11180
1148342	11180
1148343	19188
1148344	19760
1148401	21840
1148402	21840
1148403	18200
1148404	22880
1148405	19760
1148406	20800
1148407	22620
1148408	22100
1148409	8580
1148410	23400
1148411	26520
1148412	25480
1148413	23400
1148414	19188
1148415	16692
1148416	23920
1148417	20800
1148418	
1148419	18200
1148420	23140
1148421	20956
1148422	20800
1148423	10660
1148424	20800
1148425	23400
1148426	20020
1148427	24180
1148428	23400
1148429	23556
1148430	22880
1148431	19760
1148432	14560
1148433	20800
1148434	22620
1148435	23400
1148436	21840
1148437	21840
1148438	21476
1148439	22880
1148440	18720
1148441	18200
1148442	18200
1148501	24440
1148502	21840
1148503	21840
1148504	23140
1148505	23244
1148506	22360
1148507	21840
1148508	8580
1148509	22880
1148510	10192
1148511	22880
1148512	23400
1148513	23920
1148514	24960
1148515	24700
1148516	13000
1148517	25480
1148518	20800
1148519	23400
1148520	23400
1148521	20280
1148522	23660
1148523	16640
1148524	19240
1148525	23400
1148527	18200
1148528	16640
1148529	22880
1148530	24180
1148531	19760
1148532	23400
1148533	25220
1148534	24700
1148535	21996
1148536	23400
1148537	13884
1148538	23400
1148539	23400
1148540	24440
1148541	19760
1148542	18460
1148543	18720
1148544	18720
1148545	20020
1148546	19760
1148547	18720
1148548	19760
1148549	20020
1148550	20280
1148551	25480
1148552	24336
1148553	23400
1148554	22360
1148555	23400
1148556	19240
1148557	18980
1148558	19240
1148559	24076
1148560	
1148561	23400
1148601	
1148701	
1148901	25480
1148902	22880
1148903	20800
1148904	23400
1148905	21840
1148906	22620
1148907	8944
1148908	20280
1148909	20540
1148910	23400
1148911	24024
1148912	21840
1148913	23920
1148914	
1148915	20280
1148916	9880
1148917	21476
1148918	23660
1148919	19760
1148920	19760
1148921	20800
1148922	25896
1148923	21736
1148924	20800
1148925	26520
1148926	15340
1148927	9880
1148928	19656
1148929	19760
1148930	20020
1148931	18980
1148932	20280
1148933	26260
1148934	20800
1148935	28340
1148936	26000
1148937	21580
1148938	21840
1148939	20800
1148940	20800
1148941	21320
1148942	23400
1148943	25480
1148944	26780
1148945	26000
1148946	21320
1148947	21320
1148948	24960
1148949	24700
1148950	24960
1149001	30160
1149002	29900
1149003	
1149004	27560
1149005	28080
1149006	33280
1149007	31720
1149008	26000
1149009	33540
1149010	28600
1149011	28340
1149012	27872
1149013	26676
1149014	31096
1149015	27040
1149016	30680
1149017	26416
1149018	27040
1149101	29380
1149102	26000
1149103	25480
1149104	
1149105	24180
1149110	
1149111	20800
1149112	21840
1149113	21320
1149114	27300
1149115	21320
1149116	22360
1149117	21320
1149118	21320
1149119	24336
1149120	18200
1149121	26520
1149122	24700
1149123	26520
1149124	25480
1149125	13520
1149126	27560
1149127	
1149128	24960
1149130	23400
1149133	21320
1149134	25740
1149136	22360
1149137	22880
1149138	22880
1149139	24960
1149140	22360
1149141	24960
1149142	25480
1149143	21840
1149144	
1149145	24440
1149146	
1149147	23400
1149148	24960
1149149	18616
1149150	23920
1149151	25220
1149152	22828
1149153	22100
1149154	8736
1149201	23140
1149202	22360
1149203	19656
1149205	21840
1149206	26000
1149207	21320
1149208	22360
1149209	
1149210	
1149212	20020
1149213	20800
1149214	24440
1149215	21320
1149216	27040
1149217	18720
1149218	19240
1149219	19240
1149220	21320
1149221	19760
1149222	20800
1149223	19500
1149224	19760
1149225	19240
1149226	20540
1149227	19760
1149228	21320
1149229	20800
1149230	20540
1149231	21840
1149232	19760
1149233	19760
1149234	22360
1149236	26000
1149237	24180
1149238	21320
1149239	20800
1149240	21320
1149241	19760
1149242	20800
1149243	18720
1149244	19240
1149245	20852
1149246	21840
1149247	22880
1149248	23400
1149249	21840
1149250	20280
1149251	24960
1149252	29120
1149253	29640
1149254	24180
1149255	28080
1149256	20800
1149257	21840
1149258	23400
1149259	26260
1149301	21840
1149302	22360
1149303	9100
1149304	11180
1149305	23400
1149306	23660
1149307	24700
1149308	5148
1149309	23400
1149310	21996
1149311	16640
1149312	21320
1149313	13000
1149314	21996
1149315	21580
1149316	23660
1149317	20384
1149318	22100
1149319	
1149320	21840
1149321	23140
1149322	21840
1149323	21320
1149324	22100
1149325	23140
1149326	35360
1149327	19760
1149328	23400
1149329	18200
1149330	22360
1149331	23400
1149332	22880
1149333	22880
1149334	12532
1149335	23400
1149336	10192
1149337	19136
1149338	22360
1149339	21320
1149340	21580
1149341	23400
1149342	23140
1149343	20540
1149344	23920
1149345	21320
1149346	21736
1149347	23920
1149401	25480
1149402	26520
1149403	24960
1149404	26520
1149405	23816
1149406	29120
1149407	26416
1149408	26520
1149409	26936
1149410	26780
1149411	26000
1149412	26468
1149413	26000
1149414	25480
1149415	27040
1149416	9880
1149417	28080
1149418	27456
1149419	28080
1149420	22100
1149421	28600
1149422	28600
1149423	26000
1149424	26520
1149425	24960
1149426	28860
1149501	32760
1149502	22880
1149503	25116
1149504	24440
1149505	23920
1149506	24440
1149507	32240
1149508	29796
1149509	32240
1149510	31200
1149511	31980
1149512	26156
1149513	30680
1149514	31824
1149515	9620
1149516	30160
1149517	39000
1149518	25220
1149519	24440
1149520	26000
1149521	30680
1149522	25376
1149523	29640
1149524	31200
1149525	31720
1149526	31200
1149527	31980
1149528	30160
1149529	33020
1149530	30160
1149531	28080
1149532	24284
1149533	32240
1149534	29640
1149535	25740
1149536	33800
1149537	30680
1149538	28080
1149539	31304
1149540	29120
1149541	34996
1149542	30160
1149543	20020
1149544	31200
1149545	29640
1149546	28600
1149547	33800
1149548	24700
1149549	31200
1149550	28600
1149551	34996
1149552	33800
1149553	31460
1149554	30160
1149555	26416
1149556	30680
1149557	24700
1149558	32760
1149601	30160
1149602	27300
1149603	33800
1149604	28600
1149605	24700
1149606	31876
1149607	30680
1149608	27040
1149609	25220
1149610	28080
1149611	
1149612	
1149613	28184
1149614	34320
1149615	33800
1149616	29120
1149617	15600
1149618	25844
1149619	27820
1149620	8996
1149621	30420
1149622	27040
1149623	29120
1149624	35100
1149625	24440
1149626	21320
1149627	40040
1149628	21840
1149629	39000
1149630	37960
1149631	35880
1149632	28600
1149633	7124
1149634	24960
1149635	33020
1149636	35880
1149637	31772
1149638	34372
1149639	28600
1149640	22360
1149641	30680
1149642	39260
1149643	35880
1149644	28080
1149645	27352
1149646	36920
1149647	41080
1149648	39000
1149649	27560
1149650	
1149701	31200
1149702	28600
1149703	31200
1149704	28808
1149705	27560
1149706	21736
1149707	22360
1149708	23400
1149709	26000
1149710	28340
1149711	30732
1149712	28340
1149713	29120
1149714	31200
1149715	31200
1149716	21320
1149717	31200
1149718	19084
1149719	11440
1149720	21840
1149721	22308
1149722	32240
1149723	8788
1149724	20800
1149725	25480
1149726	31200
1149727	11856
1149728	31460
1149729	31720
1149730	31200
1149731	31720
1149732	31200
1149733	29120
1149734	31200
1149735	31200
1149736	33280
1149737	27716
1149738	31720
1149739	31460
1149740	30680
1149741	30472
1149742	32240
1149743	29640
1149744	28600
1149745	27040
1149746	29120
1149747	30940
1149748	28080
1149749	11336
1149750	29120
1149751	21840
1149752	21840
1149753	30940
1149754	26000
1149801	34320
1149802	21320
1149803	25532
1149804	30160
1149805	34008
1149806	31720
1149807	31460
1149808	29640
1149809	28080
1149810	35672
1149811	5616
1149812	7852
1149813	32500
1149814	40560
1149815	27820
1149816	20800
1149817	22360
1149818	19760
1149819	22360
1149820	28600
1149821	42380
1149822	36816
1149823	5512
1149824	25740
1149825	36452
1149826	21580
1149827	34320
1149828	35880
1149829	33800
1149830	39000
1149831	8944
1149832	27612
1149833	9464
1149834	32500
1149835	20800
1149901	21736
1149902	23400
1149903	49400
1149904	26520
1149905	14300
1149906	8216
1149907	26468
1149908	
1149909	23920
1149910	26676
1149911	23816
1149912	44200
1149913	31148
1149914	6552
1149915	23660
1149916	29640
1149917	62660
1149918	70200
1149919	65000
1149920	41080
1149921	36920
1149922	24024
1149923	31200
1149924	33800
1150001	
1150002	26520
1150003	32136
1150004	22360
1150005	25116
1150006	25480
1150007	22620
1150008	25376
1150009	24960
1150010	28600
1150011	29900
1150012	14820
1150013	27196
1150014	22880
1150015	24440
1150016	24960
1150017	24440
1150018	23400
1150019	25740
1150020	27300
1150021	11700
1150022	
1150023	23400
1150024	
1150025	34476
1150026	9100
1150027	21840
1150028	23400
1150029	27560
1150030	42120
1150031	33904
1150032	33800
1150033	24440
1150034	23920
1150035	13780
1150036	31200
1150037	29380
1150038	30940
1150039	39000
1150040	31200
1150041	9360
1150042	11804
1150043	31200
1150101	31200
1150102	28860
1150103	26000
1150104	12948
1150105	29952
1150106	31200
1150107	36400
1150108	33540
1150109	14820
1150110	11128
1150111	31460
1150112	47736
1150113	22620
1150114	
1150115	27040
1150116	29900
1150117	31200
1150118	29900
1150119	
1150120	30732
1150121	31200
1150122	29640
1150123	38220
1150124	36296
1150125	
1150126	27300
1150127	21840
1150128	26780
1150129	43160
1150130	33800
1150131	30680
1150132	15340
1150301	30836
1150302	19760
1150303	28600
1150304	24700
1150305	28600
1150306	20800
1150308	28600
1150309	26520
1150310	18720
1150311	28600
1150312	22880
1150313	27040
1150314	19240
1150315	20800
1150316	30576
1150317	21372
1150318	20800
1150320	31460
1150321	45760
1150322	20800
1150323	21060
1150324	21320
1150325	31460
1150326	19240
1150327	31200
1150328	26416
1150329	
1150330	20020
1150331	26000
1150333	25740
1150334	19760
1150335	28496
1150336	30940
1150337	11024
1150338	23920
1150339	25480
1150340	20540
1150341	20800
1150342	28860
1150343	22360
1150344	20280
1150345	30680
1150401	18720
1150402	10920
1150403	7852
1150404	10764
1150405	15600
1150406	17160
1150407	13000
1150408	13000
1150409	15080
1150410	10348
1150411	13780
1150412	8736
1150413	6240
1150414	12896
1150415	8060
1150416	5564
1150417	18720
1150418	15600
1150419	12220
1150420	11180
1150421	5512
1150422	12480
1150423	8580
1150424	10400
1150425	10816
1150426	10920
1150427	18200
1150428	11440
1150429	15964
1150430	18096
1150431	
1150432	13104
1150433	10140
1150434	14716
1150435	13364
1150436	7852
1150437	14560
1150438	18460
1150439	16120
1150440	8840
1150441	12064
1150501	19136
1150502	19760
1150503	20800
1150504	18460
1150505	19760
1150506	23660
1150507	21580
1150508	24960
1150509	21320
1150510	18200
1150511	17940
1150512	24440
1150513	21840
1150514	18200
1150516	18200
1150517	21840
1150518	18200
1150519	28600
1150521	18720
1150522	20020
1150523	18200
1150524	
1150601	26000
1150604	16796
1150606	22100
1150607	8840
1150608	18200
1150609	18980
1150610	22100
1150612	17316
1150613	21580
1150614	20280
1150615	20800
1150616	28860
1150617	20176
1150618	28080
1150619	8216
1150620	28080
1150621	21320
1150622	20800
1150623	28860
1150624	27560
1150625	28080
1150626	
1150627	28080
1150628	20800
1150629	
1150630	28080
1150631	15080
1150632	18720
1150633	27560
1150901	22360
1150902	22100
1150903	21840
1150904	22100
1150905	23920
1150906	20800
1150907	23400
1150908	11856
1150909	22360
1150910	20800
1150911	20280
1150912	21320
1150913	20800
1150914	21840
1150915	20540
1150916	23400
1150917	5720
1150918	22880
1150919	28600
1150920	20800
1150921	19240
1150922	24960
1150923	22360
1150924	27820
1150925	22360
1150926	29120
1150927	27040
1150928	
1150929	13000
1150930	21320
1150931	14820
1150932	14300
1150933	18980
1150934	13000
1150935	12220
1150936	11700
1151001	21580
1151002	22100
1151003	23400
1151004	22100
1151005	22880
1151006	23920
1151007	23400
1151008	20800
1151009	24492
1151010	26520
1151011	24180
1151012	23400
1151013	23140
1151014	26000
1151015	23400
1151016	18980
1151017	21580
1151018	24960
1151019	23920
1151020	24960
1151021	23400
1151022	23400
1151023	
1151024	23400
1151025	
1151026	22880
1151027	15600
1151028	21060
1151029	26000
1151030	24440
1151031	18200
1151032	23920
1151033	15340
1151034	22620
1151035	24700
1151036	20800
1151037	21840
1151038	31200
1151039	27300
1151040	22360
1151041	28080
1151042	
1151043	
1151044	26000
1151045	
1151046	24856
1151047	26520
1151048	21632
1151049	20800
1151101	15600
1151102	
1151103	15600
1151104	19240
1151105	20800
1151106	15340
1151107	17784
1151108	18200
1151109	19240
1151110	19240
1151111	18200
1151112	18200
1151113	16120
1151114	16120
1151115	17680
1151116	15600
1151117	14820
1151118	16016
1151119	17680
1151120	16640
1151121	18720
1151122	17160
1151123	15600
1151124	15600
1151125	15600
1151126	16640
1151127	16120
1151128	17160
1151129	16120
1151130	16640
1151131	15340
1151132	15600
1151133	18200
1151134	16120
1151135	15600
1151136	18200
1151137	18720
1151138	20800
1151139	19240
1151140	20800
1151141	19760
1151142	15600
1151143	15080
1151144	18200
1151145	16640
1151146	16120
1151147	16120
1151148	17316
1151149	18200
1151150	19760
1151151	19240
1151152	7020
1151153	16640
1151154	18720
1151155	8216
1151156	20280
1151201	5720
1151202	17472
1151203	20280
1151204	19240
1151205	21840
1151206	18876
1151207	20696
1151208	18200
1151209	13000
1151210	8840
1151211	19916
1151212	20800
1151213	20800
1151214	21840
1151215	20800
1151216	6916
1151217	19760
1151218	18200
1151219	20436
1151220	18096
1151221	19760
1151222	8580
1151223	20800
1151224	17160
1151225	20800
1151226	20800
1151227	19240
1151228	19396
1151229	18980
1151230	20696
1151231	21060
1151232	19760
1151233	10244
1151234	14716
1151235	16380
1151236	13000
1151237	18720
1151301	15600
1151302	20540
1151303	23400
1151304	18200
1151305	20800
1151306	18200
1151307	17420
