SA1_7DIGITCODE_2016	HomeCensusNight	persons
1150104	0	16
1150104	1	547
1150105	0	23
1150105	1	552
1150106	0	20
1150106	1	393
1150107	0	8
1150107	1	562
1150108	0	9
1150108	1	292
1150109	0	13
1150109	1	466
1150110	0	27
1150110	1	546
1150111	0	7
1150111	1	410
1150112	0	9
1150112	1	249
1150113	0	6
1150113	1	385
1150115	0	11
1150115	1	582
1150116	0	20
1150116	1	440
1150117	0	10
1150117	1	326
1150118	0	22
1150118	1	354
1150119	0	3
1150119	1	177
1150120	0	4
1150120	1	232
1150121	0	17
1150121	1	321
1150122	0	19
1150122	1	407
1150123	0	17
1150123	1	518
1150124	0	18
1150124	1	417
1150126	0	12
1150126	1	247
1150127	1	39
1150128	0	12
1150128	1	518
1150129	0	15
1150129	1	288
1150130	0	4
1150130	1	364
1150131	0	11
1150131	1	484
1150132	0	12
1150132	1	529
1150301	0	7
1150301	1	158
1150302	0	9
1150302	1	362
1150303	0	19
1150303	1	439
1150304	0	5
1150304	1	459
1150305	0	14
1150305	1	333
1150306	0	30
1150306	1	500
1150308	0	20
1150308	1	500
1150309	0	34
1150309	1	547
1150310	0	11
1150310	1	457
1150311	0	14
1150311	1	491
1150312	0	36
1150312	1	522
1150313	0	27
1150313	1	777
1150314	0	13
1150314	1	755
1150315	0	11
1150315	1	595
1150316	0	12
1150316	1	301
1150317	0	5
1150317	1	313
1150318	0	3
1150318	1	300
1150320	0	24
1150320	1	429
1150321	0	8
1150321	1	203
1150322	0	12
1150322	1	374
1150323	0	18
1150323	1	526
1150324	0	21
1150324	1	726
1150325	0	5
1150325	1	200
1150326	0	12
1150326	1	419
1150327	0	10
1150327	1	371
1150328	0	14
1150328	1	554
1150330	0	16
1150330	1	432
1150331	0	29
1150331	1	832
1150333	0	11
1150333	1	508
1150334	0	15
1150334	1	487
1150335	0	17
1150335	1	535
1150336	0	20
1150336	1	542
1150337	0	20
1150337	1	600
1150338	0	11
1150338	1	443
1150339	0	11
1150339	1	475
1150340	0	6
1150340	1	344
1150341	0	18
1150341	1	246
1150342	0	6
1150342	1	529
1150343	0	13
1150343	1	388
1150344	0	3
1150344	1	386
1150345	0	19
1150345	1	413
1150401	0	13
1150401	1	623
1150402	0	4
1150402	1	332
1150403	0	16
1150403	1	379
1150404	0	11
1150404	1	311
1150405	0	4
1150405	1	265
1150406	0	13
1150406	1	619
1150407	0	8
1150407	1	333
1150408	0	11
1150408	1	346
1150409	0	6
1150409	1	450
1150410	0	7
1150410	1	345
1150411	0	30
1150411	1	436
1150412	0	14
1150412	1	381
1150413	0	20
1150413	1	471
1150414	0	12
1150414	1	370
1150415	0	16
1150415	1	403
1150416	0	5
1150416	1	271
1150417	0	19
1150417	1	466
1150418	0	10
1150418	1	530
1150419	0	14
1150419	1	356
1150420	0	10
1150420	1	423
1150421	0	9
1150421	1	322
1150422	0	34
1150422	1	616
1150423	0	24
1150423	1	449
1150424	0	22
1150424	1	678
1150425	0	16
1150425	1	461
1150426	0	10
1150426	1	307
1150427	0	15
1150427	1	391
1150428	0	28
1150428	1	549
1150429	0	23
1150429	1	592
1150430	0	11
1150430	1	380
1150431	1	9
1150432	0	6
1150432	1	324
1150433	0	5
1150433	1	334
1150434	1	450
1150435	0	3
1150435	1	197
1150436	0	7
1150436	1	232
1150437	0	18
1150437	1	284
1150438	0	24
1150438	1	756
1150439	0	15
1150439	1	545
1150440	0	12
1150440	1	351
1150441	0	8
1150441	1	496
1150501	0	18
1150501	1	479
1150502	0	10
1150502	1	395
1150503	0	13
1150503	1	362
1150504	0	31
1150504	1	657
1150505	0	16
1150505	1	502
1150506	0	13
1150506	1	282
1150507	0	10
1150507	1	299
1150508	0	5
1150508	1	356
1150509	0	6
1150509	1	589
1150510	0	17
1150510	1	446
1150511	0	42
1150511	1	540
1150512	0	13
1150512	1	329
1150513	0	9
1150513	1	399
1150514	0	4
1150514	1	330
1150516	0	21
1150516	1	451
1150517	0	13
1150517	1	248
1150518	0	21
1150518	1	470
1150519	0	21
1150519	1	728
1150521	0	8
1150521	1	335
1150522	0	13
1150522	1	243
1150523	0	14
1150523	1	174
1150524	1	3
1150601	0	17
1150601	1	374
1150604	0	22
1150604	1	476
1150606	0	19
1150606	1	351
1150607	0	9
1150607	1	213
1150608	0	3
1150608	1	106
1150609	0	9
1150609	1	274
1150610	0	10
1150610	1	321
1150612	0	11
1150612	1	390
1150613	0	15
1150613	1	330
1150614	0	4
1150614	1	295
1150615	0	12
1150615	1	293
1150616	0	60
1150616	1	1472
1150617	0	10
1150617	1	332
1150618	0	9
1150618	1	424
1150619	0	12
1150619	1	673
1150620	0	81
1150620	1	2465
1150621	0	10
1150621	1	259
1150622	0	10
1150622	1	322
1150623	0	26
1150623	1	529
1150624	0	9
1150624	1	848
1150625	0	22
1150625	1	848
1150627	0	44
1150627	1	1305
1150628	0	7
1150628	1	65
1150629	1	5
1150630	0	13
1150630	1	838
1150631	0	3
1150631	1	271
1150632	0	21
1150632	1	255
1150633	0	83
1150633	1	2995
1150901	0	4
1150901	1	208
1150902	0	13
1150902	1	645
1150903	0	7
1150903	1	479
1150904	0	9
1150904	1	414
1150905	0	19
1150905	1	443
1150906	0	6
1150906	1	498
1150907	0	3
1150907	1	493
1150908	0	15
1150908	1	470
1150909	0	9
1150909	1	720
1150910	0	19
1150910	1	508
1150911	0	30
1150911	1	500
1150912	0	11
1150912	1	430
1150913	0	18
1150913	1	470
1150914	0	17
1150914	1	385
1150915	0	27
1150915	1	615
1150916	0	6
1150916	1	331
1150917	0	4
1150917	1	318
1150918	0	5
1150918	1	339
1150919	0	13
1150919	1	528
1150920	0	10
1150920	1	597
1150921	0	7
1150921	1	298
1150922	0	7
1150922	1	402
1150923	0	9
1150923	1	347
1150924	0	3
1150924	1	333
1150925	0	21
1150925	1	464
1150926	0	13
1150926	1	231
1150927	0	9
1150927	1	362
1150928	1	9
1150929	0	27
1150929	1	413
1150930	1	402
1150931	0	32
1150931	1	667
1150932	0	11
1150932	1	330
1150933	0	27
1150933	1	622
1150934	0	7
1150934	1	166
1150935	0	13
1150935	1	516
1150936	0	18
1150936	1	572
1151001	0	6
1151001	1	505
1151002	0	9
1151002	1	280
1151003	0	14
1151003	1	317
1151004	0	8
1151004	1	519
1151005	0	13
1151005	1	494
1151006	0	18
1151006	1	539
1151007	0	16
1151007	1	469
1151008	0	3
1151008	1	359
1151009	0	12
1151009	1	403
1151010	0	4
1151010	1	275
1151011	0	3
1151011	1	308
1151012	0	10
1151012	1	321
1151013	0	11
1151013	1	334
1151014	0	12
1151014	1	464
1151015	0	11
1151015	1	332
1151016	0	13
1151016	1	359
1151017	0	14
1151017	1	422
1151018	0	13
1151018	1	453
1151019	0	7
1151019	1	519
1151020	1	247
1151021	0	4
1151021	1	365
1151022	0	3
1151022	1	315
1151023	1	5
1151024	0	8
1151024	1	463
1151026	0	9
1151026	1	335
1151027	0	6
1151027	1	387
1151028	1	149
1151029	1	420
1151030	0	17
1151030	1	488
1151031	0	17
1151031	1	497
1151032	0	3
1151032	1	365
1151033	0	17
1151033	1	569
1151034	0	11
1151034	1	460
1151035	0	21
1151035	1	301
1151036	0	22
1151036	1	622
1151037	0	15
1151037	1	444
1151038	0	4
1151038	1	315
1151039	0	6
1151039	1	347
1151040	0	19
1151040	1	280
1151041	0	3
1151041	1	299
1151042	0	12
1151042	1	364
1151043	0	3
1151043	1	210
1151044	0	7
1151044	1	478
1151045	0	11
1151045	1	536
1151046	0	9
1151046	1	410
1151047	0	17
1151047	1	399
1151048	0	5
1151048	1	366
1151049	0	6
1151049	1	283
1151101	0	21
1151101	1	497
1151102	1	11
1151103	0	22
1151103	1	405
1151104	0	12
1151104	1	335
1151105	0	12
1151105	1	235
1151106	0	19
1151106	1	453
1151107	0	18
1151107	1	572
1151108	0	18
1151108	1	501
1151109	0	16
1151109	1	165
1151110	0	35
1151110	1	520
1151111	0	21
1151111	1	535
1151112	0	20
1151112	1	585
1151113	0	11
1151113	1	489
1151114	0	19
1151114	1	440
1151115	0	13
1151115	1	486
1151116	0	10
1151116	1	414
1151117	0	12
1151117	1	524
1151118	0	26
1151118	1	534
1151119	0	12
1151119	1	416
1151120	0	22
1151120	1	324
1151121	0	16
1151121	1	370
1151122	0	23
1151122	1	631
1151123	0	10
1151123	1	376
1151124	0	3
1151124	1	277
1151125	0	7
1151125	1	334
1151126	0	12
1151126	1	363
1151127	0	24
1151127	1	473
1151128	0	15
1151128	1	660
1151129	0	10
1151129	1	382
1151130	0	30
1151130	1	611
1151131	0	18
1151131	1	179
1151132	0	26
1151132	1	386
1151133	0	5
1151133	1	208
1151134	0	9
1151134	1	501
1151135	0	15
1151135	1	561
1151136	0	21
1151136	1	710
1151137	0	15
1151137	1	558
1151138	0	18
1151138	1	387
1151139	0	18
1151139	1	528
1151140	0	4
1151140	1	257
1151141	0	32
1151141	1	633
1151142	0	3
1151142	1	288
1151143	0	27
1151143	1	505
1151144	0	19
1151144	1	477
1151145	0	13
1151145	1	267
1151146	0	7
1151146	1	355
1151147	0	11
1151147	1	354
1151148	0	15
1151148	1	456
1151149	0	17
1151149	1	525
1151150	0	13
1151150	1	596
1151151	0	8
1151151	1	240
1151152	0	13
1151152	1	385
1151153	0	5
1151153	1	276
1151154	0	15
1151154	1	494
1151155	0	23
1151155	1	553
1151156	0	10
1151156	1	278
1151201	0	13
1151201	1	284
1151202	0	11
1151202	1	384
1151203	0	8
1151203	1	302
1151204	0	15
1151204	1	662
1151205	0	3
1151205	1	454
1151206	0	22
1151206	1	468
1151207	0	3
1151207	1	332
1151208	0	13
1151208	1	236
1151209	0	9
1151209	1	408
1151210	0	11
1151210	1	381
1151211	0	16
1151211	1	648
1151212	0	30
1151212	1	470
1151213	0	11
1151213	1	480
1151214	0	4
1151214	1	351
1151215	0	3
1151215	1	477
1151216	0	12
1151216	1	451
1151217	0	15
1151217	1	410
1151218	0	14
1151218	1	567
1151219	0	24
1151219	1	339
1151220	0	8
1151220	1	743
1151221	0	15
1151221	1	512
1151222	0	22
1151222	1	466
1151223	0	9
1151223	1	504
1151224	0	16
1151224	1	360
1151225	0	12
1151225	1	371
1151226	0	23
1151226	1	444
1151227	0	19
1151227	1	411
1151228	0	19
1151228	1	487
1151229	0	17
1151229	1	587
1151230	0	7
1151230	1	548
1151231	0	28
1151231	1	481
1151232	0	32
1151232	1	467
1151233	0	15
1151233	1	451
1151234	0	29
1151234	1	469
1151235	0	20
1151235	1	485
1151236	0	19
1151236	1	349
1151237	0	13
1151237	1	387
1151301	0	8
1151301	1	429
1151302	0	11
1151302	1	249
1151303	0	7
1151303	1	188
1151304	0	7
1151304	1	369
1151305	0	14
1151305	1	224
1151306	0	10
1151306	1	459
1151307	0	8
1151307	1	456
1151308	0	17
1151308	1	618
1151309	0	22
1151309	1	530
1151310	0	8
1151310	1	460
1151311	0	21
1151311	1	487
1151312	0	13
1151312	1	310
1151313	0	13
1151313	1	419
1151314	0	17
1151314	1	499
1151315	0	22
1151315	1	459
1151316	0	14
1151316	1	483
1151317	1	279
1151318	0	16
1151318	1	466
1151319	0	8
1151319	1	428
1151320	0	15
1151320	1	565
1151321	0	12
1151321	1	260
1151322	0	12
1151322	1	553
1151323	0	7
1151323	1	381
1151324	0	15
1151324	1	454
1151325	0	15
1151325	1	411
1151326	0	14
1151326	1	579
1151327	1	242
1151328	0	11
1151328	1	334
1151329	0	7
1151329	1	210
1151330	0	8
1151330	1	273
1151331	0	14
1151331	1	508
1151332	0	21
1151332	1	511
1151333	0	10
1151333	1	368
1151334	0	6
1151334	1	338
1151335	0	25
1151335	1	650
1151336	0	11
1151336	1	499
1151337	0	10
1151337	1	541
1151338	0	22
1151338	1	545
1151339	0	23
1151339	1	426
1151340	0	21
1151340	1	387
1151341	0	16
1151341	1	357
1151342	0	30
1151342	1	958
1151343	0	12
1151343	1	462
1151344	0	22
1151344	1	448
1151345	0	3
1151345	1	365
1151346	0	8
1151346	1	244
1151347	0	7
1151347	1	262
1151348	0	7
1151348	1	270
1151401	0	4
1151401	1	238
1151402	0	10
1151402	1	397
1151403	0	16
1151403	1	463
1151404	0	13
1151404	1	227
1151405	0	12
1151405	1	526
1151406	0	10
1151406	1	477
1151407	0	26
1151407	1	666
1151408	0	10
1151408	1	443
1151409	0	3
1151409	1	250
1151410	0	14
1151410	1	475
1151411	0	7
1151411	1	290
1151412	0	20
1151412	1	505
1151413	0	8
1151413	1	457
1151414	0	19
1151414	1	556
1151415	0	8
1151415	1	420
1151416	0	4
1151416	1	531
1151417	0	15
1151417	1	635
1151418	0	9
1151418	1	443
1151419	0	11
1151419	1	382
1151420	0	6
1151420	1	388
1151421	0	3
1151421	1	351
1151422	0	10
1151422	1	407
1151501	0	5
1151501	1	217
1151502	0	10
1151502	1	358
1151503	0	4
1151503	1	254
1151504	0	24
1151504	1	541
1151505	0	3
1151505	1	294
1151506	0	8
1151506	1	269
1151507	0	13
1151507	1	351
1151508	0	3
1151508	1	224
1151509	0	16
1151509	1	474
1151510	0	12
1151510	1	308
1151511	0	7
1151511	1	348
1151512	0	15
1151512	1	671
1151513	0	3
1151513	1	208
1151514	0	10
1151514	1	288
1151515	0	17
1151515	1	524
1151516	0	14
1151516	1	477
1151517	0	12
1151517	1	610
1151518	0	27
1151518	1	426
1151519	0	13
1151519	1	493
1151520	0	15
1151520	1	498
1151521	0	12
1151521	1	291
1151522	0	25
1151522	1	305
1151523	0	16
1151523	1	398
1151524	0	8
1151524	1	334
1151525	0	3
1151525	1	269
1151526	0	9
1151526	1	372
1151527	0	12
1151527	1	391
1151528	0	7
1151528	1	401
1151529	0	9
1151529	1	381
1151530	1	284
1151531	0	13
1151531	1	481
1151532	0	20
1151532	1	488
1151533	0	6
1151533	1	481
1151534	0	27
1151534	1	724
1151535	0	10
1151535	1	325
1151536	0	9
1151536	1	390
1151537	0	6
1151537	1	279
1151538	0	13
1151538	1	322
1151539	0	5
1151539	1	318
1151540	0	9
1151540	1	273
1151541	0	8
1151541	1	546
1151542	0	7
1151542	1	327
1151543	0	12
1151543	1	486
1151544	0	16
1151544	1	525
1151601	0	6
1151601	1	428
1151602	0	29
1151602	1	431
1151603	0	9
1151603	1	622
1151604	0	9
1151604	1	425
1151605	0	30
1151605	1	593
1151606	0	6
1151606	1	325
1151607	0	17
1151607	1	534
1151608	0	20
1151608	1	501
1151609	0	21
1151609	1	473
1151610	0	10
1151610	1	499
1151611	0	9
1151611	1	489
1151612	0	10
1151612	1	534
1151613	0	5
1151613	1	518
1151614	0	18
1151614	1	652
1151615	0	15
1151615	1	587
1151616	0	3
1151616	1	463
1151617	0	12
1151617	1	370
1151618	0	12
1151618	1	423
1151619	0	25
1151619	1	531
1151620	0	12
1151620	1	434
1151621	0	4
1151621	1	529
1151622	0	18
1151622	1	496
1151623	0	18
1151623	1	517
1151624	0	21
1151624	1	903
1151625	0	19
1151625	1	606
1151626	0	9
1151626	1	578
1151627	0	15
1151627	1	510
1151628	0	16
1151628	1	412
1151629	0	9
1151629	1	312
1151630	0	13
1151630	1	413
1151631	0	15
1151631	1	517
1151632	0	13
1151632	1	347
1151633	0	13
1151633	1	421
1151634	0	13
1151634	1	511
1151635	0	12
1151635	1	644
1151636	0	9
1151636	1	286
1151637	0	3
1151637	1	337
1151638	0	14
1151638	1	409
1151701	0	3
1151701	1	391
1151702	0	17
1151702	1	444
1151703	0	3
1151703	1	258
1151704	0	8
1151704	1	525
1151705	0	3
1151705	1	436
1151706	0	12
1151706	1	353
1151707	0	8
1151707	1	312
1151708	0	12
1151708	1	444
1151709	0	10
1151709	1	527
1151710	0	16
1151710	1	425
1151711	0	13
1151711	1	547
1151712	0	12
1151712	1	840
1151713	0	9
1151713	1	346
1151714	0	13
1151714	1	291
1151715	0	14
1151715	1	392
1151716	1	5
1151717	0	22
1151717	1	471
1151718	0	20
1151718	1	322
1151719	0	3
1151719	1	326
1151720	0	7
1151720	1	235
1151721	0	12
1151721	1	229
1151801	0	11
1151801	1	378
1151802	0	20
1151802	1	511
1151803	0	20
1151803	1	445
1151804	0	13
1151804	1	335
1151805	0	6
1151805	1	458
1151806	0	3
1151806	1	384
1151807	0	11
1151807	1	288
1151808	0	12
1151808	1	297
1151809	0	4
1151809	1	152
1151810	0	4
1151810	1	299
1151811	0	16
1151811	1	454
1151812	1	300
1151901	0	14
1151901	1	453
1151902	0	11
1151902	1	386
1151903	0	6
1151903	1	364
1151904	0	14
1151904	1	553
1151905	0	7
1151905	1	593
1151906	0	11
1151906	1	448
1151907	0	12
1151907	1	322
1151908	1	228
1151909	0	9
1151909	1	486
1151910	0	9
1151910	1	307
1151911	0	4
1151911	1	232
1151912	0	9
1151912	1	680
1151913	0	5
1151913	1	389
1151914	0	22
1151914	1	574
1151915	0	26
1151915	1	575
1151916	0	3
1151916	1	307
1151917	0	16
1151917	1	497
1151918	0	8
1151918	1	488
1151919	0	14
1151919	1	856
1151920	0	24
1151920	1	634
1151921	0	3
1151921	1	386
1151922	0	11
1151922	1	196
1151923	0	14
1151923	1	625
1151924	0	3
1151924	1	341
1151925	0	16
1151925	1	694
1151926	0	13
1151926	1	440
1151927	0	8
1151927	1	257
1151928	0	20
1151928	1	481
1151929	0	13
1151929	1	414
1151930	0	22
1151930	1	507
1151931	0	7
1151931	1	266
1151932	0	11
1151932	1	357
1151933	0	20
1151933	1	569
1151934	0	15
1151934	1	452
1151935	0	12
1151935	1	262
1151936	0	11
1151936	1	320
1151937	0	21
1151937	1	483
1151938	0	19
1151938	1	536
1151939	0	15
1151939	1	564
1151940	0	9
1151940	1	12
1152001	0	15
1152001	1	435
1152002	0	18
1152002	1	423
1152003	0	10
1152003	1	369
1152004	0	5
1152004	1	529
1152005	0	11
1152005	1	312
1152006	0	10
1152006	1	297
1152007	0	6
1152007	1	293
1152008	0	18
1152008	1	340
1152009	0	15
1152009	1	540
1152010	0	21
1152010	1	446
1152011	0	15
1152011	1	463
1152012	0	6
1152012	1	309
1152013	0	3
1152013	1	266
1152014	0	3
1152014	1	315
1152015	0	4
1152015	1	314
1152016	0	5
1152016	1	333
1152017	0	23
1152017	1	529
1152018	0	3
1152018	1	343
1152019	0	11
1152019	1	429
1152020	0	5
1152020	1	528
1152021	0	17
1152021	1	584
1152022	0	17
1152022	1	500
1152023	0	9
1152023	1	369
1152024	0	8
1152024	1	650
1152025	0	20
1152025	1	377
1152026	0	11
1152026	1	293
1152101	0	13
1152101	1	22
1152201	0	5
1152201	1	576
1152202	0	10
1152202	1	455
1152204	0	15
1152204	1	558
1152205	1	3
1152206	0	24
1152206	1	580
1152207	0	20
1152207	1	480
1152208	0	11
1152208	1	453
1152209	0	12
1152209	1	391
1152210	0	12
1152210	1	569
1152211	0	9
1152211	1	654
1152212	0	8
1152212	1	356
1152213	0	4
1152213	1	272
1152214	0	24
1152214	1	464
1152215	0	7
1152215	1	450
1152216	0	9
1152216	1	322
1152217	0	14
1152217	1	306
1152218	0	5
1152218	1	465
1152219	0	17
1152219	1	580
1152220	1	299
1152221	0	9
1152221	1	268
1152222	0	15
1152222	1	491
1152223	0	10
1152223	1	513
1152224	0	22
1152224	1	405
1152225	0	7
1152225	1	637
1152226	0	20
1152226	1	748
1152227	0	11
1152227	1	353
1152228	0	19
1152228	1	405
1152229	0	9
1152229	1	433
1152230	0	17
1152230	1	540
1152231	1	249
1152232	0	7
1152232	1	309
1152233	0	9
1152233	1	628
1152234	0	19
1152234	1	369
1152235	1	224
1152236	0	21
1152236	1	459
1152302	0	7
1152302	1	444
1152304	0	19
1152304	1	565
1152305	0	9
1152305	1	416
1152306	0	8
1152306	1	417
1152308	0	62
1152308	1	2585
1152309	0	4
1152310	0	15
1152310	1	410
1152311	0	16
1152311	1	632
1152312	0	12
1152312	1	466
1152313	0	11
1152313	1	313
1152314	0	19
1152314	1	436
1152315	0	14
1152315	1	290
1152316	0	34
1152316	1	589
1152317	0	9
1152317	1	302
1152318	0	11
1152318	1	375
1152319	0	17
1152319	1	523
1152320	0	17
1152320	1	436
1152321	0	31
1152321	1	627
1152322	0	10
1152322	1	348
1152323	1	339
1152324	0	8
1152324	1	377
1152326	0	14
1152326	1	501
1152327	0	19
1152327	1	512
1152328	0	30
1152328	1	372
1152329	0	4
1152329	1	560
1152330	0	9
1152330	1	240
1152331	0	16
1152331	1	389
1152332	0	14
1152332	1	339
1152333	1	3
1152334	0	12
1152334	1	383
1152335	0	21
1152335	1	380
1152336	0	5
1152336	1	396
1152337	1	268
1152338	0	4
1152338	1	290
1152339	0	6
1152339	1	360
1152340	0	9
1152340	1	313
1152341	0	9
1152341	1	86
1152342	1	4
1152343	0	8
1152343	1	505
1152344	0	21
1152344	1	331
1152345	0	11
1152345	1	352
1152346	1	280
1152347	0	23
1152347	1	411
1152401	0	5
1152401	1	267
1152402	0	3
1152402	1	310
1152403	0	3
1152403	1	211
1152404	0	14
1152404	1	465
1152405	0	15
1152405	1	453
1152406	0	5
1152406	1	376
1152407	0	7
1152407	1	434
1152408	0	7
1152408	1	333
1152409	0	12
1152409	1	349
1152410	0	11
1152410	1	285
1152411	0	8
1152411	1	337
1152412	0	16
1152412	1	619
1152413	0	21
1152413	1	540
1152414	0	8
1152414	1	304
1152415	0	16
1152415	1	346
1152416	0	6
1152416	1	326
1152417	0	4
1152417	1	421
1152418	0	18
1152418	1	594
1152419	0	15
1152419	1	558
1152420	0	3
1152420	1	303
1152421	0	9
1152421	1	535
1152422	0	15
1152422	1	444
1152423	0	14
1152423	1	509
1152424	0	7
1152424	1	348
1152425	0	7
1152425	1	460
1152426	0	11
1152426	1	377
1152427	0	25
1152427	1	646
1152428	0	13
1152428	1	424
1152429	0	13
1152429	1	401
1152430	0	10
1152430	1	460
1152432	0	4
1152432	1	268
1152433	0	9
1152433	1	278
1152434	0	52
1152434	1	504
1152435	0	21
1152435	1	561
1152436	0	7
1152436	1	514
1152438	0	20
1152438	1	723
1152439	0	10
1152439	1	289
1152440	0	23
1152440	1	573
1152441	0	16
1152441	1	435
1152442	0	14
1152442	1	374
1152443	1	328
1152444	0	8
1152444	1	328
1152445	0	19
1152445	1	388
1152446	0	7
1152446	1	252
1152447	0	14
1152447	1	424
1152448	0	11
1152448	1	502
1152449	0	12
1152449	1	631
1152450	0	3
1152450	1	284
1152901	0	11
1152901	1	367
1152902	0	18
1152902	1	437
1152903	0	20
1152903	1	433
1152904	0	33
1152904	1	540
1152905	0	25
1152905	1	380
1152906	0	15
1152906	1	440
1152907	0	4
1152907	1	347
1152908	0	12
1152908	1	655
1152909	0	26
1152909	1	312
1152910	0	5
1152910	1	345
1152911	0	9
1152911	1	406
1152912	0	16
1152912	1	558
1152913	0	6
1152913	1	319
1152914	0	12
1152914	1	376
1152915	0	12
1152915	1	311
1152916	0	6
1152916	1	329
1152917	0	17
1152917	1	434
1152918	0	13
1152918	1	354
1152919	0	15
1152919	1	427
1152920	0	7
1152920	1	320
1152921	0	19
1152921	1	641
1152922	0	9
1152922	1	468
1152923	0	16
1152923	1	303
1152924	0	22
1152924	1	349
1152925	0	24
1152925	1	437
1152926	0	31
1152926	1	445
1152927	0	16
1152927	1	486
1152928	0	22
1152928	1	429
1152929	0	18
1152929	1	419
1152930	0	25
1152930	1	449
1152931	0	22
1152931	1	451
1152932	0	34
1152932	1	462
1152933	0	9
1152933	1	315
1152934	0	15
1152934	1	478
1152935	0	18
1152935	1	479
1152936	0	35
1152936	1	419
1152937	0	14
1152937	1	399
1152938	0	20
1152938	1	463
1152939	0	14
1152939	1	303
1152940	0	16
1152940	1	542
1153001	0	27
1153001	1	464
1153002	0	15
1153002	1	426
1153003	0	24
1153003	1	452
1153004	0	7
1153004	1	350
1153005	0	19
1153005	1	370
1153006	0	21
1153006	1	474
1153007	0	16
1153007	1	384
1153008	0	34
1153008	1	558
1153009	0	10
1153009	1	257
1153010	0	28
1153010	1	490
1153011	0	35
1153011	1	477
1153012	0	26
1153012	1	540
1153013	0	6
1153013	1	217
1153014	0	14
1153014	1	449
1153015	0	7
1153015	1	306
1153016	0	13
1153016	1	439
1153017	0	9
1153017	1	323
1153018	0	13
1153018	1	408
1153019	0	21
1153019	1	356
1153020	0	3
1153020	1	296
1153021	0	13
1153021	1	369
1153022	0	31
1153022	1	508
1153023	0	19
1153023	1	512
1153024	0	20
1153024	1	435
1153025	0	7
1153025	1	405
1153026	0	12
1153026	1	466
1153027	0	22
1153027	1	426
1153028	0	20
1153028	1	513
1153029	0	28
1153029	1	562
1153030	0	8
1153030	1	245
1153031	0	17
1153031	1	570
1153032	0	18
1153032	1	505
1153033	0	24
1153033	1	267
1153034	0	9
1153034	1	581
1153035	0	16
1153035	1	353
1153036	0	12
1153036	1	583
1153037	0	23
1153037	1	542
1153038	0	34
1153038	1	592
1153039	0	30
1153039	1	614
1153040	0	18
1153040	1	425
1153103	0	14
1153103	1	365
1153104	0	3
1153104	1	189
1153105	0	28
1153105	1	630
1153106	0	10
1153106	1	383
1153107	0	3
1153107	1	368
1153108	0	17
1153108	1	307
1153109	0	27
1153109	1	482
1153110	0	14
1153110	1	546
1153111	0	16
1153111	1	416
1153112	0	12
1153112	1	447
1153113	0	9
1153113	1	534
1153114	0	19
1153114	1	447
1153115	0	33
1153115	1	601
1153116	0	21
1153116	1	483
1153117	0	28
1153117	1	511
1153118	0	5
1153118	1	386
1153119	0	5
1153119	1	273
1153120	0	13
1153120	1	416
1153121	0	6
1153121	1	435
1153122	0	12
1153122	1	499
1153123	0	45
1153123	1	735
1153124	0	7
1153124	1	349
1153125	0	18
1153125	1	380
1153126	0	9
1153126	1	402
1153127	0	6
1153127	1	454
1153128	0	12
1153128	1	345
1153129	0	7
1153129	1	313
1153130	0	3
1153130	1	417
1153131	0	15
1153131	1	478
1153132	0	14
1153132	1	302
1153133	0	4
1153133	1	366
1153134	0	16
1153134	1	594
1153135	0	5
1153135	1	409
1153136	0	23
1153136	1	533
1153137	0	34
