SA1_7DIGITCODE_2016	medianTotalPersonalIncome
4110113	27716
4110114	34684
4110115	26520
4110116	33384
4110117	35724
4110118	25688
4110119	28236
4110120	25740
4110121	30056
4110122	49348
4110123	28756
4110124	29900
4110125	37076
4110126	36244
4110127	42016
4110201	22100
4110202	
4110203	23660
4110204	18200
4110205	22256
4110206	31616
4110207	22048
4110208	22412
4110209	21892
4110210	22932
4110212	21840
4110214	24024
4110215	22256
4110216	24076
4110217	23920
4110218	17888
4110219	
4110221	37648
4110222	21060
4110223	23036
4110224	
4110225	20540
4110226	19604
4110227	19968
4110228	32396
4110229	27768
4110230	
4110231	28392
4110232	20852
4110233	20020
4110234	24440
4110235	22932
4110236	23452
4110237	20228
4110238	20956
4110239	19760
4110240	24648
4110241	31096
4110242	22464
4110243	22100
4110244	
4110245	21424
4110246	22100
4110247	25064
4110248	21060
4110249	24336
4110250	20280
4110251	31304
4110301	
4110401	
4110501	37232
4110502	36556
4110503	35048
4110504	29796
4110505	24284
4110506	37388
4110507	26780
4110601	30160
4110602	29276
4110603	37700
4110604	33280
4110605	31460
4110606	29224
4110607	29224
4110608	24492
4110609	32812
4110610	26468
4110611	31304
4110612	37544
4110613	45500
4110614	28756
4110615	32344
4110616	31876
4110617	32812
4110618	46280
4110619	38168
4110620	32708
4110621	36348
4110622	38532
4110623	25584
4110624	40872
4110625	42120
4110626	35932
4110627	38324
4110628	37076
4110629	35516
4110701	
4110702	29692
4110703	38272
4110704	26780
4110705	23400
4110706	46800
4110707	44044
4110708	28496
4110709	35724
4110710	23660
4110711	38428
4110712	
4110713	28652
4110714	36504
4110715	39624
4110716	29640
4110717	31772
4110718	30628
4110719	37856
4110720	3224
4110721	30576
4110722	34684
4110723	32604
4110724	34476
4110725	29588
4110726	31876
4110727	32864
4110728	28236
4110729	34320
4110730	30524
4110731	28548
4110732	28444
4110733	25688
4110734	44356
4110735	32240
4110736	30576
4110737	37960
4110738	34580
4110739	46748
4110740	30004
4110741	32396
4110742	35880
4110743	35984
4110744	33904
4110745	25168
4110746	35464
4110747	29796
4110748	45552
4110749	30212
4110750	27352
4110751	30316
4110752	24856
4110753	43524
4110754	33384
4110755	34008
4110801	29016
4110802	30940
4110803	35984
4110804	29328
4110805	30108
4110806	25116
4110807	40924
4110808	34060
4110809	
4110810	33904
4110811	28184
4110812	28860
4110813	30524
4110814	31096
4110815	28340
4110816	23036
4110817	30420
4110818	31460
4110819	30472
4110820	34372
4110821	34632
4110822	32448
4110823	25740
4110824	30576
4110825	30212
4110826	27820
4110827	32708
4110828	36036
4110829	30056
4110830	34320
4110831	27612
4110832	27040
4110833	32812
4110834	41184
4110835	24024
4110836	26884
4110837	30264
4110901	38272
4110902	44356
4110903	30368
4110904	33384
4110905	
4110906	42744
4110907	40040
4110908	37804
4110909	31304
4110910	37804
4110911	41808
4110912	39416
4110913	34892
4110914	35360
4111001	31200
4111002	29172
4111003	28964
4111004	32240
4111005	31824
4111006	38740
4111007	33904
4111008	39156
4111009	33176
4111010	25116
4111011	27716
4111012	35360
4111013	33956
4111014	34112
4111015	34112
4111016	41912
4111017	43056
4111101	26520
4111102	28652
4111103	30212
4111104	33592
4111105	24388
4111106	36660
4111107	36140
4111108	34060
4111109	27456
4111110	30056
4111111	46488
4111112	39520
4111113	38272
4111114	38428
4111115	29900
4111116	34372
4111117	46384
4111118	32864
4111119	25012
4111120	28652
4111121	26104
4111122	24596
4111123	32708
4111124	37856
4111125	34684
4111201	34684
4111202	30888
4111203	40144
4111204	36972
4111205	30888
4111206	33904
4111207	32760
4111208	36556
4111209	38948
4111210	40976
4111211	35724
4111212	37960
4111213	40404
4111214	33124
4111215	26832
4111216	34892
4111217	38116
4111301	28808
4111302	32396
4111303	35100
4111304	35828
4111305	24752
4111306	30108
4111307	26416
4111308	30056
4111309	24232
4111310	23712
4111401	35204
4111402	33436
4111403	36244
4111404	34424
4111405	24180
4111406	32864
4111407	31824
4111408	28028
4111410	34684
4111411	31408
4111412	35048
4111413	30732
4111414	27664
4111415	34632
4111416	36608
4111417	40248
4111501	38740
4111502	25792
4111503	37128
4111504	37024
4111505	34268
4111506	32968
4111507	40092
4111508	34372
4111509	39468
4111510	32708
4111601	42068
4111602	24336
4111603	33176
4111604	28444
4111605	32448
4111606	31616
4111607	36556
4111608	41028
4111609	38376
4111610	37700
4111611	33436
4111701	37284
4111702	34476
4111703	33332
4111704	31356
4111705	30628
4111706	24284
4111707	31824
4111708	34528
4111709	24232
4111710	28548
4111711	25428
4111712	24908
4111713	32240
4111714	25272
4111715	26208
4111716	29536
4111801	24648
4111802	26624
4111803	25272
4111804	27352
4111805	22204
4111806	25740
4111807	31148
4111808	24960
4111809	23972
4111810	22672
4111811	22984
4111812	23400
4111813	35100
4111814	24856
4111901	23972
4111902	22100
4111903	38532
4111904	28704
4111905	31148
4111906	31824
4111907	29276
4111908	29640
4111909	25636
4111910	30680
4111911	25532
4111912	29380
4111913	30160
4111914	28028
4111915	27612
4111916	27508
4111917	21476
4111918	25272
4111919	39208
4111920	29900
4111921	29120
4111922	19760
4111923	26416
4111924	24856
4111925	36452
4111926	34892
4111927	29276
4112001	29380
4112002	29900
4112003	25168
4112004	36608
4112005	28392
4112006	22152
4112007	30732
4112008	31824
4112009	32240
4112010	33020
4112011	30212
4112012	22724
4112013	25428
4112014	26208
4112015	22256
4112016	39208
4112101	25220
4112102	20592
4112103	21060
4112104	23244
4112105	23296
4112106	25220
4112107	23504
4112108	22256
4112109	21424
4112110	26156
4112111	33280
4112112	28600
4112113	34320
4112114	25272
4112115	33644
4112116	23140
4112117	21788
4112118	23504
4112201	22048
4112202	19032
4112203	22984
4112204	24128
4112205	25012
4112206	68224
4112207	30472
4112208	37076
4112209	30004
4112210	24544
4112211	24440
4112212	29224
4112213	34216
4112214	30316
4112215	23088
4112216	30576
4112217	32084
4112218	
4112219	29432
4112220	35048
4112221	24700
4112222	23868
4112223	26572
4112224	24440
4112225	24700
4112226	25792
4112227	21632
4112228	27300
4112229	24596
4112230	22672
4112231	25064
4112232	21892
4112233	22308
4112234	22048
4112235	27248
4112236	21684
4112237	22256
4112238	19552
4112239	37856
4112240	
4112241	21892
4112242	22568
4112243	23400
4112244	25844
4112301	27456
4112302	29276
4112303	24856
4112304	25012
4112305	38116
4112306	39104
4112307	24128
4112308	24440
4112309	24128
4112310	27924
4112401	18200
4112402	20124
4112403	26884
4112404	26468
4112405	24128
4112406	27664
4112407	33540
4112408	30056
4112409	25012
4112410	25896
4112411	23504
4112412	27144
4112413	22152
4112414	33852
4112501	23868
4112502	20488
4112503	23452
4112504	27352
4112505	29900
4112506	24960
4112507	23452
4112508	24180
4112509	24284
4112510	33436
4112511	22048
4112512	22516
4112601	25220
4112602	22048
4112603	30368
4112604	33540
4112605	23244
4112606	21112
4112607	22724
4112608	22048
4112609	24388
4112610	46800
4112611	22464
4112701	22880
4112702	38428
4112703	24024
4112704	26104
4112705	24388
4112706	24440
4112707	23608
4112708	25844
4112709	25896
4112710	24752
4112711	23244
4112712	27352
4112713	23608
4112714	39156
4112715	37440
4112716	24284
4112717	30732
4112718	28080
4112719	24960
4112720	22672
4112721	16588
4112801	23712
4112802	24752
4112803	23660
4112804	24752
4112805	24336
4112806	25428
4112807	24076
4112808	23400
4112809	
4112810	22620
4112811	21684
4112812	25480
4112813	26156
4112901	31148
4112902	31356
4112903	34788
4112904	38168
4112905	44200
4112906	47944
4112907	
4113001	32240
4113002	27404
4113003	35880
4113004	44356
4113005	36036
4113006	33228
4113007	28392
4113008	35048
4113009	23400
4113010	29120
4113011	29692
4113012	28600
4113013	35308
4113014	29900
4113015	
4113016	25844
4113017	32188
4113018	26104
4113019	31876
4113020	33904
4113021	36660
4113022	31616
4113023	40976
4113101	44824
4113102	24700
4113103	37856
4113104	32552
4113105	24440
4113106	41184
4113107	30836
4113108	28340
4113109	29276
4113110	33020
4113111	41132
4113112	25584
4113113	25532
4113201	32188
4113202	38012
4113203	25428
4113204	29900
4113205	37284
4113206	26208
4113301	33384
4113302	36348
4113303	34840
4113304	41704
4113305	33124
4113306	29900
4113307	35828
4113308	34372
4113309	24440
4113310	33072
4113311	45292
4113312	43160
4113313	24960
4113314	26156
4113315	22464
4113316	28028
4113317	31096
4113318	28600
4113319	31148
4113320	36400
4113321	24440
4113322	32240
4113323	32968
4113324	26988
4113325	41444
4113326	24752
4113327	26572
4113328	22360
4113329	28132
4113330	34268
4113331	31512
4113332	39208
4113333	36348
4113334	44408
4113335	
4113336	31304
4113337	40924
4113338	21580
4113339	21788
4113340	28600
4113341	37544
4113342	24596
4113401	25116
4113402	26416
4113403	31304
4113404	31304
4113405	35516
4113406	31720
4113407	39676
4113408	17680
4113409	36660
4113410	13884
4113411	
4113501	71500
4113502	81692
4113601	21684
4113602	35620
4113603	32864
4113604	19240
4113605	36868
4113606	29900
4113607	24648
4113608	22204
4113609	28080
4113610	
4113611	22360
4113612	23868
4113613	21944
4113614	24024
4113615	44980
4113617	
4113618	37700
4113619	30056
4113620	34944
4113621	22984
4113622	40768
4113623	21684
4113624	21476
4113625	24180
4113626	19604
4113627	22256
4113628	22724
4113629	25792
4113630	24648
4113631	34008
4113632	27872
4113633	20540
4113634	21892
4113635	20904
4113636	23244
4113637	28444
4113638	25324
4113639	33956
4113640	33332
4113641	25584
4113642	29640
4113643	39000
4113644	37804
4113645	36764
4113646	42900
4113647	52416
4113648	24440
4113649	37700
4113650	
4113651	21736
4113652	20696
4113653	20280
4113654	23400
4113655	23608
4113656	23608
4113657	27716
4113658	23244
4113659	21684
4113660	34268
4113661	46072
4113662	25584
4113701	
4113801	13260
4113802	
4113803	15236
4113804	23348
4113805	
4113806	40456
4113807	23400
4113808	11700
4113809	24648
4113810	16224
4113811	17056
4113812	13572
4113813	15496
4113814	13364
4113815	13676
4113816	14872
4113817	
4113901	28340
4113902	11336
4113903	25532
4113904	23036
4113905	31980
4113906	22932
4113907	26884
4113908	40924
4114001	48828
4114003	24908
4114004	28860
4114005	36712
4114006	25896
4114007	31512
4114008	36972
4114009	19760
4114010	46800
4114101	24700
4114102	15392
4114103	20228
4114104	18668
4114105	50492
4114107	56316
4114109	61308
4114110	39728
4114111	69784
4114201	29224
4114202	22672
4114203	33020
4114204	52416
4114205	50076
4114206	44876
4114207	34580
4114208	28704
4114209	41964
4114210	32084
4114211	27404
4114212	38948
4114213	27716
4114214	29952
4114215	36764
4114216	30888
4114217	28600
4114218	33436
4114219	25012
4114220	29744
4114221	23608
4114222	30940
4114223	26416
4114224	30992
4114225	24960
4114226	24752
4114227	26780
4114228	24648
4114229	13052
4114230	33956
4114231	29640
4114232	30784
4114233	30940
4114234	30160
4114235	
4114236	44876
4114301	63596
4114302	71864
4114303	82628
4114304	60788
4114305	67860
4114307	67184
4114308	106080
4114309	
4114311	89128
4114312	73788
4114313	85592
4114314	71500
4114401	31668
4114402	30888
4114403	25740
4114404	31980
4114405	24960
4114406	30940
4114407	26208
4114408	23816
4114409	22932
4114410	24128
4114411	21372
4114412	24700
4114413	25220
4114415	28080
4114416	26208
4114417	28392
4114418	23036
4114419	23452
4114420	23868
4114421	26156
4114422	25116
4114424	24960
4114425	31252
4114426	22256
4114427	25116
4114428	24648
4114429	23452
4114430	
4114431	23764
4114432	27560
4114433	30368
4114434	24440
4114501	32136
4114502	30420
4114503	32292
4114504	26728
4114505	29328
4114506	26364
4114507	26104
4114508	25116
4114509	33904
4114510	31980
4114511	35204
4114512	29796
4114513	23712
4114514	21892
4114601	30628
4114603	36140
4114604	28392
4114605	27872
4114606	29900
4114608	24544
4114609	29536
4114610	23140
4114611	30368
4114612	29796
4114613	28184
4114614	35152
4114615	39624
4114616	33332
4114617	26572
4114618	31720
4114701	23920
4114702	23400
4114703	30680
4114704	33592
4114705	38480
4114706	29900
4114707	36608
4114708	30680
4114709	29224
4114710	23296
4114711	27664
4114712	28912
4114713	36140
4114714	35360
4114715	30108
4114716	35100
4114717	29952
4114718	32812
4114801	29692
4114802	23400
4114803	25428
4114804	24648
4114805	25168
4114806	28808
4114807	26676
4114808	24388
4114809	26104
4114810	23660
4114811	26052
4114812	26936
4114813	25688
4114814	26260
4114815	24908
4114816	25688
4114817	27404
4114818	24544
4114819	24492
4114820	31824
4114821	24336
4114822	26936
4114823	22880
4114824	24960
4114825	24544
4114826	30524
4114827	23972
4114828	24856
4114829	22568
4114830	24024
4114901	26728
4114902	23920
4114903	26156
4114904	32084
4114905	25012
4114906	24908
4114907	24336
4114908	25428
4114909	23504
4114910	28548
4114911	32552
4114912	25584
4114913	32344
4114914	23296
4115001	26572
4115002	24960
4115003	28860
4115004	36400
4115005	33124
4115006	41964
4115007	22464
4115008	38636
4115009	39884
4115010	38324
4115011	39780
4115012	36244
4115013	24024
4115014	37336
4115015	35880
4115016	30784
4115017	36556
4115018	32812
4115101	36244
4115102	30940
4115103	22828
4115104	31460
4115105	24960
4115106	26468
4115107	25324
4115108	40560
4115109	33540
4115110	36244
4115111	32968
4115112	34216
4115113	30420
4115114	35412
4115201	32864
4115202	23400
4115203	31096
4115204	22672
4115205	23972
4115206	24076
4115207	25532
4115208	21268
4115209	22360
4115210	29900
4115211	25532
4115212	33436
4115213	30264
4115214	29900
4115215	30628
4115216	29432
4115401	32708
4115402	31668
4115403	33956
4115404	34840
4115405	
4115406	33748
4115407	25844
4115408	36244
4115409	35672
4115410	32344
4115411	31980
4115412	34372
4115413	33280
4115414	36608
4115415	32968
4115416	34216
4115417	36608
4115418	32500
4115501	35828
4115502	44668
4115503	39780
4115504	41132
4115505	24648
4115506	33020
4115601	22932
4115602	23608
4115603	33540
4115604	34164
4115605	37336
4115606	32292
4115607	42640
4115608	37960
4115609	33332
4115701	23400
4115702	36452
4115703	33540
4115704	34944
4115705	24440
4115706	37700
4115707	38220
4115708	30524
4115709	33384
4115710	25688
4115711	35516
4115712	36348
4115713	35932
4115714	36296
4115715	32968
4115716	33592
4115717	27768
4115718	30108
4115719	35464
4115720	36452
4115721	30836
4115801	34112
4115802	38896
4115803	21996
4115804	26520
4115805	33124
4115806	22360
4115807	35048
4115808	32396
4115809	31512
4115901	25324
4115902	36712
4115903	
4115904	23660
4115905	31512
4115906	37440
4115907	25792
4115908	26884
4115909	21112
4115910	21112
4115911	24700
4115912	25064
4115913	33384
4115914	24596
4115915	29900
4115916	31928
4115917	30680
4115918	34060
4115919	35724
4115920	29900
4115921	28600
4115922	33488
4115923	34528
4115924	31304
4115925	36348
4116001	22932
4116002	22984
4116003	27196
4116004	24336
4116005	31200
4116006	34736
4116007	39260
4116008	31096
4116009	23088
4116010	23296
4116101	29692
4116102	29172
4116103	24284
4116104	28392
4116105	30524
4116106	22932
4116107	24544
4116108	28912
4116109	33592
4116110	35568
4116111	
4116201	39832
4116202	32552
4116203	36764
4116205	33436
4116206	25324
4116207	23920
4116208	25844
4116209	30420
4116210	24232
4116211	35100
4116212	33644
4116213	26156
4116214	36140
4116215	30992
4116216	30888
4116301	25428
4116302	28340
4116303	27196
4116304	33436
4116305	25116
4116306	30264
4116307	31148
4116308	34580
4116309	29900
4116401	23504
4116402	22724
4116403	23400
4116404	28808
4116405	23088
4116406	24024
4116407	30732
4116408	24700
4116409	23556
4116410	23920
4116411	25584
4116412	23764
4116414	22308
4116416	22880
4116417	27092
4116501	27404
4116502	24960
4116503	28132
4116504	30368
4116505	30732
4116506	28704
4116507	40352
4116508	21892
4116509	26728
4116510	31460
4116511	24024
4116512	28912
4116513	29224
4116514	22048
4116515	19968
4116516	32032
4116517	33176
4116518	28132
4116519	24804
4116520	32240
4116521	27508
4116522	27196
4116523	29692
4116524	27924
4116525	20124
4116526	26156
4116527	29224
4116528	30784
4116529	28392
4116530	24856
4116531	24180
4116532	22360
4116533	22776
4116534	24232
4116535	29900
4116536	27352
4116537	
4116538	30264
4116539	31460
4116540	24076
4116541	21528
4116601	27404
4116602	30368
4116603	23400
4116604	30316
4116605	30888
4116606	31044
4116607	32032
4116608	27716
4116609	35152
4116610	34112
4116701	21736
4116702	25688
4116703	24596
4116704	29120
4116705	24336
4116706	35672
4116707	25688
4116708	25272
4116709	21996
4116710	26520
4116711	
4116712	39156
4116713	24336
4116801	31304
4116802	27144
4116803	31200
4116804	25324
4116805	34268
4116806	36400
4116807	54184
4116808	30108
4116809	29900
4116810	31044
4116811	33020
4116812	30576
4116813	32032
4116901	25376
4116902	25168
4116903	36296
4116904	22204
4116905	23868
4116906	27144
4116907	23452
4116908	22932
4116909	27820
4116910	34216
4116911	15756
4116912	26884
4116913	30472
4116914	24700
4116915	34684
4116916	23868
4116917	24336
4116918	26936
4117001	23556
4117002	26624
4117003	32604
4117004	25532
4117005	26520
4117006	23088
4117007	29120
4117008	32240
4117009	31824
4117010	29536
4117011	31096
4117012	25012
4117013	21268
4117014	25480
4117015	27144
4117016	21996
4117017	25116
4117018	23972
4117101	37336
4117102	34528
4117103	39572
4117104	48204
4117105	39208
4117106	41704
4117107	44928
4117108	25792
4117109	24492
4117110	33644
4117111	36296
4117112	46436
4117113	34684
4117114	19916
4117115	42380
4117116	39208
4117117	39936
4117118	47684
4117119	39780
4117120	36868
4117121	38272
4117122	
4117123	44512
4117124	43368
4117125	38792
4117126	43680
4117201	34216
4117202	28340
4117203	28964
4117204	25168
4117205	
4117206	27248
4117207	39676
4117208	23088
4117209	23452
4117210	27144
4117211	26364
4117212	24440
4117213	26884
4117214	23556
4117215	24544
4117216	26260
4117217	32604
4117218	26468
4117219	20904
4117301	22308
4117302	22880
4117303	42588
4117304	39988
4117305	43576
4117306	26520
4117307	35828
4117308	24804
4117309	41132
4117310	28808
4117311	34268
4117312	40976
4117313	34268
4117314	26884
4117315	23452
4117316	33644
4117317	39468
4117318	32136
4117319	24180
4117320	31616
4117321	31148
4117322	53612
4117323	30940
4117324	19240
4117325	31616
4117326	35048
4117327	37336
4117328	31876
4117329	41236
4117330	37336
4117331	23140
4117332	24232
4117333	34528
4117334	43732
4117335	21268
4117401	36140
4117402	37388
4117403	32448
4117404	23764
4117405	27768
4117406	30732
4117407	38948
4117408	35672
4117409	26052
4117410	37180
4117411	24804
4117412	44304
4117413	27300
4117414	37700
4117415	28704
4117416	25116
4117417	43316
4117418	30836
4117419	29172
4117420	39104
4117421	26884
4117422	32136
4117423	22932
4117424	22360
4117425	24700
4117426	35204
4117427	29484
4117428	39104
4117429	41704
4117430	31824
4117431	28392
4117432	26884
4117433	36452
4949999	19240
4979991	
4979992	
4979993	90948
5100101	35204
5100102	43472
5100103	25584
5100104	24232
5100105	27820
5100106	
5100107	32240
5100108	
5100109	31304
5100110	34684
5100111	35204
5100112	30940
5100113	24648
5100114	36868
5100115	32604
5100116	
5100202	26364
5100203	35516
5100204	24960
5100205	37284
5100206	24596
5100207	25220
5100209	29120
5100213	32812
5100214	35568
5100216	24284
5100217	26156
5100218	29016
5100219	32032
5100220	31876
5100222	38896
5100223	33020
5100224	27664
5100226	35568
5100227	42172
5100229	32292
5100230	26676
5100231	37128
5100232	30628
5100233	29484
5100234	41808
5100235	27924
5100236	27768
5100237	34008
5100238	32968
5100239	31980
5100240	29016
5100241	31148
5100243	33072
5100244	28756
5100246	32240
5100247	38272
5100249	30056
5100250	40924
5100251	36088
5100252	35412
5100253	40300
5100254	31928
5100255	23348
5100256	29328
5100257	34216
5100258	38428
5100259	36764
5100260	23660
5100261	37960
5100262	29744
5100263	42744
5100264	25272
5100265	21216
5100266	39052
5100267	35308
5100268	39780
5100269	
5100270	60944
5100271	45032
5100272	37232
5100273	36816
5100274	39624
5100275	26156
5100276	33020
5100277	39104
5100278	29692
5100279	29744
5100280	30108
5100281	24128
5100282	28392
5100283	36972
5100301	47788
5100302	49348
5100303	28028
5100304	35152
5100305	46384
5100306	31148
5100307	39936
5100308	41080
5100310	42796
5100311	43680
5100312	36920
5100313	36400
5100314	38636
5100315	37388
5100316	37284
5100317	43316
5100318	41028
5100319	38844
5100320	40352
5100321	48100
5100322	48776
5100323	37908
5100324	40248
5100325	38272
5100326	35672
5100327	44720
5100328	42952
5100401	42328
5100405	43680
5100406	35048
5100407	31356
5100408	31408
5100410	37908
5100411	31720
5100412	38844
5100413	39156
5100414	42744
5100415	34892
5100416	39104
5100417	32604
5100418	37076
5100419	30940
5100420	38844
5100421	40976
5100422	45032
5100423	
5100424	34892
5100425	30108
5100426	31460
5100427	39520
5100502	42432
5100504	32708
5100505	
5100506	20384
5100507	
5100508	33176
5100509	37856
5100510	44668
5100511	30992
5100512	32448
5100513	38064
5100514	39988
5100515	
5100516	40664
5100517	27768
5100518	33280
5100519	35672
5100520	34528
5100521	33956
5100522	33592
5100524	28912
5100525	28340
5100526	32448
5100527	35932
5100528	29588
5100529	31148
5100530	37076
5100531	40352
5100532	32864
5100533	46176
5100534	33904
5100536	32708
5100537	34684
5100538	38064
5100539	37440
5100540	35308
5100541	50076
5100542	42484
5100543	36764
5100544	38948
5100545	39780
5100546	44512
5100547	
5100548	33904
5100549	28028
5100550	38532
5100551	38844
5100701	35464
5100702	32136
5100703	38740
5100704	29016
5100705	34996
5100706	38272
5100707	38428
5100708	33124
5100709	34164
5100710	39624
5100711	32500
5100713	30732
5100714	27352
5100801	29380
5100802	30316
5100803	33280
5100804	32292
5100805	35620
5100806	
5100807	32708
5100808	42328
5100809	31876
5100810	31616
5100811	27560
5100812	27144
5100813	25896
5100814	26364
5100815	28080
5100816	29588
5100901	26260
5100902	24492
5100903	29380
5100904	20956
5100905	29432
5100906	24388
5100907	29900
5100908	25688
5100909	22048
5100910	
5100911	28392
5100912	28184
5100913	24440
5100914	29120
5100915	
5100916	27560
5100917	
5100918	22048
5100920	32084
5100921	27924
5100922	23036
5100923	38272
5100924	24128
5100925	32396
5100926	29224
5100927	21320
5100928	30056
5100929	26156
5100930	
5100931	35672
5101001	37700
5101002	37544
5101003	32396
5101004	34632
5101005	38168
5101006	30628
5101007	32344
5101101	58500
5101201	27664
5101202	27300
5101203	30784
5101204	35568
5101205	32968
5101206	39312
5101207	36348
5101208	34008
5101209	48516
5101210	38428
5101213	
5101214	31512
5101215	40872
5101216	35256
5101217	33124
5101218	32240
5101219	29536
5101220	32292
5101221	32292
5101222	37284
5101223	
5101224	39364
5101225	40248
5101226	21996
5101227	38688
5101228	49816
5101229	45344
5101230	49088
5101231	26884
5101401	25324
5101402	36192
5101404	36348
5101405	33904
5101406	21528
5101407	28132
5101408	24596
5101409	22568
5101410	41912
5101411	28184
5101412	23764
5101413	22620
5101414	21840
5101415	28548
5101416	34892
5101417	24856
5101418	38272
5101419	38740
5101420	36712
5101421	38844
5101423	26676
5101424	33436
5101425	36764
5101426	39156
5101427	28444
5101501	28704
5101502	33956
5101503	26364
5101504	28704
5101505	32812
5101506	
5101507	31512
5101508	38948
5101509	30368
5101510	25168
5101513	32500
5101514	36972
5101515	32448
5101516	
5101517	36712
5101518	41236
5101519	
5101520	36608
5101521	39104
5101601	35724
5101602	27300
5101603	26208
5101604	31928
5101605	23556
5101606	28756
5101607	30940
5101608	32552
5101609	35464
5101610	
5101611	31928
5101612	23192
5101701	33956
5101702	24856
5101703	29536
5101704	38532
5101705	30680
5101706	21840
5101707	28756
5101708	24596
5101709	26312
5101710	29016
5101711	26780
5101712	26416
5101713	23972
5101714	24648
5101715	24700
5101716	32032
5101717	27248
5101718	31044
5101719	38428
5101801	30264
5101802	25428
5101803	25844
5101804	23972
5101805	32084
5101806	34996
5101807	31720
5101808	39156
5101809	32448
5101810	25896
5101811	29588
5101812	25324
5101813	27248
5101814	26260
5101815	30732
5101816	27508
5101901	30524
5101902	34164
5101903	25480
5101904	37700
5101905	37336
5101906	34580
5101907	24440
5101908	37544
5101909	31772
5101910	35308
5101911	33332
5101912	26208
5101913	31720
5101914	38064
5101915	24908
5101916	29380
5102001	25116
5102002	24960
5102003	39884
5102004	23972
5102005	32604
5102006	28808
5102007	27612
5102008	28704
5102009	25636
5102010	27248
5102011	24596
5102012	31928
5102013	34892
5102014	30940
5102101	27092
5102102	27248
5102103	24960
5102104	30992
5102105	32968
5102106	32968
5102107	37700
5102108	27196
5102109	41704
5102110	
5102111	34268
5102112	23660
5102113	27040
5102114	27196
5102115	26884
5102116	31148
5102117	31148
5102201	24960
5102202	28860
5102203	34060
5102204	31980
5102205	35724
5102206	31148
5102207	28600
5102208	36296
5102209	29224
5102210	24804
5102211	33280
5102212	28652
5102213	25792
5102214	31876
5102215	27352
5102216	27144
5102217	25168
5102218	25220
5102219	33228
5102220	27352
5102301	21944
5102302	26364
5102303	34788
5102304	22984
5102306	23140
5102307	26416
5102308	25480
5102309	33592
5102310	35100
5102311	28392
5102312	25324
5102314	30628
5102315	24076
5102316	22828
5102317	31200
5102318	24232
5102319	23296
5102320	25272
5102321	
5102322	21060
5102323	23296
5102324	34528
5102325	31512
5102326	24908
5102401	47684
5102402	43836
5102403	33020
5102404	31044
5102405	32084
5102406	33228
5102407	30836
5102408	24180
5102409	25636
5102410	38012
5102411	28808
5102412	31148
5102413	27924
5102414	28756
5102415	28340
5102416	38584
5102417	33904
5102418	
5102419	24232
5102420	23452
5102421	40560
5102422	26416
5102423	30004
5102424	31928
5102425	26624
5102426	24752
5102427	40196
5102428	28392
5102429	32292
5102430	33384
5102431	25636
5102432	26988
5102433	42016
5102434	25532
5102436	33592
5102437	26624
5102438	22828
5102439	31980
5102440	33384
5102441	
5102501	29172
5102503	23036
5102504	25168
5102505	34372
5102506	31512
5102507	30108
5102508	29432
5102509	23608
5102510	23556
5102511	25636
5102512	24284
5102513	24440
5102514	25272
5102515	23660
5102516	23556
5102517	24908
5102518	24440
5102519	25012
5102520	25220
5102522	46176
5102523	46176
5102524	
5102525	
5102526	32032
5102601	28080
5102602	27248
5102603	29536
5102604	28964
5102605	30004
5102606	25168
5102607	35984
5102608	25064
5102609	40040
5102611	23400
5102612	23608
5102613	22412
5102614	30212
5102615	31148
5102616	33436
5102617	34528
5102705	28652
5102706	32500
5102707	22828
5102708	36764
5102709	28808
5102710	41080
5102712	32604
5102713	22412
5102716	43420
5102717	34216
5102720	24648
5102721	35412
5102722	32812
5102723	29484
5102724	29380
5102725	37856
5102726	19032
5102727	45448
5102728	47684
5102729	36036
5102730	40248
5102731	46800
5102732	30836
5102733	38792
5102734	49608
5102735	43628
5102736	23868
5102737	41288
5102738	41236
5102739	32604
5102740	46020
5102741	
5102742	44356
5102743	36712
5102744	42328
5102745	37024
5102746	42900
5102747	
5102748	31928
5102749	23920
5102750	39208
5102751	39572
5102801	23504
5102802	21424
5102804	22828
5102805	25376
5102807	25688
5102808	32552
5102809	32552
5102811	33956
5102812	31096
5102813	25480
5102814	26520
5102815	22620
5102816	24440
5102817	26780
5102818	26520
5102819	27300
5102820	23244
5102821	25116
5102822	23764
5102823	
5102824	21216
5102825	33904
5102826	32968
5102827	
5102828	27924
5102829	20020
5102830	46436
5102901	22256
5102904	33332
5102905	34268
5102907	26624
5102909	21580
5102910	24232
5102912	40612
5102913	31876
5102914	24492
5102915	24752
5102916	23816
5102917	25740
5102919	25168
5102920	19448
5102921	33436
5102922	36400
5102923	40716
5102924	26260
5102925	35880
5102926	
5102927	
5102928	34372
5102929	36504
5102930	36244
5102931	37908
5102932	33384
5103001	39884
5103002	59020
5103003	
5103004	
5103005	
5103006	
5103007	51272
5103008	64636
5103009	59280
5103010	53820
5103011	56212
5103012	43732
5103013	56316
5103014	60632
5103015	56004
5103016	60164
5103017	53092
5103018	48776
5103101	35100
5103102	
5103103	64012
5103104	57200
5103105	58500
5103106	50076
5103107	61152
5103108	61724
5103109	66924
5103110	54444
5103111	40976
5103112	41080
5103113	60008
5103114	54392
5103115	47736
5103116	59540
5103117	45760
5103118	27716
5103119	42588
5103120	38584
5103121	48516
5103201	51480
5103202	36140
5103203	70928
5103204	64064
5103205	72644
