SA1_7DIGITCODE_2016	PrivateDwelling	persons
2116948	1	439
2116949	0	64
2116949	1	338
2116950	0	68
2116950	1	388
2116951	0	3
2116951	1	363
2116952	0	16
2116952	1	219
2116953	0	3
2116953	1	344
2117001	0	22
2117001	1	481
2117002	0	11
2117002	1	280
2117003	0	10
2117003	1	233
2117004	0	24
2117004	1	341
2117005	0	4
2117005	1	185
2117006	0	29
2117006	1	549
2117007	1	253
2117008	0	10
2117008	1	316
2117009	0	14
2117009	1	363
2117010	0	23
2117010	1	394
2117011	0	17
2117011	1	390
2117012	0	17
2117012	1	436
2117013	1	245
2117014	0	19
2117014	1	368
2117015	0	20
2117015	1	373
2117016	0	16
2117016	1	365
2117017	0	9
2117017	1	414
2117018	0	11
2117018	1	345
2117019	0	17
2117019	1	414
2117020	0	136
2117020	1	381
2117021	0	8
2117021	1	511
2117022	0	24
2117022	1	482
2117023	0	12
2117023	1	510
2117024	0	35
2117024	1	235
2117025	0	15
2117025	1	430
2117026	0	13
2117026	1	532
2117027	0	14
2117027	1	367
2117028	0	32
2117028	1	447
2117029	0	15
2117029	1	398
2117030	0	157
2117030	1	313
2117031	0	19
2117031	1	374
2117032	0	114
2117032	1	398
2117033	0	16
2117033	1	556
2117034	0	10
2117034	1	367
2117035	0	18
2117035	1	352
2117036	0	58
2117036	1	348
2117037	0	14
2117037	1	403
2117038	0	12
2117038	1	370
2117101	0	27
2117101	1	505
2117102	0	68
2117102	1	404
2117103	0	12
2117103	1	316
2117104	0	5
2117104	1	219
2117105	0	18
2117105	1	456
2117106	0	16
2117106	1	585
2117107	0	69
2117107	1	499
2117108	0	17
2117108	1	531
2117109	0	13
2117109	1	422
2117110	0	42
2117110	1	590
2117111	0	41
2117111	1	443
2117112	0	25
2117112	1	445
2117113	1	327
2117114	0	12
2117114	1	357
2117115	0	11
2117115	1	562
2117116	0	8
2117116	1	511
2117117	0	11
2117117	1	492
2117118	0	4
2117118	1	411
2117119	0	33
2117119	1	640
2117120	0	21
2117120	1	260
2117121	0	6
2117121	1	307
2117122	0	9
2117122	1	344
2117123	0	50
2117123	1	579
2117201	0	30
2117201	1	464
2117202	0	54
2117202	1	296
2117203	0	26
2117203	1	423
2117204	0	47
2117204	1	687
2117205	0	8
2117205	1	366
2117206	0	35
2117206	1	379
2117207	0	20
2117207	1	557
2117208	0	26
2117208	1	481
2117209	0	9
2117209	1	426
2117210	0	22
2117210	1	452
2117211	0	4
2117211	1	481
2117212	0	10
2117212	1	455
2117213	0	13
2117213	1	350
2117214	0	19
2117214	1	408
2117215	0	25
2117215	1	371
2117216	0	40
2117216	1	329
2117217	0	18
2117217	1	471
2117218	0	28
2117218	1	566
2117219	0	12
2117219	1	450
2117220	0	43
2117220	1	385
2117221	0	36
2117221	1	436
2117222	0	7
2117222	1	589
2117223	0	29
2117223	1	466
2117224	0	24
2117224	1	442
2117225	0	21
2117225	1	452
2117226	0	21
2117226	1	484
2117227	0	4
2117227	1	480
2117228	0	10
2117228	1	545
2117229	0	11
2117229	1	471
2117230	0	13
2117230	1	526
2117231	0	21
2117231	1	349
2117232	0	5
2117232	1	331
2117233	0	8
2117233	1	229
2117234	0	17
2117234	1	338
2117235	0	26
2117235	1	260
2117236	0	15
2117236	1	478
2117237	0	27
2117237	1	280
2117238	0	62
2117238	1	405
2117301	0	3
2117301	1	371
2117302	0	16
2117302	1	419
2117303	0	36
2117303	1	608
2117304	0	154
2117304	1	334
2117305	0	6
2117305	1	358
2117306	0	4
2117306	1	465
2117307	0	19
2117307	1	411
2117308	1	337
2117309	0	19
2117309	1	434
2117310	1	406
2117311	0	39
2117311	1	323
2117312	0	11
2117312	1	393
2117313	0	20
2117313	1	373
2117314	0	14
2117314	1	496
2117315	0	16
2117315	1	365
2117316	0	21
2117316	1	402
2117317	0	17
2117317	1	380
2117318	0	14
2117318	1	267
2117319	0	6
2117319	1	205
2117320	0	15
2117320	1	376
2117321	0	7
2117321	1	275
2117322	0	266
2117322	1	464
2117323	0	210
2117323	1	672
2117324	0	8
2117324	1	471
2117325	0	8
2117325	1	341
2117326	0	27
2117326	1	533
2117327	0	10
2117327	1	331
2117328	0	10
2117328	1	521
2117329	0	17
2117329	1	641
2117330	0	18
2117330	1	436
2117331	0	21
2117331	1	392
2117332	0	25
2117332	1	521
2117333	0	10
2117333	1	408
2117334	0	10
2117334	1	321
2117335	0	9
2117335	1	467
2117336	0	6
2117336	1	467
2117401	0	17
2117401	1	532
2117402	0	41
2117402	1	540
2117403	0	129
2117403	1	358
2117404	0	7
2117404	1	322
2117405	0	29
2117405	1	565
2117406	0	12
2117406	1	354
2117407	0	4
2117407	1	296
2117408	0	34
2117408	1	401
2117409	0	10
2117409	1	477
2117410	0	9
2117410	1	457
2117411	0	15
2117411	1	447
2117412	0	20
2117412	1	579
2117413	0	3
2117413	1	299
2117414	0	55
2117414	1	711
2117415	0	3
2117415	1	293
2117416	0	13
2117416	1	236
2117417	0	8
2117417	1	446
2117418	0	35
2117418	1	305
2117419	0	11
2117419	1	395
2117420	0	12
2117420	1	467
2117421	0	5
2117421	1	500
2117422	0	12
2117422	1	446
2117423	0	3
2117423	1	511
2117424	0	10
2117424	1	458
2117425	0	30
2117425	1	312
2117426	0	39
2117426	1	390
2117427	0	4
2117427	1	378
2117428	0	14
2117428	1	451
2117429	0	18
2117429	1	422
2117430	0	4
2117430	1	525
2117431	0	7
2117431	1	208
2117432	0	23
2117432	1	275
2117433	0	12
2117433	1	353
2117434	0	9
2117434	1	375
2117435	0	32
2117435	1	466
2117436	0	7
2117436	1	315
2117437	0	50
2117437	1	315
2117438	0	3
2117438	1	288
2117439	0	8
2117439	1	550
2117440	0	33
2117440	1	579
2117441	0	11
2117441	1	408
2117442	0	9
2117442	1	371
2117443	0	3
2117443	1	367
2117444	0	21
2117444	1	314
2117445	0	3
2117445	1	438
2117446	0	19
2117446	1	411
2117447	0	9
2117447	1	408
2117448	0	10
2117448	1	353
2117449	0	20
2117449	1	343
2117450	0	21
2117450	1	360
2117451	1	303
2117452	0	13
2117452	1	360
2117601	0	13
2117601	1	334
2117602	0	8
2117602	1	550
2117603	0	28
2117603	1	369
2117604	0	22
2117604	1	369
2117605	0	9
2117605	1	478
2117606	0	9
2117606	1	280
2117607	0	6
2117607	1	356
2117608	0	27
2117608	1	542
2117609	0	4
2117609	1	316
2117610	0	128
2117610	1	318
2117611	0	32
2117611	1	360
2117612	0	40
2117612	1	528
2117613	0	15
2117613	1	502
2117614	0	27
2117614	1	433
2117615	0	51
2117615	1	636
2117616	0	24
2117616	1	676
2117617	0	75
2117617	1	300
2117618	0	7
2117618	1	213
2117619	0	12
2117619	1	414
2117620	0	57
2117620	1	300
2117621	0	14
2117621	1	375
2117622	0	12
2117622	1	470
2117623	0	25
2117623	1	419
2117624	0	6
2117624	1	334
2117625	0	47
2117625	1	674
2117626	1	266
2117627	0	38
2117627	1	702
2117628	0	31
2117628	1	464
2117629	0	20
2117629	1	434
2117630	0	15
2117630	1	486
2117631	0	13
2117631	1	532
2117632	0	30
2117632	1	371
2117633	0	11
2117633	1	644
2117634	0	53
2117634	1	574
2117635	0	11
2117635	1	282
2117636	0	21
2117636	1	408
2117637	0	25
2117637	1	368
2117638	0	31
2117638	1	344
2117639	0	24
2117639	1	332
2117701	0	109
2117701	1	478
2117702	0	29
2117702	1	452
2117703	0	34
2117703	1	458
2117704	0	25
2117704	1	281
2117705	0	9
2117705	1	330
2117706	0	7
2117706	1	294
2117707	0	30
2117707	1	475
2117708	0	21
2117708	1	338
2117709	0	18
2117709	1	200
2117710	0	24
2117710	1	403
2117711	0	22
2117711	1	364
2117712	0	18
2117712	1	340
2117713	0	20
2117713	1	411
2117714	0	7
2117714	1	341
2117715	0	18
2117715	1	332
2117716	0	3
2117716	1	181
2117717	0	9
2117717	1	379
2117718	0	25
2117718	1	313
2117719	0	6
2117719	1	205
2117720	0	38
2117720	1	204
2117721	0	15
2117721	1	211
2117722	0	52
2117722	1	405
2117723	0	46
2117723	1	476
2117724	0	34
2117724	1	293
2117725	0	28
2117725	1	354
2117726	0	14
2117726	1	331
2117727	0	3
2117727	1	256
2117728	1	421
2117729	0	12
2117729	1	269
2117730	0	54
2117730	1	384
2117731	0	22
2117731	1	308
2117732	0	11
2117732	1	214
2117733	0	32
2117733	1	285
2117734	0	30
2117734	1	286
2117735	0	15
2117735	1	306
2117736	0	13
2117736	1	306
2117737	0	16
2117737	1	294
2117738	0	32
2117738	1	371
2117739	0	6
2117739	1	273
2117740	0	155
2117740	1	572
2117741	0	141
2117741	1	404
2117742	0	11
2117742	1	528
2117743	0	21
2117743	1	395
2117744	0	49
2117744	1	157
2117745	0	19
2117745	1	716
2117746	0	12
2117746	1	386
2117747	0	8
2117747	1	283
2117748	0	21
2117748	1	321
2117749	0	49
2117749	1	475
2117750	0	3
2117750	1	279
2117751	0	17
2117751	1	279
2117752	0	131
2117752	1	663
2117753	0	15
2117753	1	271
2117754	0	11
2117754	1	269
2117755	0	13
2117755	1	197
2117801	0	29
2117801	1	313
2117802	0	11
2117802	1	207
2117803	0	13
2117803	1	383
2117804	0	24
2117804	1	405
2117805	0	13
2117805	1	483
2117806	0	11
2117806	1	301
2117807	0	13
2117807	1	273
2117808	0	3
2117808	1	288
2117809	1	296
2117810	0	11
2117810	1	286
2117811	0	9
2117811	1	307
2117812	0	5
2117812	1	295
2117813	0	7
2117813	1	327
2117814	0	15
2117814	1	302
2117815	0	35
2117815	1	546
2117816	0	3
2117816	1	268
2117817	0	50
2117817	1	489
2117818	0	133
2117818	1	423
2117819	0	3
2117819	1	295
2117820	0	10
2117820	1	334
2117821	0	15
2117821	1	295
2117822	0	15
2117822	1	285
2117823	0	26
2117823	1	305
2117824	0	22
2117824	1	357
2117825	0	16
2117825	1	369
2117826	0	14
2117826	1	506
2117827	0	6
2117827	1	509
2117828	0	22
2117828	1	612
2117829	0	12
2117829	1	563
2117830	0	20
2117830	1	263
2117831	0	8
2117831	1	509
2117832	0	6
2117832	1	336
2117833	0	18
2117833	1	542
2117834	0	12
2117834	1	447
2117835	0	31
2117835	1	463
2117836	0	31
2117836	1	421
2117837	0	35
2117837	1	367
2117838	0	28
2117838	1	454
2117839	0	20
2117839	1	480
2117840	1	434
2117841	0	26
2117841	1	248
2117842	0	117
2117842	1	268
2117843	0	391
2117843	1	222
2117901	0	18
2117901	1	407
2117902	0	30
2117902	1	252
2117903	0	3
2117903	1	268
2117904	0	13
2117904	1	465
2117905	0	14
2117905	1	384
2117906	0	20
2117906	1	561
2117907	0	67
2117907	1	439
2117908	0	4
2117908	1	416
2117909	0	16
2117909	1	471
2117910	0	20
2117910	1	479
2117911	0	41
2117911	1	439
2117912	0	21
2117912	1	255
2117913	0	4
2117913	1	304
2117914	0	5
2117914	1	404
2117915	0	12
2117915	1	567
2117916	0	21
2117916	1	489
2117917	0	6
2117917	1	310
2117918	0	89
2117918	1	316
2117919	0	106
2117919	1	295
2117920	0	24
2117920	1	287
2117921	0	20
2117921	1	97
2117922	0	7
2117922	1	239
2117923	0	48
2117923	1	504
2117924	0	32
2117924	1	303
2117925	0	23
2117925	1	442
2117926	0	18
2117926	1	434
2117927	0	6
2117927	1	323
2117928	0	12
2117928	1	261
2118001	0	24
2118001	1	321
2118002	0	8
2118002	1	289
2118003	0	29
2118003	1	515
2118004	0	15
2118004	1	546
2118005	0	4
2118005	1	353
2118006	0	78
2118006	1	367
2118007	0	11
2118007	1	584
2118008	0	8
2118008	1	340
2118009	0	24
2118009	1	325
2118010	0	15
2118010	1	420
2118011	0	21
2118011	1	328
2118012	0	3
2118012	1	460
2118013	1	556
2118014	0	29
2118014	1	593
2118015	0	58
2118015	1	343
2118016	0	8
2118016	1	425
2118017	0	14
2118017	1	348
2118101	0	10
2118101	1	641
2118102	0	8
2118102	1	405
2118103	0	5
2118103	1	360
2118104	1	387
2118105	0	10
2118105	1	252
2118106	0	11
2118106	1	622
2118107	0	3
2118107	1	488
2118108	0	84
2118108	1	335
2118109	0	21
2118109	1	345
2118110	0	21
2118110	1	459
2118111	0	19
2118111	1	580
2118112	0	5
2118112	1	419
2118113	0	9
2118113	1	420
2118114	0	21
2118114	1	404
2118115	0	12
2118115	1	465
2118116	0	50
2118116	1	440
2118117	0	21
2118117	1	505
2118118	0	4
2118118	1	513
2118119	0	46
2118119	1	335
2118120	0	13
2118120	1	348
2118201	0	21
2118201	1	520
2118202	0	32
2118202	1	372
2118203	0	40
2118203	1	717
2118204	0	40
2118204	1	770
2118205	0	20
2118205	1	303
2118206	0	18
2118206	1	386
2118207	0	16
2118207	1	619
2118208	0	27
2118208	1	417
2118209	0	18
2118209	1	318
2118210	0	20
2118210	1	304
2118211	0	16
2118211	1	315
2118212	0	13
2118212	1	388
2118213	0	14
2118213	1	435
2118214	0	23
2118214	1	463
2118215	0	3
2118215	1	406
2118216	0	7
2118216	1	416
2118217	0	4
2118217	1	365
2118218	0	30
2118218	1	371
2118219	0	29
2118219	1	626
2118220	0	11
2118220	1	544
2118221	0	9
2118221	1	497
2118222	0	6
2118222	1	377
2118223	0	13
2118223	1	357
2118224	0	17
2118224	1	636
2118225	0	5
2118225	1	696
2118226	0	15
2118226	1	613
2118227	0	26
2118227	1	370
2118301	0	18
2118301	1	287
2118302	0	26
2118302	1	364
2118303	1	213
2118304	0	15
2118304	1	555
2118307	0	14
2118307	1	385
2118308	0	3
2118308	1	262
2118309	0	3
2118309	1	254
2118310	0	12
2118310	1	529
2118311	0	15
2118311	1	404
2118312	0	14
2118312	1	589
2118313	0	10
2118313	1	431
2118315	0	6
2118315	1	438
2118318	1	363
2118319	0	17
2118319	1	587
2118321	0	17
2118321	1	458
2118322	0	12
2118322	1	476
2118323	0	3
2118323	1	238
2118324	0	7
2118324	1	265
2118325	0	8
2118325	1	629
2118326	0	10
2118326	1	443
2118327	0	9
2118327	1	441
2118401	0	93
2118401	1	22
2118501	0	31
2118501	1	433
2118502	0	8
2118502	1	302
2118503	0	15
2118503	1	317
2118504	0	37
2118504	1	537
2118505	0	8
2118505	1	239
2118506	0	28
2118506	1	541
2118507	0	6
2118507	1	322
2118508	0	35
2118508	1	398
2118509	0	15
2118509	1	520
2118510	0	30
2118510	1	457
2118511	0	26
2118511	1	344
2118512	0	6
2118512	1	422
2118513	0	15
2118513	1	292
2118514	0	20
2118514	1	255
2118515	0	33
2118515	1	548
2118516	0	14
2118516	1	486
2118517	0	10
2118517	1	424
2118518	1	306
2118520	0	30
2118520	1	480
2118521	0	20
2118521	1	269
2118522	0	13
2118522	1	224
2118523	0	12
2118523	1	288
2118524	0	30
2118524	1	659
2118525	0	40
2118525	1	363
2118526	0	18
2118526	1	360
2118527	0	12
2118527	1	295
2118528	1	167
2118529	1	276
2118530	0	6
2118530	1	219
2118601	0	10
2118601	1	347
2118603	0	20
2118603	1	490
2118604	0	25
2118604	1	573
2118605	0	22
2118605	1	420
2118606	0	13
2118606	1	402
2118607	0	10
2118607	1	363
2118608	0	88
2118608	1	312
2118609	0	116
2118609	1	223
2118610	0	19
2118610	1	524
2118611	0	20
2118611	1	318
2118612	0	16
2118612	1	435
2118613	0	24
2118613	1	455
2118614	0	14
2118614	1	249
2118615	0	27
2118615	1	250
2118616	0	77
2118616	1	489
2118617	0	44
2118617	1	505
2118618	0	47
2118618	1	501
2118619	0	10
2118619	1	359
2118620	0	12
2118620	1	423
2118621	0	72
2118621	1	576
2118622	0	32
2118622	1	471
2118623	0	73
2118623	1	636
2118624	0	25
2118624	1	352
2118625	0	29
2118625	1	470
2118626	0	132
2118626	1	514
2118627	0	33
2118627	1	381
2118628	0	32
2118628	1	414
2118629	0	3
2118629	1	412
2118630	0	21
2118630	1	530
2118631	0	25
2118631	1	437
2118701	0	7
2118701	1	620
2118702	0	3
2118702	1	209
2118703	0	34
2118703	1	441
2118704	0	8
2118704	1	529
2118705	1	203
2118706	0	27
2118706	1	299
2118707	0	5
2118707	1	252
2118708	0	11
2118708	1	597
2118709	0	9
2118709	1	520
2118710	0	7
2118710	1	393
2118711	0	13
2118711	1	432
2118712	1	331
2118713	0	10
2118713	1	247
2118801	0	3
2118801	1	366
2118802	0	62
2118802	1	357
2118803	0	7
2118803	1	508
2118804	0	15
2118804	1	543
2118805	0	23
2118805	1	626
2118806	0	15
2118806	1	315
2118807	0	23
2118807	1	333
2118808	0	3
2118808	1	487
2118809	0	121
2118809	1	805
2118810	0	14
2118810	1	420
2118811	0	15
2118811	1	525
2118812	0	19
2118812	1	340
2118813	0	32
2118813	1	492
2118814	0	21
2118814	1	551
2118815	0	27
2118815	1	216
2118816	0	30
2118816	1	638
2118817	0	8
2118817	1	473
2118818	0	103
2118818	1	289
2118819	0	8
2118819	1	541
2118820	0	8
2118820	1	327
2118821	0	9
2118821	1	475
2118822	1	445
2118823	0	22
2118823	1	853
2118824	0	3
2118824	1	368
2118825	1	417
2118826	1	207
2118827	0	3
2118827	1	307
2118828	0	9
2118828	1	290
2118829	0	104
2118829	1	603
2118830	0	87
2118830	1	420
2118831	1	366
2118832	0	12
2118832	1	494
2118833	0	6
2118833	1	266
2118834	0	16
2118834	1	398
2118835	0	19
2118835	1	385
2118836	0	44
2118836	1	518
2118837	0	28
2118837	1	572
2118838	0	31
2118838	1	295
2118839	0	9
2118839	1	273
2118840	0	45
2118840	1	496
2118841	0	25
2118841	1	490
2118842	0	8
2118842	1	356
2118843	0	43
2118843	1	329
2118844	0	5
2118844	1	248
2118845	0	9
2118845	1	274
2118846	0	5
2118846	1	254
2118847	0	7
2118847	1	367
2118848	0	15
2118848	1	282
2118849	0	36
2118849	1	295
2118850	1	258
2118901	0	23
2118901	1	580
2118902	0	8
2118902	1	509
2118903	0	24
2118903	1	351
2118904	0	16
2118904	1	504
2118905	0	28
2118905	1	307
2118906	0	37
2118906	1	449
2118907	0	150
2118907	1	416
2118908	0	8
2118908	1	330
2118909	0	13
2118909	1	350
2118910	0	4
2118910	1	485
2118911	0	14
2118911	1	334
2118912	0	28
2118912	1	534
2118913	0	34
2118913	1	516
2118914	0	3
2118914	1	305
2118915	0	25
2118915	1	450
2118916	0	56
2118916	1	338
2118917	0	21
2118917	1	440
2118918	0	34
2118918	1	281
2118919	0	3
2118919	1	386
2118920	0	59
2118920	1	579
2118921	0	7
2118921	1	369
2118922	0	36
2118922	1	265
2118923	0	16
2118923	1	248
2118924	0	9
2118924	1	305
2118925	0	14
2118925	1	295
2118926	0	18
2118926	1	518
2118927	0	43
2118927	1	286
2118928	0	6
2118928	1	288
2118929	0	3
2118929	1	308
2118930	0	10
2118930	1	329
2119001	0	76
2119001	1	294
2119002	0	13
2119002	1	358
2119003	0	4
2119003	1	258
2119004	0	3
2119004	1	269
2119005	1	286
2119006	0	11
2119006	1	403
2119007	0	27
2119007	1	329
2119008	0	47
2119008	1	351
2119009	0	29
2119009	1	474
2119010	0	8
2119010	1	713
2119011	0	34
2119011	1	783
2119012	0	36
2119012	1	261
2119013	0	8
2119013	1	290
2119014	0	28
2119014	1	619
2119016	0	11
2119016	1	377
2119017	0	5
2119017	1	341
2119018	0	21
2119018	1	303
2119019	0	16
2119019	1	428
2119020	0	5
2119020	1	234
2119021	0	8
2119021	1	272
2119022	0	23
2119022	1	444
2119023	0	60
2119023	1	398
2119024	0	6
2119024	1	366
2119025	0	12
2119025	1	367
2119026	0	24
2119026	1	310
2119027	0	35
2119027	1	332
2119028	0	9
2119028	1	381
2119029	1	229
2119030	0	25
2119030	1	331
2119031	0	4
2119031	1	310
2119032	0	9
2119032	1	220
2119033	0	33
2119033	1	495
2119034	0	13
2119034	1	164
2119101	0	3
2119101	1	343
2119102	0	14
2119102	1	204
2119103	0	75
2119104	0	235
2119104	1	348
2119105	0	8
2119105	1	650
2119106	0	8
2119106	1	235
2119107	0	67
2119107	1	710
2119108	0	16
2119108	1	313
2119109	0	29
2119109	1	493
2119110	0	17
2119110	1	399
2119111	0	33
2119111	1	388
2119112	0	23
2119112	1	347
2119113	0	56
2119113	1	418
2119114	0	10
2119114	1	245
2119115	0	23
2119115	1	590
2119116	0	40
2119116	1	510
2119117	1	238
2119118	0	3
2119118	1	258
2119119	0	30
2119119	1	13
2119120	0	100
2119120	1	425
2119121	0	29
2119121	1	325
2119122	0	4
2119122	1	330
2119123	0	16
2119123	1	288
2119301	0	17
2119301	1	338
2119302	0	7
2119302	1	458
2119303	0	7
2119303	1	278
2119304	0	48
2119304	1	571
2119305	0	3
2119305	1	399
2119306	1	3
2119307	0	20
2119307	1	379
2119308	0	17
2119308	1	423
2119309	0	80
2119309	1	482
2119310	0	4
2119310	1	451
2119311	0	32
2119311	1	360
2119312	0	11
2119312	1	400
2119313	0	14
2119313	1	440
2119314	0	25
2119314	1	529
2119315	0	4
2119315	1	278
2119316	0	11
2119316	1	469
2119317	0	18
2119317	1	411
2119318	0	104
2119318	1	467
2119319	0	20
2119319	1	355
2119320	0	41
2119320	1	435
2119321	0	4
2119321	1	426
2119322	0	48
2119322	1	327
2119323	0	18
2119323	1	285
2119324	0	84
2119324	1	586
2119325	0	8
2119325	1	623
2119326	0	3
2119326	1	606
2119327	0	53
2119327	1	738
2119328	0	11
2119328	1	414
2119329	0	31
2119329	1	403
2119330	0	52
2119330	1	501
2119331	0	3
2119331	1	397
2119332	0	17
2119332	1	450
2119333	0	65
2119333	1	378
2119334	0	7
2119334	1	377
2119335	0	12
2119335	1	509
2119336	0	29
2119336	1	511
2119337	0	6
2119337	1	390
2119338	0	3
2119338	1	438
2119339	0	41
2119339	1	453
2119340	0	15
2119340	1	428
2119341	0	6
2119341	1	339
2119342	0	14
2119342	1	518
2119343	0	10
2119343	1	497
2119401	0	39
2119401	1	403
2119402	0	13
2119402	1	514
2119403	0	23
2119403	1	380
2119404	0	137
2119404	1	310
2119405	0	6
2119405	1	374
2119406	0	12
2119406	1	250
2119407	0	8
2119407	1	219
2119408	0	17
2119408	1	281
2119409	0	15
2119409	1	361
2119410	0	17
2119410	1	407
2119411	0	39
2119411	1	586
2119412	0	14
2119412	1	268
2119413	0	12
2119413	1	355
2119414	0	13
2119414	1	285
2119415	0	22
2119415	1	387
2119416	0	21
2119416	1	418
2119417	0	3
2119417	1	356
2119418	0	25
2119418	1	396
2119419	0	38
2119419	1	578
2119420	0	4
2119420	1	270
2119421	0	8
2119421	1	307
2119422	0	15
2119422	1	636
2119423	0	9
2119423	1	403
2119424	0	29
2119424	1	400
2119425	0	23
2119425	1	534
2119426	0	3
2119426	1	428
2119427	0	3
2119427	1	234
2119428	0	26
2119428	1	281
2119429	0	64
2119429	1	254
2119430	0	397
2119430	1	318
2119431	0	18
2119431	1	467
2119432	0	32
2119432	1	443
2119433	0	18
2119433	1	352
2119434	0	15
2119434	1	475
2119435	0	22
2119435	1	535
2119436	0	17
2119436	1	370
2119437	0	3
2119437	1	191
2119438	0	107
2119438	1	434
2119439	0	32
2119439	1	325
2119440	0	30
2119440	1	513
2119441	0	5
2119441	1	242
2119442	0	14
2119442	1	336
2119443	0	18
2119443	1	639
2119444	0	21
2119444	1	397
2119445	0	37
2119445	1	234
2119446	0	8
2119446	1	360
2119447	0	19
2119447	1	219
2119448	0	11
2119448	1	251
2119449	0	12
2119449	1	365
2119501	0	162
2119501	1	442
2119502	0	11
2119502	1	360
2119503	0	5
2119503	1	236
2119504	0	16
2119504	1	375
2119505	0	27
2119505	1	526
2119506	0	8
2119506	1	351
2119507	0	9
2119507	1	479
2119508	1	348
2119509	0	7
2119509	1	494
2119510	0	5
2119510	1	450
2119511	0	8
2119511	1	503
2119512	0	19
2119512	1	401
2119513	0	7
2119513	1	632
2119514	0	15
2119514	1	744
2119515	0	39
2119515	1	640
2119516	0	11
2119516	1	657
2119517	0	14
2119517	1	296
2119518	0	16
2119518	1	480
2119519	0	13
2119519	1	347
2119520	0	15
2119520	1	588
2119521	0	16
2119521	1	424
2119522	0	9
2119522	1	457
2119523	0	3
2119523	1	320
2119525	0	7
2119525	1	354
2119526	0	12
2119526	1	325
2119527	0	39
2119527	1	377
2119528	0	15
2119528	1	275
2119529	1	293
2119530	0	9
2119530	1	456
2119531	0	25
2119531	1	418
2119532	0	33
2119532	1	456
2119533	0	51
2119533	1	528
2119534	0	16
2119534	1	446
2119535	0	44
2119535	1	468
2119536	0	20
2119536	1	307
2119537	0	36
2119537	1	466
2119538	0	27
2119538	1	348
2119539	0	12
2119539	1	278
2119540	0	22
2119540	1	500
2119541	0	3
2119541	1	407
2119542	0	8
2119542	1	383
2119543	0	17
2119543	1	429
2119544	0	21
2119544	1	443
2119545	0	3
2119545	1	228
2119546	0	49
2119546	1	222
2119547	0	7
2119547	1	165
2119548	1	232
2119549	1	238
2119551	0	20
2119551	1	356
2119601	0	21
2119601	1	440
2119602	0	8
2119602	1	381
2119603	0	4
2119603	1	216
2119604	0	15
2119604	1	439
2119605	1	484
2119606	0	18
2119606	1	417
2119607	0	19
2119607	1	418
2119608	0	26
2119608	1	510
2119609	0	16
2119609	1	333
2119610	0	13
2119610	1	377
2119612	0	4
2119612	1	522
2119613	0	155
2119613	1	461
2119614	0	3
2119614	1	325
2119615	0	3
2119615	1	408
2119616	0	24
2119616	1	340
2119617	0	26
2119617	1	471
2119618	0	27
2119618	1	384
2119619	0	14
2119619	1	358
2119620	0	10
2119620	1	256
2119621	1	305
2119622	0	9
2119622	1	342
2119623	0	6
2119623	1	383
2119624	0	12
2119624	1	703
2119701	0	4
2119701	1	507
2119702	0	3
2119702	1	374
2119703	0	17
2119703	1	535
2119704	0	23
2119704	1	472
2119705	0	18
2119705	1	680
2119706	0	11
2119706	1	416
2119707	1	332
2119708	0	3
2119708	1	246
2119709	0	25
2119709	1	319
2119710	0	15
2119710	1	507
2119711	0	15
2119711	1	365
2119712	0	20
2119712	1	384
2119713	0	10
2119713	1	308
2119714	0	6
2119714	1	414
2119715	0	26
2119715	1	602
2119716	0	4
2119716	1	240
2119717	0	10
2119717	1	323
2119718	0	4
2119718	1	308
2119719	0	6
2119719	1	333
2119720	0	80
2119720	1	352
2119721	0	5
2119721	1	421
2119722	0	3
2119722	1	338
2119723	0	4
2119723	1	454
2119724	0	12
2119724	1	558
2119725	0	3
2119725	1	425
2119726	0	14
2119726	1	403
2119727	0	15
2119727	1	343
2119728	0	12
2119728	1	338
2119729	0	7
2119729	1	341
2119730	1	432
2119731	0	62
2119731	1	325
2119732	1	291
2119733	1	329
2119734	1	283
2119735	0	3
2119735	1	329
2119736	0	8
2119736	1	251
2119737	1	283
2119738	0	15
2119738	1	257
2119739	0	6
2119739	1	397
2119740	0	13
2119740	1	544
2119741	0	83
2119741	1	259
2119742	0	11
2119742	1	249
2119743	0	12
2119743	1	467
2119744	0	7
2119744	1	339
2119745	0	9
2119745	1	322
2119746	1	302
2119747	0	6
2119747	1	284
2119748	1	190
2119749	0	10
2119749	1	334
2119750	0	23
2119750	1	387
2119751	0	12
2119751	1	374
2119752	0	3
2119752	1	190
2119753	0	7
2119753	1	301
2119801	0	11
2119801	1	344
2119802	0	4
2119802	1	282
2119803	0	27
2119803	1	538
2119804	0	893
2119804	1	340
2119805	0	44
2119805	1	366
2119806	0	9
2119806	1	379
2119807	0	68
2119807	1	478
2119808	0	12
2119808	1	511
2119809	0	3
2119809	1	265
2119810	0	48
2119810	1	594
2119811	0	7
2119811	1	384
2119812	0	11
2119812	1	267
2119813	0	13
2119813	1	433
2119814	0	51
2119814	1	624
2119815	0	160
2119815	1	323
2119816	0	13
2119816	1	332
2119817	0	24
2119817	1	471
2119818	0	17
2119818	1	508
2119819	0	8
2119819	1	360
2119820	0	9
2119820	1	387
2119821	0	4
2119821	1	449
2119822	0	107
2119822	1	368
2119823	0	36
2119823	1	488
2119824	0	8
2119824	1	376
2119825	0	12
2119825	1	403
2119826	0	15
2119826	1	455
