SA1_7DIGITCODE_2016	AgeStudent	students
3108202	15-19	7
3108202	20-24	9
3108202	25+	13
3108203	0-4	3
3108203	5-14	29
3108203	15-19	11
3108203	20-24	6
3108203	25+	8
3108204	5-14	33
3108204	15-19	10
3108204	20-24	12
3108204	25+	18
3108205	0-4	3
3108205	5-14	29
3108205	15-19	15
3108205	25+	3
3108206	0-4	9
3108206	5-14	41
3108206	15-19	16
3108206	20-24	7
3108206	25+	6
3108207	0-4	9
3108207	5-14	60
3108207	15-19	38
3108207	20-24	15
3108207	25+	16
3108208	0-4	7
3108208	5-14	59
3108208	15-19	24
3108208	20-24	9
3108208	25+	8
3108209	5-14	42
3108209	15-19	13
3108209	20-24	11
3108209	25+	13
3108210	0-4	3
3108210	5-14	62
3108210	15-19	39
3108210	20-24	14
3108210	25+	13
3108211	0-4	9
3108211	5-14	63
3108211	15-19	34
3108211	20-24	16
3108211	25+	21
3108212	0-4	3
3108212	5-14	53
3108212	15-19	24
3108212	20-24	5
3108212	25+	13
3108213	0-4	14
3108213	5-14	68
3108213	15-19	33
3108213	20-24	18
3108213	25+	21
3108214	0-4	7
3108214	5-14	42
3108214	15-19	14
3108214	20-24	6
3108214	25+	9
3108215	0-4	3
3108215	5-14	47
3108215	15-19	17
3108215	20-24	5
3108215	25+	10
3108216	0-4	3
3108216	5-14	40
3108216	15-19	9
3108216	25+	16
3108217	5-14	46
3108217	15-19	16
3108217	20-24	13
3108217	25+	23
3108218	0-4	6
3108218	5-14	29
3108218	15-19	9
3108218	20-24	4
3108218	25+	9
3108219	0-4	5
3108219	5-14	68
3108219	15-19	19
3108219	20-24	9
3108219	25+	13
3108220	5-14	31
3108220	15-19	18
3108220	20-24	10
3108220	25+	11
3108301	0-4	3
3108301	5-14	44
3108301	15-19	7
3108301	20-24	6
3108301	25+	12
3108302	0-4	8
3108302	5-14	51
3108302	15-19	33
3108302	20-24	18
3108302	25+	21
3108303	0-4	3
3108303	5-14	58
3108303	15-19	12
3108303	20-24	3
3108303	25+	14
3108304	0-4	10
3108304	5-14	44
3108304	15-19	5
3108304	20-24	9
3108304	25+	33
3108305	0-4	7
3108305	5-14	51
3108305	15-19	8
3108305	20-24	7
3108305	25+	13
3108306	0-4	5
3108306	5-14	46
3108306	15-19	8
3108306	20-24	8
3108306	25+	11
3108307	0-4	3
3108307	5-14	22
3108307	15-19	11
3108307	20-24	5
3108307	25+	8
3108308	0-4	6
3108308	5-14	43
3108308	15-19	20
3108308	20-24	4
3108308	25+	18
3108309	0-4	3
3108309	5-14	57
3108309	15-19	8
3108309	20-24	9
3108309	25+	19
3108310	0-4	3
3108310	5-14	71
3108310	15-19	21
3108310	20-24	13
3108310	25+	14
3108311	0-4	9
3108311	5-14	76
3108311	15-19	25
3108311	20-24	16
3108311	25+	24
3108401	0-4	9
3108401	5-14	100
3108401	15-19	23
3108401	20-24	14
3108401	25+	29
3108402	0-4	3
3108402	5-14	31
3108402	15-19	9
3108402	25+	14
3108403	0-4	11
3108403	5-14	107
3108403	15-19	46
3108403	20-24	19
3108403	25+	16
3108404	0-4	16
3108404	5-14	123
3108404	15-19	43
3108404	20-24	13
3108404	25+	18
3108407	5-14	41
3108407	15-19	16
3108407	20-24	6
3108407	25+	12
3108408	0-4	3
3108408	5-14	85
3108408	15-19	39
3108408	20-24	11
3108408	25+	21
3108409	0-4	3
3108409	5-14	18
3108409	15-19	4
3108409	20-24	6
3108409	25+	5
3108410	0-4	3
3108410	5-14	26
3108410	15-19	11
3108410	20-24	6
3108410	25+	12
3108411	0-4	3
3108411	5-14	55
3108411	15-19	20
3108411	20-24	11
3108411	25+	23
3108412	0-4	5
3108412	5-14	97
3108412	15-19	41
3108412	20-24	10
3108412	25+	10
3108413	0-4	11
3108413	5-14	66
3108413	15-19	39
3108413	20-24	22
3108413	25+	12
3108414	5-14	40
3108414	15-19	14
3108414	20-24	9
3108414	25+	7
3108415	0-4	6
3108415	5-14	37
3108415	15-19	13
3108415	25+	9
3108416	0-4	3
3108416	5-14	30
3108416	15-19	21
3108416	20-24	6
3108416	25+	7
3108417	0-4	6
3108417	5-14	76
3108417	15-19	30
3108417	20-24	8
3108417	25+	22
3108418	0-4	7
3108418	5-14	46
3108418	15-19	32
3108418	20-24	10
3108418	25+	10
3108419	5-14	20
3108419	15-19	10
3108419	20-24	3
3108419	25+	8
3108421	0-4	7
3108421	5-14	53
3108421	15-19	17
3108421	20-24	11
3108421	25+	18
3108422	0-4	7
3108422	5-14	79
3108422	15-19	42
3108422	20-24	15
3108422	25+	16
3108423	0-4	8
3108423	5-14	101
3108423	15-19	38
3108423	20-24	19
3108423	25+	19
3108424	0-4	4
3108424	5-14	60
3108424	15-19	32
3108424	20-24	15
3108424	25+	13
3108425	0-4	5
3108425	5-14	71
3108425	15-19	22
3108425	20-24	6
3108425	25+	17
3108501	0-4	7
3108501	5-14	79
3108501	15-19	36
3108501	20-24	17
3108501	25+	12
3108502	5-14	12
3108502	15-19	29
3108502	20-24	14
3108502	25+	16
3108503	0-4	5
3108503	5-14	56
3108503	15-19	22
3108503	20-24	3
3108503	25+	15
3108504	5-14	51
3108504	15-19	31
3108504	20-24	10
3108504	25+	15
3108505	5-14	38
3108505	15-19	16
3108505	20-24	22
3108505	25+	19
3108506	0-4	11
3108506	5-14	59
3108506	15-19	35
3108506	20-24	13
3108506	25+	12
3108507	0-4	3
3108507	5-14	80
3108507	15-19	39
3108507	20-24	16
3108507	25+	11
3108508	0-4	4
3108508	5-14	32
3108508	15-19	15
3108508	20-24	14
3108508	25+	8
3108509	0-4	8
3108509	5-14	64
3108509	15-19	28
3108509	20-24	7
3108509	25+	10
3108510	0-4	3
3108510	5-14	50
3108510	15-19	35
3108510	20-24	11
3108510	25+	11
3108511	0-4	3
3108511	5-14	50
3108511	15-19	28
3108511	20-24	20
3108511	25+	10
3108601	5-14	64
3108601	15-19	37
3108601	20-24	7
3108601	25+	15
3108603	0-4	4
3108603	5-14	30
3108603	15-19	25
3108603	20-24	8
3108603	25+	13
3108604	0-4	9
3108604	5-14	84
3108604	15-19	27
3108604	20-24	8
3108604	25+	27
3108605	0-4	14
3108605	5-14	92
3108605	15-19	47
3108605	20-24	29
3108605	25+	25
3108611	5-14	52
3108611	15-19	25
3108611	20-24	9
3108611	25+	10
3108612	0-4	8
3108612	5-14	47
3108612	15-19	26
3108612	20-24	5
3108612	25+	18
3108613	0-4	8
3108613	5-14	74
3108613	15-19	26
3108613	20-24	5
3108613	25+	22
3108614	0-4	16
3108614	5-14	79
3108614	15-19	37
3108614	20-24	24
3108614	25+	23
3108615	0-4	7
3108615	5-14	64
3108615	15-19	17
3108615	20-24	6
3108615	25+	14
3108618	0-4	7
3108618	5-14	72
3108618	15-19	23
3108618	20-24	9
3108618	25+	16
3108619	0-4	9
3108619	5-14	94
3108619	15-19	39
3108619	20-24	10
3108619	25+	12
3108620	5-14	27
3108620	15-19	8
3108620	20-24	4
3108620	25+	10
3108621	0-4	9
3108621	5-14	43
3108621	15-19	13
3108621	20-24	8
3108621	25+	16
3108622	0-4	3
3108622	5-14	52
3108622	15-19	19
3108622	20-24	3
3108622	25+	12
3108623	0-4	9
3108623	5-14	72
3108623	15-19	10
3108623	20-24	3
3108623	25+	16
3108624	0-4	6
3108624	5-14	53
3108624	15-19	14
3108624	20-24	9
3108624	25+	10
3108625	0-4	10
3108625	5-14	86
3108625	15-19	27
3108625	20-24	4
3108625	25+	33
3108627	0-4	3
3108627	5-14	63
3108627	15-19	48
3108627	20-24	18
3108627	25+	15
3108628	5-14	82
3108628	15-19	47
3108628	20-24	19
3108628	25+	15
3108629	0-4	7
3108629	5-14	65
3108629	15-19	21
3108629	20-24	6
3108629	25+	10
3108630	0-4	6
3108630	5-14	69
3108630	15-19	21
3108630	20-24	12
3108630	25+	24
3108631	0-4	4
3108631	5-14	49
3108631	15-19	28
3108631	20-24	3
3108631	25+	13
3108632	5-14	33
3108632	15-19	17
3108632	20-24	5
3108632	25+	5
3108633	0-4	4
3108633	5-14	36
3108633	15-19	24
3108633	20-24	9
3108633	25+	18
3108634	0-4	5
3108634	5-14	61
3108634	15-19	24
3108634	20-24	7
3108634	25+	11
3108635	0-4	6
3108635	5-14	51
3108635	15-19	27
3108635	20-24	14
3108635	25+	15
3108701	5-14	4
3108701	25+	3
3108702	0-4	8
3108702	5-14	49
3108702	15-19	37
3108702	20-24	15
3108702	25+	20
3108703	0-4	7
3108703	5-14	52
3108703	15-19	27
3108703	20-24	11
3108703	25+	12
3108704	0-4	3
3108704	5-14	46
3108704	15-19	28
3108704	20-24	14
3108704	25+	8
3108705	0-4	14
3108705	5-14	82
3108705	15-19	45
3108705	20-24	29
3108705	25+	23
3108706	5-14	8
3108706	15-19	10
3108706	20-24	4
3108706	25+	8
3108707	0-4	3
3108707	5-14	34
3108707	15-19	7
3108707	25+	8
3108708	0-4	3
3108708	5-14	53
3108708	15-19	31
3108708	20-24	20
3108708	25+	6
3108709	0-4	3
3108709	5-14	29
3108709	15-19	19
3108709	20-24	6
3108710	0-4	5
3108710	5-14	54
3108710	15-19	38
3108710	20-24	21
3108710	25+	10
3108711	0-4	5
3108711	5-14	68
3108711	15-19	36
3108711	20-24	19
3108711	25+	14
3108713	5-14	40
3108713	15-19	26
3108713	20-24	10
3108713	25+	11
3108714	5-14	45
3108714	15-19	24
3108714	20-24	14
3108714	25+	7
3108715	5-14	48
3108715	15-19	21
3108715	20-24	15
3108715	25+	4
3108716	0-4	6
3108716	5-14	89
3108716	15-19	45
3108716	20-24	23
3108716	25+	17
3108717	5-14	47
3108717	15-19	37
3108717	20-24	21
3108717	25+	8
3108718	0-4	3
3108718	5-14	39
3108718	15-19	11
3108718	20-24	12
3108718	25+	6
3108719	0-4	4
3108719	5-14	32
3108719	15-19	11
3108719	20-24	3
3108719	25+	5
3108720	0-4	4
3108720	5-14	75
3108720	15-19	39
3108720	20-24	15
3108720	25+	14
3108721	0-4	3
3108721	5-14	27
3108721	15-19	19
3108721	20-24	3
3108721	25+	9
3108801	0-4	10
3108801	5-14	54
3108801	15-19	15
3108801	20-24	17
3108801	25+	16
3108802	5-14	32
3108802	15-19	25
3108802	20-24	18
3108802	25+	7
3108803	0-4	6
3108803	5-14	55
3108803	15-19	33
3108803	20-24	19
3108803	25+	17
3108804	0-4	5
3108804	5-14	57
3108804	15-19	35
3108804	20-24	20
3108804	25+	23
3108805	0-4	11
3108805	5-14	72
3108805	15-19	37
3108805	20-24	19
3108805	25+	21
3108806	0-4	7
3108806	5-14	63
3108806	15-19	33
3108806	20-24	14
3108806	25+	12
3108807	5-14	51
3108807	15-19	14
3108807	20-24	3
3108807	25+	11
3108808	0-4	4
3108808	5-14	63
3108808	15-19	24
3108808	20-24	15
3108808	25+	27
3108809	0-4	8
3108809	5-14	67
3108809	15-19	28
3108809	20-24	19
3108809	25+	26
3108810	0-4	10
3108810	5-14	68
3108810	15-19	29
3108810	20-24	20
3108810	25+	16
3108811	0-4	8
3108811	5-14	80
3108811	15-19	21
3108811	20-24	27
3108811	25+	26
3108812	0-4	13
3108812	5-14	58
3108812	15-19	39
3108812	20-24	31
3108812	25+	23
3108813	0-4	3
3108813	5-14	31
3108813	15-19	20
3108813	20-24	26
3108813	25+	19
3108814	0-4	10
3108814	5-14	52
3108814	15-19	21
3108814	20-24	24
3108814	25+	24
3108815	0-4	3
3108815	5-14	96
3108815	15-19	34
3108815	20-24	27
3108815	25+	24
3108816	0-4	3
3108816	5-14	33
3108816	15-19	16
3108816	20-24	10
3108816	25+	6
3108817	0-4	3
3108817	5-14	70
3108817	15-19	49
3108817	20-24	15
3108817	25+	18
3108818	5-14	37
3108818	15-19	23
3108818	20-24	12
3108818	25+	5
3108819	0-4	3
3108819	5-14	70
3108819	15-19	46
3108819	20-24	30
3108819	25+	11
3108820	0-4	15
3108820	5-14	71
3108820	15-19	37
3108820	20-24	14
3108820	25+	16
3108821	5-14	38
3108821	15-19	16
3108821	20-24	6
3108821	25+	10
3108822	0-4	3
3108822	5-14	43
3108822	15-19	13
3108822	20-24	14
3108822	25+	11
3108823	0-4	8
3108823	5-14	75
3108823	15-19	32
3108823	20-24	9
3108823	25+	21
3108824	5-14	44
3108824	15-19	11
3108824	20-24	17
3108824	25+	11
3108901	0-4	4
3108901	5-14	93
3108901	15-19	25
3108901	20-24	11
3108901	25+	10
3108903	0-4	5
3108903	5-14	57
3108903	15-19	27
3108903	20-24	15
3108903	25+	16
3108904	0-4	5
3108904	5-14	98
3108904	15-19	40
3108904	20-24	36
3108904	25+	27
3108905	0-4	4
3108905	5-14	65
3108905	15-19	34
3108905	20-24	9
3108905	25+	15
3108906	0-4	4
3108906	5-14	78
3108906	15-19	27
3108906	20-24	9
3108906	25+	25
3108907	0-4	8
3108907	5-14	49
3108907	15-19	30
3108907	20-24	11
3108907	25+	16
3108908	0-4	5
3108908	5-14	55
3108908	15-19	27
3108908	20-24	10
3108908	25+	9
3108909	0-4	8
3108909	5-14	93
3108909	15-19	37
3108909	20-24	15
3108909	25+	15
3108910	0-4	8
3108910	5-14	132
3108910	15-19	57
3108910	20-24	16
3108910	25+	11
3109001	0-4	3
3109001	5-14	86
3109001	15-19	41
3109001	20-24	25
3109001	25+	23
3109002	0-4	11
3109002	5-14	54
3109002	15-19	27
3109002	20-24	9
3109002	25+	22
3109003	5-14	33
3109003	15-19	17
3109003	20-24	15
3109003	25+	13
3109004	5-14	38
3109004	15-19	19
3109004	20-24	10
3109004	25+	12
3109005	0-4	12
3109005	5-14	88
3109005	15-19	33
3109005	20-24	25
3109005	25+	33
3109006	0-4	3
3109006	5-14	45
3109006	15-19	15
3109006	20-24	8
3109006	25+	17
3109007	0-4	4
3109007	5-14	86
3109007	15-19	19
3109007	20-24	26
3109007	25+	24
3109008	0-4	3
3109008	5-14	47
3109008	15-19	22
3109008	20-24	13
3109008	25+	12
3109009	0-4	3
3109009	5-14	68
3109009	15-19	17
3109009	20-24	17
3109009	25+	33
3109010	0-4	6
3109010	5-14	90
3109010	15-19	39
3109010	20-24	28
3109010	25+	33
3109011	0-4	18
3109011	5-14	96
3109011	15-19	36
3109011	20-24	14
3109011	25+	31
3109012	0-4	8
3109012	5-14	77
3109012	15-19	29
3109012	20-24	5
3109012	25+	21
3109013	0-4	5
3109013	5-14	39
3109013	15-19	20
3109013	20-24	10
3109013	25+	9
3109014	5-14	29
3109014	15-19	29
3109014	20-24	9
3109014	25+	5
3109015	0-4	7
3109015	5-14	62
3109015	15-19	28
3109015	20-24	13
3109015	25+	14
3109016	0-4	13
3109016	5-14	65
3109016	15-19	21
3109016	20-24	15
3109016	25+	14
3109017	0-4	8
3109017	5-14	80
3109017	15-19	61
3109017	20-24	15
3109017	25+	22
3109018	0-4	3
3109018	5-14	99
3109018	15-19	53
3109018	20-24	20
3109018	25+	33
3109019	0-4	16
3109019	5-14	94
3109019	15-19	28
3109019	20-24	12
3109019	25+	28
3109101	0-4	3
3109101	5-14	12
3109101	15-19	8
3109101	20-24	7
3109101	25+	7
3109102	0-4	3
3109102	5-14	15
3109102	15-19	20
3109102	20-24	5
3109102	25+	4
3109103	0-4	3
3109103	5-14	76
3109103	15-19	31
3109103	20-24	8
3109103	25+	20
3109104	0-4	5
3109104	5-14	44
3109104	15-19	18
3109104	20-24	6
3109104	25+	15
3109105	0-4	4
3109105	5-14	88
3109105	15-19	51
3109105	20-24	22
3109105	25+	10
3109106	0-4	10
3109106	5-14	125
3109106	15-19	77
3109106	20-24	21
3109106	25+	23
3109107	0-4	17
3109107	5-14	117
3109107	15-19	39
3109107	20-24	16
3109107	25+	14
3109108	0-4	3
3109108	5-14	100
3109108	15-19	46
3109108	20-24	18
3109108	25+	14
3109109	0-4	4
3109109	5-14	53
3109109	15-19	20
3109109	20-24	8
3109109	25+	15
3109110	0-4	4
3109110	5-14	98
3109110	15-19	42
3109110	20-24	19
3109110	25+	13
3109111	0-4	9
3109111	5-14	80
3109111	15-19	35
3109111	20-24	9
3109111	25+	11
3109112	0-4	8
3109112	5-14	59
3109112	15-19	29
3109112	20-24	14
3109112	25+	10
3109201	5-14	27
3109201	15-19	11
3109201	20-24	7
3109201	25+	13
3109202	0-4	14
3109202	5-14	103
3109202	15-19	27
3109202	20-24	17
3109202	25+	30
3109203	0-4	6
3109203	5-14	58
3109203	15-19	21
3109203	20-24	7
3109203	25+	10
3109204	5-14	42
3109204	15-19	22
3109204	20-24	10
3109204	25+	6
3109205	0-4	12
3109205	5-14	117
3109205	15-19	48
3109205	20-24	15
3109205	25+	30
3109206	0-4	3
3109206	5-14	50
3109206	15-19	29
3109206	20-24	18
3109206	25+	8
3109207	0-4	6
3109207	5-14	61
3109207	15-19	30
3109207	20-24	19
3109207	25+	13
3109208	0-4	14
3109208	5-14	94
3109208	15-19	38
3109208	20-24	19
3109208	25+	31
3109209	0-4	6
3109209	5-14	83
3109209	15-19	54
3109209	20-24	26
3109209	25+	17
3109210	0-4	4
3109210	5-14	48
3109210	15-19	36
3109210	20-24	16
3109210	25+	11
3109211	0-4	7
3109211	5-14	98
3109211	15-19	50
3109211	20-24	17
3109211	25+	18
3109212	5-14	23
3109212	15-19	14
3109212	20-24	3
3109212	25+	5
3109213	0-4	4
3109213	5-14	112
3109213	15-19	45
3109213	20-24	17
3109213	25+	18
3109214	0-4	10
3109214	5-14	87
3109214	15-19	39
3109214	20-24	19
3109214	25+	36
3109215	0-4	10
3109215	5-14	71
3109215	15-19	25
3109215	20-24	13
3109215	25+	21
3109216	0-4	18
3109216	5-14	75
3109216	15-19	34
3109216	20-24	21
3109216	25+	33
3109301	0-4	5
3109301	5-14	43
3109301	15-19	19
3109301	20-24	30
3109301	25+	32
3109302	5-14	64
3109302	15-19	27
3109302	20-24	12
3109302	25+	7
3109303	0-4	3
3109303	5-14	61
3109303	15-19	21
3109303	20-24	16
3109303	25+	34
3109305	0-4	8
3109305	5-14	47
3109305	15-19	31
3109305	20-24	11
3109305	25+	19
3109306	0-4	5
3109306	5-14	88
3109306	15-19	28
3109306	20-24	10
3109306	25+	23
3109307	0-4	3
3109307	5-14	68
3109307	15-19	22
3109307	20-24	12
3109307	25+	15
3109308	0-4	9
3109308	5-14	38
3109308	15-19	21
3109308	20-24	13
3109308	25+	14
3109309	0-4	13
3109309	5-14	73
3109309	15-19	46
3109309	20-24	10
3109309	25+	21
3109310	5-14	47
3109310	15-19	10
3109310	20-24	12
3109310	25+	18
3109311	0-4	6
3109311	5-14	59
3109311	15-19	35
3109311	20-24	14
3109311	25+	14
3109312	0-4	8
3109312	5-14	86
3109312	15-19	20
3109312	20-24	9
3109312	25+	17
3109401	0-4	3
3109401	5-14	29
3109401	15-19	16
3109401	20-24	80
3109401	25+	67
3109402	0-4	3
3109402	5-14	63
3109402	15-19	29
3109402	20-24	22
3109402	25+	24
3109403	0-4	7
3109403	5-14	31
3109403	15-19	17
3109403	20-24	13
3109403	25+	9
3109404	0-4	10
3109404	5-14	88
3109404	15-19	58
3109404	20-24	32
3109404	25+	13
3109406	0-4	3
3109406	5-14	25
3109406	15-19	16
3109406	20-24	18
3109406	25+	14
3109407	0-4	12
3109407	5-14	43
3109407	15-19	24
3109407	20-24	60
3109407	25+	36
3109408	0-4	5
3109408	5-14	45
3109408	15-19	17
3109408	20-24	43
3109408	25+	47
3109409	0-4	6
3109409	5-14	30
3109409	15-19	12
3109409	20-24	63
3109409	25+	49
3109410	5-14	14
3109410	15-19	22
3109410	20-24	70
3109410	25+	24
3109411	0-4	3
3109411	5-14	18
3109411	15-19	29
3109411	20-24	95
3109411	25+	62
3109412	0-4	6
3109412	5-14	52
3109412	15-19	24
3109412	20-24	59
3109412	25+	26
3109413	0-4	3
3109413	5-14	27
3109413	15-19	29
3109413	20-24	31
3109413	25+	31
3109414	0-4	6
3109414	5-14	40
3109414	15-19	25
3109414	20-24	64
3109414	25+	32
3109415	0-4	8
3109415	5-14	37
3109415	15-19	37
3109415	20-24	96
3109415	25+	58
3109416	5-14	17
3109416	15-19	14
3109416	20-24	55
3109416	25+	21
3109417	0-4	3
3109417	5-14	19
3109417	15-19	33
3109417	20-24	82
3109417	25+	66
3109418	0-4	3
3109418	5-14	31
3109418	15-19	11
3109418	20-24	16
3109418	25+	14
3109419	0-4	3
3109419	5-14	30
3109419	15-19	19
3109419	20-24	19
3109419	25+	13
3109420	0-4	15
3109420	5-14	74
3109420	15-19	17
3109420	20-24	8
3109420	25+	11
3109421	5-14	24
3109421	15-19	15
3109421	20-24	17
3109421	25+	10
3109422	5-14	13
3109422	15-19	3
3109422	20-24	9
3109422	25+	14
3109423	0-4	6
3109423	5-14	37
3109423	15-19	67
3109423	20-24	19
3109423	25+	10
3109424	5-14	46
3109424	15-19	35
3109424	20-24	24
3109424	25+	12
3109425	0-4	5
3109425	5-14	75
3109425	15-19	52
3109425	20-24	89
3109425	25+	96
3109426	5-14	17
3109426	15-19	11
3109426	20-24	39
3109426	25+	18
3109427	0-4	3
3109427	5-14	33
3109427	15-19	31
3109427	20-24	51
3109427	25+	25
3109428	5-14	39
3109428	15-19	39
3109428	20-24	43
3109428	25+	37
3109429	5-14	48
3109429	15-19	28
3109429	20-24	21
3109429	25+	11
3109430	0-4	4
3109430	5-14	27
3109430	15-19	20
3109430	20-24	29
3109430	25+	13
3109431	0-4	5
3109431	5-14	41
3109431	15-19	30
3109431	20-24	17
3109431	25+	13
3109501	0-4	10
3109501	5-14	40
3109501	15-19	14
3109501	20-24	37
3109501	25+	58
3109502	5-14	68
3109502	15-19	20
3109502	20-24	12
3109502	25+	14
3109503	5-14	87
3109503	15-19	37
3109503	20-24	15
3109503	25+	14
3109504	0-4	8
3109504	5-14	63
3109504	15-19	33
3109504	20-24	12
3109504	25+	15
3109505	0-4	3
3109505	5-14	46
3109505	15-19	18
3109505	20-24	18
3109505	25+	4
3109506	5-14	31
3109506	15-19	8
3109506	20-24	6
3109506	25+	7
3109507	0-4	3
3109507	5-14	50
3109507	15-19	16
3109507	20-24	11
3109507	25+	16
3109508	0-4	3
3109508	5-14	41
3109508	15-19	16
3109508	20-24	3
3109508	25+	16
3109509	0-4	3
3109509	5-14	31
3109509	15-19	18
3109509	20-24	18
3109509	25+	30
3109510	0-4	5
3109510	5-14	55
3109510	15-19	27
3109510	20-24	18
3109510	25+	50
3109511	0-4	5
3109511	5-14	52
3109511	15-19	14
3109511	20-24	12
3109511	25+	23
3109512	0-4	9
3109512	5-14	45
3109512	15-19	17
3109512	20-24	22
3109512	25+	36
3109513	0-4	7
3109513	5-14	50
3109513	15-19	16
3109513	20-24	3
3109513	25+	9
3109514	0-4	5
3109514	5-14	71
3109514	15-19	17
3109514	20-24	16
3109514	25+	15
3109601	5-14	4
3109601	15-19	38
3109601	20-24	267
3109601	25+	90
3109602	5-14	11
3109602	15-19	26
3109602	20-24	147
3109602	25+	88
3109603	0-4	4
3109603	5-14	21
3109603	15-19	52
3109603	20-24	238
3109603	25+	88
3109604	5-14	17
3109604	15-19	23
3109604	20-24	185
3109604	25+	73
3109605	0-4	7
3109605	5-14	25
3109605	15-19	24
3109605	20-24	180
3109605	25+	126
3109606	5-14	16
3109606	15-19	43
3109606	20-24	201
3109606	25+	118
3109607	5-14	18
3109607	15-19	21
3109607	20-24	109
3109607	25+	80
3109608	5-14	50
3109608	15-19	29
3109608	20-24	169
3109608	25+	106
3109609	5-14	93
3109609	15-19	41
3109609	20-24	59
3109609	25+	27
3109610	0-4	6
3109610	5-14	35
3109610	15-19	34
3109610	20-24	129
3109610	25+	56
3109611	5-14	29
3109611	15-19	23
3109611	20-24	100
3109611	25+	36
3109612	0-4	4
3109612	5-14	47
3109612	15-19	22
3109612	20-24	60
3109612	25+	21
3109613	5-14	43
3109613	15-19	33
3109613	20-24	46
3109613	25+	13
3109614	0-4	8
3109614	5-14	40
3109614	15-19	35
3109614	20-24	53
3109614	25+	30
3109615	5-14	8
3109615	15-19	1365
3109615	20-24	619
3109615	25+	73
3109616	0-4	3
3109616	5-14	18
3109616	15-19	24
3109616	20-24	99
3109616	25+	59
3109617	0-4	4
3109617	5-14	10
3109617	15-19	24
3109617	20-24	73
3109617	25+	57
3109618	0-4	4
3109618	5-14	18
3109618	15-19	33
3109618	20-24	103
3109618	25+	62
3109619	5-14	17
3109619	15-19	29
3109619	20-24	79
3109619	25+	53
3109620	0-4	3
3109620	5-14	27
3109620	15-19	25
3109620	20-24	112
3109620	25+	58
3109621	0-4	4
3109621	5-14	46
3109621	15-19	27
3109621	20-24	93
3109621	25+	36
3109622	5-14	26
3109622	15-19	14
3109622	20-24	73
3109622	25+	54
3109623	0-4	5
3109623	5-14	56
3109623	15-19	48
3109623	20-24	72
3109623	25+	30
3109701	0-4	5
3109701	5-14	44
3109701	15-19	39
3109701	20-24	57
3109701	25+	23
3109702	0-4	3
3109702	5-14	24
3109702	15-19	13
3109702	20-24	24
3109702	25+	18
3109703	0-4	7
3109703	5-14	17
3109703	15-19	14
3109703	20-24	42
3109703	25+	31
3109704	0-4	4
3109704	5-14	36
3109704	15-19	28
3109704	20-24	47
3109704	25+	53
3109705	5-14	31
3109705	15-19	15
3109705	20-24	44
3109705	25+	44
3109706	5-14	16
3109706	15-19	24
3109706	20-24	36
3109706	25+	55
3109707	0-4	5
3109707	5-14	21
3109707	15-19	16
3109707	20-24	34
3109707	25+	31
3109708	0-4	3
3109708	5-14	11
3109708	15-19	10
3109708	20-24	38
3109708	25+	46
3109709	0-4	7
3109709	5-14	24
3109709	15-19	17
3109709	20-24	44
3109709	25+	45
3109710	0-4	3
3109710	5-14	53
3109710	15-19	22
3109710	20-24	46
3109710	25+	34
3109711	5-14	3
3109711	15-19	29
3109711	20-24	93
3109711	25+	55
3109712	5-14	17
3109712	15-19	28
3109712	20-24	62
3109712	25+	30
3109713	5-14	17
3109713	15-19	20
3109713	20-24	45
3109713	25+	19
3109714	0-4	7
3109714	5-14	23
3109714	15-19	32
3109714	20-24	41
3109714	25+	25
3109715	5-14	22
3109715	15-19	6
3109715	20-24	37
3109715	25+	18
3109716	5-14	18
3109716	15-19	20
3109716	20-24	65
3109716	25+	48
3109717	0-4	5
3109717	5-14	16
3109717	15-19	12
3109717	20-24	53
3109717	25+	49
3109718	0-4	3
3109718	5-14	41
3109718	15-19	19
3109718	20-24	30
3109718	25+	16
3109719	0-4	7
3109719	5-14	58
3109719	15-19	22
3109719	20-24	36
3109719	25+	14
3109720	0-4	4
3109720	5-14	48
3109720	15-19	29
3109720	20-24	60
3109720	25+	44
3109721	5-14	11
3109721	15-19	3
3109721	20-24	35
3109721	25+	30
3109801	0-4	7
3109801	5-14	39
3109801	15-19	10
3109801	25+	13
3109802	0-4	13
3109802	5-14	53
3109802	15-19	18
3109802	20-24	13
3109802	25+	27
3109803	0-4	11
3109803	5-14	76
3109803	15-19	26
3109803	20-24	11
3109803	25+	35
3109804	0-4	3
3109804	5-14	23
3109804	15-19	3
3109804	20-24	12
3109804	25+	18
3109805	0-4	17
3109805	5-14	62
3109805	15-19	14
3109805	20-24	8
3109805	25+	27
3109806	0-4	6
3109806	5-14	49
3109806	15-19	26
3109806	20-24	34
3109806	25+	60
3109807	0-4	3
3109807	5-14	13
3109807	15-19	3
3109807	20-24	4
3109807	25+	22
3109808	0-4	13
3109808	5-14	103
3109808	15-19	21
3109808	20-24	8
3109808	25+	16
3109809	0-4	3
3109809	5-14	61
3109809	15-19	30
3109809	20-24	14
3109809	25+	26
3109810	0-4	3
3109810	5-14	39
3109810	15-19	12
3109810	20-24	19
3109810	25+	18
3109811	5-14	37
3109811	15-19	16
3109811	20-24	17
3109811	25+	10
3109812	0-4	5
3109812	5-14	24
3109812	15-19	22
3109812	20-24	38
3109812	25+	34
3109813	0-4	3
3109813	5-14	18
3109813	15-19	6
3109813	20-24	10
