SA1_7DIGITCODE_2016	AgeStudent	students
3109813	25+	4
3109815	5-14	43
3109815	15-19	13
3109815	20-24	8
3109815	25+	39
3109816	0-4	7
3109816	5-14	36
3109816	15-19	9
3109816	20-24	7
3109816	25+	32
3109817	5-14	22
3109817	15-19	3
3109817	20-24	13
3109817	25+	16
3109818	0-4	6
3109818	5-14	66
3109818	15-19	25
3109818	20-24	18
3109818	25+	36
3109901	5-14	3
3110001	0-4	3
3110001	5-14	59
3110001	15-19	20
3110001	20-24	4
3110001	25+	17
3110002	0-4	11
3110002	5-14	66
3110002	15-19	29
3110002	20-24	9
3110002	25+	29
3110003	0-4	7
3110003	5-14	79
3110003	15-19	22
3110003	20-24	6
3110003	25+	32
3110004	0-4	3
3110004	5-14	45
3110004	15-19	15
3110004	20-24	10
3110004	25+	26
3110005	0-4	3
3110005	5-14	50
3110005	15-19	4
3110005	20-24	5
3110005	25+	9
3110006	0-4	4
3110006	5-14	44
3110006	15-19	5
3110006	20-24	3
3110006	25+	9
3110009	0-4	6
3110009	5-14	43
3110009	15-19	16
3110009	20-24	15
3110009	25+	14
3110010	0-4	9
3110010	5-14	31
3110010	15-19	17
3110010	20-24	5
3110010	25+	14
3110011	0-4	15
3110011	5-14	80
3110011	15-19	24
3110011	20-24	18
3110011	25+	34
3110012	0-4	5
3110012	5-14	49
3110012	15-19	14
3110012	20-24	12
3110012	25+	17
3110013	0-4	6
3110013	5-14	57
3110013	15-19	27
3110013	20-24	14
3110013	25+	17
3110014	0-4	3
3110014	5-14	33
3110014	15-19	7
3110014	20-24	8
3110014	25+	3
3110015	0-4	3
3110015	5-14	45
3110015	15-19	32
3110015	20-24	3
3110015	25+	14
3110016	5-14	38
3110016	15-19	9
3110016	20-24	7
3110016	25+	8
3110017	5-14	21
3110017	15-19	10
3110017	20-24	4
3110017	25+	10
3110018	5-14	26
3110018	15-19	17
3110018	20-24	4
3110018	25+	7
3110019	0-4	6
3110019	5-14	42
3110019	15-19	7
3110019	25+	12
3110101	0-4	7
3110101	5-14	72
3110101	15-19	30
3110101	20-24	8
3110101	25+	17
3110102	0-4	4
3110102	5-14	45
3110102	15-19	26
3110102	20-24	9
3110102	25+	17
3110103	0-4	7
3110103	5-14	53
3110103	15-19	24
3110103	20-24	10
3110103	25+	11
3110104	0-4	6
3110104	5-14	49
3110104	15-19	17
3110104	20-24	7
3110104	25+	7
3110105	5-14	30
3110105	15-19	17
3110105	20-24	7
3110105	25+	13
3110106	0-4	9
3110106	5-14	56
3110106	15-19	21
3110106	20-24	8
3110106	25+	17
3110107	0-4	9
3110107	5-14	61
3110107	15-19	24
3110107	20-24	5
3110107	25+	25
3110109	0-4	7
3110109	5-14	53
3110109	15-19	17
3110109	20-24	9
3110109	25+	14
3110110	0-4	9
3110110	5-14	55
3110110	15-19	17
3110110	20-24	9
3110110	25+	15
3110111	0-4	4
3110111	5-14	30
3110111	15-19	17
3110111	20-24	10
3110111	25+	24
3110112	0-4	4
3110112	5-14	48
3110112	15-19	25
3110112	20-24	14
3110112	25+	15
3110113	0-4	4
3110113	5-14	37
3110113	15-19	17
3110113	20-24	4
3110113	25+	13
3110114	0-4	8
3110114	5-14	74
3110114	15-19	18
3110114	20-24	7
3110114	25+	18
3110115	0-4	15
3110115	5-14	60
3110115	15-19	20
3110115	20-24	12
3110115	25+	31
3110116	0-4	7
3110116	5-14	109
3110116	15-19	31
3110116	20-24	8
3110116	25+	15
3110117	0-4	13
3110117	5-14	73
3110117	15-19	25
3110117	20-24	12
3110117	25+	20
3110118	5-14	15
3110118	15-19	5
3110118	20-24	8
3110118	25+	19
3110119	0-4	9
3110119	5-14	47
3110119	15-19	19
3110119	20-24	25
3110119	25+	18
3110120	0-4	8
3110120	5-14	74
3110120	15-19	19
3110120	20-24	14
3110120	25+	31
3110121	5-14	4
3110121	20-24	3
3110301	0-4	3
3110301	5-14	36
3110301	15-19	14
3110301	20-24	6
3110301	25+	15
3110302	0-4	4
3110302	5-14	67
3110302	15-19	30
3110302	20-24	28
3110302	25+	20
3110303	0-4	6
3110303	5-14	127
3110303	15-19	53
3110303	20-24	31
3110303	25+	16
3110304	0-4	7
3110304	5-14	67
3110304	15-19	23
3110304	20-24	11
3110304	25+	25
3110305	0-4	3
3110305	5-14	61
3110305	15-19	12
3110305	20-24	7
3110305	25+	8
3110306	0-4	8
3110306	5-14	68
3110306	15-19	28
3110306	20-24	16
3110306	25+	24
3110307	0-4	5
3110307	5-14	54
3110307	15-19	24
3110307	20-24	6
3110307	25+	15
3110308	0-4	8
3110308	5-14	83
3110308	15-19	34
3110308	20-24	10
3110308	25+	22
3110309	0-4	3
3110309	5-14	86
3110309	15-19	29
3110309	20-24	17
3110309	25+	14
3110310	0-4	3
3110310	5-14	46
3110310	15-19	18
3110310	20-24	13
3110310	25+	8
3110311	0-4	11
3110311	5-14	79
3110311	15-19	25
3110311	20-24	22
3110311	25+	18
3110312	5-14	43
3110312	15-19	26
3110312	20-24	12
3110312	25+	10
3110313	0-4	4
3110313	5-14	64
3110313	15-19	31
3110313	20-24	12
3110313	25+	16
3110314	0-4	5
3110314	5-14	62
3110314	15-19	26
3110314	20-24	8
3110314	25+	17
3110315	0-4	3
3110315	5-14	43
3110315	15-19	25
3110315	20-24	14
3110315	25+	23
3110316	0-4	4
3110316	5-14	89
3110316	15-19	25
3110316	20-24	8
3110316	25+	5
3110317	0-4	7
3110317	5-14	78
3110317	15-19	26
3110317	25+	11
3110318	0-4	7
3110318	5-14	47
3110318	15-19	9
3110318	20-24	10
3110318	25+	18
3110319	0-4	3
3110319	5-14	65
3110319	15-19	31
3110319	20-24	6
3110319	25+	15
3110320	5-14	31
3110320	15-19	17
3110320	20-24	5
3110320	25+	9
3110321	0-4	7
3110321	5-14	53
3110321	15-19	23
3110321	20-24	18
3110321	25+	9
3110322	0-4	3
3110322	5-14	37
3110322	15-19	34
3110322	20-24	4
3110322	25+	13
3110323	5-14	71
3110323	15-19	20
3110323	20-24	10
3110323	25+	17
3110324	0-4	6
3110324	5-14	60
3110324	15-19	22
3110324	20-24	6
3110324	25+	9
3110325	0-4	6
3110325	5-14	37
3110325	15-19	22
3110325	20-24	10
3110325	25+	8
3110326	0-4	3
3110326	5-14	50
3110326	15-19	22
3110326	20-24	6
3110326	25+	19
3110327	0-4	6
3110327	5-14	66
3110327	15-19	43
3110327	20-24	23
3110327	25+	22
3110328	0-4	3
3110328	5-14	96
3110328	15-19	41
3110328	20-24	19
3110328	25+	9
3110329	0-4	3
3110329	5-14	71
3110329	15-19	27
3110329	20-24	16
3110329	25+	14
3110330	0-4	4
3110330	5-14	38
3110330	15-19	15
3110330	20-24	7
3110330	25+	8
3110331	5-14	39
3110331	15-19	16
3110331	20-24	14
3110331	25+	14
3110332	0-4	3
3110332	5-14	55
3110332	15-19	22
3110332	20-24	10
3110332	25+	12
3110333	0-4	3
3110333	5-14	64
3110333	15-19	26
3110333	20-24	8
3110333	25+	22
3110334	0-4	4
3110334	5-14	88
3110334	15-19	33
3110334	20-24	12
3110334	25+	13
3110335	0-4	12
3110335	5-14	89
3110335	15-19	28
3110335	20-24	12
3110335	25+	20
3110336	0-4	10
3110336	5-14	59
3110336	15-19	21
3110336	20-24	3
3110336	25+	23
3110337	0-4	3
3110337	5-14	51
3110337	15-19	25
3110337	20-24	6
3110337	25+	5
3110338	0-4	6
3110338	5-14	67
3110338	15-19	44
3110338	20-24	31
3110338	25+	13
3110339	0-4	6
3110339	5-14	54
3110339	15-19	28
3110339	20-24	11
3110339	25+	6
3110340	0-4	6
3110340	5-14	40
3110340	15-19	15
3110340	20-24	8
3110340	25+	6
3110401	0-4	4
3110401	5-14	65
3110401	15-19	21
3110401	20-24	8
3110401	25+	11
3110402	0-4	4
3110402	5-14	108
3110402	15-19	40
3110402	20-24	13
3110402	25+	9
3110403	0-4	14
3110403	5-14	111
3110403	15-19	40
3110403	20-24	14
3110403	25+	10
3110404	0-4	12
3110404	5-14	122
3110404	15-19	23
3110404	20-24	14
3110404	25+	25
3110405	0-4	14
3110405	5-14	98
3110405	15-19	29
3110405	20-24	12
3110405	25+	31
3110406	0-4	15
3110406	5-14	136
3110406	15-19	41
3110406	20-24	18
3110406	25+	36
3110407	0-4	4
3110407	5-14	48
3110407	15-19	27
3110407	20-24	10
3110407	25+	20
3110408	0-4	4
3110408	5-14	92
3110408	15-19	54
3110408	20-24	6
3110408	25+	21
3110409	5-14	30
3110409	15-19	17
3110409	20-24	8
3110409	25+	9
3110410	0-4	8
3110410	5-14	36
3110410	15-19	35
3110410	20-24	15
3110410	25+	10
3110411	0-4	11
3110411	5-14	79
3110411	15-19	21
3110411	20-24	12
3110411	25+	27
3110412	0-4	4
3110412	5-14	62
3110412	15-19	26
3110412	20-24	8
3110412	25+	9
3110413	0-4	15
3110413	5-14	149
3110413	15-19	48
3110413	20-24	16
3110413	25+	42
3110414	5-14	31
3110414	15-19	6
3110414	20-24	3
3110414	25+	7
3110415	0-4	3
3110415	5-14	67
3110415	15-19	28
3110415	20-24	7
3110415	25+	9
3110416	0-4	7
3110416	5-14	63
3110416	15-19	17
3110416	20-24	8
3110416	25+	17
3110417	0-4	6
3110417	5-14	83
3110417	15-19	34
3110417	20-24	6
3110417	25+	17
3110418	0-4	9
3110418	5-14	38
3110418	15-19	17
3110418	25+	14
3110419	0-4	14
3110419	5-14	68
3110419	15-19	21
3110419	20-24	6
3110419	25+	20
3110420	0-4	3
3110420	5-14	53
3110420	15-19	15
3110420	20-24	8
3110420	25+	21
3110421	0-4	4
3110421	5-14	41
3110421	15-19	26
3110421	20-24	8
3110421	25+	11
3110501	5-14	7
3110501	15-19	42
3110501	20-24	58
3110501	25+	52
3110502	5-14	14
3110502	15-19	23
3110502	20-24	120
3110502	25+	144
3110503	15-19	7
3110503	20-24	28
3110503	25+	58
3110504	0-4	5
3110504	15-19	5
3110504	20-24	34
3110504	25+	39
3110505	5-14	4
3110505	15-19	6
3110505	20-24	24
3110505	25+	40
3110506	0-4	3
3110506	5-14	15
3110506	15-19	7
3110506	20-24	15
3110506	25+	37
3110508	5-14	5
3110508	15-19	22
3110508	20-24	36
3110508	25+	41
3110509	5-14	12
3110509	15-19	23
3110509	20-24	82
3110509	25+	78
3110512	0-4	3
3110512	5-14	14
3110512	15-19	54
3110512	20-24	134
3110512	25+	104
3110515	0-4	3
3110515	5-14	22
3110515	15-19	16
3110515	20-24	47
3110515	25+	61
3110516	5-14	15
3110516	15-19	7
3110516	20-24	39
3110516	25+	27
3110517	0-4	4
3110517	5-14	8
3110517	15-19	10
3110517	20-24	17
3110517	25+	36
3110518	25+	4
3110519	5-14	8
3110519	15-19	3
3110519	20-24	8
3110519	25+	18
3110520	0-4	5
3110520	5-14	8
3110520	15-19	9
3110520	20-24	21
3110520	25+	41
3110522	15-19	158
3110522	20-24	157
3110522	25+	96
3110523	5-14	3
3110523	15-19	25
3110523	20-24	81
3110523	25+	74
3110524	5-14	33
3110524	15-19	37
3110524	20-24	74
3110524	25+	96
3110525	5-14	12
3110525	15-19	25
3110525	20-24	58
3110525	25+	69
3110526	15-19	10
3110526	20-24	18
3110526	25+	28
3110527	0-4	3
3110527	5-14	52
3110527	15-19	38
3110527	20-24	31
3110527	25+	88
3110601	20-24	12
3110601	25+	9
3110603	0-4	3
3110603	5-14	13
3110603	15-19	9
3110603	20-24	16
3110603	25+	36
3110604	5-14	9
3110604	15-19	11
3110604	20-24	22
3110604	25+	53
3110605	5-14	8
3110605	15-19	16
3110605	20-24	72
3110605	25+	97
3110606	0-4	6
3110606	5-14	39
3110606	15-19	21
3110606	20-24	47
3110606	25+	148
3110607	15-19	5
3110607	20-24	13
3110607	25+	29
3110608	15-19	4
3110608	20-24	27
3110608	25+	60
3110609	0-4	3
3110609	5-14	3
3110609	15-19	6
3110609	20-24	47
3110609	25+	69
3110610	5-14	6
3110610	15-19	8
3110610	20-24	16
3110610	25+	49
3110611	5-14	3
3110611	15-19	11
3110611	20-24	29
3110611	25+	73
3110612	0-4	3
3110612	15-19	3
3110612	20-24	12
3110612	25+	50
3110613	0-4	3
3110613	5-14	8
3110613	15-19	22
3110613	20-24	81
3110613	25+	88
3110701	5-14	32
3110701	15-19	16
3110701	20-24	24
3110701	25+	43
3110702	0-4	3
3110702	5-14	31
3110702	15-19	26
3110702	20-24	27
3110702	25+	27
3110703	0-4	8
3110703	5-14	42
3110703	15-19	32
3110703	20-24	25
3110703	25+	36
3110704	0-4	7
3110704	5-14	40
3110704	15-19	16
3110704	20-24	20
3110704	25+	34
3110705	5-14	21
3110705	15-19	9
3110705	20-24	21
3110705	25+	28
3110706	5-14	36
3110706	15-19	29
3110706	20-24	39
3110706	25+	50
3110707	5-14	34
3110707	15-19	23
3110707	20-24	45
3110707	25+	52
3110708	0-4	6
3110708	5-14	47
3110708	15-19	27
3110708	20-24	37
3110708	25+	47
3110709	0-4	3
3110709	5-14	50
3110709	15-19	23
3110709	20-24	22
3110709	25+	21
3110710	0-4	3
3110710	5-14	57
3110710	15-19	39
3110710	20-24	27
3110710	25+	30
3110711	0-4	6
3110711	5-14	39
3110711	15-19	22
3110711	20-24	52
3110711	25+	41
3110712	5-14	19
3110712	15-19	9
3110712	20-24	17
3110712	25+	33
3110713	5-14	22
3110713	15-19	12
3110713	20-24	38
3110713	25+	26
3110714	0-4	6
3110714	5-14	34
3110714	15-19	17
3110714	20-24	11
3110714	25+	26
3110715	0-4	3
3110715	5-14	32
3110715	15-19	10
3110715	20-24	13
3110715	25+	25
3110801	5-14	5
3110801	15-19	11
3110801	20-24	16
3110801	25+	30
3110802	5-14	3
3110802	15-19	6
3110802	20-24	5
3110802	25+	15
3110803	15-19	9
3110803	20-24	5
3110803	25+	22
3110804	5-14	6
3110804	15-19	3
3110804	20-24	3
3110804	25+	31
3110805	5-14	10
3110805	15-19	18
3110805	20-24	31
3110805	25+	50
3110806	5-14	18
3110806	15-19	6
3110806	20-24	10
3110806	25+	21
3110807	5-14	3
3110807	15-19	9
3110807	20-24	8
3110807	25+	18
3110808	5-14	16
3110808	15-19	12
3110808	20-24	14
3110808	25+	26
3110809	0-4	4
3110809	5-14	18
3110809	15-19	55
3110809	20-24	97
3110809	25+	148
3110810	5-14	15
3110810	15-19	20
3110810	20-24	41
3110810	25+	81
3110811	5-14	12
3110811	15-19	10
3110811	20-24	29
3110811	25+	43
3110812	5-14	7
3110812	15-19	16
3110812	20-24	36
3110812	25+	73
3110813	5-14	27
3110813	15-19	17
3110813	20-24	28
3110813	25+	43
3110814	0-4	5
3110814	5-14	22
3110814	15-19	17
3110814	20-24	44
3110814	25+	55
3110815	5-14	22
3110815	15-19	12
3110815	20-24	33
3110815	25+	41
3110816	0-4	4
3110816	5-14	8
3110816	15-19	3
3110816	20-24	23
3110816	25+	39
3110817	5-14	13
3110817	15-19	11
3110817	20-24	12
3110817	25+	30
3110901	15-19	3
3110901	20-24	16
3110901	25+	29
3110902	0-4	3
3110902	5-14	25
3110902	15-19	6
3110902	20-24	9
3110902	25+	39
3110903	0-4	3
3110903	5-14	29
3110903	15-19	14
3110903	20-24	35
3110903	25+	48
3110904	0-4	3
3110904	5-14	21
3110904	15-19	12
3110904	20-24	14
3110904	25+	18
3110905	0-4	10
3110905	5-14	40
3110905	15-19	5
3110905	20-24	15
3110905	25+	16
3110906	5-14	7
3110906	20-24	3
3110906	25+	15
3110907	5-14	29
3110907	15-19	9
3110907	20-24	19
3110907	25+	24
3110908	0-4	3
3110908	5-14	21
3110908	15-19	3
3110908	20-24	14
3110908	25+	28
3110909	5-14	5
3110909	20-24	16
3110909	25+	33
3110910	0-4	3
3110910	5-14	20
3110910	15-19	15
3110910	20-24	20
3110910	25+	59
3110911	5-14	3
3110911	15-19	3
3110911	20-24	14
3110911	25+	18
3110912	5-14	17
3110912	15-19	9
3110912	20-24	14
3110912	25+	37
3110913	0-4	3
3110913	5-14	36
3110913	15-19	9
3110913	20-24	14
3110913	25+	25
3110914	0-4	3
3110914	5-14	18
3110914	15-19	12
3110914	20-24	25
3110914	25+	24
3110915	5-14	12
3110915	15-19	10
3110915	20-24	14
3110915	25+	24
3110916	5-14	5
3110916	20-24	5
3110916	25+	24
3110917	0-4	4
3110917	5-14	33
3110917	15-19	7
3110917	20-24	22
3110917	25+	39
3110918	0-4	7
3110918	5-14	24
3110918	15-19	10
3110918	20-24	22
3110918	25+	33
3110919	0-4	11
3110919	5-14	17
3110919	15-19	13
3110919	20-24	11
3110919	25+	24
3110920	0-4	3
3110920	5-14	11
3110920	15-19	5
3110920	20-24	5
3110920	25+	18
3110921	5-14	13
3110921	15-19	9
3110921	20-24	16
3110921	25+	35
3110922	5-14	10
3110922	15-19	9
3110922	20-24	18
3110922	25+	32
3110923	5-14	31
3110923	15-19	17
3110923	20-24	13
3110923	25+	17
3110924	0-4	3
3110924	5-14	25
3110924	15-19	3
3110924	20-24	14
3110924	25+	12
3110925	5-14	8
3110925	15-19	8
3110925	20-24	17
3110925	25+	25
3110926	5-14	7
3110926	15-19	16
3110926	20-24	19
3110926	25+	29
3110927	5-14	18
3110927	15-19	6
3110927	20-24	14
3110927	25+	11
3110928	5-14	7
3110928	15-19	3
3110928	20-24	15
3110928	25+	31
3110929	0-4	4
3110929	5-14	35
3110929	15-19	13
3110929	20-24	12
3110929	25+	12
3110930	0-4	3
3110930	5-14	25
3110930	15-19	10
3110930	20-24	10
3110930	25+	28
3110931	5-14	6
3110931	15-19	3
3110931	20-24	5
3110931	25+	25
3111001	5-14	51
3111001	15-19	61
3111001	20-24	17
3111001	25+	17
3111002	0-4	6
3111002	5-14	48
3111002	15-19	18
3111002	20-24	33
3111002	25+	62
3111004	5-14	33
3111004	15-19	13
3111004	20-24	19
3111004	25+	54
3111006	5-14	4
3111006	15-19	23
3111006	20-24	44
3111006	25+	89
3111008	0-4	4
3111008	5-14	44
3111008	15-19	17
3111008	20-24	23
3111008	25+	28
3111009	5-14	18
3111009	15-19	21
3111009	20-24	21
3111009	25+	16
3111010	0-4	3
3111010	5-14	13
3111010	15-19	10
3111010	20-24	14
3111010	25+	18
3111011	0-4	3
3111011	5-14	27
3111011	15-19	31
3111011	20-24	52
3111011	25+	77
3111012	5-14	20
3111012	15-19	12
3111012	20-24	48
3111012	25+	45
3111013	0-4	3
3111013	5-14	36
3111013	15-19	34
3111013	20-24	53
3111013	25+	67
3111014	0-4	3
3111014	5-14	36
3111014	15-19	27
3111014	20-24	29
3111014	25+	53
3111015	0-4	7
3111015	5-14	38
3111015	15-19	29
3111015	20-24	66
3111015	25+	85
3111016	15-19	91
3111016	20-24	193
3111016	25+	49
3111017	15-19	5
3111017	20-24	12
3111017	25+	20
3111018	5-14	38
3111018	15-19	47
3111018	20-24	82
3111018	25+	136
3111101	5-14	11
3111101	15-19	17
3111101	20-24	29
3111101	25+	48
3111102	0-4	3
3111102	5-14	29
3111102	15-19	16
3111102	20-24	41
3111102	25+	110
3111103	5-14	9
3111103	15-19	17
3111103	20-24	66
3111103	25+	94
3111104	0-4	4
3111104	5-14	5
3111104	15-19	3
3111104	20-24	14
3111104	25+	26
3111105	0-4	3
3111105	5-14	4
3111105	15-19	7
3111105	20-24	26
3111105	25+	78
3111106	0-4	4
3111106	5-14	5
3111106	15-19	18
3111106	20-24	43
3111106	25+	111
3111107	5-14	20
3111107	15-19	31
3111107	20-24	65
3111107	25+	114
3111108	0-4	5
3111108	5-14	18
3111108	15-19	14
3111108	20-24	29
3111108	25+	58
3111109	0-4	4
3111109	5-14	30
3111109	15-19	21
3111109	20-24	32
3111109	25+	64
3111110	0-4	3
3111110	5-14	14
3111110	15-19	19
3111110	20-24	60
3111110	25+	78
3111111	0-4	3
3111111	5-14	24
3111111	15-19	8
3111111	20-24	14
3111111	25+	40
3111112	5-14	8
3111112	15-19	18
3111112	20-24	33
3111112	25+	38
3111113	5-14	36
3111113	15-19	68
3111113	20-24	25
3111113	25+	46
3111202	5-14	18
3111202	15-19	7
3111202	20-24	23
3111202	25+	33
3111203	5-14	23
3111203	15-19	14
3111203	20-24	24
3111203	25+	40
3111204	0-4	3
3111204	5-14	29
3111204	15-19	9
3111204	20-24	35
3111204	25+	49
3111205	5-14	11
3111205	15-19	10
3111205	20-24	6
3111205	25+	13
3111206	0-4	3
3111206	5-14	28
3111206	15-19	14
3111206	20-24	32
3111206	25+	49
3111207	5-14	43
3111207	15-19	6
3111207	20-24	28
3111207	25+	13
3111208	0-4	6
3111208	5-14	33
3111208	15-19	17
3111208	20-24	10
3111208	25+	23
3111209	5-14	51
3111209	15-19	23
3111209	20-24	27
3111209	25+	37
3111210	0-4	3
3111210	5-14	51
3111210	15-19	30
3111210	20-24	27
3111210	25+	22
3111211	0-4	4
3111211	5-14	68
3111211	15-19	13
3111211	20-24	18
3111211	25+	34
3111212	0-4	3
3111212	5-14	61
3111212	15-19	26
3111212	20-24	20
3111212	25+	45
3111213	0-4	3
3111213	5-14	39
3111213	15-19	31
3111213	20-24	21
3111213	25+	22
3111215	0-4	3
3111215	5-14	53
3111215	15-19	18
3111215	20-24	16
3111215	25+	39
3111216	0-4	3
3111216	5-14	43
3111216	15-19	27
3111216	20-24	26
3111216	25+	41
3111217	5-14	31
3111217	15-19	23
3111217	20-24	29
3111217	25+	45
3111218	5-14	35
3111218	15-19	19
3111218	20-24	15
3111218	25+	22
3111219	0-4	3
3111219	5-14	58
3111219	15-19	22
3111219	20-24	17
3111219	25+	39
3111220	0-4	6
3111220	5-14	79
3111220	15-19	57
3111220	20-24	67
3111220	25+	107
3111221	5-14	25
3111221	15-19	14
3111221	20-24	17
3111221	25+	37
3111222	5-14	25
3111222	15-19	17
3111222	20-24	16
3111222	25+	35
3111223	0-4	3
3111223	5-14	22
3111223	15-19	25
3111223	20-24	10
3111223	25+	56
3111301	0-4	5
3111301	5-14	67
3111301	15-19	15
3111301	20-24	3
3111301	25+	17
3111302	0-4	10
3111302	5-14	89
3111302	15-19	22
3111302	20-24	20
3111302	25+	23
3111303	0-4	10
3111303	5-14	79
3111303	15-19	25
3111303	20-24	3
3111303	25+	10
3111304	0-4	8
3111304	5-14	29
3111304	15-19	12
3111304	20-24	5
3111304	25+	27
3111305	5-14	28
3111305	15-19	3
3111305	20-24	6
3111305	25+	18
3111306	5-14	59
3111306	15-19	31
3111306	20-24	23
3111306	25+	18
3111307	0-4	6
3111307	5-14	62
3111307	15-19	18
3111307	20-24	11
3111307	25+	22
3111308	0-4	3
3111308	5-14	44
3111308	15-19	14
3111308	20-24	13
3111308	25+	13
3111309	0-4	4
3111309	5-14	38
3111309	15-19	16
3111309	20-24	9
3111309	25+	13
3111310	0-4	8
3111310	5-14	37
3111310	15-19	15
3111310	20-24	6
3111310	25+	17
3111401	0-4	3
3111401	5-14	50
3111401	15-19	28
3111401	20-24	8
3111401	25+	7
3111402	0-4	3
3111402	5-14	67
3111402	15-19	27
3111402	20-24	15
3111402	25+	6
3111403	0-4	10
3111403	5-14	91
3111403	15-19	32
3111403	20-24	11
3111403	25+	24
3111404	0-4	9
3111404	5-14	56
3111404	15-19	28
3111404	20-24	5
3111404	25+	18
3111405	0-4	5
3111405	5-14	68
3111405	15-19	17
3111405	20-24	15
3111405	25+	24
3111406	0-4	8
3111406	5-14	50
3111406	15-19	20
3111406	20-24	5
3111406	25+	16
3111407	0-4	3
3111407	5-14	65
3111407	15-19	14
3111407	20-24	5
3111407	25+	19
3111408	0-4	8
3111408	5-14	53
3111408	15-19	12
3111408	20-24	3
3111408	25+	22
3111409	0-4	4
3111409	5-14	78
3111409	15-19	33
3111409	20-24	23
3111409	25+	39
3111410	0-4	7
3111410	5-14	37
3111410	15-19	14
3111410	20-24	19
3111410	25+	33
3111411	5-14	36
3111411	15-19	13
3111411	20-24	12
3111411	25+	29
3111412	0-4	4
3111412	5-14	64
3111412	15-19	20
3111412	20-24	21
3111412	25+	31
3111413	5-14	53
3111413	15-19	19
3111413	20-24	15
3111413	25+	12
3111501	5-14	12
3111501	15-19	3
3111501	20-24	12
3111501	25+	16
3111502	0-4	3
3111502	5-14	27
3111502	15-19	10
3111502	20-24	23
3111502	25+	32
3111503	0-4	8
3111503	5-14	65
3111503	15-19	47
3111503	20-24	9
3111503	25+	17
3111504	0-4	3
3111504	5-14	20
3111504	15-19	16
3111504	20-24	46
3111504	25+	53
3111505	5-14	22
3111505	15-19	10
3111505	20-24	37
3111505	25+	49
3111506	5-14	23
3111506	15-19	11
3111506	20-24	10
3111506	25+	16
3111507	0-4	10
3111507	5-14	44
3111507	15-19	16
3111507	20-24	36
3111507	25+	36
3111508	0-4	4
3111508	5-14	19
3111508	15-19	19
3111508	20-24	27
3111508	25+	31
3111509	0-4	8
3111509	5-14	20
3111509	15-19	16
3111509	20-24	41
3111509	25+	65
3111510	0-4	3
3111510	5-14	90
3111510	15-19	75
3111510	20-24	14
3111510	25+	26
3111511	5-14	19
3111511	15-19	20
3111511	20-24	31
3111511	25+	26
3111512	0-4	3
3111512	5-14	25
3111512	15-19	19
3111512	20-24	33
3111512	25+	42
3111513	0-4	4
3111513	5-14	25
3111513	15-19	13
3111513	20-24	22
3111513	25+	37
3111601	0-4	8
3111601	5-14	38
3111601	15-19	31
3111601	20-24	13
3111601	25+	4
3111602	0-4	8
3111602	5-14	72
3111602	15-19	19
3111602	20-24	9
3111602	25+	12
3111603	0-4	3
3111603	5-14	55
3111603	15-19	21
3111603	20-24	3
3111603	25+	7
3111604	0-4	3
3111604	5-14	106
3111604	15-19	40
3111604	20-24	26
3111604	25+	12
3111605	0-4	4
3111605	5-14	33
3111605	15-19	13
3111605	20-24	12
3111605	25+	20
3111606	0-4	6
3111606	5-14	50
3111606	15-19	24
3111606	20-24	13
3111606	25+	25
3111607	0-4	8
3111607	5-14	121
3111607	15-19	42
3111607	20-24	20
3111607	25+	19
3111608	0-4	7
3111608	5-14	53
3111608	15-19	29
3111608	20-24	17
3111608	25+	44
3111609	0-4	3
3111609	5-14	21
3111609	15-19	12
3111609	20-24	6
3111609	25+	5
3111610	0-4	5
3111610	5-14	42
3111610	15-19	25
3111610	20-24	35
3111610	25+	27
3111611	0-4	3
3111611	5-14	71
3111611	15-19	34
3111611	20-24	23
3111611	25+	30
3111701	0-4	7
3111701	5-14	27
3111701	15-19	12
3111701	20-24	4
3111701	25+	10
3111702	0-4	5
3111702	5-14	33
3111702	15-19	9
3111702	20-24	3
3111702	25+	17
3111703	0-4	4
3111703	5-14	21
3111703	15-19	3
3111703	20-24	9
3111703	25+	15
3111704	0-4	3
3111704	5-14	29
3111704	15-19	17
3111704	20-24	17
3111704	25+	37
3111705	0-4	3
3111705	5-14	18
3111705	15-19	15
3111705	20-24	35
3111705	25+	53
3111706	0-4	6
3111706	5-14	26
3111706	15-19	18
3111706	20-24	17
3111706	25+	19
3111707	0-4	4
3111707	5-14	11
3111707	15-19	17
3111707	20-24	25
3111707	25+	35
3111709	0-4	10
3111709	5-14	47
3111709	15-19	12
3111709	20-24	8
3111709	25+	19
3111710	0-4	3
3111710	5-14	26
3111710	15-19	6
3111710	20-24	23
3111710	25+	40
3111711	0-4	8
3111711	5-14	19
3111711	15-19	10
3111711	20-24	8
3111711	25+	30
3111712	0-4	8
3111712	5-14	54
3111712	15-19	10
3111712	20-24	9
3111712	25+	20
3111713	0-4	7
3111713	5-14	36
3111713	15-19	14
3111713	20-24	8
3111713	25+	16
3111714	0-4	7
3111714	5-14	61
3111714	15-19	22
3111714	20-24	5
3111714	25+	19
3111715	0-4	10
3111715	5-14	111
3111715	15-19	54
3111715	20-24	22
3111715	25+	30
3111716	0-4	14
3111716	5-14	87
