SA1_7DIGITCODE_2016	AustCitizen	persons
1104414	0	43
1104414	1	447
1104415	0	27
1104415	1	369
1104416	0	52
1104416	1	662
1104417	0	62
1104417	1	470
1104418	0	3
1104418	1	5
1104419	0	38
1104419	1	425
1104420	0	113
1104420	1	199
1104421	0	33
1104421	1	291
1104422	0	24
1104422	1	432
1104423	0	38
1104423	1	485
1104424	0	30
1104424	1	256
1104425	0	19
1104425	1	197
1104426	0	22
1104426	1	395
1104427	0	35
1104427	1	231
1104428	0	23
1104428	1	369
1104429	0	47
1104429	1	482
1104430	0	30
1104430	1	272
1104431	0	44
1104431	1	261
1104432	0	16
1104432	1	285
1104433	0	28
1104433	1	322
1104434	0	57
1104434	1	589
1104435	0	18
1104435	1	293
1104436	0	47
1104436	1	419
1104437	0	19
1104437	1	273
1104438	0	48
1104438	1	393
1104439	0	36
1104439	1	384
1104440	0	48
1104440	1	324
1104441	0	32
1104441	1	345
1104442	0	40
1104442	1	352
1104443	0	26
1104443	1	204
1104444	0	22
1104444	1	317
1104445	0	32
1104445	1	361
1104446	0	92
1104446	1	474
1104447	0	70
1104447	1	407
1104448	0	44
1104448	1	381
1104449	0	35
1104449	1	342
1104450	0	32
1104450	1	358
1104451	0	23
1104451	1	366
1104452	0	29
1104452	1	164
1104453	0	37
1104453	1	327
1104454	0	23
1104454	1	191
1104455	0	59
1104455	1	392
1104456	0	25
1104456	1	411
1104457	0	23
1104457	1	350
1104458	0	28
1104458	1	309
1104459	0	44
1104459	1	314
1104501	0	33
1104501	1	355
1104502	0	38
1104502	1	305
1104503	0	15
1104503	1	283
1104504	0	53
1104504	1	546
1104505	0	63
1104505	1	504
1104506	0	61
1104506	1	541
1104507	0	53
1104507	1	467
1104508	0	27
1104508	1	371
1104509	0	38
1104509	1	411
1104510	0	95
1104510	1	525
1104511	0	62
1104511	1	498
1104512	0	33
1104512	1	396
1104513	0	68
1104513	1	608
1104514	0	39
1104514	1	409
1104515	0	29
1104515	1	321
1104516	0	65
1104516	1	515
1104517	0	29
1104517	1	276
1104518	0	54
1104518	1	751
1104519	0	22
1104519	1	291
1104520	0	0
1104520	1	0
1104521	0	30
1104521	1	427
1104522	0	26
1104522	1	406
1104523	0	26
1104523	1	252
1104524	0	36
1104524	1	606
1104601	0	43
1104601	1	371
1104602	0	26
1104602	1	293
1104603	0	36
1104603	1	456
1104604	0	47
1104604	1	395
1104605	0	13
1104605	1	244
1104606	0	41
1104606	1	384
1104607	0	65
1104607	1	432
1104608	0	60
1104608	1	466
1104609	0	45
1104609	1	375
1104610	0	8
1104610	1	242
1104611	0	35
1104611	1	246
1104612	0	44
1104612	1	258
1104613	0	0
1104613	1	0
1104614	0	15
1104614	1	264
1104615	0	22
1104615	1	281
1104616	0	30
1104616	1	473
1104617	0	55
1104617	1	393
1104618	0	50
1104618	1	455
1104619	0	43
1104619	1	450
1104620	0	53
1104620	1	359
1104621	0	38
1104621	1	278
1104622	0	14
1104622	1	317
1104623	0	9
1104623	1	13
1104624	0	57
1104624	1	465
1104625	0	62
1104625	1	589
1104701	0	32
1104701	1	425
1104702	0	9
1104702	1	239
1104703	0	28
1104703	1	195
1104704	0	42
1104704	1	504
1104705	0	55
1104705	1	497
1104706	0	35
1104706	1	376
1104707	0	42
1104707	1	473
1104708	0	36
1104708	1	543
1104709	0	54
1104709	1	462
1104710	0	16
1104710	1	250
1104711	0	42
1104711	1	444
1104712	0	31
1104712	1	510
1104713	0	65
1104713	1	713
1104714	0	24
1104714	1	168
1104715	0	41
1104715	1	393
1104716	0	20
1104716	1	346
1104717	0	52
1104717	1	353
1104718	0	31
1104718	1	357
1104719	0	46
1104719	1	589
1104720	0	16
1104720	1	244
1104721	0	55
1104721	1	402
1104722	0	40
1104722	1	459
1104723	0	31
1104723	1	228
1104724	0	28
1104724	1	326
1104725	0	21
1104725	1	227
1104726	0	16
1104726	1	338
1104727	0	24
1104727	1	295
1104728	0	47
1104728	1	526
1104729	0	44
1104729	1	508
1104730	0	22
1104730	1	294
1104731	0	39
1104731	1	532
1104732	0	39
1104732	1	467
1104733	0	16
1104733	1	154
1104734	0	35
1104734	1	257
1104735	0	39
1104735	1	489
1104736	0	48
1104736	1	479
1104737	0	5
1104737	1	14
1104801	0	21
1104801	1	261
1104802	0	33
1104802	1	363
1104803	0	59
1104803	1	493
1104804	0	30
1104804	1	306
1104805	0	31
1104805	1	356
1104806	0	21
1104806	1	241
1104807	0	51
1104807	1	483
1104808	0	38
1104808	1	316
1104809	0	44
1104809	1	407
1104810	0	64
1104810	1	537
1104811	0	72
1104811	1	553
1104812	0	50
1104812	1	534
1104813	0	67
1104813	1	510
1104814	0	77
1104814	1	642
1104815	0	55
1104815	1	341
1104816	0	37
1104816	1	322
1104817	0	45
1104817	1	446
1104818	0	59
1104818	1	530
1104819	0	38
1104819	1	437
1104820	0	35
1104820	1	224
1104821	0	139
1104821	1	428
1104822	0	41
1104822	1	502
1104823	0	42
1104823	1	298
1104824	0	60
1104824	1	650
1104825	0	48
1104825	1	446
1104826	0	65
1104826	1	367
1104827	0	58
1104827	1	444
1104828	0	52
1104828	1	474
1104829	0	72
1104829	1	411
1104830	0	125
1104830	1	449
1104831	0	44
1104831	1	364
1104832	0	49
1104832	1	463
1104833	0	87
1104833	1	431
1104834	0	31
1104834	1	304
1104835	0	49
1104835	1	284
1104836	0	80
1104836	1	496
1104837	0	54
1104837	1	502
1104838	0	42
1104838	1	296
1104840	0	39
1104840	1	290
1104841	0	34
1104841	1	314
1104842	0	55
1104842	1	317
1104843	0	68
1104843	1	382
1104844	0	17
1104844	1	300
1104845	0	88
1104845	1	457
1104846	0	94
1104846	1	476
1104847	0	47
1104847	1	283
1104848	0	41
1104848	1	413
1104849	0	40
1104849	1	383
1104901	0	43
1104901	1	433
1104902	0	13
1104902	1	276
1104903	0	48
1104903	1	372
1104904	0	42
1104904	1	322
1104905	0	71
1104905	1	452
1104906	0	93
1104906	1	267
1104907	0	34
1104907	1	207
1104908	0	20
1104908	1	172
1104909	0	0
1104909	1	0
1104910	0	49
1104910	1	444
1105001	0	57
1105001	1	563
1105002	0	38
1105002	1	310
1105003	0	54
1105003	1	477
1105004	0	37
1105004	1	279
1105005	0	27
1105005	1	387
1105006	0	36
1105006	1	390
1105007	0	24
1105007	1	391
1105008	0	67
1105008	1	692
1105009	0	35
1105009	1	408
1105010	0	27
1105010	1	305
1105011	0	22
1105011	1	392
1105012	0	25
1105012	1	322
1105013	0	21
1105013	1	384
1105014	0	0
1105014	1	0
1105015	0	25
1105015	1	214
1105016	0	0
1105016	1	9
1105017	0	50
1105017	1	334
1105018	0	15
1105018	1	317
1105019	0	37
1105019	1	404
1105020	0	41
1105020	1	296
1105021	0	46
1105021	1	462
1105022	0	38
1105022	1	426
1105024	0	42
1105024	1	360
1105025	0	43
1105025	1	334
1105026	0	55
1105026	1	475
1105027	0	20
1105027	1	332
1105028	0	61
1105028	1	535
1105101	0	20
1105101	1	461
1105102	0	52
1105102	1	314
1105103	0	17
1105103	1	233
1105104	0	17
1105104	1	207
1105105	0	0
1105105	1	0
1105106	0	68
1105106	1	420
1105107	0	3
1105107	1	77
1105108	0	36
1105108	1	442
1105109	0	40
1105109	1	254
1105110	0	29
1105110	1	332
1105111	0	25
1105111	1	236
1105112	0	40
1105112	1	290
1105113	0	26
1105113	1	342
1105114	0	34
1105114	1	306
1105115	0	26
1105115	1	238
1105116	0	22
1105116	1	243
1105201	0	61
1105201	1	530
1105202	0	32
1105202	1	498
1105203	0	20
1105203	1	270
1105204	0	35
1105204	1	522
1105205	0	24
1105205	1	550
1105206	0	48
1105206	1	375
1105207	0	25
1105207	1	431
1105208	0	39
1105208	1	349
1105209	0	35
1105209	1	334
1105210	0	10
1105210	1	268
1105211	0	0
1105211	1	0
1105213	0	15
1105213	1	236
1105214	0	25
1105214	1	274
1105215	0	18
1105215	1	273
1105216	0	26
1105216	1	439
1105301	0	57
1105301	1	454
1105302	0	63
1105302	1	370
1105303	0	33
1105303	1	451
1105304	0	36
1105304	1	338
1105305	0	36
1105305	1	517
1105306	0	40
1105306	1	385
1105307	0	64
1105307	1	524
1105308	0	33
1105308	1	309
1105309	0	36
1105309	1	328
1105310	0	25
1105310	1	363
1105311	0	22
1105311	1	298
1105312	0	33
1105312	1	294
1105313	0	38
1105313	1	241
1105314	0	40
1105314	1	385
1105315	0	80
1105315	1	522
1105316	0	50
1105316	1	480
1105317	0	43
1105317	1	237
1105318	0	56
1105318	1	279
1105319	0	19
1105319	1	164
1105320	0	15
1105320	1	316
1105321	0	76
1105321	1	547
1105322	0	30
1105322	1	175
1105323	0	0
1105323	1	10
1105324	0	38
1105324	1	374
1105325	0	49
1105325	1	341
1105326	0	43
1105326	1	382
1105327	0	44
1105327	1	315
1105328	0	104
1105328	1	507
1105329	0	89
1105329	1	420
1105330	0	63
1105330	1	401
1105331	0	42
1105331	1	280
1105332	0	38
1105332	1	321
1105333	0	48
1105333	1	272
1105334	0	105
1105334	1	555
1105335	0	53
1105335	1	340
1105336	0	41
1105336	1	244
1105337	0	60
1105337	1	453
1105401	0	44
1105401	1	494
1105402	0	42
1105402	1	295
1105403	0	61
1105403	1	299
1105404	0	67
1105404	1	432
1105405	0	26
1105405	1	240
1105406	0	62
1105406	1	484
1105407	0	87
1105407	1	484
1105408	0	59
1105408	1	684
1105409	0	30
1105409	1	319
1105410	0	30
1105410	1	346
1105411	0	32
1105411	1	367
1105412	0	24
1105412	1	422
1105413	0	15
1105413	1	304
1105414	0	14
1105414	1	340
1105415	0	0
1105415	1	5
1105416	0	0
1105416	1	0
1105417	0	78
1105417	1	257
1105418	0	128
1105418	1	494
1105419	0	113
1105419	1	580
1105420	0	35
1105420	1	393
1105421	0	44
1105421	1	360
1105422	0	88
1105422	1	328
1105423	0	50
1105423	1	428
1105424	0	31
1105424	1	248
1105501	0	37
1105501	1	269
1105502	0	69
1105502	1	499
1105503	0	41
1105503	1	427
1105504	0	2
1105504	1	18
1105505	0	32
1105505	1	318
1105506	0	89
1105506	1	457
1105507	0	69
1105507	1	453
1105508	0	39
1105508	1	346
1105509	0	136
1105509	1	407
1105510	0	21
1105510	1	227
1105511	0	76
1105511	1	474
1105512	0	15
1105512	1	219
1105513	0	17
1105513	1	264
1105514	0	22
1105514	1	241
1105601	0	60
1105601	1	643
1105602	0	73
1105602	1	695
1105603	0	49
1105603	1	647
1105604	0	13
1105604	1	225
1105605	0	41
1105605	1	631
1105606	0	20
1105606	1	279
1105607	0	39
1105607	1	468
1105608	0	57
1105608	1	445
1105609	0	59
1105609	1	355
1105612	0	60
1105612	1	463
1105613	0	67
1105613	1	512
1105614	0	22
1105614	1	426
1105615	0	40
1105615	1	492
1105616	0	0
1105616	1	15
1105617	0	26
1105617	1	260
1105618	0	109
1105618	1	1113
1105620	0	32
1105620	1	294
1105621	0	3
1105621	1	0
1105622	0	63
1105622	1	357
1105623	0	26
1105623	1	374
1105624	0	58
1105624	1	378
1105625	0	84
1105625	1	257
1105626	0	121
1105626	1	898
1105627	0	68
1105627	1	474
1105628	0	65
1105628	1	673
1105629	0	57
1105629	1	478
1105630	0	54
1105630	1	536
1105631	0	34
1105631	1	486
1105632	0	63
1105632	1	349
1105633	0	81
1105633	1	457
1105701	0	92
1105701	1	632
1105702	0	39
1105702	1	467
1105703	0	56
1105703	1	493
1105704	0	49
1105704	1	420
1105705	0	8
1105705	1	30
1105706	0	103
1105706	1	325
1105707	0	101
1105707	1	554
1105708	0	26
1105708	1	293
1105709	0	33
1105709	1	392
1105710	0	121
1105710	1	553
1105711	0	73
1105711	1	315
1105712	0	41
1105712	1	312
1105713	0	50
1105713	1	203
1105714	0	20
1105714	1	285
1105715	0	55
1105715	1	274
1105716	0	74
1105716	1	478
1105717	0	63
1105717	1	492
1105718	0	83
1105718	1	466
1105719	0	119
1105719	1	357
1105720	0	19
1105720	1	259
1105801	0	24
1105801	1	362
1105802	0	14
1105802	1	283
1105804	0	47
1105804	1	314
1105805	0	62
1105805	1	229
1105806	0	29
1105806	1	386
1105807	0	31
1105807	1	214
1105808	0	41
1105808	1	185
1105809	0	48
1105809	1	227
1105811	0	35
1105811	1	353
1105813	0	34
1105813	1	453
1105814	0	54
1105814	1	275
1105815	0	29
1105815	1	354
1105816	0	18
1105816	1	275
1105817	0	89
1105817	1	417
1105818	0	94
1105818	1	434
1105819	0	89
1105819	1	351
1105820	0	67
1105820	1	241
1105821	0	39
1105821	1	264
1105822	0	87
1105822	1	336
1105823	0	105
1105823	1	506
1105824	0	87
1105824	1	415
1105825	0	49
1105825	1	362
1105826	0	63
1105826	1	539
1105827	0	87
1105827	1	381
1105828	0	32
1105828	1	315
1105829	0	28
1105829	1	421
1105830	0	72
1105830	1	266
1105831	0	15
1105831	1	243
1105832	0	20
1105832	1	372
1105833	0	26
1105833	1	204
1105834	0	39
1105834	1	346
1105835	0	40
1105835	1	465
1105836	0	25
1105836	1	281
1105837	0	17
1105837	1	286
1105838	0	44
1105838	1	494
1105839	0	28
1105839	1	544
1105840	0	47
1105840	1	425
1105841	0	141
1105841	1	324
1105842	0	41
1105842	1	460
1105843	0	36
1105843	1	421
1105844	0	35
1105844	1	388
1105845	0	40
1105845	1	485
1105846	0	66
1105846	1	439
1105847	0	69
1105847	1	560
1105848	0	61
1105848	1	457
1105849	0	616
1105849	1	0
1105850	0	47
1105850	1	264
1105851	0	49
1105851	1	380
1105852	0	0
1105852	1	0
1105853	0	42
1105853	1	277
1105854	0	27
1105854	1	325
1105855	0	23
1105855	1	333
1105856	0	23
1105856	1	247
1105857	0	39
1105857	1	302
1105858	0	0
1105858	1	3
1105859	0	69
1105859	1	565
1105860	0	10
1105860	1	257
1105861	0	7
1105861	1	239
1105862	0	9
1105862	1	231
1105863	0	40
1105863	1	430
1105864	0	32
1105864	1	348
1105901	0	22
1105901	1	364
1105902	0	32
1105902	1	312
1105903	0	23
1105903	1	286
1105904	0	0
1105904	1	3
1105905	0	86
1105905	1	430
1105906	0	42
1105906	1	254
1105907	0	44
1105907	1	277
1105908	0	67
1105908	1	200
1105910	0	58
1105910	1	825
1105912	0	20
1105912	1	305
1105913	0	48
1105913	1	508
1105914	0	36
1105914	1	377
1105915	0	19
1105915	1	315
1105916	0	78
1105916	1	534
1105917	0	42
1105917	1	763
1105918	0	76
1105918	1	482
1105919	0	46
1105919	1	831
1105920	0	36
1105920	1	259
1105921	0	28
1105921	1	313
1105922	0	25
1105922	1	391
1105923	0	115
1105923	1	876
1105924	0	11
1105924	1	216
1105925	0	38
1105925	1	524
1105926	0	23
1105926	1	448
1105927	0	14
1105927	1	65
1106001	0	34
1106001	1	200
1106002	0	22
1106002	1	189
1106003	0	28
1106003	1	226
1106004	0	33
1106004	1	386
1106005	0	58
1106005	1	326
1106006	0	65
1106006	1	501
1106007	0	42
1106007	1	137
1106008	0	83
1106008	1	351
1106009	0	30
1106009	1	202
1106010	0	71
1106010	1	445
1106011	0	38
1106011	1	319
1106012	0	22
1106012	1	357
1106013	0	34
1106013	1	315
1106014	0	26
1106014	1	236
1106015	0	23
1106015	1	259
1106016	0	65
1106016	1	394
1106017	0	21
1106017	1	214
1106018	0	20
1106018	1	275
1106019	0	26
1106019	1	299
1106020	0	37
1106020	1	267
1106021	0	235
1106021	1	7
1106101	0	18
1106101	1	187
1106102	0	35
1106102	1	353
1106103	0	66
1106103	1	315
1106104	0	41
1106104	1	177
1106105	0	30
1106105	1	201
1106106	0	64
1106106	1	363
1106107	0	151
1106107	1	129
1106108	0	74
1106108	1	343
1106109	0	17
1106109	1	157
1106110	0	67
1106110	1	270
1106111	0	52
1106111	1	216
1106112	0	69
1106112	1	391
1106113	0	4
1106113	1	9
1106114	0	29
1106114	1	238
1106115	0	32
1106115	1	214
1106116	0	43
1106116	1	305
1106201	0	47
1106201	1	373
1106202	0	94
1106202	1	379
1106203	0	67
1106203	1	388
1106204	0	35
1106204	1	349
1106205	0	64
1106205	1	369
1106206	0	33
1106206	1	369
1106207	0	19
1106207	1	243
1106208	0	22
1106208	1	195
1106209	0	40
1106209	1	285
1106210	0	68
1106210	1	278
1106211	0	63
1106211	1	336
1106212	0	43
1106212	1	145
1106213	0	19
1106213	1	262
1106214	0	7
1106214	1	182
1106215	0	20
1106215	1	215
1106216	0	29
1106216	1	93
1106217	0	37
1106217	1	231
1106218	0	31
1106218	1	169
1106219	0	43
1106219	1	273
1106220	0	50
1106220	1	153
1106221	0	17
1106221	1	139
1106222	0	50
1106222	1	284
1106223	0	0
1106223	1	3
1106224	0	3
1106224	1	34
1106225	0	0
1106225	1	0
1106301	0	0
1106301	1	0
1106302	0	0
1106302	1	0
1106303	0	38
1106303	1	440
1106304	0	33
1106304	1	652
1106305	0	6
1106305	1	245
1106306	0	21
1106306	1	255
1106307	0	0
1106307	1	3
1106308	0	27
1106308	1	351
1106309	0	54
1106309	1	405
1106310	0	55
1106310	1	356
1106311	0	34
1106311	1	375
1106312	0	26
1106312	1	306
1106313	0	22
1106313	1	205
1106314	0	22
1106314	1	173
1106315	0	27
1106315	1	402
1106316	0	76
1106316	1	341
1106317	0	68
1106317	1	338
1106318	0	64
1106318	1	244
1106319	0	39
1106319	1	278
1106320	0	31
1106320	1	191
1106321	0	21
1106321	1	276
1106322	0	24
1106322	1	247
1106323	0	44
1106323	1	406
1106324	0	27
1106324	1	271
1106325	0	43
1106325	1	464
1106326	0	14
1106326	1	196
1106327	0	19
1106327	1	188
1106328	0	28
1106328	1	467
1106329	0	17
1106329	1	204
1106401	0	9
1106401	1	164
1106402	0	16
1106402	1	236
1106403	0	25
1106403	1	264
1106404	0	33
1106404	1	339
1106405	0	40
1106405	1	287
1106406	0	26
1106406	1	288
1106407	0	31
1106407	1	403
1106408	0	58
1106408	1	413
1106409	0	25
1106409	1	233
1106410	0	18
1106410	1	271
1106411	0	44
1106411	1	237
1106412	0	12
1106412	1	268
1106413	0	19
1106413	1	297
1106414	0	48
1106414	1	304
1106415	0	37
1106415	1	200
1106416	0	10
1106416	1	178
1106417	0	42
1106417	1	288
1106418	0	15
1106418	1	268
1106501	0	16
1106501	1	304
1106502	0	37
1106502	1	285
1106503	0	45
1106503	1	272
1106504	0	39
1106504	1	340
1106505	0	52
1106505	1	314
1106506	0	30
1106506	1	408
1106507	0	41
1106507	1	382
1106508	0	57
1106508	1	415
1106509	0	29
1106509	1	465
1106510	0	23
1106510	1	290
1106511	0	39
1106511	1	477
1106512	0	36
1106512	1	324
1106513	0	35
1106513	1	294
1106514	0	24
1106514	1	301
1106515	0	38
1106515	1	472
1106516	0	12
1106516	1	193
1106517	0	15
1106517	1	195
1106518	0	43
1106518	1	302
1106519	0	25
1106519	1	236
1106520	0	43
1106520	1	234
1106521	0	24
1106521	1	302
1106522	0	23
1106522	1	207
1106523	0	26
1106523	1	322
1106524	0	34
1106524	1	170
1106525	0	22
1106525	1	185
1106526	0	23
1106526	1	440
1106527	0	71
1106527	1	299
1106528	0	50
1106528	1	381
1106529	0	42
1106529	1	345
1106601	0	27
1106601	1	179
1106602	0	13
1106602	1	152
1106603	0	17
1106603	1	270
1106604	0	41
1106604	1	317
1106605	0	37
1106605	1	328
1106606	0	10
1106606	1	183
1106607	0	34
1106607	1	330
1106608	0	20
1106608	1	157
1106609	0	34
1106609	1	283
1106610	0	65
1106610	1	255
1106611	0	16
1106611	1	286
1106612	0	70
1106612	1	300
1106613	0	26
1106613	1	204
1106701	0	62
1106701	1	300
1106702	0	30
1106702	1	381
1106703	0	25
1106703	1	313
1106704	0	20
1106704	1	152
1106705	0	25
1106705	1	289
1106706	0	34
1106706	1	299
1106707	0	30
1106707	1	344
1106708	0	37
1106708	1	373
1106709	0	48
1106709	1	312
1106710	0	51
1106710	1	469
1106711	0	17
1106711	1	287
1106712	0	114
1106712	1	437
1106713	0	36
1106713	1	313
1106714	0	68
1106714	1	424
1106715	0	48
1106715	1	578
1106716	0	37
1106716	1	351
1106717	0	27
1106717	1	252
1106718	0	30
1106718	1	337
1106719	0	59
1106719	1	333
1106720	0	36
1106720	1	299
1106721	0	36
1106721	1	193
1106722	0	40
1106722	1	286
1106723	0	83
1106723	1	331
1106724	0	56
1106724	1	379
1106725	0	25
1106725	1	260
1106726	0	25
1106726	1	373
1106727	0	54
1106727	1	407
1106728	0	22
1106728	1	158
1106729	0	70
1106729	1	522
1106801	0	21
1106801	1	207
1106802	0	27
1106802	1	223
1106803	0	49
1106803	1	218
1106804	0	18
1106804	1	192
1106805	0	63
1106805	1	348
1106806	0	16
1106806	1	256
1106807	0	50
1106807	1	271
1106808	0	52
1106808	1	324
1106809	0	52
1106809	1	367
1106810	0	19
1106810	1	303
1106811	0	20
1106811	1	290
1106901	0	25
1106901	1	215
1106902	0	52
1106902	1	463
1106903	0	40
1106903	1	234
1106904	0	76
1106904	1	316
1106905	0	6
1106905	1	141
1106906	0	39
1106906	1	298
1106907	0	42
1106907	1	227
1106908	0	27
1106908	1	202
1106909	0	32
1106909	1	172
1106910	0	36
1106910	1	263
1106911	0	18
1106911	1	206
1106912	0	38
1106912	1	252
1106913	0	57
1106913	1	267
1106914	0	65
1106914	1	371
1106915	0	52
1106915	1	347
1106916	0	41
1106916	1	319
1106917	0	35
1106917	1	242
1106918	0	83
1106918	1	236
1106919	0	49
1106919	1	351
1107001	0	26
1107001	1	388
1107002	0	2
1107002	1	98
1107003	0	49
1107003	1	367
1107004	0	34
1107004	1	99
1107005	0	62
1107005	1	554
1107006	0	89
1107006	1	448
1107007	0	21
1107007	1	214
1107008	0	21
1107008	1	328
1107009	0	0
1107009	1	0
1107010	0	54
1107010	1	407
1107011	0	75
1107011	1	427
1107012	0	37
1107012	1	365
1107013	0	33
1107013	1	294
1107014	0	23
1107014	1	418
1107015	0	66
1107015	1	578
1107016	0	36
1107016	1	310
1107017	0	36
1107017	1	266
1107018	0	46
1107018	1	478
1107019	0	70
1107019	1	420
1107020	0	54
1107020	1	365
1107021	0	153
1107021	1	496
1107022	0	50
1107022	1	365
1107023	0	61
1107023	1	398
1107024	0	24
1107024	1	241
1107025	0	30
1107025	1	271
1107026	0	31
1107026	1	234
1107027	0	39
1107027	1	532
1107028	0	50
1107028	1	445
1107029	0	61
1107029	1	331
1107030	0	47
1107030	1	288
1107031	0	412
1107031	1	0
1107032	0	68
1107032	1	524
1107101	0	41
1107101	1	181
1107102	0	33
1107102	1	217
1107103	0	41
1107103	1	305
1107104	0	14
1107104	1	181
1107105	0	42
1107105	1	272
1107106	0	68
1107106	1	448
1107107	0	63
1107107	1	544
1107108	0	71
1107108	1	290
1107109	0	23
1107109	1	237
1107110	0	35
1107110	1	311
1107111	0	31
1107111	1	169
1107112	0	35
1107112	1	274
1107113	0	53
1107113	1	275
1107114	0	59
1107114	1	198
1107115	0	25
1107115	1	284
1107116	0	40
1107116	1	257
1107117	0	46
1107117	1	261
1107118	0	0
1107118	1	9
1107119	0	34
1107119	1	213
1107120	0	22
1107120	1	237
1107121	0	43
1107121	1	179
1107122	0	67
1107122	1	359
1107123	0	60
1107123	1	152
1107124	0	67
1107124	1	442
1107125	0	43
1107125	1	170
1107126	0	13
1107126	1	81
1107127	0	37
1107127	1	210
1107128	0	86
1107128	1	313
1107201	0	49
1107201	1	312
1107202	0	60
1107202	1	316
1107203	0	27
1107203	1	222
1107204	0	54
1107204	1	367
1107205	0	48
1107205	1	414
1107206	0	34
1107206	1	310
1107207	0	24
1107207	1	168
1107208	0	74
1107208	1	464
1107209	0	38
1107209	1	303
1107210	0	52
1107210	1	408
1107211	0	101
1107211	1	663
1107212	0	30
1107212	1	253
1107214	0	18
1107214	1	299
1107215	0	44
1107215	1	394
1107216	0	48
1107216	1	352
1107217	0	93
1107217	1	625
1107218	0	36
1107218	1	385
1107219	0	64
1107219	1	508
1107220	0	58
1107220	1	461
1107221	0	32
1107221	1	303
1107222	0	16
1107222	1	210
1107224	0	58
1107224	1	443
1107225	0	83
1107225	1	585
1107226	0	50
1107226	1	590
1107227	0	33
1107227	1	527
1107228	0	71
1107228	1	540
1107301	0	1
1107301	1	3
1107302	0	32
1107302	1	263
1107303	0	52
1107303	1	360
1107304	0	27
1107304	1	205
1107305	0	25
1107305	1	183
1107306	0	40
1107306	1	190
1107307	0	53
1107307	1	320
1107308	0	36
1107308	1	235
1107309	0	28
1107309	1	139
1107310	0	57
1107310	1	280
1107311	0	43
1107311	1	186
1107312	0	13
1107312	1	212
1107313	0	21
1107313	1	122
1107314	0	48
1107314	1	262
1107401	0	41
1107401	1	224
1107402	0	41
1107402	1	263
1107403	0	65
1107403	1	411
1107404	0	136
1107404	1	334
1107405	0	40
1107405	1	393
1107406	0	69
1107406	1	147
1107407	0	77
1107407	1	276
1107408	0	42
1107408	1	211
1107409	0	123
1107409	1	530
1107410	0	80
1107410	1	145
1107411	0	40
1107411	1	348
1107412	0	40
1107412	1	440
1107413	0	89
1107413	1	433
1107414	0	68
1107414	1	411
1107415	0	91
1107415	1	449
1107416	0	34
1107416	1	359
1107417	0	38
1107417	1	267
1107418	0	31
1107418	1	343
1107419	0	31
1107419	1	286
1107420	0	60
1107420	1	357
1107421	0	45
1107421	1	382
1107422	0	55
1107422	1	403
1107423	0	30
1107423	1	295
1107425	0	67
1107425	1	408
1107426	0	42
1107426	1	279
1107427	0	59
1107427	1	427
1107501	0	0
1107501	1	0
1107601	0	9
1107601	1	240
1107602	0	18
1107602	1	189
1107603	0	50
1107603	1	481
1107604	0	34
1107604	1	308
1107605	0	31
1107605	1	332
1107606	0	66
