SA1_7DIGITCODE_2016	AustCitizen	persons
2125407	0	0
2125407	1	4
2125408	0	91
2125408	1	376
2125409	0	82
2125409	1	411
2125410	0	75
2125410	1	330
2125411	0	60
2125411	1	404
2125412	0	22
2125412	1	172
2125413	0	84
2125413	1	522
2125414	0	107
2125414	1	380
2125415	0	81
2125415	1	344
2125416	0	93
2125416	1	540
2125417	0	92
2125417	1	328
2125418	0	2
2125418	1	3
2125419	0	85
2125419	1	507
2125420	0	82
2125420	1	431
2125421	0	68
2125421	1	428
2125422	0	78
2125422	1	474
2125423	0	60
2125423	1	262
2125424	0	61
2125424	1	366
2125425	0	57
2125425	1	387
2125426	0	0
2125426	1	0
2125427	0	378
2125427	1	902
2125428	0	57
2125428	1	316
2125429	0	92
2125429	1	408
2125430	0	104
2125430	1	433
2125431	0	91
2125431	1	474
2125432	0	34
2125432	1	242
2125433	0	44
2125433	1	235
2125434	0	45
2125434	1	324
2125501	0	25
2125501	1	388
2125502	0	52
2125502	1	333
2125503	0	26
2125503	1	423
2125505	0	45
2125505	1	382
2125506	0	74
2125506	1	464
2125507	0	55
2125507	1	497
2125508	0	31
2125508	1	292
2125509	0	36
2125509	1	257
2125510	0	41
2125510	1	355
2125511	0	28
2125511	1	166
2125512	0	103
2125512	1	534
2125513	0	35
2125513	1	361
2125514	0	44
2125514	1	316
2125515	0	25
2125515	1	278
2125516	0	32
2125516	1	233
2125517	0	38
2125517	1	348
2125518	0	20
2125518	1	247
2125601	0	34
2125601	1	201
2125602	0	47
2125602	1	304
2125603	0	48
2125603	1	321
2125604	0	41
2125604	1	275
2125605	0	81
2125605	1	493
2125606	0	49
2125606	1	324
2125607	0	0
2125607	1	0
2125608	0	111
2125608	1	465
2125609	0	93
2125609	1	359
2125610	0	29
2125610	1	292
2125611	0	55
2125611	1	301
2125612	0	63
2125612	1	375
2125613	0	39
2125613	1	348
2125614	0	37
2125614	1	267
2125615	0	16
2125615	1	182
2125616	0	60
2125616	1	482
2125617	0	56
2125617	1	186
2125618	0	63
2125618	1	301
2125619	0	81
2125619	1	469
2125620	0	59
2125620	1	359
2125621	0	69
2125621	1	467
2125622	0	56
2125622	1	419
2125623	0	22
2125623	1	266
2125624	0	55
2125624	1	468
2125625	0	29
2125625	1	368
2125626	0	57
2125626	1	428
2125627	0	44
2125627	1	463
2125628	0	36
2125628	1	185
2125629	0	85
2125629	1	488
2125630	0	94
2125630	1	426
2125631	0	55
2125631	1	251
2125632	0	57
2125632	1	429
2125633	0	88
2125633	1	406
2125634	0	38
2125634	1	226
2125635	0	159
2125635	1	518
2125636	0	43
2125636	1	233
2125637	0	34
2125637	1	260
2125638	0	40
2125638	1	261
2125639	0	53
2125639	1	167
2125701	0	0
2125701	1	0
2125702	0	47
2125702	1	416
2125703	0	75
2125703	1	615
2125704	0	51
2125704	1	538
2125705	0	71
2125705	1	365
2125706	0	44
2125706	1	396
2125707	0	44
2125707	1	365
2125708	0	34
2125708	1	485
2125709	0	37
2125709	1	339
2125710	0	31
2125710	1	440
2125711	0	62
2125711	1	391
2125712	0	76
2125712	1	403
2125713	0	25
2125713	1	213
2125714	0	48
2125714	1	459
2125715	0	45
2125715	1	314
2125716	0	45
2125716	1	356
2125717	0	33
2125717	1	352
2125718	0	78
2125718	1	380
2125719	0	74
2125719	1	274
2125801	0	0
2125801	1	0
2125802	0	8
2125802	1	5
2125803	0	50
2125803	1	381
2125804	0	33
2125804	1	288
2125805	0	49
2125805	1	505
2125806	0	56
2125806	1	389
2125807	0	66
2125807	1	506
2125808	0	0
2125808	1	0
2125809	0	74
2125809	1	362
2125810	0	39
2125810	1	362
2125811	0	29
2125811	1	255
2125812	0	49
2125812	1	368
2125813	0	64
2125813	1	484
2125814	0	38
2125814	1	385
2125815	0	31
2125815	1	372
2125816	0	63
2125816	1	429
2125817	0	46
2125817	1	383
2125818	0	21
2125818	1	232
2125819	0	47
2125819	1	418
2125820	0	36
2125820	1	217
2125821	0	41
2125821	1	318
2125822	0	42
2125822	1	448
2125823	0	39
2125823	1	408
2125824	0	62
2125824	1	527
2125825	0	29
2125825	1	270
2125826	0	89
2125826	1	406
2125827	0	40
2125827	1	285
2125828	0	65
2125828	1	369
2125901	0	102
2125901	1	378
2125902	0	35
2125902	1	227
2125903	0	41
2125903	1	301
2125904	0	52
2125904	1	254
2125905	0	58
2125905	1	282
2125906	0	72
2125906	1	379
2125907	0	92
2125907	1	381
2125908	0	80
2125908	1	366
2125909	0	88
2125909	1	478
2125910	0	31
2125910	1	286
2125911	0	75
2125911	1	322
2125912	0	57
2125912	1	429
2125913	0	70
2125913	1	432
2125914	0	54
2125914	1	299
2125915	0	58
2125915	1	366
2125916	0	0
2125916	1	0
2125917	0	24
2125917	1	170
2125918	0	62
2125918	1	273
2125919	0	79
2125919	1	265
2125920	0	82
2125920	1	304
2125921	0	43
2125921	1	235
2125922	0	60
2125922	1	369
2125923	0	83
2125923	1	363
2125924	0	11
2125924	1	321
2125925	0	76
2125925	1	264
2125926	0	67
2125926	1	252
2125927	0	83
2125927	1	411
2125928	0	71
2125928	1	156
2125929	0	89
2125929	1	463
2125930	0	80
2125930	1	339
2125931	0	72
2125931	1	328
2125932	0	73
2125932	1	207
2125933	0	68
2125933	1	306
2125934	0	30
2125934	1	188
2125935	0	51
2125935	1	332
2125936	0	107
2125936	1	413
2125937	0	56
2125937	1	243
2125938	0	29
2125938	1	189
2126001	0	0
2126001	1	7
2126002	0	59
2126002	1	222
2126003	0	0
2126003	1	0
2126004	0	80
2126004	1	277
2126005	0	81
2126005	1	369
2126006	0	8
2126006	1	26
2126007	0	84
2126007	1	494
2126008	0	63
2126008	1	315
2126009	0	50
2126009	1	307
2126010	0	54
2126010	1	324
2126011	0	50
2126011	1	335
2126012	0	60
2126012	1	235
2126013	0	122
2126013	1	401
2126014	0	113
2126014	1	416
2126015	0	96
2126015	1	406
2126016	0	92
2126016	1	397
2126017	0	50
2126017	1	266
2126018	0	76
2126018	1	315
2126019	0	118
2126019	1	352
2126020	0	17
2126020	1	234
2126021	0	55
2126021	1	424
2126022	0	69
2126022	1	442
2126023	0	63
2126023	1	431
2126024	0	16
2126024	1	196
2126025	0	38
2126025	1	252
2126026	0	76
2126026	1	370
2126027	0	51
2126027	1	326
2126028	0	64
2126028	1	303
2126029	0	66
2126029	1	371
2126030	0	60
2126030	1	260
2126031	0	48
2126031	1	301
2126032	0	42
2126032	1	275
2126033	0	125
2126033	1	386
2126034	0	79
2126034	1	331
2126035	0	63
2126035	1	355
2126036	0	42
2126036	1	302
2126037	0	30
2126037	1	208
2126038	0	72
2126038	1	388
2126039	0	122
2126039	1	521
2126040	0	62
2126040	1	259
2126041	0	158
2126041	1	504
2126042	0	75
2126042	1	355
2126043	0	58
2126043	1	265
2126044	0	82
2126044	1	313
2126045	0	37
2126045	1	329
2126046	0	80
2126046	1	279
2126047	0	47
2126047	1	310
2126101	0	75
2126101	1	425
2126102	0	73
2126102	1	481
2126103	0	88
2126103	1	637
2126104	0	59
2126104	1	446
2126105	0	41
2126105	1	356
2126106	0	51
2126106	1	352
2126107	0	42
2126107	1	211
2126108	0	86
2126108	1	547
2126109	0	79
2126109	1	520
2126110	0	21
2126110	1	248
2126111	0	63
2126111	1	369
2126112	0	48
2126112	1	396
2126113	0	9
2126113	1	254
2126114	0	27
2126114	1	334
2126115	0	14
2126115	1	259
2126116	0	87
2126116	1	442
2126117	0	103
2126117	1	297
2126118	0	57
2126118	1	367
2126119	0	54
2126119	1	314
2126120	0	41
2126120	1	224
2126121	0	57
2126121	1	403
2126122	0	34
2126122	1	177
2126123	0	22
2126123	1	173
2126124	0	52
2126124	1	241
2126125	0	98
2126125	1	486
2126126	0	57
2126126	1	333
2126127	0	59
2126127	1	453
2126128	0	58
2126128	1	311
2126129	0	99
2126129	1	399
2126130	0	31
2126130	1	432
2126131	0	47
2126131	1	411
2126132	0	30
2126132	1	334
2126133	0	42
2126133	1	586
2126134	0	29
2126134	1	321
2126135	0	13
2126135	1	314
2126136	0	42
2126136	1	175
2126137	0	23
2126137	1	238
2126138	0	34
2126138	1	304
2126139	0	74
2126139	1	348
2126201	0	37
2126201	1	221
2126202	0	12
2126202	1	203
2126203	0	25
2126203	1	286
2126204	0	36
2126204	1	436
2126205	0	54
2126205	1	370
2126206	0	25
2126206	1	220
2126207	0	22
2126207	1	229
2126208	0	33
2126208	1	319
2126209	0	43
2126209	1	230
2126210	0	49
2126210	1	493
2126211	0	108
2126211	1	292
2126212	0	15
2126212	1	173
2126213	0	28
2126213	1	312
2126214	0	37
2126214	1	326
2126215	0	40
2126215	1	260
2126216	0	24
2126216	1	309
2126217	0	20
2126217	1	274
2126218	0	17
2126218	1	194
2126219	0	18
2126219	1	166
2126220	0	35
2126220	1	298
2126221	0	32
2126221	1	396
2126222	0	19
2126222	1	258
2126223	0	7
2126223	1	195
2126224	0	27
2126224	1	373
2126225	0	21
2126225	1	273
2126226	0	25
2126226	1	221
2126227	0	32
2126227	1	387
2126228	0	37
2126228	1	308
2126229	0	24
2126229	1	279
2126230	0	17
2126230	1	229
2126231	0	23
2126231	1	227
2126232	0	34
2126232	1	330
2126301	0	99
2126301	1	451
2126302	0	88
2126302	1	436
2126303	0	76
2126303	1	313
2126304	0	34
2126304	1	251
2126305	0	19
2126305	1	292
2126306	0	54
2126306	1	370
2126307	0	37
2126307	1	349
2126308	0	32
2126308	1	260
2126309	0	64
2126309	1	378
2126310	0	27
2126310	1	237
2126311	0	41
2126311	1	482
2126312	0	40
2126312	1	345
2126313	0	20
2126313	1	254
2126314	0	11
2126314	1	309
2126315	0	34
2126315	1	313
2126316	0	37
2126316	1	255
2126317	0	42
2126317	1	503
2126318	0	61
2126318	1	479
2126319	0	81
2126319	1	606
2126320	0	53
2126320	1	346
2126321	0	40
2126321	1	193
2126322	0	38
2126322	1	322
2126323	0	40
2126323	1	499
2126324	0	34
2126324	1	352
2126325	0	102
2126325	1	456
2126326	0	151
2126326	1	429
2126327	0	0
2126327	1	0
2126328	0	0
2126328	1	0
2126329	0	24
2126329	1	384
2126330	0	52
2126330	1	475
2126501	0	36
2126501	1	447
2126502	0	100
2126502	1	333
2126503	0	18
2126503	1	303
2126504	0	45
2126504	1	338
2126505	0	79
2126505	1	376
2126506	0	31
2126506	1	372
2126507	0	29
2126507	1	364
2126508	0	33
2126508	1	441
2126509	0	23
2126509	1	444
2126510	0	39
2126510	1	366
2126511	0	44
2126511	1	423
2126512	0	76
2126512	1	521
2126513	0	83
2126513	1	560
2126514	0	35
2126514	1	489
2126515	0	39
2126515	1	521
2126516	0	42
2126516	1	258
2126517	0	37
2126517	1	358
2126518	0	12
2126518	1	320
2126519	0	30
2126519	1	463
2126520	0	40
2126520	1	507
2126521	0	19
2126521	1	216
2126522	0	9
2126522	1	191
2126523	0	63
2126523	1	504
2126524	0	43
2126524	1	420
2126525	0	55
2126525	1	396
2126526	0	24
2126526	1	275
2126527	0	26
2126527	1	328
2126528	0	16
2126528	1	339
2126529	0	30
2126529	1	498
2126530	0	37
2126530	1	321
2126531	0	53
2126531	1	456
2126532	0	25
2126532	1	417
2126533	0	54
2126533	1	344
2126534	0	23
2126534	1	301
2126535	0	30
2126535	1	391
2126536	0	25
2126536	1	231
2126537	0	17
2126537	1	298
2126538	0	8
2126538	1	220
2126539	0	29
2126539	1	398
2126540	0	22
2126540	1	197
2126541	0	47
2126541	1	373
2126542	0	23
2126542	1	231
2126543	0	35
2126543	1	309
2126544	0	65
2126544	1	476
2126601	0	43
2126601	1	218
2126602	0	77
2126602	1	275
2126603	0	-1
2126603	1	4
2126604	0	0
2126604	1	3
2126605	0	0
2126605	1	0
2126606	0	107
2126606	1	489
2126607	0	199
2126607	1	394
2126608	0	51
2126608	1	404
2126609	0	47
2126609	1	261
2126610	0	0
2126610	1	0
2126611	0	58
2126611	1	295
2126612	0	22
2126612	1	182
2126613	0	25
2126613	1	198
2126614	0	150
2126614	1	335
2126615	0	116
2126615	1	263
2126616	0	21
2126616	1	52
2126617	0	196
2126617	1	327
2126618	0	87
2126618	1	386
2126619	0	134
2126619	1	292
2126620	0	54
2126620	1	213
2126621	0	96
2126621	1	263
2126622	0	148
2126622	1	308
2126623	0	96
2126623	1	389
2126624	0	62
2126624	1	238
2126625	0	127
2126625	1	356
2126626	0	68
2126626	1	355
2126627	0	50
2126627	1	329
2126628	0	21
2126628	1	96
2126629	0	2
2126629	1	3
2126630	0	29
2126630	1	293
2126631	0	67
2126631	1	332
2126632	0	108
2126632	1	503
2126633	0	35
2126633	1	250
2126634	0	54
2126634	1	177
2126635	0	154
2126635	1	388
2126636	0	80
2126636	1	268
2126637	0	124
2126637	1	220
2126638	0	128
2126638	1	459
2126639	0	45
2126639	1	294
2126640	0	65
2126640	1	363
2126641	0	59
2126641	1	464
2126642	0	47
2126642	1	313
2126643	0	151
2126643	1	459
2126644	0	154
2126644	1	472
2126645	0	39
2126645	1	321
2126646	0	71
2126646	1	471
2126647	0	42
2126647	1	268
2126648	0	49
2126648	1	354
2126701	0	91
2126701	1	314
2126702	0	63
2126702	1	440
2126703	0	72
2126703	1	447
2126704	0	36
2126704	1	408
2126705	0	103
2126705	1	472
2126706	0	57
2126706	1	450
2126707	0	75
2126707	1	517
2126708	0	31
2126708	1	267
2126709	0	81
2126709	1	503
2126710	0	43
2126710	1	334
2126711	0	70
2126711	1	519
2126712	0	72
2126712	1	420
2126713	0	38
2126713	1	399
2126714	0	57
2126714	1	399
2126715	0	23
2126715	1	290
2126716	0	27
2126716	1	324
2126717	0	20
2126717	1	209
2126718	0	59
2126718	1	498
2126719	0	113
2126719	1	388
2126720	0	128
2126720	1	348
2126721	0	162
2126721	1	379
2126722	0	34
2126722	1	329
2126723	0	8
2126723	1	199
2126724	0	79
2126724	1	472
2126725	0	41
2126725	1	367
2126726	0	83
2126726	1	408
2126727	0	147
2126727	1	484
2126728	0	56
2126728	1	199
2126729	0	46
2126729	1	287
2126730	0	30
2126730	1	300
2126731	0	31
2126731	1	311
2126732	0	89
2126732	1	502
2126733	0	55
2126733	1	488
2126734	0	48
2126734	1	308
2126735	0	73
2126735	1	401
2126736	0	65
2126736	1	417
2126737	0	92
2126737	1	459
2126738	0	28
2126738	1	223
2126739	0	108
2126739	1	373
2126740	0	26
2126740	1	313
2126741	0	43
2126741	1	214
2126742	0	73
2126742	1	313
2126743	0	117
2126743	1	493
2126744	0	64
2126744	1	312
2126745	0	49
2126745	1	265
2126746	0	34
2126746	1	223
2126747	0	41
2126747	1	287
2126801	0	30
2126801	1	306
2126802	0	44
2126802	1	376
2126803	0	57
2126803	1	297
2126804	0	40
2126804	1	361
2126805	0	40
2126805	1	467
2126806	0	54
2126806	1	428
2126807	0	45
2126807	1	370
2126808	0	80
2126808	1	662
2126809	0	57
2126809	1	377
2126810	0	40
2126810	1	321
2126811	0	50
2126811	1	399
2126812	0	26
2126812	1	365
2126813	0	40
2126813	1	297
2126814	0	21
2126814	1	255
2126815	0	75
2126815	1	384
2126816	0	86
2126816	1	497
2126817	0	47
2126817	1	515
2126818	0	30
2126818	1	440
2126819	0	22
2126819	1	281
2126820	0	17
2126820	1	339
2126821	0	35
2126821	1	416
2126822	0	20
2126822	1	192
2126823	0	27
2126823	1	191
2126901	0	61
2126901	1	330
2126902	0	101
2126902	1	460
2126903	0	100
2126903	1	312
2126904	0	66
2126904	1	300
2126905	0	63
2126905	1	383
2126906	0	102
2126906	1	472
2126907	0	69
2126907	1	476
2126908	0	153
2126908	1	398
2126909	0	93
2126909	1	252
2126910	0	105
2126910	1	295
2126911	0	157
2126911	1	516
2126912	0	87
2126912	1	352
2126913	0	44
2126913	1	177
2126914	0	66
2126914	1	345
2126915	0	70
2126915	1	332
2126916	0	118
2126916	1	382
2126917	0	103
2126917	1	523
2126918	0	88
2126918	1	292
2126919	0	96
2126919	1	344
2126920	0	99
2126920	1	479
2126921	0	162
2126921	1	625
2126922	0	116
2126922	1	449
2127001	0	133
2127001	1	446
2127002	0	82
2127002	1	487
2127003	0	53
2127003	1	258
2127004	0	57
2127004	1	542
2127005	0	55
2127005	1	407
2127006	0	93
2127006	1	384
2127007	0	127
2127007	1	349
2127008	0	47
2127008	1	323
2127009	0	91
2127009	1	396
2127010	0	74
2127010	1	547
2127011	0	107
2127011	1	510
2127012	0	102
2127012	1	555
2127013	0	103
2127013	1	294
2127014	0	129
2127014	1	406
2127015	0	59
2127015	1	299
2127016	0	85
2127016	1	380
2127017	0	113
2127017	1	381
2127018	0	66
2127018	1	287
2127019	0	107
2127019	1	372
2127020	0	30
2127020	1	349
2127021	0	83
2127021	1	228
2127022	0	51
2127022	1	231
2127023	0	110
2127023	1	390
2127024	0	42
2127024	1	514
2127025	0	56
2127025	1	493
2127026	0	105
2127026	1	330
2127027	0	72
2127027	1	303
2127028	0	61
2127028	1	257
2127029	0	65
2127029	1	320
2127030	0	23
2127030	1	223
2127031	0	51
2127031	1	169
2127032	0	58
2127032	1	389
2127033	0	49
2127033	1	233
2127034	0	85
2127034	1	330
2127035	0	66
2127035	1	198
2127036	0	0
2127036	1	0
2127037	0	79
2127037	1	253
2127038	0	52
2127038	1	218
2127039	0	141
2127039	1	122
2127040	0	0
2127040	1	0
2127101	0	0
2127101	1	0
2127102	0	70
2127102	1	436
2127103	0	103
2127103	1	518
2127104	0	81
2127104	1	199
2127105	0	254
2127105	1	449
2127106	0	91
2127106	1	391
2127107	0	70
2127107	1	315
2127108	0	58
2127108	1	331
2127109	0	102
2127109	1	477
2127110	0	91
2127110	1	295
2127111	0	55
2127111	1	380
2127112	0	35
2127112	1	305
2127113	0	100
2127113	1	430
2127114	0	32
2127114	1	181
2127115	0	93
2127115	1	235
2127116	0	97
2127116	1	530
2127117	0	87
2127117	1	428
2127118	0	60
2127118	1	326
2127119	0	74
2127119	1	393
2127120	0	53
2127120	1	208
2127121	0	85
2127121	1	436
2127122	0	58
2127122	1	375
2127123	0	212
2127123	1	502
2127124	0	190
2127124	1	221
2127125	0	127
2127125	1	104
2127126	0	203
2127126	1	386
2127127	0	53
2127127	1	238
2127128	0	64
2127128	1	198
2127129	0	0
2127129	1	0
2127201	0	89
2127201	1	257
2127202	0	61
2127202	1	281
2127203	0	58
2127203	1	283
2127204	0	116
2127204	1	512
2127205	0	132
2127205	1	546
2127206	0	73
2127206	1	353
2127207	0	49
2127207	1	318
2127208	0	61
2127208	1	252
2127209	0	42
2127209	1	365
2127210	0	61
2127210	1	336
2127211	0	84
2127211	1	406
2127212	0	71
2127212	1	339
2127213	0	99
2127213	1	419
2127214	0	58
2127214	1	441
2127215	0	76
2127215	1	519
2127216	0	72
2127216	1	363
2127217	0	74
2127217	1	376
2127218	0	64
2127218	1	371
2127219	0	79
2127219	1	417
2127220	0	59
2127220	1	255
2127221	0	67
2127221	1	375
2127222	0	45
2127222	1	295
2127223	0	54
2127223	1	296
2127224	0	55
2127224	1	253
2127225	0	33
2127225	1	90
2127301	0	79
2127301	1	251
2127302	0	67
2127302	1	274
2127303	0	61
2127303	1	273
2127304	0	48
2127304	1	313
2127305	0	64
2127305	1	379
2127306	0	73
2127306	1	324
2127307	0	91
2127307	1	401
2127308	0	57
2127308	1	285
2127309	0	59
2127309	1	288
2127310	0	82
2127310	1	272
2127311	0	32
2127311	1	261
2127312	0	76
2127312	1	298
2127313	0	93
2127313	1	354
2127314	0	77
2127314	1	357
2127315	0	84
2127315	1	267
2127316	0	69
2127316	1	332
2127317	0	76
2127317	1	288
2127318	0	63
2127318	1	199
2127319	0	75
2127319	1	307
2127320	0	113
2127320	1	325
2127321	0	91
2127321	1	392
2127322	0	74
2127322	1	358
2127323	0	84
2127323	1	522
2127324	0	88
2127324	1	368
2127325	0	64
2127325	1	335
2127326	0	55
2127326	1	275
2127327	0	41
2127327	1	206
2127328	0	79
2127328	1	359
2127329	0	114
2127329	1	363
2127330	0	61
2127330	1	290
2127401	0	33
2127401	1	242
2127402	0	21
2127402	1	344
2127403	0	17
2127403	1	265
2127404	0	40
2127404	1	323
2127405	0	56
2127405	1	416
2127406	0	71
2127406	1	463
2127407	0	36
2127407	1	257
2127408	0	35
2127408	1	285
2127409	0	55
2127409	1	238
2127410	0	43
2127410	1	212
2127411	0	35
2127411	1	263
2127412	0	64
2127412	1	503
2127413	0	27
2127413	1	213
2127414	0	53
2127414	1	306
2127415	0	16
2127415	1	175
2127416	0	40
2127416	1	420
2127417	0	19
2127417	1	169
2127418	0	37
2127418	1	314
2127419	0	28
2127419	1	197
2127420	0	31
2127420	1	315
2127421	0	43
2127421	1	279
2127422	0	38
2127422	1	346
2127423	0	40
2127423	1	251
2127424	0	38
2127424	1	170
2127425	0	23
2127425	1	291
2127426	0	25
2127426	1	142
2127427	0	19
2127427	1	205
2127428	0	28
2127428	1	268
2127429	0	27
2127429	1	323
2127430	0	51
2127430	1	518
2127431	0	26
2127431	1	198
2127501	0	54
2127501	1	399
2127502	0	67
2127502	1	465
2127503	0	59
2127503	1	395
2127504	0	29
2127504	1	362
2127505	0	69
2127505	1	536
2127506	0	43
2127506	1	437
2127507	0	27
2127507	1	357
2127508	0	10
2127508	1	209
2127509	0	0
2127509	1	0
2127510	0	47
2127510	1	480
2127511	0	49
2127511	1	393
2127512	0	52
2127512	1	299
2127513	0	56
2127513	1	454
2127514	0	59
2127514	1	336
2127515	0	76
2127515	1	518
2127516	0	49
2127516	1	338
2127517	0	48
2127517	1	418
2127518	0	67
2127518	1	431
2127519	0	50
2127519	1	338
2127520	0	31
2127520	1	294
2127521	0	26
2127521	1	302
2127522	0	29
2127522	1	277
2127523	0	30
2127523	1	249
2127524	0	41
2127524	1	206
2127525	0	38
2127525	1	289
2127601	0	37
2127601	1	192
2127602	0	30
2127602	1	313
2127603	0	69
2127603	1	526
2127604	0	40
2127604	1	376
2127605	0	44
2127605	1	282
2127606	0	55
2127606	1	408
2127607	0	65
2127607	1	376
2127608	0	41
2127608	1	307
2127609	0	67
2127609	1	373
2127610	0	90
2127610	1	728
2127611	0	25
2127611	1	306
2127612	0	38
2127612	1	288
2127613	0	46
2127613	1	483
2127614	0	40
2127614	1	486
2127615	0	0
2127615	1	9
2127616	0	35
2127616	1	456
2127617	0	43
2127617	1	249
2127618	0	55
2127618	1	385
2127619	0	44
2127619	1	299
2127620	0	59
2127620	1	522
2127621	0	33
2127621	1	187
2127622	0	15
2127622	1	351
2127623	0	23
2127623	1	220
2127624	0	28
2127624	1	288
2127625	0	61
2127625	1	401
2127626	0	48
2127626	1	449
2127627	0	42
2127627	1	572
2127628	0	29
2127628	1	307
2127629	0	18
2127629	1	207
2127630	0	31
2127630	1	153
2127631	0	33
2127631	1	322
2127632	0	60
2127632	1	421
2127633	0	34
2127633	1	291
2127634	0	32
2127634	1	363
2127635	0	45
2127635	1	353
2127701	0	21
2127701	1	343
2127702	0	74
2127702	1	509
2127703	0	75
2127703	1	490
2127704	0	62
2127704	1	497
2127705	0	32
2127705	1	510
2127706	0	47
2127706	1	352
2127707	0	21
2127707	1	292
2127708	0	146
2127708	1	534
2127709	0	35
2127709	1	305
2127710	0	47
2127710	1	325
2127711	0	31
2127711	1	230
2127712	0	57
2127712	1	422
2127713	0	58
2127713	1	574
2127714	0	73
2127714	1	462
2127715	0	0
2127715	1	3
2127716	0	108
2127716	1	566
2127717	0	35
2127717	1	321
2127718	0	71
2127718	1	433
2127719	0	90
2127719	1	520
2127720	0	61
2127720	1	328
2127801	0	15
2127801	1	206
2127802	0	3
2127802	1	0
2127803	0	35
2127803	1	288
2127804	0	37
2127804	1	277
2127805	0	27
2127805	1	249
2127806	0	35
2127806	1	410
2127807	0	40
2127807	1	427
2127808	0	21
2127808	1	230
2127809	0	41
2127809	1	585
2127810	0	35
2127810	1	276
2127811	0	29
2127811	1	180
2127812	0	10
2127812	1	239
2127813	0	46
2127813	1	293
2127814	0	25
2127814	1	294
2127815	0	43
2127815	1	498
2127816	0	35
2127816	1	363
2127817	0	25
2127817	1	289
2127818	0	33
2127818	1	509
2127819	0	24
2127819	1	382
2127820	0	40
2127820	1	486
2127821	0	0
2127821	1	10
2127822	0	48
2127822	1	567
2127823	0	94
2127823	1	378
2127824	0	56
2127824	1	313
2127825	0	62
2127825	1	508
2127826	0	17
2127826	1	415
2127827	0	22
2127827	1	426
2127828	0	79
2127828	1	310
2127829	0	91
2127829	1	575
2127830	0	131
2127830	1	551
2127831	0	96
2127831	1	485
2127832	0	36
2127832	1	360
2127833	0	24
2127833	1	417
2127834	0	61
2127834	1	498
2127835	0	49
2127835	1	459
2127836	0	20
2127836	1	385
2127837	0	84
2127837	1	364
2127838	0	0
2127838	1	9
2127839	0	42
2127839	1	366
2127840	0	32
2127840	1	279
2127841	0	27
2127841	1	356
2127842	0	41
2127842	1	281
2127843	0	31
2127843	1	274
2127844	0	25
2127844	1	250
2127845	0	27
2127845	1	291
2127846	0	50
2127846	1	694
2127847	0	33
2127847	1	560
2127901	0	70
2127901	1	439
2127902	0	25
2127902	1	186
2127903	0	38
2127903	1	341
2127904	0	54
2127904	1	514
2127905	0	67
2127905	1	565
2127906	0	41
2127906	1	311
2127907	0	49
2127907	1	333
2127908	0	40
2127908	1	263
2127909	0	62
2127909	1	462
2127910	0	48
2127910	1	363
2127911	0	26
2127911	1	319
2127912	0	27
2127912	1	230
2127913	0	58
2127913	1	449
2127914	0	17
2127914	1	228
2128001	0	25
2128001	1	405
2128002	0	31
2128002	1	404
2128003	0	46
2128003	1	287
2128004	0	39
2128004	1	318
2128005	0	51
2128005	1	274
2128006	0	39
2128006	1	285
2128007	0	151
2128007	1	376
2128008	0	98
2128008	1	445
2128009	0	23
2128009	1	389
2128010	0	29
2128010	1	306
2128011	0	22
2128011	1	255
2128012	0	50
2128012	1	555
2128013	0	28
2128013	1	387
2128014	0	39
2128014	1	327
2128015	0	32
2128015	1	257
2128016	0	24
2128016	1	331
2128017	0	13
2128017	1	207
2128018	0	20
2128018	1	228
2128101	0	178
2128101	1	570
2128102	0	53
2128102	1	355
2128103	0	53
2128103	1	163
2128104	0	73
2128104	1	346
2128105	0	52
2128105	1	369
2128106	0	89
2128106	1	493
2128107	0	61
2128107	1	283
2128108	0	28
2128108	1	376
2128109	0	44
2128109	1	572
2128110	0	67
2128110	1	581
2128111	0	45
2128111	1	405
2128112	0	41
2128112	1	386
2128113	0	70
2128113	1	722
2128114	0	32
2128114	1	360
2128115	0	57
2128115	1	485
2128116	0	33
2128116	1	452
2128117	0	60
2128117	1	532
2128118	0	84
2128118	1	484
2128119	0	36
2128119	1	434
2128120	0	49
2128120	1	483
2128121	0	49
2128121	1	471
2128122	0	25
2128122	1	281
2128123	0	116
2128123	1	455
2128124	0	105
2128124	1	469
2128125	0	49
2128125	1	360
2128126	0	42
2128126	1	407
2128127	0	58
2128127	1	497
2128128	0	65
2128128	1	472
2128129	0	42
2128129	1	411
2128130	0	47
2128130	1	474
2128131	0	91
2128131	1	454
2128132	0	89
2128132	1	475
2128133	0	120
2128133	1	367
2128134	0	74
2128134	1	376
2128135	0	41
2128135	1	197
2128136	0	35
2128136	1	335
2128137	0	33
2128137	1	252
2128138	0	54
2128138	1	423
2128139	0	21
2128139	1	234
2128140	0	33
2128140	1	296
2128141	0	51
2128141	1	454
2128142	0	34
2128142	1	463
2128143	0	23
2128143	1	235
2128144	0	32
2128144	1	419
2128145	0	105
2128145	1	526
2128146	0	54
2128146	1	376
2128147	0	53
2128147	1	284
2128201	0	45
2128201	1	420
2128202	0	45
2128202	1	247
2128203	0	57
2128203	1	309
2128204	0	33
2128204	1	274
2128205	0	45
2128205	1	314
2128206	0	26
2128206	1	177
2128207	0	15
2128207	1	187
2128208	0	41
2128208	1	225
2128209	0	33
2128209	1	357
2128210	0	24
2128210	1	241
2128211	0	45
2128211	1	301
