SA1_7DIGITCODE_2016	medianMortgageRepayment
4115017	18048
4115018	13200
4115101	11832
4115102	12000
4115103	10800
4115104	14484
4115105	12348
4115106	12144
4115107	11856
4115108	10800
4115109	15084
4115110	8316
4115111	20292
4115112	15600
4115113	15552
4115114	12000
4115201	10764
4115202	8400
4115203	12744
4115204	9756
4115205	10020
4115206	11700
4115207	12000
4115208	9360
4115209	7332
4115210	17844
4115211	14352
4115212	14400
4115213	13104
4115214	15600
4115215	10404
4115216	12744
4115401	10860
4115402	14820
4115403	12996
4115404	14400
4115405	
4115406	
4115407	10404
4115408	13104
4115409	15348
4115410	12996
4115411	12996
4115412	15600
4115413	13968
4115414	12996
4115415	11796
4115416	17292
4115417	12996
4115418	14160
4115501	12996
4115502	7008
4115503	11220
4115504	5196
4115505	8364
4115506	9600
4115601	7800
4115602	7464
4115603	14556
4115604	10404
4115605	11448
4115606	12996
4115607	12888
4115608	10608
4115609	15600
4115701	8208
4115702	12996
4115703	
4115704	15600
4115705	12996
4115706	15600
4115707	13128
4115708	9288
4115709	15000
4115710	8400
4115711	10908
4115712	12996
4115713	11256
4115714	10404
4115715	11472
4115716	10920
4115717	10140
4115718	9180
4115719	10608
4115720	12996
4115721	11808
4115801	12996
4115802	10140
4115803	5460
4115804	15336
4115805	12996
4115806	11436
4115807	10404
4115808	13392
4115809	13200
4115901	10656
4115902	10608
4115903	
4115904	9492
4115905	12744
4115906	14400
4115907	12996
4115908	11460
4115909	7932
4115910	15600
4115911	12996
4115912	9048
4115913	15600
4115914	14172
4115915	13920
4115916	15600
4115917	12996
4115918	10356
4115919	
4115920	14304
4115921	12504
4115922	14400
4115923	15600
4115924	14400
4115925	17424
4116001	11856
4116002	10404
4116003	14820
4116004	14556
4116005	14040
4116006	13368
4116007	15924
4116008	15600
4116009	10404
4116010	9672
4116101	7284
4116102	8736
4116103	9888
4116104	5640
4116105	7800
4116106	7800
4116107	8448
4116108	10404
4116109	11436
4116110	8100
4116111	
4116201	14952
4116202	14376
4116203	18924
4116205	16908
4116206	10920
4116207	13524
4116208	12996
4116209	12348
4116210	10404
4116211	12000
4116212	12480
4116213	12000
4116214	14088
4116215	12996
4116216	14616
4116301	16800
4116302	7800
4116303	11904
4116304	7980
4116305	12132
4116306	11292
4116307	11280
4116308	12996
4116309	
4116401	14244
4116402	9096
4116403	12888
4116404	15600
4116405	11244
4116406	11964
4116407	12996
4116408	12984
4116409	12000
4116410	10404
4116411	10404
4116412	7176
4116414	9732
4116416	9360
4116417	15600
4116501	14304
4116502	12504
4116503	13128
4116504	15600
4116505	16896
4116506	15600
4116507	17244
4116508	14952
4116509	12996
4116510	14556
4116511	13260
4116512	13248
4116513	15132
4116514	11916
4116515	7800
4116516	14796
4116517	20796
4116518	12996
4116519	15348
4116520	18360
4116521	10560
4116522	11028
4116523	13524
4116524	13524
4116525	
4116526	13200
4116527	15600
4116528	14280
4116529	15420
4116530	13260
4116531	14460
4116532	10404
4116533	10320
4116534	12996
4116535	13296
4116536	14184
4116537	
4116538	16140
4116539	15600
4116540	14244
4116541	11052
4116601	12132
4116602	12996
4116603	
4116604	12996
4116605	13104
4116606	14400
4116607	15600
4116608	15600
4116609	14400
4116610	12840
4116701	10404
4116702	10536
4116703	12996
4116704	13524
4116705	11832
4116706	15060
4116707	13524
4116708	10452
4116709	10536
4116710	10800
4116711	
4116712	17160
4116713	11760
4116801	14400
4116802	12000
4116803	10404
4116804	11964
4116805	12996
4116806	14400
4116807	
4116808	16644
4116809	12996
4116810	15600
4116811	12996
4116812	12960
4116813	12996
4116901	15600
4116902	15108
4116903	13200
4116904	7800
4116905	10404
4116906	10656
4116907	8028
4116908	10404
4116909	6984
4116910	10404
4116911	
4116912	12996
4116913	12996
4116914	10404
4116915	11184
4116916	13524
4116917	12000
4116918	8400
4117001	7800
4117002	8316
4117003	10404
4117004	11076
4117005	10404
4117006	9096
4117007	14820
4117008	10800
4117009	12996
4117010	13524
4117011	12480
4117012	12996
4117013	10728
4117014	12996
4117015	11208
4117016	8064
4117017	9312
4117018	8316
4117101	17424
4117102	15600
4117103	22488
4117104	25200
4117105	20796
4117106	20796
4117107	23400
4117108	15600
4117109	16848
4117110	20412
4117111	22884
4117112	20796
4117113	22380
4117114	
4117115	23400
4117116	21924
4117117	26004
4117118	21600
4117119	20796
4117120	18264
4117121	20796
4117122	
4117123	25224
4117124	20400
4117125	18852
4117126	18204
4117201	17160
4117202	16224
4117203	15600
4117204	17592
4117205	
4117206	14172
4117207	20796
4117208	17676
4117209	16896
4117210	15732
4117211	15600
4117212	16800
4117213	16644
4117214	18720
4117215	15600
4117216	14436
4117217	16644
4117218	16116
4117219	15444
4117301	12504
4117302	7800
4117303	17772
4117304	16644
4117305	21540
4117306	13260
4117307	15600
4117308	13440
4117309	19200
4117310	11700
4117311	12480
4117312	18204
4117313	13260
4117314	10992
4117315	16908
4117316	12996
4117317	14304
4117318	14952
4117319	10428
4117320	12744
4117321	13524
4117322	24204
4117323	19236
4117324	8328
4117325	11568
4117326	12996
4117327	16020
4117328	12996
4117329	15600
4117330	17868
4117331	9696
4117332	11436
4117333	13128
4117334	19224
4117335	6660
4117401	15600
4117402	14040
4117403	16380
4117404	13164
4117405	15600
4117406	12996
4117407	18204
4117408	19476
4117409	12996
4117410	14556
4117411	12996
4117412	16800
4117413	11964
4117414	15600
4117415	12996
4117416	12612
4117417	
4117418	13524
4117419	13260
4117420	18204
4117421	12996
4117422	14400
4117423	14484
4117424	15288
4117425	11316
4117426	14400
4117427	13524
4117428	15600
4117429	18000
4117430	11400
4117431	12864
4117432	11964
4117433	15348
4949999	
4979991	
4979992	
4979993	
5100101	25200
5100102	25344
5100103	15084
5100104	21060
5100105	17496
5100106	
5100107	13200
5100108	
5100109	20796
5100110	20868
5100111	18204
5100112	20088
5100113	20796
5100114	21600
5100115	23400
5100116	
5100202	22596
5100203	25248
5100204	22800
5100205	21156
5100206	19200
5100207	17556
5100209	21204
5100213	22884
5100214	24000
5100216	15600
5100217	16800
5100218	19236
5100219	19392
5100220	15600
5100222	24000
5100223	18204
5100224	21708
5100226	26808
5100227	27720
5100229	24000
5100230	24000
5100231	24096
5100232	20796
5100233	20004
5100234	24960
5100235	20796
5100236	16896
5100237	24696
5100238	20052
5100239	25008
5100240	19200
5100241	20604
5100243	19200
5100244	20040
5100246	21708
5100247	17508
5100249	26028
5100250	24000
5100251	19200
5100252	24960
5100253	22848
5100254	22104
5100255	28608
5100256	20040
5100257	21720
5100258	24000
5100259	20400
5100260	17424
5100261	21000
5100262	20796
5100263	26004
5100264	20280
5100265	
5100266	23172
5100267	21480
5100268	23160
5100269	
5100270	31200
5100271	20340
5100272	24000
5100273	23400
5100274	23400
5100275	21600
5100276	19920
5100277	24000
5100278	18204
5100279	18000
5100280	19380
5100281	20472
5100282	23400
5100283	18600
5100301	28656
5100302	25608
5100303	18000
5100304	23256
5100305	21600
5100306	27432
5100307	24000
5100308	24180
5100310	24600
5100311	20604
5100312	14436
5100313	21204
5100314	25200
5100315	30600
5100316	27828
5100317	24000
5100318	24000
5100319	22800
5100320	23400
5100321	26004
5100322	29256
5100323	21600
5100324	22800
5100325	21600
5100326	23892
5100327	25200
5100328	24000
5100401	24000
5100405	20400
5100406	20796
5100407	17580
5100408	15600
5100410	21648
5100411	15600
5100412	25680
5100413	19488
5100414	26208
5100415	22800
5100416	21600
5100417	21900
5100418	29400
5100419	18072
5100420	19764
5100421	21156
5100422	22128
5100423	
5100424	19356
5100425	20796
5100426	20100
5100427	21204
5100502	24000
5100504	19500
5100505	
5100506	
5100507	
5100508	20400
5100509	22752
5100510	26004
5100511	21972
5100512	18984
5100513	20796
5100514	23844
5100515	
5100516	20604
5100517	17160
5100518	20232
5100519	26004
5100520	19740
5100521	19200
5100522	19320
5100524	19236
5100525	20280
5100526	20232
5100527	18108
5100528	17556
5100529	18204
5100530	24000
5100531	22200
5100532	18708
5100533	26004
5100534	22104
5100536	20796
5100537	23400
5100538	24000
5100539	26004
5100540	23400
5100541	31200
5100542	23964
5100543	22116
5100544	20796
5100545	22956
5100546	24000
5100547	
5100548	20796
5100549	23400
5100550	24000
5100551	21432
5100701	18720
5100702	24660
5100703	22992
5100704	17916
5100705	19116
5100706	24000
5100707	21720
5100708	18972
5100709	28800
5100710	24420
5100711	23400
5100713	18216
5100714	18588
5100801	18204
5100802	18204
5100803	22392
5100804	19500
5100805	22104
5100806	
5100807	17676
5100808	24204
5100809	16644
5100810	18468
5100811	26004
5100812	15600
5100813	14772
5100814	14556
5100815	15600
5100816	16800
5100901	14700
5100902	15600
5100903	19764
5100904	13704
5100905	19500
5100906	15084
5100907	19596
5100908	18660
5100909	13428
5100910	
5100911	14352
5100912	15600
5100913	17484
5100914	27300
5100915	
5100916	17424
5100917	
5100918	14400
5100920	19200
5100921	
5100922	12996
5100923	20796
5100924	19656
5100925	20796
5100926	23112
5100927	14352
5100928	19812
5100929	15600
5100930	
5100931	26004
5101001	24000
5101002	26004
5101003	23796
5101004	28596
5101005	24000
5101006	26004
5101007	23400
5101101	
5101201	20796
5101202	18000
5101203	18108
5101204	18204
5101205	19896
5101206	21060
5101207	20796
5101208	18000
5101209	25428
5101210	24000
5101213	
5101214	18000
5101215	23400
5101216	23400
5101217	19788
5101218	20292
5101219	20100
5101220	18204
5101221	18672
5101222	20796
5101223	
5101224	25200
5101225	26004
5101226	
5101227	20952
5101228	26004
5101229	25800
5101230	28596
5101231	21036
5101401	17160
5101402	26400
5101404	23400
5101405	19200
5101406	15600
5101407	18204
5101408	15600
5101409	16896
5101410	22104
5101411	18456
5101412	19128
5101413	12000
5101414	
5101415	24000
5101416	22500
5101417	23532
5101418	24048
5101419	25008
5101420	21060
5101421	22260
5101423	16644
5101424	21840
5101425	28188
5101426	23400
5101427	39552
5101501	15600
5101502	22356
5101503	18204
5101504	17988
5101505	22500
5101506	
5101507	18960
5101508	15600
5101509	15600
5101510	20964
5101513	17940
5101514	19500
5101515	20796
5101516	
5101517	21600
5101518	25200
5101519	
5101520	18480
5101521	22800
5101601	20796
5101602	18720
5101603	15684
5101604	24000
5101605	14400
5101606	20796
5101607	19200
5101608	26004
5101609	18204
5101610	
5101611	25608
5101612	15600
5101701	18204
5101702	12348
5101703	18108
5101704	14304
5101705	20280
5101706	10800
5101707	18984
5101708	21600
5101709	14952
5101710	18204
5101711	20796
5101712	18204
5101713	9108
5101714	19200
5101715	15000
5101716	26004
5101717	20604
5101718	20208
5101719	17400
5101801	21600
5101802	18708
5101803	16644
5101804	16272
5101805	22500
5101806	23400
5101807	21084
5101808	24000
5101809	17628
5101810	15600
5101811	14400
5101812	18000
5101813	18204
5101814	14604
5101815	23136
5101816	15600
5101901	14556
5101902	14556
5101903	14472
5101904	18000
5101905	19800
5101906	15600
5101907	15600
5101908	18000
5101909	22620
5101910	21228
5101911	15600
5101912	12996
5101913	12996
5101914	18204
5101915	11124
5101916	15600
5102001	12996
5102002	
5102003	12504
5102004	15600
5102005	19200
5102006	15600
5102007	12408
5102008	20796
5102009	14436
5102010	18000
5102011	11208
5102012	17556
5102013	13608
5102014	15600
5102101	26004
5102102	27300
5102103	17112
5102104	26004
5102105	24000
5102106	24000
5102107	26004
5102108	26028
5102109	26004
5102110	
5102111	24156
5102112	16848
5102113	20796
5102114	27852
5102115	24000
5102116	24000
5102117	15600
5102201	20604
5102202	18000
5102203	21924
5102204	25020
5102205	29160
5102206	26004
5102207	18720
5102208	19656
5102209	22284
5102210	17844
5102211	24000
5102212	23400
5102213	20016
5102214	26460
5102215	20208
5102216	18720
5102217	14400
5102218	18648
5102219	30348
5102220	20340
5102301	17580
5102302	23400
5102303	26004
5102304	20328
5102306	18204
5102307	19500
5102308	15600
5102309	23400
5102310	24600
5102311	18108
5102312	16380
5102314	16020
5102315	14448
5102316	15828
5102317	18840
5102318	17052
5102319	18480
5102320	16800
5102321	
5102322	
5102323	17988
5102324	18000
5102325	20280
5102326	18060
5102401	26004
5102402	35100
5102403	23400
5102404	25356
5102405	24000
5102406	20700
5102407	20796
5102408	24696
5102409	18204
5102410	23400
5102411	19500
5102412	23400
5102413	22932
5102414	21300
5102415	22512
5102416	26004
5102417	21204
5102418	
5102419	23700
5102420	18204
5102421	24960
5102422	20400
5102423	20796
5102424	25800
5102425	18708
5102426	22356
5102427	26400
5102428	20796
5102429	25740
5102430	20796
5102431	23700
5102432	20016
5102433	32760
5102434	20400
5102436	23400
5102437	23088
5102438	
5102439	26004
5102440	24468
5102441	
5102501	18000
5102503	15600
5102504	15600
5102505	19356
5102506	22416
5102507	22800
5102508	16908
5102509	14508
5102510	18000
5102511	16068
5102512	14664
5102513	18204
5102514	16800
5102515	13836
5102516	12996
5102517	17208
5102518	18108
5102519	18204
5102520	14304
5102522	18216
5102523	28200
5102524	
5102525	
5102526	31200
5102601	24000
5102602	24000
5102603	26004
5102604	23220
5102605	20796
5102606	21600
5102607	23400
5102608	18204
5102609	22812
5102611	23052
5102612	15912
5102613	15600
5102614	26400
5102615	22440
5102616	28596
5102617	24000
5102705	18252
5102706	25200
5102707	17292
5102708	26400
5102709	22500
5102710	26004
5102712	22800
5102713	20796
5102716	26004
5102717	21204
5102720	24132
5102721	21336
5102722	20796
5102723	19392
5102724	20796
5102725	28596
5102726	
5102727	24000
5102728	28200
5102729	24000
5102730	26400
5102731	23916
5102732	23400
5102733	24000
5102734	26004
5102735	25128
5102736	20796
5102737	24000
5102738	23400
5102739	24000
5102740	26004
5102741	
5102742	23436
5102743	26004
5102744	25080
5102745	26004
5102746	25800
5102747	
5102748	24000
5102749	23400
5102750	22848
5102751	22668
5102801	14556
5102802	14784
5102804	17484
5102805	20796
5102807	18108
5102808	18204
5102809	23100
5102811	24000
5102812	26004
5102813	17028
5102814	18360
5102815	21324
5102816	19800
5102817	14172
5102818	20604
5102819	20148
5102820	16896
5102821	19008
5102822	19680
5102823	
5102824	15600
5102825	23400
5102826	25608
5102827	
5102828	17484
5102829	10704
5102830	28104
5102901	
5102904	23400
5102905	22404
5102907	19752
5102909	13296
5102910	18204
5102912	31200
5102913	21600
5102914	20796
5102915	19356
5102916	18204
5102917	20796
5102919	20796
5102920	32400
5102921	23328
5102922	24600
5102923	23664
5102924	15600
5102925	24000
5102926	
5102927	
5102928	28476
5102929	26004
5102930	16896
5102931	24228
5102932	26004
5103001	36000
5103002	48000
5103003	
5103004	
5103005	
5103006	
5103007	36852
5103008	39000
5103009	48000
5103010	34248
5103011	48000
5103012	28800
5103013	39000
5103014	28800
5103015	29304
5103016	30000
5103017	42000
5103018	36000
5103101	26004
5103102	
5103103	36000
5103104	19200
5103105	51804
5103106	35880
5103107	31128
5103108	32400
5103109	28524
5103110	29904
5103111	19584
5103112	33600
5103113	40920
5103114	31008
5103115	28104
5103116	25728
5103117	26400
5103118	27828
5103119	33000
5103120	21480
5103121	33108
5103201	30000
5103202	28596
5103203	41604
5103204	50004
5103205	60000
5103206	31200
5103207	30000
5103208	36000
5103209	42000
5103210	36000
5103211	34908
5103212	48000
5103213	30000
5103214	48000
5103215	27708
5103216	47400
5103217	51996
5103218	36180
5103301	39300
5103302	48000
5103303	39000
5103304	36000
5103305	40956
5103306	37440
5103307	33600
5103308	
5103309	23916
5103310	25008
5103311	30000
5103312	36000
5103313	36852
5103314	47628
5103315	45000
5103316	36396
5103317	32496
5103318	36000
5103319	28200
5103320	38100
5103321	39000
5103322	36204
5103401	27756
5103402	12000
5103403	36000
5103404	51996
5103405	36204
5103406	34908
5103407	40560
5103408	41604
5103409	37152
5103410	51996
5103411	40104
5103412	51996
5103413	21504
5103414	26004
5103415	19680
5103416	36804
5103417	50400
5103418	24000
5103419	42900
5103420	29400
5103421	24000
5103422	38400
5103423	50400
5103424	20796
5103501	65244
5103502	
5103503	43500
5103504	21588
5103505	25200
5103506	37200
5103507	26400
5103508	
5103509	41604
5103510	48000
5103511	27672
5103512	48000
5103513	33156
5103514	39000
5103515	51996
5103516	39600
5103517	45684
5103518	50400
5103519	54204
5103520	44400
5103521	31200
5103522	
5103523	36000
5103524	39600
5103525	36000
5103526	31800
5103527	33600
5103528	55608
5103529	62400
5103530	50004
5103531	36000
5103532	51996
5103533	48000
5103534	28500
5103535	42000
5103536	39696
5103537	41604
5103538	31200
5103539	24180
5103540	41604
5103541	43200
5103601	
5103602	36000
5103603	42000
5103604	42000
5103605	21204
5103606	31200
5103607	
5103608	50004
5103609	36000
5103610	26004
5103611	41604
5103612	36396
5103613	54000
5103614	26004
5103615	
5103616	42000
5103617	36000
5103618	39000
5103619	30600
5103620	30000
5103621	32100
5103622	
5103623	48000
5103624	30000
5103625	
5103701	
5103801	29772
5103802	25200
5103803	26880
5103804	31200
5103805	32400
5103806	30000
5103807	20796
5103808	26208
5103809	26568
5103810	27300
5103811	30912
5103812	
5103813	30000
5103814	29484
5103815	25008
5103816	29304
5103817	31200
5103818	34644
5103819	26400
5103820	36000
5103821	30600
5103822	33048
5103823	31200
5103824	28596
5103825	30000
5103826	30000
5103827	25356
5103828	31200
5103901	29292
5103902	37200
5103903	29508
5103904	
5103905	24000
5103906	23700
5103907	28800
5103908	26004
5103909	16476
5103910	24000
5103911	31200
5103912	25836
5103913	25488
5103914	25080
5103915	24000
5103916	33600
5103917	26892
5103918	40308
5103919	39024
5103920	36180
5103921	29400
5103922	26004
5103923	24000
5103924	21600
5103925	24000
5103926	30600
5103927	28800
5103928	24000
5103929	24228
5103930	22800
5103931	26004
5103932	23616
5103933	29400
5103934	27600
5103935	25008
5103936	24000
5103937	27600
5103938	26004
5103939	31200
5104001	32400
5104002	28104
5104003	26004
5104004	26400
5104005	31200
5104006	26004
5104007	25200
5104008	31800
5104009	26004
5104010	32508
5104011	36924
5104012	31200
5104013	39780
5104014	28200
5104015	26004
5104016	32400
5104017	26400
5104018	28380
5104019	36000
5104020	33540
5104021	26004
5104102	23400
5104103	24000
5104104	21600
5104105	22200
5104106	14400
5104107	22284
5104113	31200
5104114	25764
5104115	29952
5104116	31200
5104118	21636
5104119	31200
5104120	26004
5104122	21852
5104123	20604
5104124	24600
5104125	26004
5104127	24000
5104128	24000
5104130	26004
5104132	30600
5104133	27324
5104134	32892
5104135	25608
5104138	23400
5104139	18204
5104140	37704
5104143	25032
5104145	26004
5104146	22800
5104147	27000
5104148	26004
5104149	22800
5104150	24420
5104151	26400
5104152	26700
5104153	26700
5104154	24360
5104155	29196
5104156	24000
5104157	25440
5104158	24000
5104159	28320
5104160	20304
5104161	
5104162	28032
5104163	31200
5104164	26004
5104165	
5104166	23820
5104167	
5104168	
5104169	31200
5104170	24000
5104171	25980
5104172	26256
5104173	28788
5104174	26400
5104175	27300
5104176	24000
5104177	27000
5104178	22104
5104179	22932
5104180	27240
5104181	
5104182	18156
5104183	26400
5104184	26004
5104185	26004
5104186	25200
5104201	26004
5104202	34560
5104203	28080
5104205	20796
5104206	31200
5104207	29400
5104208	31200
5104209	34908
5104210	26400
5104211	31200
5104212	43608
5104213	39000
5104214	22392
5104215	38016
5104216	36000
5104217	36204
5104218	36000
5104219	36000
5104220	38400
5104221	27588
5104222	24636
5104223	33000
5104224	26340
5104225	45000
5104226	36000
5104227	
5104228	29880
5104229	28008
5104230	31200
5104231	30348
5104232	28596
5104233	26400
5104234	32700
5104235	24348
5104236	18000
5104237	14808
5104238	36000
5104301	23136
5104303	19452
5104304	24504
5104305	15756
5104306	19488
5104307	20796
5104308	19608
5104309	
5104310	32148
5104311	
5104313	15600
5104314	18000
5104315	17472
5104316	18204
5104317	36000
5104318	25020
5104319	31200
5104320	26004
5104321	28800
5104322	38400
5104323	30000
5104324	30000
5104325	32904
5104326	36000
5104327	30600
5104328	36000
5104329	36000
5104330	34800
5104331	31200
5104332	36000
5104333	30000
5104334	32688
5104335	33960
5104336	18204
5104337	26004
5104338	24000
5104339	28596
5104340	15600
5104341	13956
5104342	16956
5104343	19200
5104401	20796
5104402	20796
5104403	20796
5104404	21900
5104405	21204
5104406	23700
5104407	24000
5104408	19500
5104409	18456
5104410	20280
5104411	26004
5104412	22800
5104413	24000
5104414	22884
5104415	24000
5104416	21060
5104417	24000
5104418	18720
5104419	21600
5104420	21012
5104421	23400
5104422	24000
5104423	27600
5104424	24480
5104425	29124
5104426	21588
5104427	23052
5104428	22800
5104429	22800
5104430	19236
5104431	22308
5104432	
5104433	25200
5104434	
5104435	20796
5104436	20796
5104437	24804
5104501	23400
5104502	26208
5104503	25200
5104504	27600
5104505	26004
5104506	26208
5104507	23100
5104508	19392
5104509	25008
5104510	22320
5104511	26856
5104512	
5104513	28704
5104514	26004
5104515	24000
5104516	26400
5104517	26004
5104518	23400
5104519	
5104521	24000
5104522	27948
5104523	20796
5104524	24000
5104525	27768
5104527	23100
5104528	26004
5104529	26004
5104530	26568
5104531	26004
5104532	26400
5104533	26004
5104534	24960
5104535	25440
5104536	26004
5104537	26004
5104538	24000
5104539	28596
5104540	24312
5104541	26004
5104542	24420
5104543	26400
5104544	26208
5104545	24000
5104546	26004
5104547	20796
5104548	26004
5104550	28596
5104551	21600
5104552	23676
5104553	27432
5104554	26004
5104555	23400
5104556	26004
5104557	15756
5104558	20856
5104560	26004
5104601	26004
5104602	26004
5104603	31200
5104604	24000
5104605	25608
5104606	34452
5104607	25608
5104608	
5104609	21204
5104610	24000
5104611	19128
5104612	24000
5104613	26004
5104614	20796
5104615	21984
5104616	20796
5104617	26448
5104618	23568
5104619	22584
5104620	24000
5104621	19884
5104622	20796
5104623	19764
5104624	18468
5104625	19500
5104626	24000
5104627	24948
5104628	20796
5104701	23268
5104702	22800
5104703	24444
5104704	26400
5104705	24000
5104706	21600
5104707	20796
5104708	23136
5104709	22800
5104710	20796
5104711	23556
5104712	24000
5104713	24000
5104714	21888
5104715	
5104716	20436
5104717	26316
5104718	18984
5104719	19500
5104720	24000
5104721	20796
5104722	19956
5104723	19200
5104724	24000
5104725	26004
5104726	23400
5104727	18000
5104728	24000
5104729	20796
5104730	24000
5104731	20604
5104732	23340
5104733	21456
5104734	23400
5104735	23100
5104736	23640
5104737	20796
5104738	23508
5104739	24000
5104740	19884
5104741	24120
5104742	22104
5104743	21600
5104744	23400
5104745	21720
5104801	
5104802	21600
5104803	24000
5104804	23136
5104805	26004
5104806	23400
5104807	22200
5104808	24000
5104809	23532
5104810	22356
5104811	21840
5104812	18000
5104813	22200
5104814	24000
5104815	22488
5104816	24000
5104817	19200
5104818	23364
5104819	24000
5104820	23400
5104821	24696
5104901	21600
5104902	23184
5104903	24000
5104904	23400
5104906	23400
5104907	20796
5104908	23700
5104909	22104
5104910	28596
5104911	14304
5104912	
5104913	
5105001	24000
5105002	23484
5105003	
5105004	25200
5105005	24000
5105006	21720
5105007	23400
5105008	26004
5105009	26700
5105010	26004
5105011	27600
5105012	26004
5105013	29304
5105014	22884
5105015	26004
5105016	25200
5105017	26676
5105018	26400
5105019	26004
5105020	24000
5105101	25356
5105103	24000
5105104	18564
5105105	17940
5105106	24000
5105107	24000
5105108	28800
5105109	23400
5105111	30000
5105112	31200
5105113	24096
5105114	21300
5105115	24000
5105201	
5105301	24000
5105302	22104
5105303	24000
5105304	28596
5105305	23400
5105306	23700
5105307	24300
5105308	22620
5105309	24000
5105310	26004
5105311	26004
5105312	24000
5105313	20436
5105314	23700
5105315	
5105316	26004
5105317	27600
5105318	20400
5105319	24000
5105320	24288
5105321	24000
5105322	26004
5105323	21324
5105324	25776
5105325	26004
5105326	20040
5105327	19500
5105328	26004
5105329	24000
5105330	26004
5105331	23112
5105332	
5105333	20400
5105334	26004
5105335	24000
5105336	20172
5105337	23700
5105338	22668
5105401	23268
5105402	18696
5105403	22284
5105404	19200
5105405	17160
5105406	18204
5105407	23400
5105408	22920
5105409	20172
5105410	16080
5105411	24960
5105412	20544
5105413	17040
5105414	23184
5105415	26004
5105416	25200
5105417	20148
5105418	23604
5105419	17424
5105420	20796
5105421	20796
5105422	24000
5105423	23400
5105424	20796
5105425	24000
5105426	18552
5105427	19356
5105428	22104
5105429	15732
5105430	16248
5105431	22200
5105432	16896
5105501	
5105601	20844
5105602	20400
5105603	24960
5105604	23388
5105605	23400
5105606	15600
5105607	21900
5105608	20796
5105609	20496
5105610	17580
5105611	20796
5105612	23400
5105613	22212
5105614	20796
5105615	22800
5105616	20796
5105617	25020
5105618	26004
5105619	21144
5105620	22104
5105621	21852
5105622	18204
5105623	20796
5105624	19200
5105625	21600
5105626	19500
5105627	21840
5105628	20400
5105629	23400
5105630	20904
5105631	22800
5105632	
5105633	21840
5105634	26004
5105635	20796
5105636	26400
5105637	20796
5105638	20796
5105639	18204
5105640	19200
5105641	22020
5105642	22836
5105643	23676
5105644	20796
5105645	19200
5105646	21600
5105647	21984
5105648	23400
5105649	20796
5105650	
5105651	20796
5105701	15912
5105702	20796
5105703	15600
5105704	26004
5105707	23856
5105708	22356
5105709	
5105710	18468
5105711	22416
5105712	18204
5105713	19764
5105715	18708
5105716	20436
5105717	18108
5105718	19200
5105719	21204
5105720	19200
5105721	25572
5105722	20796
5105723	20796
5105724	24000
5105725	23796
5105727	19164
5105728	17052
5105729	23400
5105730	19224
5105731	31200
5105732	25008
5105733	26400
5105734	26004
5105735	23040
5105736	27564
5105737	20796
5105738	26400
5105739	26004
5105740	24000
5105741	18204
5105801	
5105802	22356
5105803	23400
5105804	24696
5105805	18204
5105806	18576
5105807	20796
5105808	22104
5105809	26004
5105810	26592
5105811	26940
5105812	25152
5105813	24192
5105902	28800
5105905	24000
5105906	27600
5105907	
5105909	23136
5105910	22944
5105911	28596
5105912	28800
5105913	26400
5105914	19500
5105915	23400
5105916	26520
5105917	23400
5105918	22548
5105919	23400
5105920	23400
5105921	21876
5105922	24000
5105923	24420
5105924	26004
5105925	24696
5105926	26004
5105927	27600
5105928	24348
5105929	21600
5105930	20796
5105932	22488
5105933	21840
5105934	24000
5105935	23628
5105936	26004
5105938	26004
5105939	26400
5105940	26004
5105941	26400
5105942	26004
5105943	23400
5105944	24000
5105945	24000
5105946	25728
5105947	20400
5105948	24000
5105949	26004
5105951	
5105952	22524
5105953	25200
5105954	23100
5105955	23400
5105956	23916
5105957	23400
5105959	31200
5105960	22356
5105961	23952
5105962	28596
5105963	26004
5105964	26400
5105965	25872
5105966	28968
5105967	23964
5105968	25200
5105969	26400
5105970	25788
5105971	28404
5105972	26004
5105973	26004
5105974	28800
5105975	
5105976	20796
5105977	26364
5105978	28596
5105979	26400
5105980	27432
5105981	25476
5105982	24864
5105983	26004
5105984	24948
5105985	26004
5105986	26400
5105987	25476
5106001	18720
5106002	28800
5106003	27816
5106004	21456
5106005	27456
5106006	23700
5106007	26208
5106008	23664
5106102	23400
5106103	
5106104	20796
5106105	22356
5106106	
5106108	18720
5106109	28596
5106110	22500
5106111	22800
5106112	21852
5106113	24000
5106114	
5106201	19944
5106202	30156
5106203	20904
5106204	24000
5106205	21576
5106206	20796
5106207	28800
5106208	19200
5106209	20100
5106210	12996
5106211	16896
5106212	15600
5106213	18000
5106214	19200
5106215	16956
5106216	20796
5106217	19356
5106218	18204
5106219	25200
5106220	20796
5106301	
5106401	
5106501	
5106502	21600
5106503	21204
5106504	23400
5106505	26004
5106506	26760
5106507	23400
5106508	20796
5106509	24000
5106510	19008
5106511	18108
5106512	18576
5106513	20604
5106514	22368
5106601	18600
5106602	19200
5106603	16116
5106604	20400
5106605	18204
5106606	15600
5106607	22848
5106608	19488
5106609	19236
5106610	34800
5106611	30000
5106615	27600
5106616	18720
5106617	19932
5106618	15348
5106619	22800
5106620	17400
5106621	26004
5106622	24696
5106623	
5106624	16404
5106625	18204
5106626	20400
5106627	18204
5106628	19368
5106701	18288
5106702	18492
5106703	16800
5106704	25008
5106705	22296
5106706	20400
5106707	24948
5106708	23760
5106709	26004
5106710	29484
5106711	19236
