SA1_7DIGITCODE_2016	medianMortgageRepayment
1155412	2964
1155413	
1155501	30000
1155502	36396
1155503	27408
1155504	27564
1155505	31200
1155506	27300
1155507	30600
1155508	30000
1155509	24000
1155510	30000
1155511	27972
1155512	23184
1155513	36000
1155514	36000
1155515	26208
1155516	33804
1155517	31200
1155518	36000
1155519	36000
1155520	30360
1155521	28608
1155522	32340
1155523	29304
1155524	34800
1155525	30360
1155526	30600
1155527	
1155528	33600
1155529	19404
1155601	30000
1155602	30000
1155603	24600
1155604	41208
1155605	25200
1155606	39000
1155607	31200
1155608	29112
1155609	31200
1155610	30600
1155611	23400
1155612	31200
1155613	28800
1155614	23400
1155615	
1155616	26004
1155617	31200
1155618	36000
1155619	31200
1155620	29400
1155621	33276
1155701	31800
1155702	37404
1155703	30000
1155704	36000
1155705	28860
1155706	26004
1155707	30000
1155708	28800
1155709	30000
1155710	28596
1155711	27600
1155712	36000
1155713	34932
1155801	33600
1155802	35724
1155803	37572
1155804	28296
1155805	26400
1155806	23184
1155807	26808
1155808	31800
1155809	30000
1155810	30420
1155811	36000
1155812	30000
1155813	26532
1155814	33276
1155815	28800
1155816	30000
1155817	26004
1155818	23628
1155819	30000
1155820	29400
1155821	33600
1155822	33108
1155823	30156
1155824	28704
1155825	30000
1155826	30000
1155827	30000
1155828	33600
1155829	41604
1155830	28800
1155831	30468
1155832	30924
1155833	27600
1155834	24000
1155835	36000
1155836	26004
1155837	26208
1155838	29040
1155839	33600
1155840	31200
1155841	23820
1155842	26004
1155843	30000
1155844	28200
1155845	26400
1155846	30600
1155847	31200
1155848	34428
1155849	24000
1155850	
1155851	33804
1155852	30000
1155901	30600
1155902	36000
1155903	26400
1155904	28200
1155905	31200
1155906	24000
1155907	29268
1155908	30000
1155909	30000
1155910	26016
1155911	31200
1155912	28800
1155913	35496
1155914	32400
1155915	31200
1155916	26808
1155917	30552
1155918	26400
1155919	33600
1155920	26004
1155921	28800
1155922	26856
1155923	26400
1155924	30000
1155925	31200
1155926	29436
1155927	31800
1155928	32400
1155929	33600
1155930	31200
1155931	33804
1155932	36000
1155933	31200
1155934	26208
1155935	31200
1155936	33804
1155937	31200
1155938	31200
1155939	24168
1156001	21636
1156002	21600
1156003	21480
1156004	24000
1156005	21840
1156006	24000
1156007	23352
1156008	25800
1156009	20796
1156010	28200
1156011	20796
1156012	24000
1156013	25908
1156014	24000
1156015	20796
1156016	25356
1156017	26004
1156018	24000
1156019	22308
1156020	23400
1156021	16200
1156022	23400
1156023	19464
1156024	24000
1156025	23964
1156026	18180
1156027	
1156028	22668
1156101	19200
1156102	20796
1156103	23892
1156104	21588
1156105	24000
1156106	23400
1156107	23700
1156108	24444
1156109	24000
1156110	27600
1156111	16224
1156112	26004
1156113	21324
1156114	24960
1156115	23400
1156116	24708
1156117	21720
1156118	24240
1156119	26004
1156120	24000
1156121	23400
1156122	22980
1156123	21840
1156124	20796
1156125	23268
1156126	24000
1156127	22800
1156128	24000
1156129	25200
1156130	20796
1156131	26004
1156132	27600
1156133	20604
1156134	21600
1156135	22308
1156201	30000
1156202	26004
1156203	28800
1156204	28464
1156205	26784
1156206	27600
1156207	30600
1156208	30000
1156209	25200
1156301	22968
1156302	24600
1156303	25740
1156304	25452
1156305	26220
1156306	23700
1156307	26988
1156308	24348
1156309	26004
1156310	26004
1156311	26004
1156312	26004
1156313	22356
1156314	26004
1156315	26400
1156316	25608
1156317	21228
1156318	25308
1156319	26004
1156320	24960
1156321	24828
1156322	20832
1156323	24000
1156324	24000
1156325	29796
1156326	26004
1156327	26424
1156328	23400
1156329	24960
1156330	24624
1156331	24132
1156332	26904
1156333	26004
1156334	24000
1156335	28596
1156336	28596
1156337	24840
1156338	27456
1156339	23808
1156340	27600
1156341	31800
1156342	27600
1156343	26004
1156344	26316
1156345	26004
1156346	26004
1156347	26004
1156348	26592
1156349	35316
1156350	26208
1156351	22104
1156352	21936
1156353	25260
1156354	26004
1156355	26004
1156356	
1156357	24000
1156401	28596
1156402	33804
1156403	30000
1156404	28596
1156405	27600
1156406	28596
1156407	23700
1156408	24000
1156409	40200
1156410	28596
1156411	31200
1156412	25380
1156413	37704
1156414	31200
1156415	48000
1156416	30804
1156417	51000
1156418	
1156419	51996
1156420	33804
1156421	27300
1156422	42696
1156423	
1156424	36000
1156425	24600
1156426	42000
1156427	
1156428	22404
1156501	16848
1156502	26004
1156503	26820
1156504	26400
1156505	30000
1156506	27000
1156507	41604
1156508	25008
1156509	26004
1156510	36600
1156511	34164
1156512	38100
1156513	29436
1156514	34980
1156515	28704
1156516	25944
1156517	28596
1156518	22236
1156519	39264
1156520	31008
1156521	36000
1156522	35556
1156523	26808
1156524	26400
1156525	36000
1156526	46800
1156527	34500
1156528	36396
1156529	26808
1156530	40140
1156531	29304
1156532	11160
1156533	34428
1156601	25224
1156602	30984
1156603	34272
1156604	38400
1156605	24072
1156606	48000
1156607	36000
1156608	30000
1156609	26400
1156610	26808
1156611	33600
1156612	30000
1156613	31200
1156614	38004
1156615	30156
1156616	27300
1156617	39000
1156618	38400
1156619	36000
1156620	39600
1156621	28608
1156701	24444
1156702	29460
1156703	29640
1156704	33936
1156705	26004
1156706	46128
1156707	33636
1156708	43200
1156709	31200
1156710	32508
1156711	28800
1156712	26004
1156713	26748
1156714	26004
1156715	35556
1156716	37404
1156717	31200
1156718	38400
1156719	31716
1156720	32400
1156721	29124
1156722	30756
1156723	42900
1156724	
1156725	
1156801	29304
1156802	42000
1156803	30000
1156804	36000
1156805	32400
1156806	27000
1156807	25752
1156808	29124
1156809	36000
1156810	38700
1156811	39000
1156812	24696
1156813	30216
1156814	46596
1156815	28200
1156816	25608
1156817	18708
1156818	36396
1156819	24000
1156820	24000
1156821	
1156901	33600
1156902	24096
1156903	23832
1156904	38808
1156905	24000
1156906	30600
1156907	31200
1156908	32748
1156909	26652
1156910	36000
1156911	29904
1156912	36000
1156913	36204
1156914	39000
1156915	26004
1156916	28704
1156917	26004
1156918	60000
1156919	28800
1156920	36204
1156921	24000
1156922	29820
1156923	34908
1156924	36000
1156925	37704
1156926	26568
1156927	28800
1156928	51204
1156929	26004
1156930	36000
1156931	31848
1156932	29772
1156933	36204
1156934	29256
1156935	26208
1156936	31200
1156937	42000
1156938	30552
1156939	46800
1156940	44196
1157001	20796
1157002	23100
1157003	37176
1157004	36000
1157005	23400
1157006	27300
1157007	23700
1157008	29304
1157009	36864
1157010	25356
1157011	36852
1157012	30372
1157013	38400
1157014	31368
1157015	28104
1157016	30000
1157017	26004
1157018	44400
1157019	30600
1157020	32448
1157021	35100
1157022	26400
1157023	33420
1157024	24000
1157025	46800
1157026	36204
1157027	48000
1157028	
1157101	20280
1157102	18204
1157103	17676
1157104	19764
1157105	18960
1157106	27816
1157107	18036
1157108	20400
1157109	26004
1157110	26004
1157111	19824
1157112	18204
1157113	22080
1157114	21588
1157115	20796
1157116	17760
1157117	20796
1157118	18204
1157119	18000
1157120	20040
1157121	
1157122	24000
1157123	16500
1157124	21000
1157125	20796
1157126	20796
1157127	20796
1157128	15600
1157129	23400
1157130	28080
1157131	26004
1157132	20400
1157133	20796
1157134	20796
1157135	15336
1157136	15120
1157137	18744
1157138	
1157139	
1157140	15600
1157201	21600
1157202	
1157203	18204
1157204	18108
1157205	
1157206	24000
1157207	26400
1157208	17316
1157209	20016
1157210	24000
1157211	24000
1157212	24000
1157213	22800
1157214	24600
1157215	20796
1157216	25008
1157217	31200
1157218	
1157219	18108
1157220	
1157221	17076
1157222	20040
1157223	18204
1157224	20796
1157225	
1157226	23460
1157227	24000
1157228	
1157229	23400
1157230	20796
1157231	21060
1157232	18204
1157233	
1157234	18468
1157235	18204
1157236	18852
1157237	24000
1157238	
1157239	
1157240	20796
1157241	24852
1157242	18000
1157243	24000
1157244	18204
1157301	18756
1157302	20796
1157303	18204
1157304	15600
1157305	20796
1157306	16800
1157307	18204
1157308	19248
1157309	20280
1157310	24024
1157311	19200
1157312	17556
1157313	15600
1157314	19200
1157315	20796
1157316	21396
1157317	19500
1157318	18000
1157319	20004
1157320	20796
1157321	16596
1157322	28596
1157323	19500
1157324	16800
1157325	18708
1157326	21228
1157327	16908
1157328	20796
1157329	16800
1157330	18000
1157331	22248
1157401	14100
1157402	19320
1157403	23796
1157404	18180
1157405	19476
1157406	19440
1157407	17820
1157408	19200
1157409	20400
1157410	23400
1157411	22008
1157412	19116
1157413	20796
1157414	18108
1157415	24744
1157416	18720
1157417	16980
1157418	15600
1157419	23400
1157420	19764
1157421	22800
1157501	24000
1157502	27108
1157503	31200
1157504	30000
1157505	24960
1157506	20304
1157507	19236
1157508	33600
1157509	24000
1157510	24000
1157511	26004
1157512	33600
1157513	23292
1157514	
1157515	60000
1157516	29400
1157517	41604
1157518	37488
1157519	26004
1157520	21600
1157521	26004
1157522	24708
1157523	48000
1157524	24000
1157525	31200
1157526	26004
1157527	26004
1157528	18204
1157529	23880
1157530	21840
1157531	37404
1157532	30816
1157533	33000
1157534	24480
1157535	60000
1157536	30000
1157537	12000
1157538	31800
1157539	36000
1157540	51996
1157541	26004
1157542	60000
1157543	43800
1157544	26652
1157545	28596
1157546	24000
1157547	28608
1157548	36000
1157549	51996
1157550	30600
1157551	23700
1157552	24000
1157553	35400
1157554	21120
1157601	29304
1157602	31644
1157603	26004
1157604	
1157605	25608
1157606	26940
1157607	34800
1157608	26004
1157701	
1157702	26700
1157703	23400
1157704	24000
1157705	22152
1157706	22212
1157707	
1157708	24000
1157709	30000
1157710	26004
1157711	24000
1157712	21672
1157713	20796
1157714	24000
1157715	19200
1157716	21000
1157717	31200
1157718	20796
1157719	24000
1157720	24000
1157721	26004
1157722	20796
1157723	20796
1157724	24000
1157725	
1157726	28596
1157727	24600
1157728	23940
1157729	26004
1157730	28200
1157801	26004
1157802	21600
1157803	30000
1157804	30000
1157805	26004
1157806	21912
1157807	28500
1157808	29172
1157809	29304
1157810	
1157811	30312
1157812	30000
1157813	21108
1157814	27204
1157815	27168
1157816	23496
1157817	26004
1157818	28968
1157819	30156
1157820	24000
1157821	31200
1157822	26004
1157823	26004
1157824	26400
1157825	24000
1157826	26400
1157827	27300
1157828	23628
1157829	26004
1157901	31848
1157902	19908
1157903	24000
1157904	30000
1157905	24468
1157906	26400
1157907	23388
1157908	20796
1157909	21960
1157910	25200
1157911	31200
1157912	30000
1157913	30000
1157914	30600
1157915	26700
1157916	31200
1157917	24000
1157918	24000
1157919	31200
1157920	40800
1158001	20796
1158002	23400
1158003	23016
1158004	23400
1158005	19236
1158006	21600
1158007	23244
1158008	21840
1158009	20796
1158010	21828
1158011	20388
1158012	20796
1158013	17712
1158014	21840
1158015	21372
1158016	20796
1158017	20796
1158018	20796
1158019	22884
1158020	23964
1158021	21204
1158022	23400
1158101	20796
1158102	20088
1158103	15552
1158104	20796
1158105	19500
1158106	18000
1158107	20796
1158108	20436
1158109	20148
1158110	21216
1158111	20796
1158112	20400
1158113	20796
1158114	21324
1158115	
1158116	
1158117	22104
1158118	19236
1158119	22236
1158120	19800
1158121	
1158122	20796
1158123	20796
1158124	20400
1158125	18612
1158126	13716
1158127	19356
1158128	20796
1158129	20796
1158130	17532
1158131	20796
1158132	19500
1158133	20796
1158134	21984
1158135	
1158201	21324
1158202	20796
1158203	
1158204	20640
1158205	24000
1158206	22800
1158207	24000
1158208	24000
1158209	16908
1158210	26004
1158211	20796
1158212	21204
1158213	24708
1158214	22104
1158215	15600
1158216	21600
1158217	21600
1158218	21840
1158219	26004
1158220	18204
1158221	19608
1158222	24828
1158223	24912
1158224	25356
1158225	24720
1158226	18624
1158227	16800
1158228	26004
1158229	23700
1158230	24000
1158231	17652
1158232	24000
1158233	21600
1158234	
1158235	24000
1158236	
1158301	18000
1158302	22776
1158303	14304
1158304	12996
1158305	20400
1158306	18708
1158307	18000
1158308	20544
1158309	15000
1158310	19596
1158311	16512
1158312	13680
1158313	15876
1158314	
1158315	17328
1158316	15600
1158317	16344
1158318	
1158319	12996
1158320	20004
1158321	20328
1158322	17100
1158323	15600
1158324	
1158325	15600
1158326	24156
1158401	24000
1158402	24000
1158403	25608
1158404	26508
1158405	23400
1158406	18204
1158407	28104
1158408	18852
1158409	21300
1158410	26304
1158411	20796
1158412	26004
1158413	24000
1158414	23400
1158415	
1158416	16128
1158417	24000
1158418	20208
1158419	
1158501	21600
1158502	15600
1158503	18000
1158504	21840
1158505	15600
1158506	26004
1158507	19992
1158508	23508
1158509	22104
1158510	
1158511	16380
1158512	20796
1158513	22680
1158514	12624
1158515	20100
1158516	18000
1158517	20796
1158518	22104
1158519	20280
1158520	23700
1158521	21600
1158522	17316
1158523	24744
1158524	23400
1158601	30000
1158602	32964
1158603	31200
1158604	27000
1158605	20796
1158606	24000
1158607	
1158608	26220
1158609	26004
1158610	20796
1158611	24000
1158612	42000
1158613	19500
1158614	24552
1158615	28608
1158616	23700
1158617	22104
1158618	21600
1158619	30000
1158620	24696
1158621	24000
1158622	26004
1158623	21204
1158624	23700
1158625	24000
1158626	20400
1158627	28800
1158628	
1158629	23820
1158630	17940
1158631	24000
1158632	19920
1158633	26004
1158634	
1158635	24000
1158636	
1158637	26004
1158638	26208
1158639	20796
1158640	28080
1158641	19200
1158642	20484
1158643	
1158701	26004
1158702	22752
1158703	24000
1158704	19332
1158705	20796
1158706	22476
1158707	16896
1158708	19200
1158709	22800
1158710	18000
1158711	17232
1158712	
1158713	24000
1158801	26004
1158802	20796
1158803	30000
1158804	22404
1158805	23400
1158806	26400
1158807	26004
1158808	
1158809	22320
1158810	24444
1158811	30456
1158812	30000
1158813	22776
1158814	29124
1158815	30696
1158816	27600
1158817	28968
1158818	26700
1158819	25200
1158820	22560
1158821	26004
1158822	23280
1158823	26004
1158824	24600
1158825	22524
1158826	24000
1158827	25248
1158901	21852
1158902	23760
1158903	26004
1158904	26004
1158905	28800
1158906	26544
1158907	26592
1158908	20004
1158909	12996
1158910	24480
1158911	26004
1158912	24696
1158913	20796
1158914	20796
1158915	25476
1158916	29124
1158917	16296
1158918	28800
1158919	20796
1158920	24000
1158921	24000
1158922	24000
1158923	24000
1158924	17400
1158925	17280
1158926	24000
1158927	26004
1158928	27564
1158929	24000
1158930	24000
1158931	21036
1158932	24000
1158933	23700
1158934	25356
1158935	14304
1159001	36396
1159002	36000
1159003	31200
1159004	30000
1159005	43764
1159006	36204
1159007	42000
1159008	36420
1159101	
1159102	26004
1159103	24960
1159104	32400
1159105	31200
1159106	48000
1159107	26808
1159108	26004
1159109	26364
1159110	24000
1159111	33000
1159112	26004
1159113	26004
1159114	26292
1159115	36000
1159116	34440
1159117	20256
1159118	24024
1159119	26004
1159120	30000
1159121	31200
1159122	26004
1159123	33804
1159124	24000
1159125	21600
1159126	27720
1159127	28188
1159128	38700
1159129	23700
1159130	26004
1159131	31200
1159132	36000
1159133	28596
1159134	21696
1159135	30000
1159136	21600
1159137	27000
1159138	26520
1159139	33600
1159140	26184
1159141	32508
1159142	24960
1159143	30000
1159144	30000
1159145	30000
1159146	26724
1159147	23052
1159148	36000
1159149	33048
1159150	36000
1159151	26196
1159152	25008
1159153	28596
1159154	
1159201	
1159202	
1159301	26004
1159302	25872
1159303	28800
1159304	26004
1159305	26004
1159306	22632
1159307	26208
1159308	26004
1159309	26004
1159310	23700
1159311	19680
1159312	24096
1159313	24000
1159314	18000
1159315	30600
1159316	23784
1159317	
1159318	30000
1159401	31200
1159402	25404
1159403	23664
1159404	24432
1159405	24000
1159406	24960
1159407	23400
1159408	23400
1159409	19200
1159410	23076
1159411	24000
1159412	24000
1159413	22620
1159414	22368
1159415	21804
1159416	20904
1159417	23400
1159418	24000
1159419	24444
1159420	18204
1159421	28596
1159422	22728
1159423	26004
1159424	20796
1159425	21540
1159426	20796
1159427	24000
1159428	25008
1159429	22104
1159430	25584
1159431	21840
1159432	23544
1159501	30000
1159502	24240
1159503	22236
1159504	26004
1159505	20604
1159506	25608
1159507	18108
1159508	20796
1159509	20796
1159510	20604
1159511	23400
1159512	23700
1159513	22416
1159514	20796
1159515	23400
1159516	24000
1159517	24000
1159518	26004
1159519	24000
1159520	26004
1159521	26004
1159522	25260
1159601	33192
1159602	31200
1159603	31200
1159604	24696
1159605	28704
1159606	24000
1159607	28800
1159608	26004
1159609	24000
1159610	23400
1159611	27996
1159612	26208
1159613	25920
1159614	26004
1159615	28596
1159616	26004
1159617	26004
1159618	23616
1159619	25476
1159620	24000
1159621	26004
1159701	29904
1159702	30684
1159703	28284
1159704	31620
1159705	28596
1159706	26004
1159707	30000
1159708	29904
1159709	28596
1159710	28596
1159711	31200
1159712	
1159713	26004
1159714	33156
1159715	26004
1159716	28164
1159717	24000
1159718	27036
1159719	26208
1159720	26004
1159721	24000
1159722	26400
1159723	27300
1159724	26004
1159725	26004
1159726	26004
1159727	27816
1159728	26196
1159729	27456
1159730	29304
1159731	
1159732	28800
1159733	28200
1159801	21696
1159802	
1159803	18204
1159804	21324
1159805	15444
1159806	20328
1159807	13656
1159808	16896
1159809	24000
1159810	
1159811	17784
1159812	20796
1159813	18108
1159814	20544
1159815	23916
1159816	15600
1159817	24000
1159818	20796
1159819	23400
1159820	15600
