SA1_7DIGITCODE_2016	medianTotalHouseholdIncome
3105101	162500
3105102	96044
3105103	89076
3105104	94224
3105105	118248
3105106	74360
3105107	160316
3105108	122720
3105109	141544
3105110	126048
3105111	108316
3105112	188500
3105113	103584
3105114	128648
3105115	188032
3105116	131196
3105117	115128
3105118	40976
3105119	91884
3105120	76180
3105121	89336
3105122	107224
3105123	98540
3105124	98540
3105125	133588
3105126	78884
3105127	144040
3105128	107900
3105129	
3105130	107692
3105131	101192
3105133	
3105134	138632
3105135	169000
3105136	134316
3105137	150540
3105138	173316
3105139	119132
3105140	131040
3105141	126256
3105142	
3105143	65936
3105201	68380
3105202	73112
3105203	93288
3105204	83200
3105205	62920
3105206	71136
3105207	72904
3105208	68796
3105209	77532
3105210	105612
3105211	126412
3105212	74152
3105213	72124
3105214	82524
3105215	85644
3105216	98540
3105217	96200
3105218	105612
3105219	90116
3105221	90584
3105222	119860
3105223	109876
3105224	68068
3105225	73112
3105226	107796
3105227	75608
3105301	78988
3105302	83824
3105303	116376
3105305	127972
3105306	80860
3105307	84864
3105308	73008
3105309	83564
3105310	61412
3105311	96772
3105312	79872
3105313	72644
3105314	89336
3105315	72852
3105316	86892
3105317	89648
3105318	97916
3105319	117000
3105320	139984
3105321	108316
3105322	118716
3105323	76076
3105324	72852
3105325	135876
3105326	68224
3105327	99892
3105328	139256
3105329	144976
3105330	144612
3105331	74048
3105332	140400
3105333	131352
3105334	150176
3105335	112632
3105336	143676
3105337	100516
3105338	
3105339	
3105401	106600
3105402	82056
3105403	90012
3105404	107224
3105405	107692
3105406	72956
3105407	85332
3105408	81224
3105409	28704
3105410	98020
3105501	80964
3105502	111644
3105503	63648
3105504	79196
3105505	75660
3105506	74984
3105507	83408
3105508	96044
3105509	97500
3105510	73632
3105511	66768
3105512	84500
3105513	88348
3105514	99632
3105515	113360
3105516	101504
3105517	100152
3105518	75140
3105519	77324
3105520	83564
3105521	67964
3105522	94224
3105523	123188
3105601	55900
3105602	99892
3105603	115908
3105604	84500
3105605	138632
3105606	117000
3105607	114816
3105608	76752
3105609	132860
3105610	111280
3105611	81692
3105612	148148
3105613	126724
3105614	110864
3105615	151944
3105616	109824
3105617	48516
3105618	57928
3105619	111280
3105620	85280
3105621	63180
3105701	115960
3105702	108888
3105703	75816
3105704	77324
3105705	73736
3105706	108472
3105707	106340
3105708	105456
3105709	88088
3105710	122668
3105711	113256
3105712	117676
3105713	115804
3105714	118248
3105715	115960
3105716	90532
3105801	62192
3105802	
3105803	69524
3105804	51220
3105805	98280
3105807	81692
3105808	77220
3105809	95108
3105810	98748
3105811	74724
3105812	101192
3105814	95524
3105815	85852
3105816	37700
3105901	124176
3105902	82732
3105903	
3105904	85540
3105905	64688
3105906	133484
3105908	47788
3105909	61724
3105910	
3105911	92196
3105912	85852
3105913	76960
3105914	78468
3105915	75556
3105916	92092
3105917	124748
3105918	185536
3105919	127348
3105920	114608
3105921	118612
3105923	116064
3105925	97500
3105926	
3105927	196820
3105928	137072
3105929	52260
3105930	121836
3105931	141856
3106001	73632
3106002	108628
3106003	82524
3106004	101452
3106005	87048
3106008	83980
3106009	89076
3106010	114036
3106011	100152
3106013	82836
3106014	96616
3106015	79248
3106016	89076
3106017	77532
3106020	81900
3106021	84500
3106022	70044
3106023	100724
3106024	103116
3106025	83668
3106027	73320
3106028	83096
3106029	51168
3106030	38064
3106031	94900
3106032	
3106033	
3106034	78520
3106035	70564
3106036	83044
3106037	87724
3106038	132600
3106039	105820
3106040	109356
3106041	102336
3106042	91572
3106043	130936
3106044	73216
3106045	82524
3106101	69316
3106102	73892
3106103	72072
3106104	69472
3106105	85748
3106106	79924
3106107	58500
3106109	60892
3106110	70408
3106111	72748
3106112	75192
3106113	76856
3106201	24648
3106202	52624
3106203	99320
3106204	110188
3106205	75816
3106206	83928
3106207	88920
3106208	104676
3106209	81224
3106210	104624
3106211	84916
3106212	90220
3106213	84500
3106214	88088
3106215	72384
3106216	65676
3106217	88816
3106218	110188
3106219	101816
3106220	85696
3106221	
3106222	114400
3106301	166972
3106302	81900
3106303	125060
3106304	149448
3106305	82732
3106306	104936
3106307	104520
3106309	
3106311	57200
3106312	62348
3106313	93184
3106314	88816
3106315	97500
3106316	77116
3106317	116376
3106318	35152
3106319	107016
3106320	54860
3106321	104676
3106322	97032
3106323	84916
3106324	79612
3106325	77064
3106326	109356
3106328	96200
3106329	87412
3106331	92248
3106332	68900
3106333	100724
3106334	45760
3106335	115544
3106336	76180
3106337	119340
3106338	47788
3106339	101816
3106340	56212
3106401	102336
3106402	119132
3106403	124384
3106404	130988
3106406	153088
3106407	130676
3106408	57772
3106409	76076
3106411	117000
3106412	130624
3106413	133484
3106414	130468
3106415	117312
3106416	143520
3106417	81224
3106501	81692
3106502	104624
3106503	88088
3106504	81692
3106505	87724
3106506	92924
3106507	109980
3106508	71500
3106509	44148
3106510	40560
3106511	
3106512	38740
3106513	98748
3106514	61724
3106515	67184
3106516	72540
3106517	53924
3106518	85124
3106519	83304
3106520	71500
3106601	140400
3106602	98540
3106603	95732
3106604	100984
3106605	103116
3106606	72384
3106607	94692
3106608	71864
3106609	61724
3106610	85072
3106611	100724
3106612	107692
3106613	48828
3106614	85020
3106615	113932
3106616	71812
3106617	92612
3106618	106600
3106619	99632
3106620	82628
3106621	85488
3106622	100724
3106623	89856
3106624	73840
3106625	106756
3106701	69576
3106702	63856
3106703	89336
3106704	76336
3106705	82836
3106706	53820
3106707	71500
3106708	86216
3106709	61152
3106710	74724
3106711	
3106712	54600
3106713	73892
3106714	39988
3106801	113204
3106802	117000
3106803	89804
3106804	70512
3106805	70616
3106807	54288
3106808	69940
3106809	73112
3106810	88348
3106811	67392
3106812	60944
3106813	95524
3106814	106704
3106815	119548
3106816	103116
3106817	109564
3106818	96668
3106819	76076
3106820	94224
3106821	94848
3106822	76336
3106823	
3106824	64948
3106901	77324
3106902	88816
3106903	56056
3106904	62244
3106905	56108
3106906	73112
3106907	38948
3106908	111436
3106909	100048
3106910	98540
3106911	87724
3106912	80600
3106913	78884
3107001	82732
3107002	90012
3107003	70460
3107004	80756
3107005	79924
3107006	
3107007	100516
3107008	
3107009	72696
3107010	74724
3107011	63336
3107012	91468
3107013	81016
3107014	85124
3107015	86632
3107016	93392
3107017	83876
3107018	99632
3107019	85748
3107101	143780
3107102	135356
3107103	125164
3107104	74048
3107105	100724
3107106	105092
3107107	116376
3107108	118976
3107109	107640
3107110	136500
3107111	117000
3107112	120224
3107113	96772
3107114	120588
3107115	95316
3107116	88348
3107117	112320
3107118	105976
3107119	125372
3107120	95108
3107121	128856
3107122	131612
3107201	84500
3107202	77584
3107205	75452
3107206	64376
3107207	73424
3107208	75088
3107209	68692
3107210	62816
3107211	78468
3107212	81900
3107213	89440
3107215	74412
3107216	85072
3107217	92300
3107218	88348
3107219	90376
3107220	75088
3107221	58500
3107222	104416
3107223	89648
3107301	58500
3107302	75348
3107303	81536
3107304	100048
3107305	83668
3107307	103012
3107308	85904
3107309	86320
3107310	84500
3107311	87724
3107312	81536
3107313	80600
3107314	
3107315	83772
3107316	88348
3107317	107224
3107318	99424
3107319	97500
3107320	95316
3107321	87984
3107322	66300
3107323	86632
3107324	76232
3107325	85904
3107326	84500
3107327	89752
3107328	105768
3107329	93964
3107330	98488
3107332	94900
3107333	118092
3107335	83668
3107337	76440
3107338	92196
3107339	74828
3107340	87308
3107341	105092
3107342	92872
3107343	72020
3107344	91416
3107345	75348
3107346	81952
3107401	
3107402	105924
3107404	62816
3107405	81224
3107407	68536
3107408	
3107409	135876
3107410	112060
3107411	134316
3107412	119964
3107413	112424
3107414	100724
3107415	107848
3107501	77740
3107502	100724
3107503	115908
3107504	118248
3107505	113360
3107506	102232
3107507	107744
3107508	68900
3107509	117000
3107510	118716
3107511	123448
3107512	99892
3107513	100724
3107514	
3107515	119704
3107516	88452
3107517	101816
3107518	113724
3107519	111800
3107520	79612
3107521	87724
3107523	123188
3107524	121316
3107525	112632
3107526	111280
3107527	106080
3107528	41288
3107529	86892
3107530	114088
3107531	121316
3107532	109200
3107533	104468
3107534	99112
3107601	75608
3107602	
3107603	59540
3107604	45032
3107605	
3107606	38792
3107607	60216
3107608	60736
3107609	53300
3107610	80600
3107611	55692
3107612	51012
3107613	60424
3107614	61724
3107615	78832
3107616	42276
3107617	63076
3107618	83200
3107619	48932
3107620	70252
3107621	47788
3107622	62712
3107623	58032
3107624	67132
3107625	
3107626	53768
3107627	58500
3107628	73216
3107629	73632
3107630	
3107631	
3107632	
3107701	110032
3107702	114920
3107703	115804
3107704	108732
3107705	84500
3107706	76856
3107707	111644
3107708	87724
3107709	69940
3107710	92196
3107711	56316
3107712	58500
3107713	74724
3107714	89648
3107715	109200
3107716	56628
3107717	113932
3107801	72540
3107802	80652
3107803	78364
3107804	87568
3107805	70044
3107806	77636
3107807	76232
3107808	87464
3107809	90012
3107810	66872
3107811	79196
3107812	91260
3107813	88816
3107814	75608
3107815	70564
3107816	61464
3107817	67808
3107818	89336
3107819	87360
3107820	77584
3107821	98748
3107822	82316
3107823	82316
3107824	76024
3107825	78728
3107826	62244
3107827	75348
3107828	78520
3107829	67444
3107830	77116
3107831	77376
3107832	74360
3107901	69732
3107902	68224
3107903	57408
3107904	65780
3107905	64532
3107906	66612
3107907	63544
3107908	78936
3107909	80184
3107910	63024
3107911	55068
3107912	66612
3107913	75348
3107914	94224
3107915	65312
3107916	67288
3107917	52832
3107918	63336
3107919	91520
3107920	78884
3108001	79092
3108002	92300
3108003	88816
3108004	108940
3108005	60424
3108006	79716
3108007	76336
3108008	93028
3108009	52260
3108010	76128
3108011	74880
3108012	78988
3108013	79508
3108014	96668
3108015	30212
3108016	79508
3108017	109564
3108018	95108
3108019	85176
3108020	76336
3108021	79612
3108022	77532
3108023	63440
3108024	46436
3108025	69628
3108026	70668
3108027	71500
3108028	73216
3108029	64376
3108030	81692
3108031	93964
3108032	39104
3108033	73840
3108034	72072
3108035	69316
3108036	84032
3108037	79092
3108038	71084
3108039	89180
3108101	116324
3108102	110084
3108103	101608
3108104	101608
3108105	84500
3108106	134004
3108107	134888
3108108	120692
3108109	84968
3108110	
3108111	
3108112	92144
3108113	96096
3108114	93860
3108115	109668
3108116	86632
3108117	103116
3108118	114660
3108119	107068
3108120	105248
3108201	99632
3108202	94900
3108203	81588
3108204	78364
3108205	67756
3108206	96564
3108207	129376
3108208	117000
3108209	92924
3108210	95836
3108211	121108
3108212	91572
3108213	107068
3108214	96772
3108215	96668
3108216	94224
3108217	91624
3108218	84500
3108219	93184
3108220	103012
3108301	100724
3108302	102024
3108303	85020
3108304	68432
3108305	93184
3108306	105196
3108307	79248
3108308	97500
3108309	94692
3108310	93860
3108311	108524
3108401	121628
3108402	99632
3108403	164320
3108404	155116
3108405	
3108406	
3108407	125216
3108408	124488
3108409	58500
3108410	101348
3108411	93288
3108412	148304
3108413	128492
3108414	132860
3108415	105092
3108416	106600
3108417	109200
3108418	120224
3108419	108992
3108420	
3108421	88816
3108422	131092
3108423	177216
3108424	104624
3108425	99216
3108501	142220
3108502	139724
3108503	85644
3108504	122356
3108505	118976
3108506	122356
3108507	120224
3108508	135772
3108509	110136
3108510	111280
3108511	95628
3108601	104936
3108603	134316
3108604	113256
3108605	111696
3108611	141544
3108612	78832
3108613	95472
3108614	121940
3108615	93184
3108618	134316
3108619	138112
3108620	52312
3108621	87724
3108622	104676
3108623	101348
3108624	102648
3108625	137020
3108626	
3108627	125944
3108628	141128
3108629	92820
3108630	104572
3108631	111904
3108632	131456
3108633	122668
3108634	157144
3108635	74932
3108701	110500
3108702	106600
3108703	147836
3108704	134316
3108705	125632
3108706	51220
3108707	98540
3108708	203216
3108709	151632
3108710	149448
3108711	160888
3108713	141544
3108714	161564
3108715	140400
3108716	172432
3108717	137800
3108718	136500
3108719	66300
3108720	186316
3108721	81224
3108801	141544
3108802	126724
3108803	131820
3108804	147316
3108805	139724
3108806	141804
3108807	136500
3108808	87984
3108809	108992
3108810	105924
3108811	119964
3108812	111072
3108813	101504
3108814	96356
3108815	113100
3108816	160316
3108817	158340
3108818	190632
3108819	161980
3108820	118144
3108821	174148
3108822	121004
3108823	133224
3108824	112632
3108901	132340
3108903	216112
3108904	133068
3108905	175448
3108906	135044
3108907	146224
3108908	128856
3108909	201448
3108910	211900
3109001	94796
3109002	108576
3109003	82056
3109004	81224
3109005	112476
3109006	107900
3109007	99736
3109008	117988
3109009	74464
3109010	110500
3109011	100724
3109012	98384
3109013	86320
3109014	99320
3109015	187876
3109016	133536
3109017	126724
3109018	121316
3109019	107484
3109101	55536
3109102	138632
3109103	140556
3109104	111800
3109105	164632
3109106	190476
3109107	167336
3109108	164008
3109109	124540
3109110	162500
3109111	138320
3109112	162500
3109201	98280
3109202	128596
3109203	141908
3109204	107484
3109205	148980
3109206	134732
3109207	120224
3109208	141128
3109209	114192
3109210	137800
3109211	160316
3109212	115128
3109213	134732
3109214	119392
3109215	132860
3109216	119392
3109301	60632
3109302	175448
3109303	67184
3109304	
3109305	136500
3109306	97032
3109307	133016
3109308	96200
3109309	135876
3109310	83564
3109311	88088
3109312	119860
3109401	74516
3109402	121056
3109403	169000
3109404	195000
3109405	
3109406	125060
3109407	92612
3109408	108056
3109409	74152
3109410	96200
3109411	71500
3109412	83096
3109413	119548
3109414	77220
3109415	61828
3109416	74724
3109417	70928
3109418	90220
3109419	97500
3109420	100048
3109421	120692
3109422	74724
3109423	188448
3109424	163436
3109425	70824
3109426	69992
3109427	73424
3109428	79196
3109429	183976
3109430	105872
3109431	133224
3109501	79196
3109502	117000
3109503	158600
3109504	138996
3109505	160888
3109506	128076
3109507	146848
3109508	117000
3109509	55224
3109510	89960
3109511	137800
3109512	93288
3109513	126724
3109514	125320
3109601	45656
3109602	63336
3109603	60840
3109604	39988
3109605	41080
3109606	49244
3109607	61152
3109608	69316
3109609	148148
3109610	112632
3109611	85748
3109612	97500
3109613	172224
3109614	139256
3109615	77948
3109616	69628
3109617	51324
3109618	74204
3109619	64324
3109620	76180
3109621	87984
3109622	67808
3109623	140400
3109701	117000
3109702	97500
3109703	77116
3109704	85436
3109705	69836
3109706	91260
3109707	87724
3109708	89544
3109709	80652
3109710	87724
3109711	31616
3109712	87256
3109713	78676
3109714	97916
3109715	79300
3109716	71500
3109717	78468
3109718	106132
3109719	144404
3109720	108160
3109721	69004
3109801	80704
3109802	120692
3109803	94484
3109804	190632
3109805	134056
3109806	79560
3109807	55900
3109808	118820
3109809	91728
3109810	105248
3109811	99892
3109812	74620
3109813	94224
3109815	79144
3109816	57876
3109817	71500
3109818	74516
3109901	46748
3110001	84500
3110002	103220
3110003	66612
3110004	48932
3110005	60112
3110006	71968
3110007	
3110008	37076
3110009	73892
3110010	79976
3110011	72748
3110012	72020
3110013	63804
3110014	65780
3110015	83772
3110016	82056
3110017	40976
3110018	67600
3110019	77012
3110101	106184
3110102	74516
3110103	104728
3110104	108524
3110105	113256
3110106	96200
3110107	91832
3110109	127348
3110110	114400
3110111	87464
3110112	91832
3110113	104780
3110114	148148
3110115	111488
3110116	130936
3110117	101608
3110118	36920
3110119	81016
3110120	67652
3110121	100724
3110122	
3110201	
3110301	88348
3110302	176176
3110303	173316
3110304	104832
3110305	114192
3110306	123188
3110307	113100
3110308	108576
3110309	94432
3110310	112008
3110311	96200
3110312	108316
3110313	98748
3110314	108576
3110315	108992
3110316	140088
3110317	135200
3110318	123916
3110319	115908
3110320	72748
3110321	152256
3110322	122980
3110323	98644
3110324	102648
3110325	126724
3110326	87048
3110327	164632
3110328	155064
3110329	112008
3110330	101348
3110331	78520
3110332	102544
3110333	88244
3110334	125164
3110335	110708
3110336	103012
3110337	97500
3110338	113360
3110339	141804
3110340	128856
3110401	120848
3110402	120744
3110403	113152
3110404	123240
3110405	120692
3110406	127764
3110407	99112
3110408	128024
3110409	92248
3110410	125060
3110411	114192
3110412	125060
3110413	123604
3110414	71500
3110415	141804
3110416	90012
3110417	118924
3110418	107016
3110419	100048
3110420	58500
3110421	90324
3110501	121160
3110502	82056
3110503	81588
3110504	71968
3110505	101348
3110506	119652
3110508	70044
3110509	67600
3110512	81744
3110513	39624
3110515	102076
3110516	79872
3110517	106028
3110518	
3110519	101816
3110520	112060
3110521	
3110522	53456
3110523	64584
3110524	104416
3110525	83720
3110526	66872
3110527	117884
3110601	88504
3110603	112632
3110604	61932
3110605	74828
3110606	87412
3110607	83564
3110608	51636
3110609	100724
3110610	104988
3110611	113984
3110612	49556
3110613	74152
3110701	102960
3110702	104624
3110703	97500
3110704	73216
3110705	39624
3110706	62296
3110707	76596
3110708	86320
3110709	127348
3110710	89856
3110711	71188
3110712	62608
3110713	72748
3110714	68536
3110715	109200
3110801	118300
3110802	91676
3110803	102492
3110804	86320
3110805	43680
3110806	106600
3110807	114504
3110808	109668
3110809	104936
3110810	100360
3110811	105196
3110812	84708
3110813	77012
3110814	91884
3110815	56524
3110816	86476
3110817	124072
3110901	83564
3110902	93392
3110903	68692
3110904	61984
3110905	118976
3110906	105404
3110907	132600
3110908	111228
3110909	96876
3110910	69056
3110911	62452
3110912	75712
3110913	74984
3110914	103376
3110915	118456
3110916	103324
3110917	89804
3110918	86476
3110919	84500
3110920	47268
3110921	73476
3110922	115180
3110923	117000
3110924	102076
3110925	56316
3110926	49140
3110927	184132
3110928	118092
3110929	192660
3110930	140972
3110931	109408
3111001	81224
3111002	88244
3111004	101920
3111006	95940
3111008	110968
3111009	96668
3111010	110240
3111011	69628
3111012	87464
3111013	81484
3111014	110188
3111015	101296
3111016	
3111017	74724
3111018	63440
3111101	86476
3111102	101868
3111103	73164
3111104	93184
3111105	80184
3111106	71500
3111107	92612
3111108	89648
3111109	88452
3111110	91416
3111111	77012
3111112	87256
3111113	52572
3111202	47528
3111203	62192
3111204	63440
3111205	30992
3111206	70512
3111207	72176
3111208	83668
3111209	97500
3111210	95056
3111211	90324
3111212	98592
3111213	92300
3111215	92300
3111216	108056
3111217	71864
3111218	104728
3111219	125632
3111220	122356
3111221	71500
3111222	123448
3111223	123916
3111301	117832
3111302	93444
3111303	160316
3111304	100360
3111305	106184
3111306	149916
3111307	131144
3111308	138268
3111309	149448
3111310	121524
3111401	183872
3111402	140192
3111403	144508
3111404	157820
3111405	147628
3111406	142220
3111407	103116
3111408	111488
3111409	133796
3111410	122356
3111411	105768
3111412	131716
3111413	156988
3111501	112008
3111502	106860
3111503	122512
3111504	81692
3111505	82472
3111506	107224
3111507	97500
3111508	94640
3111509	93184
3111510	103220
3111511	65624
3111512	66612
3111513	92456
3111601	152724
3111602	148148
3111603	193544
3111604	192660
3111605	106756
3111606	109200
3111607	180648
3111608	91416
3111609	157612
3111610	127140
3111611	117000
3111701	120588
3111702	124748
3111703	92924
3111704	92508
3111705	84136
3111706	91832
3111707	103012
3111708	
3111709	134316
3111710	99840
3111711	90012
3111712	141596
3111713	143000
3111714	120224
3111715	134576
3111716	117000
3111717	108524
3111718	123448
3111719	104416
3111720	99476
3111721	128336
3111722	
3111723	106964
3111724	89492
3111725	98956
3111726	143000
3111727	86476
3111728	106496
3111729	
3111730	107952
3111731	100256
3111732	96824
3111733	89076
3111801	73632
3111802	111228
3111803	135668
3111804	147940
3111805	124956
3111806	130780
3111807	140972
3111808	99892
3111809	157092
3111810	113360
3111811	132288
3111812	114556
3111813	186316
3111814	108472
3111815	108732
3111901	
3111904	78364
3111905	110500
3111906	110500
3111907	87724
3111909	89180
3111910	
3111911	93756
3111912	146224
3111913	106288
3112001	169000
3112002	114972
3112003	122512
3112004	83512
3112005	124592
3112006	61256
3112007	91312
3112008	70824
3112009	79716
3112010	127972
3112011	123448
3112012	121576
3112013	144820
3112014	
3112015	102856
3112016	131300
3112101	139984
3112102	205972
3112103	214500
3112104	96044
3112105	91572
3112106	74516
3112107	75608
3112108	114816
3112109	74724
3112110	72540
3112111	201916
3112112	
3112201	84084
3112202	75608
3112203	86476
3112204	131404
3112205	191724
3112206	76336
3112207	84032
3112208	135200
3112209	69160
3112210	190112
3112211	123136
3112212	79456
3112213	82056
3112214	84500
3112215	85852
3112216	82004
3112217	80860
3112218	70304
3112219	85540
3112220	82628
3112221	109564
3112222	90324
3112223	107068
3112224	88348
3112301	124644
3112302	147316
3112303	140400
3112304	91884
3112305	147316
3112306	114088
3112307	114972
3112308	144040
3112309	120692
3112310	148148
3112401	101192
3112402	122668
3112403	81900
3112404	96564
3112405	96096
3112406	84968
3112407	81900
3112408	79924
3112409	97032
3112410	200148
3112411	159536
3112412	201448
3112501	124384
3112502	116480
3112503	119548
3112504	110500
3112505	
3112506	95836
3112507	127192
3112508	115336
3112509	145132
3112510	127348
3112511	123032
3112512	150176
3112513	120692
3112601	124384
3112602	92976
3112603	95316
3112604	111228
3112605	110188
3112606	93756
3112607	79040
3112608	81536
3112609	72748
3112610	56732
3112611	79872
3112612	100360
3112613	89336
3112614	91624
3112616	142948
3112617	54652
3112618	71500
3112619	29900
3112620	
3112621	44200
3112622	70356
3112623	35724
3112624	60372
3112701	112008
3112702	163436
3112703	135304
3112704	72488
3112705	63544
3112706	90064
3112707	25584
3112708	105040
3112709	91624
3112710	109200
3112801	137592
3112802	117416
3112803	118976
3112804	114244
3112805	63440
3112806	68640
3112807	129428
3112808	99632
3112809	94588
3112810	66248
3112811	129220
3112812	130676
3112813	113360
3112814	187200
3112815	146224
3112816	169000
3112817	124280
3112818	128336
3112819	117572
3112901	132860
3112902	114660
3112903	88972
3112904	106860
3112905	201448
3112906	117000
3112907	110500
3112908	127192
3112909	86112
3112910	127764
3113001	88192
3113002	67496
3113003	86632
3113004	102804
3113005	94900
3113006	95524
3113007	84032
3113008	75400
3113009	67704
3113010	142064
3113011	167336
3113012	148720
3113013	92924
3113014	117832
3113015	90480
3113016	130624
3113101	131300
3113102	152724
3113103	138320
3113104	112268
3113105	73424
3113106	83980
3113107	86112
3113108	85644
3113109	85852
3113110	84500
3113111	86320
3113112	75660
3113113	69628
3113114	73424
3113115	75348
3113116	94588
3113117	102960
3113118	114712
3113119	120692
3113120	182520
3113121	153348
3113122	108160
3113201	149448
3113202	75608
3113203	114088
3113204	109200
3113205	131612
3113206	154076
3113207	120068
3113208	143000
3113209	145132
3113210	79300
3113211	192400
3113212	146224
3113213	195000
3113214	166400
3113215	164112
3113216	90220
3113217	108108
3113218	69472
3113219	129220
3113220	148512
3113221	115960
3113222	110500
3113223	121316
3113224	131092
3113225	133952
3113226	127608
3113227	157612
3113228	125944
3113229	85072
3113230	121576
3113231	96044
3113301	110916
3113302	195000
3113303	81224
3113304	128440
3113305	185224
3113306	107536
3113307	87308
3113308	84864
3113309	96668
3113310	90064
3113311	79872
3113312	85332
3113313	136500
3113401	131248
3113402	131820
3113403	128336
3113404	152724
3113405	129012
3113406	153088
3113407	125944
3113408	95732
3113409	112372
3113410	161356
3113411	127192
3113412	125944
3113413	115700
3113414	123448
3113415	184444
3113416	150748
3113417	139256
3113418	125632
3113419	134316
3113420	196508
3113421	125164
3113422	162500
3113501	93184
3113502	120432
3113503	111020
3113504	90220
3113505	107484
3113506	108316
3113507	100048
3113508	117000
3113509	118924
3113510	114088
3113511	122668
3113512	120952
3113513	125632
3113514	120432
3113515	90532
3113516	84500
3113517	128856
3113518	172536
3113519	157612
3113520	130676
3113521	163800
3113522	117000
3113523	118872
3113524	97500
3113525	109200
3113601	132548
3113602	128232
3113603	124748
3113604	107224
3113605	92612
3113606	95836
3113607	104728
3113608	119028
3113609	99112
3113610	138008
3113611	108108
3113612	97500
3113613	85020
3113614	66144
3113615	
3113701	79456
3113702	65260
3113703	124748
3113704	161200
3113705	111072
3113706	113100
3113707	98280
3113708	93132
3113709	119444
3113710	82316
3113711	88348
3113712	84864
3113713	89648
3113714	95940
3113715	94692
3113716	73788
3113717	131456
3113718	115284
3113719	80288
3113720	87724
3113721	83876
3113722	69576
3113723	72696
3113724	84136
3113725	66872
3113801	99892
3113802	91364
3113803	120120
3113804	80184
3113805	93964
3113806	92300
3113807	95628
3113808	100724
3113809	96772
3113810	95836
3113811	96772
3113812	78520
3113813	119548
3113814	104936
3113901	83044
3113902	63804
3113903	52468
3113904	83200
3113905	78572
3113906	111072
3113907	89336
3113909	75816
3113910	68692
3113911	118508
3113912	79560
3113913	71500
3113914	74516
3113915	75816
3113916	61152
3113917	78832
3113918	112944
3113919	84032
3113920	83564
3113921	74048
3113922	55224
3113923	55796
3113924	94796
3114001	102960
3114002	51688
3114003	107224
3114004	
3114005	82316
3114006	75504
3114007	101660
3114008	67600
3114009	91624
3114010	
3114101	78624
3114102	128336
3114103	91832
3114104	86320
3114105	93704
3114106	102180
3114107	121316
3114108	86736
3114109	112060
3114110	130988
3114111	124176
3114112	79040
3114113	112268
3114114	113724
3114115	134316
3114117	95316
3114118	57200
3114119	67444
3114120	
3114122	58500
3114123	113360
3114124	98072
3114125	98748
3114126	111592
3114127	118820
3114128	72124
3114129	85540
3114130	
3114131	67600
3114132	98384
3114133	115960
3114134	
3114135	
3114136	108004
3114201	78520
3114202	92040
3114205	117000
3114206	76960
3114207	87360
3114208	96408
3114209	50648
3114210	64428
3114212	83616
3114213	76336
3114214	62036
3114215	51324
3114216	67860
3114217	100464
3114218	104572
3114219	148148
3114220	76388
3114221	48152
3114222	
3114223	73424
3114224	88816
3114225	65468
3114226	71500
3114227	100048
3114228	
3114229	94900
3114230	106756
3114231	75348
3114232	94068
3114233	85124
3114234	67652
3114235	87724
3114301	
3114302	
3114303	62816
3114304	53612
3114305	66456
3114306	47944
3114307	74984
3114308	78728
3114309	48776
3114310	71500
3114311	73476
3114312	53300
3114313	
3114314	48932
3114315	63752
3114316	67184
3114317	62036
3114318	45916
3114319	45240
3114401	51532
3114402	69784
3114403	72176
3114404	73320
3114405	71760
3114406	88348
3114407	89284
3114408	70408
3114409	98332
3114410	88816
3114411	101816
3114412	87256
3114413	105404
3114414	110500
3114415	83044
3114416	63336
3114417	66248
3114418	95316
3114501	55796
3114503	53924
3114504	100048
3114507	62088
3114508	65832
3114509	53664
3114510	57980
3114511	56472
3114512	68536
3114514	65260
3114515	60632
3114516	60632
3114517	57460
3114518	59228
3114519	66092
3114520	24336
3114521	71500
3114522	89752
3114523	52416
3114524	67236
3114525	79872
3114526	66456
3114527	102856
3114528	48828
3114529	43316
3114601	65312
3114602	86112
3114603	35100
3114604	48880
3114605	33956
3114606	69992
3114607	62608
3114608	50076
3114609	79300
3114610	108472
3114611	117000
3114612	86892
3114613	90012
3114614	87152
3114615	79716
3114616	104520
3114617	73476
3114701	62400
3114702	35152
3114703	45500
3114704	56316
3114705	63856
3114706	79092
3114707	71500
3114708	57096
3114709	69160
3114710	75816
3114711	38792
3114712	61724
3114713	63492
3114714	107484
3114715	81900
3114716	76336
3114719	60892
3114720	50388
3114721	80964
3114722	107224
3114723	71864
3114724	82004
3114725	72436
3114726	90324
3114801	101192
3114802	82316
3114803	87724
3114804	65572
3114805	108888
3114806	66300
3114807	49712
3114808	62816
3114809	98748
3114810	86424
3114811	84916
3114812	53872
3114813	54496
3114814	59748
3114815	47892
3114816	57772
3114817	49192
3114818	76024
3114819	77220
3114820	79612
3114821	73632
3114822	97500
3114823	99112
3114901	69316
3114902	65676
3114903	131612
3114904	96668
3114905	126256
3114906	89596
3114907	110968
3114908	106600
3114909	
3114910	92924
3114911	83772
3114912	64116
3114913	73632
3114914	51064
3114915	79092
3114916	86632
3114917	78884
3114919	46592
3114920	51740
3114921	56628
3114922	83304
3114923	60164
3114924	50648
3114925	113100
3114926	110136
3115001	
3115101	46592
3115102	49192
3115103	46592
3115104	43056
3115105	60996
3115106	45604
3115107	53248
3115108	45500
3115109	41236
3115110	46176
3115111	40092
3115112	59748
3115113	51168
3115114	46436
3115115	34788
3115201	59384
3115202	42640
3115203	39988
